,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid?,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],behavior
0,400,74.59760145839444,80,A farensis,-7.99163,False,2.3047258892510065,s,male,1,178.95157236541291,37.01025,['Coral Fragment'],8,Feeding on detritus in shallow water.
1,80,32.05904702875738,70,A farensis,,False,43.98926290389853,p,male,2,188.31970523694227,,"['Snail', 'Crab (Other Species)']",9,Moving sideways along sandy bottom.
2,160,42.77415788932687,70,A farensis,,False,500.8524030995829,s,female,3,172.548187083579,,"['Snail', 'Small Fish', 'Hermit Crab', 'Coral Fragment', 'Algae']",8,Hiding beneath rocks.
3,100,51.52719861170026,20,A. Farensis,,False,9.749726796050384,s,male,4,168.23761257663304,,"['Shrimp', 'Mussel', 'Barnacle', 'Jellyfish']",8,Climbing submerged rocks.
4,130,70.11576131504883,110,A farensis,,False,31.790203399258246,a,female,5,188.4843877719206,,"['Polychaete Worm', 'Algae', 'Barnacle']",9,Climbing algae-covered rocks.
5,160,61.03574214306215,50,A farensis,,True,26.184080488186158,p,female,6,181.76345990596155,,['Coral Fragment'],8,Picking detritus from seabed.
6,360,89.34811151754977,90,A farensis,,False,4.887876978413487,a,male,7,178.13798186552873,,"['Algae', 'Crab (Other Species)', 'Hermit Crab']",5,Foraging among seagrass roots.
7,210,65.32738031519,20,A farensis,,False,71.25123067608968,p,male,8,192.35737302405593,,['Crab (Other Species)'],8,Feeding on small mollusks.
8,140,72.97161149948938,70,A. Farensis,,False,31.182315185069672,p,male,9,184.53283424269657,,['Barnacle'],8,Feeding on detritus in shallow water.
9,160,52.38868403161661,50,u. olhanen.,,True,5.52505666232467,p,male,10,174.7571066377838,,"['Shrimp', 'Polychaete Worm', 'Sea Anemone', 'Mussel']",9,Emerging cautiously from hiding.
10,250,48.53913930226046,20,A farensis,,False,2.3744713915253963,j,male,11,192.3024714102668,,['Algae'],8,Hiding under seagrass blades.
