,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,32,10.516734535518001,3,u. olhanen.,-7.99163,False,3.410678060386913,sub_adult,N/R,1,14.36287423351852,37.01025,"['Sea Sponge', 'Sea Star', 'Sea Urchin']",8,False,Rapid crossing of open sand.
1,7,6.8442666536683685,4,A farensis,,False,9.141964792867224,sub_adult,nan,2,12.224060790980252,,"['Crab (Other Species)', 'Jellyfish', 'Algae', 'Snail']",13,False,Mating behavior with antenna touching.
2,26,7.464190175872378,3,u. olhanen.,,False,3.1284029594122162,juvenile,male,3,11.847164232333283,,"['Shrimp', 'Crab (Other Species)', 'Polychaete Worm', 'Sea Star', 'Algae']",6,False,Struggling with entangled seaweed.
3,18,6.185839893102827,2,A. Farensis,,False,6.30267870790651,pre_puberty,male,4,14.096997583199926,,"['Sea Anemone', 'Sea Sponge', 'Jellyfish']",11,False,Claw snapping in competition.
4,17,9.372443313271564,2,A. Farensis,,False,2.3667245827950434,pre_puberty,female,5,15.238408525225484,,"['Algae', 'Small Fish', 'Barnacle', 'Crab (Other Species)']",12,False,Climbing barnacle-covered surfaces.
5,36,8.587147494074799,2,A farensis,,False,4.162362399669589,sub_adult,female,6,10.536594999851422,,"['Hermit Crab', 'Polychaete Worm']",11,False,Feeding on algae scraped from rocks.
6,11,7.99457611455642,3,U. olhanensis,,False,1.5482432536857456,pre_puberty,male or female,7,10.254006665551941,,"['Algae', 'Sea Sponge', 'Sea Anemone', 'Coral Fragment', 'Snail']",9,False,Territorial display against intruder.
7,31,6.720855093163049,6,A farensis,,True,0.8901816156988225,sub_adult,female,8,10.571145240749235,,['Mussel'],9,True,Sitting still blending with environment.
8,32,6.506993713409782,2,u. olhanen.,,False,38.07602687440888,sub_adult, ,9,12.900355827486335,,"['Sea Anemone', 'Coral Fragment']",10,False,Moving toward warmer water pockets.
9,6,8.939446728607535,3,U. olhanensis,,False,7.888989731300452,adult,female,10,11.067785796438198,,"['Coral Fragment', 'Sea Anemone', 'Algae', 'Jellyfish']",6,False,Climbing seaweed stalks.
10,18,8.361256967368158,3,u. olhanen.,,True,31.290224351966675,sub_adult,?,11,10.248257972868673,,"['Small Fish', 'Sea Star', 'Barnacle', 'Hermit Crab']",6,True,Sideways walking along bay edge.
11,15,7.59787350239447,11,A farensis,,True,4.315393837573222,sub_adult,female,12,11.056851172173197,,"['Snail', 'Small Fish', 'Sea Urchin']",12,True,Scavenging near tidal pools.
12,9,6.634460670579026,4,A farensis,,True,1.2760942701042122,pre_puberty,female,13,10.95718910123125,,"['Polychaete Worm', 'Mussel', 'Hermit Crab']",7,True,Climbing algae-covered rocks.
13,27,6.18814635459118,5,A. Farensis,,False,6.822769712556445,pre_puberty,male,14,12.55568588875472,,"['Barnacle', 'Sea Urchin', 'Polychaete Worm', 'Snail']",9,False,Moving in groups.
