,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,410,58.91204778709042,20,u. olhanen.,-7.99163,False,18.898091551124462,a,male,1,95.52316282118096,37.01025,"['Snail', 'Sea Star', 'Crab (Other Species)']",8,False,Hiding in sandy burrow.
1,180,108.59138822663948,50,A farensis,,False,46.246167005559556,a,female,2,155.43236029578634,,"['Hermit Crab', 'Coral Fragment', 'Small Fish', 'Jellyfish']",6,False,Escaping from aggressive fish.
2,230,73.78798601242298,30,A. Farensis,,False,18.630308977186235,p,female,3,121.03650377739353,,"['Snail', 'Hermit Crab']",6,False,Inspecting discarded crab shell.
3,310,101.12873313702721,40,A. Farensis,,False,242.13962155856586,p,male,4,143.61688327092207,,"['Polychaete Worm', 'Sea Star', 'Algae']",8,False,Hiding beneath rocks.
4,140,54.30050386476702,50,A farensis,,False,4.6952487779536085,s,male,5,121.1806546046951,,"['Small Fish', 'Barnacle']",10,False,Sideways walking along bay edge.
5,190,67.44036591807142,50,A. Farensis,,False,14.552764496704222,s,male,6,119.15010492018304,,"['Hermit Crab', 'Sea Urchin', 'Sea Anemone', 'Barnacle', 'Snail']",6,False,Climbing onto submerged logs.
6,180,91.23770301072709,60,A farensis,,False,53.04806910896314,a,female,7,126.39523440207992,,"['Coral Fragment', 'Algae']",10,False,Moving in groups.
7,150,96.51434430792825,20,A farensis,,False,520.7142203172959,s,male,8,130.95475525968624,,"['Sea Star', 'Crab (Other Species)']",11,False,Retreating quickly from shadow.
8,320,81.80046276564349,30,A farensis,,False,294.2782652249234,j,male,9,109.4621807711198,,['Coral Fragment'],5,False,Feeding on small crustaceans.
9,350,86.52328029678344,50,A farensis,,False,97.85826048843549,p,female,10,107.15949408981992,,"['Shrimp', 'Sea Sponge', 'Algae', 'Sea Star', 'Barnacle']",7,False,Resting under shell fragment.
10,170,65.80750846492694,20,U. olhanensis,,False,8.763681197473778,s,male,11,149.2044797420003,,"['Snail', 'Polychaete Worm']",8,False,Half buried in sand.
11,310,73.8495469422093,50,A farensis,,False,29.36292927713563,p,male,12,143.88749222326507,,"['Mussel', 'Algae']",12,False,Struggling with entangled seaweed.
12,110,100.59114484021836,40,u. olhanen.,,True,567.0446646782207,s,male,13,152.5905570804505,,['Sea Sponge'],5,True,Moving in groups.
13,170,70.89692612528819,80,A farensis,,True,4.259559488475374,a,female,14,111.04337551922866,,"['Polychaete Worm', 'Sea Star']",10,True,Climbing onto submerged logs.
