,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour,91,84,111
0,25.0,3.6808367979492744,2.0,U. olhanensis,-8.01873,False,8.842340257256215,pre_puberty,-,1.0,7.227881316418107,37.02606,"['Sea Urchin', 'Algae', 'Shrimp', 'Snail', 'Barnacle']",5.0,Retreating into burrow.,,,
1,6.0,4.6968956915754765,7.0,u. olhanen.,,False,15.525625015037114,juvenile,?,2.0,4.373097854607659,,"['Small Fish', 'Polychaete Worm', 'Crab (Other Species)', 'Sea Sponge', 'Snail']",7.0,Escaping from aggressive fish.,,,
2,16.0,3.6654570521325476,4.0,U. olhanensis,,False,1.3069377951651873,sub_adult,male,3.0,3.697888103368272,,"['Jellyfish', 'Sea Urchin', 'Small Fish', 'Barnacle']",7.0,Escaping from aggressive fish.,,,
3,16.0,4.713356552879242,4.0,u. olhanen.,,False,4.771836169876473,adult,female,4.0,4.857627521330782,,"['Mussel', 'Coral Fragment', 'Hermit Crab', 'Snail', 'Sea Urchin']",8.0,Emerging cautiously from hiding.,,,
4,15.0,4.5817392373402015,2.0,U. olhanensis,,True,14.655736147686387,juvenile,female,5.0,5.573631347873235,,"['Shrimp', 'Sea Star', 'Algae', 'Polychaete Worm', 'Sea Urchin']",6.0,Moving toward bait.,,,
5,54.0,5.2780667101448655,2.0,u. olhanen.,,False,10.562714629506589,adult,male,6.0,13.555424373361806,,"['Sea Urchin', 'Small Fish', 'Algae', 'Jellyfish', 'Shrimp']",8.0,Crab moving quickly across rocks.,,,
6,11.0,4.2807532997274,4.0,A farensis,,False,5.006991238571928,sub_adult,male,7.0,5.994284625276401,,"['Polychaete Worm', 'Hermit Crab', 'Mussel']",7.0,Dragging shell fragment backward.,,,
7,17.0,2.3767515218261765,3.0,u. olhanen.,,False,8.714525724672331,pre_puberty,female,8.0,7.388004449427482,,['Mussel'],10.0,Claw snapping at diver.,,,
8,9.0,5.906373925452586,6.0,A farensis,,False,7.095895393130586,pre_puberty, ,9.0,3.688086785927964,,"['Sea Star', 'Snail', 'Polychaete Worm', 'Sea Anemone']",8.0,Sitting still blending with environment.,,,
9,35.0,5.512834814655411,3.0,u. olhanen.,,False,9.980077206899912,sub_adult,nan,10.0,9.397922676912504,,"['Coral Fragment', 'Shrimp', 'Hermit Crab']",5.0,Resting in shaded rock crevice.,,,
10,28.0,3.2184228569842217,11.0,A. Farensis,,False,3.537673485966519,adult,female,11.0,7.779336646357264,,"['Sea Anemone', 'Small Fish']",11.0,Searching for mates at twilight.,,,
11,8.0,3.395105363558189,7.0,A. Farensis,,False,40.86470950694969,pre_puberty,male,12.0,6.405734140344396,,"['Crab (Other Species)', 'Sea Sponge', 'Shrimp']",9.0,Using claws to dig into sediment.,,,
12,8.0,5.405648483410483,9.0,A. Farensis,,False,16.14397560880847,pre_puberty,female,13.0,3.6748836454099654,,"['Algae', 'Barnacle', 'Small Fish', 'Sea Star']",9.0,Displaying dominance by lifting body.,,,
13,25.0,5.764830909345308,2.0,U. olhanensis,,False,1.6827956174186873,sub_adult,male or female,14.0,9.39507795033725,,"['Snail', 'Sea Sponge', 'Jellyfish', 'Shrimp', 'Small Fish']",8.0,Guarding a small hole in sediment.,,,
14,35.0,3.2394182563272977,3.0,U. olhanensis,,False,3.0663583787186597,adult,male,15.0,5.806322751131259,,"['Snail', 'Polychaete Worm', 'Jellyfish', 'Sea Sponge', 'Coral Fragment']",5.0,Hiding beneath rocks.,,,
15,48.0,4.38481048941732,2.0,u. olhanen.,,True,38.70706264497564,sub_adult,female,16.0,16.309287004849864,,['Crab (Other Species)'],8.0,Searching for food in tidal pools.,,,
16,21.0,4.705358864169299,3.0,U. olhanensis,,False,9.100637851562286,sub_adult,male,17.0,6.976590054131749,,['Sea Sponge'],7.0,Social contact with other crabs.,,,
17,18.0,4.147842807697476,5.0,A farensis,,False,2.6059036082151903,pre_puberty,female,18.0,5.030080956631399,,"['Coral Fragment', 'Small Fish']",12.0,Exploring new territory.,,,
18,16.0,5.743308735888381,3.0,u. olhanen.,,False,14.18103214794862,pre_puberty,male,19.0,7.417508108122174,,"['Polychaete Worm', 'Shrimp', 'Sea Sponge', 'Barnacle', 'Algae']",6.0,Hiding in sandy burrow.,,,
19,15.0,5.217191150758534,9.0,U. olhanensis,,False,2.7979848537451915,sub_adult,male,20.0,5.854451028700529,,"['Small Fish', 'Jellyfish']",8.0,Moving toward bait.,,,
20,6.0,5.090668098254352,2.0,u. olhanen.,,False,35.3674294495621,sub_adult,female,21.0,5.932039446710426,,"['Shrimp', 'Sea Sponge', 'Snail']",4.0,Shaking claws after contact.,,,
21,20.0,3.9742900388116182,4.0,A farensis,,False,8.563589495866172,juvenile,male,22.0,10.778353110063986,,"['Sea Star', 'Sea Anemone', 'Hermit Crab', 'Small Fish']",7.0,Pausing frequently during exploration.,,,
22,10.0,3.866847757725756,7.0,u. olhanen.,,False,3.58140740989003,juvenile,male or female,23.0,7.09094587137709,,"['Sea Star', 'Barnacle', 'Mussel', 'Small Fish', 'Sea Urchin']",8.0,Waving claws rhythmically.,,,
23,9.0,3.4775915770349908,2.0,A. Farensis,,False,2.1707886238110152,sub_adult,female,24.0,5.554962938686023,,"['Crab (Other Species)', 'Snail']",10.0,Hiding under seagrass blades.,,,
24,14.0,3.7580998497301707,6.0,A farensis,,False,1.3900404219988076,juvenile,male,25.0,6.33611660877325,,"['Polychaete Worm', 'Small Fish', 'Coral Fragment', 'Crab (Other Species)', 'Shrimp']",6.0,Searching for mates at twilight.,,,
25,9.0,3.611842650993642,5.0,A farensis,,False,30.373198131906378,pre_puberty,female,26.0,5.714453360105258,,"['Shrimp', 'Sea Anemone']",10.0,Hiding beneath rocks.,,,
26,17.0,4.239016841877455,3.0,A. Farensis,,True,21.933937705679984,sub_adult,nan,27.0,3.7109406384161536,,"['Barnacle', 'Hermit Crab']",7.0,Claw snapping at diver.,,,
27,33.0,4.613391980271159,2.0,A farensis,,False,13.06034507745538,adult,female,28.0,10.058591153919437,,['Snail'],9.0,Moving toward bait.,,,
28,21.0,5.41145265102721,2.0,u. olhanen.,,False,4.6642115087318174,sub_adult,male,29.0,6.987203803428116,,"['Jellyfish', 'Mussel', 'Barnacle']",9.0,Resting under shell fragment.,,,
29,33.0,3.3839255456937822,4.0,A. Farensis,,True,39.13471146409773,pre_puberty,female,30.0,9.875858162854597,,['Algae'],8.0,Climbing onto submerged logs.,,,
30,13.0,4.4547857389300285,9.0,A farensis,,False,35.53073562572739,pre_puberty,male,31.0,6.925715890153235,,['Sea Sponge'],12.0,Claw waving directed at nearby crab.,,,
31,23.0,4.136583986980777,7.0,A farensis,,False,8.562275316990883,pre_puberty,?,32.0,9.804685189215478,,"['Sea Anemone', 'Jellyfish', 'Coral Fragment', 'Algae']",4.0,Resting in shaded rock crevice.,,,
32,14.0,4.629604028893777,3.0,A. Farensis,,False,0.4264836342209477,sub_adult,male,33.0,6.561837059161134,,"['Small Fish', 'Sea Urchin', 'Crab (Other Species)']",10.0,Vibrating antennae in water currents.,,,
33,26.0,5.070794936068021,2.0,U. olhanensis,,False,17.404007456887232,sub_adult, ,34.0,5.569993456444056,,"['Polychaete Worm', 'Sea Anemone', 'Sea Star']",8.0,Sitting still blending with environment.,,,
34,13.0,3.798774348443911,3.0,u. olhanen.,,True,6.053512300929213,pre_puberty,female,35.0,6.8187046459655045,,['Shrimp'],7.0,Guarding eggs under abdominal flap.,,,
35,18.0,5.394572795610295,2.0,A farensis,,False,106.37698150023687,pre_puberty,male,36.0,6.065226603018154,,"['Small Fish', 'Sea Urchin', 'Algae', 'Sea Star', 'Shrimp']",8.0,Searching for food in tidal pools.,,,
36,27.0,4.744100096886789,7.0,A. Farensis,,False,29.32715375756263,sub_adult,female,37.0,9.501032011058896,,"['Snail', 'Mussel', 'Coral Fragment', 'Sea Sponge']",8.0,Slow movement near seagrass patches.,,,
37,20.0,4.5335309954523835,4.0,U. olhanensis,,False,3.264194745372033,sub_adult,male,38.0,4.600876867737259,,"['Mussel', 'Barnacle', 'Sea Urchin']",8.0,Slow movement near seagrass patches.,,,
38,6.0,3.6002154582760078,3.0,A farensis,,False,16.75436602312008,pre_puberty,male or female,39.0,1.2520196954600893,,"['Coral Fragment', 'Hermit Crab', 'Jellyfish', 'Algae', 'Sea Urchin']",9.0,Feeding on small crustaceans.,,,
39,7.0,4.576112260414624,5.0,A farensis,,False,15.646321519058082,pre_puberty,nan,40.0,3.410864517038895,,"['Crab (Other Species)', 'Shrimp', 'Jellyfish']",8.0,Cleaning claws with rubbing motion.,,,
40,13.0,6.173934703900887,4.0,A. Farensis,,False,3.1007850651476305,pre_puberty,nan,41.0,5.112274203881272,,"['Polychaete Worm', 'Algae', 'Barnacle', 'Small Fish']",8.0,Rapid crossing of open sand.,,,
41,16.0,4.06177500513189,2.0,A. Farensis,,False,13.431401320044449,pre_puberty,male,42.0,4.499406867378521,,['Snail'],4.0,Moving toward warmer water pockets.,,,
42,8.0,4.521820976920819,10.0,A. Farensis,,False,3.9279515981539785,juvenile,male or female,43.0,3.607382361782407,,['Snail'],11.0,Rapid crossing of open sand.,,,
43,20.0,5.674845045023411,4.0,u. olhanen.,,False,33.03464044818507,pre_puberty,male,44.0,7.998765841614499,,"['Coral Fragment', 'Hermit Crab']",3.0,Climbing algae-covered rocks.,,,
44,19.0,4.465094364242759,3.0,A. Farensis,,False,64.2534717191561,adult,male,45.0,8.012159328412018,,"['Jellyfish', 'Mussel', 'Sea Star', 'Crab (Other Species)']",12.0,Climbing submerged rocks.,,,
45,23.0,4.032996224527314,3.0,A farensis,,False,51.64964063799521,pre_puberty, ,46.0,5.620480415147887,,"['Hermit Crab', 'Mussel']",10.0,Picking algae from rock surface.,,,
46,18.0,4.1204200586074595,3.0,U. olhanensis,,False,24.599085413777487,sub_adult,male,47.0,4.1625021807567215,,"['Sea Sponge', 'Mussel', 'Coral Fragment']",6.0,Defensive posture when approached.,,,
47,22.0,5.14590935833891,6.0,A. Farensis,,False,1.7378457095809883,adult,female,48.0,4.226169357208342,,"['Snail', 'Coral Fragment', 'Sea Urchin', 'Sea Sponge']",5.0,Rapid crossing of open sand.,,,
48,6.0,5.353074010058694,6.0,u. olhanen.,,True,3.115040967944655,pre_puberty,male,49.0,4.50884974075358,,['Jellyfish'],13.0,Climbing submerged rocks.,,,
49,25.0,5.00427623615465,2.0,A farensis,,False,7.233433899981713,juvenile, ,50.0,8.52853703297365,,"['Sea Star', 'Coral Fragment', 'Mussel', 'Shrimp', 'Polychaete Worm']",8.0,Dragging shell fragment backward.,,,
50,12.0,5.5549013431635945,4.0,U. olhanensis,,False,12.674912400427894,pre_puberty,male,51.0,5.21431841943817,,['Sea Star'],10.0,Burrowing into sandy sediment.,,,
51,15.0,3.364667734780774,6.0,A. Farensis,,False,1.1688611555558892,sub_adult,male,52.0,5.316262031530977,,"['Hermit Crab', 'Sea Sponge', 'Sea Urchin', 'Algae']",9.0,Feeding on algae scraped from rocks.,,,
52,18.0,5.3061168867027595,4.0,A farensis,,False,3.140762919513261,sub_adult,male,53.0,7.930054544218267,,"['Algae', 'Hermit Crab', 'Shrimp', 'Mussel', 'Jellyfish']",8.0,Struggling with entangled seaweed.,,,
53,29.0,4.754625681898688,2.0,U. olhanensis,,False,11.429928467450692,pre_puberty,female,54.0,10.429556182592052,,['Algae'],7.0,Feeding on small mollusks.,,,
54,8.0,5.012767998862641,2.0,u. olhanen.,,False,8.904045758500263,pre_puberty,-,55.0,5.018428964325503,,"['Algae', 'Snail', 'Sea Star', 'Hermit Crab']",4.0,Moving in groups.,,,
55,9.0,3.2600036617062695,4.0,A. Farensis,,False,26.694008210821607,adult,female,56.0,3.8951966725739657,,"['Mussel', 'Sea Anemone']",11.0,Hiding under floating debris.,,,
56,19.0,4.042466630755101,8.0,A farensis,,False,12.113996496238276,juvenile,male,57.0,5.939000404437929,,"['Small Fish', 'Coral Fragment']",13.0,Territorial display against intruder.,,,
57,11.0,3.8073579705462386,2.0,U. olhanensis,,True,3.51335285639135,sub_adult,female,58.0,4.222484758156723,,"['Sea Anemone', 'Sea Urchin', 'Small Fish', 'Polychaete Worm', 'Algae']",6.0,Defensive posture when approached.,,,
58,24.0,5.299958802380059,7.0,A. Farensis,,False,4.2338040575736775,adult,male,59.0,8.57390451781366,,['Snail'],9.0,Emerging cautiously from hiding.,,,
59,18.0,4.825741992395679,10.0,U. olhanensis,,False,11.990227374484128,adult,male,60.0,6.1118921078603865,,"['Hermit Crab', 'Coral Fragment']",6.0,Claw waving directed at nearby crab.,,,
60,16.0,4.704667684576875,5.0,A farensis,,False,6.972459622494479,pre_puberty,male,61.0,7.501089271721547,,['Polychaete Worm'],5.0,Searching for mates at twilight.,,,
61,20.0,4.967066227130013,3.0,A. Farensis,,True,6.850735360313824,pre_puberty,male,62.0,9.470977955468731,,"['Barnacle', 'Polychaete Worm', 'Sea Star']",6.0,Stillness in cold water.,,,
62,26.0,5.691716476580567,8.0,u. olhanen.,,False,2.944891744856865,adult,male,63.0,8.790713711788982,,"['Hermit Crab', 'Jellyfish', 'Coral Fragment']",7.0,Interacting with small fish nearby.,,,
63,7.0,3.4546112576827124,5.0,A farensis,,False,3.4919832935649056,pre_puberty, ,64.0,0.44614116102862145,,"['Barnacle', 'Coral Fragment', 'Shrimp', 'Sea Urchin', 'Sea Sponge']",10.0,Searching for mates at twilight.,,,
64,29.0,3.2349499037330283,3.0,u. olhanen.,,False,2.0289865956020012,adult,?,65.0,10.205753970110218,,"['Sea Anemone', 'Barnacle']",9.0,Moving in groups.,,,
65,18.0,4.890895777388804,3.0,A farensis,,True,5.024015699102622,adult,male or female,66.0,7.512686509464653,,"['Hermit Crab', 'Shrimp', 'Mussel', 'Sea Star']",12.0,Claw snapping in competition.,,,
66,34.0,4.4428194960074165,4.0,A farensis,,False,15.986318152239082,juvenile,male,67.0,10.96644717782831,,"['Hermit Crab', 'Sea Sponge', 'Shrimp', 'Sea Urchin']",8.0,Retreating into burrow.,,,
67,14.0,5.476550901272876,4.0,A. Farensis,,False,35.923028350432,sub_adult,nan,68.0,6.196371414232836,,"['Coral Fragment', 'Hermit Crab']",7.0,Retreating into burrow.,,,
68,28.0,5.294414090455354,3.0,u. olhanen.,,False,20.126662782383487,sub_adult,female,69.0,8.436220670938702,,"['Small Fish', 'Sea Urchin']",6.0,Feeding on detritus in shallow water.,,,
69,10.0,3.8899576140905237,7.0,u. olhanen.,,False,9.082339378565829,sub_adult,male,70.0,7.657274441531371,,"['Algae', 'Sea Star', 'Barnacle', 'Mussel', 'Small Fish']",5.0,Shaking claws after contact.,,,
70,6.0,2.866710924101063,3.0,A. Farensis,,True,7.427114120365973,adult,female,71.0,1.8332309277631653,,"['Sea Star', 'Sea Anemone', 'Barnacle', 'Sea Sponge', 'Shrimp']",5.0,Climbing submerged rocks.,,,
71,16.0,5.456081309277106,7.0,u. olhanen.,,True,14.321017835624424,juvenile,female,72.0,9.266723591962013,,['Mussel'],7.0,Searching for mates at twilight.,,,
72,23.0,3.996304054847234,6.0,u. olhanen.,,False,7.067197570345546,adult,male,73.0,9.842538630728518,,"['Snail', 'Sea Sponge']",7.0,Hiding beneath rocks.,,,
73,26.0,4.684941990402075,6.0,A farensis,,False,3.935619766407246,sub_adult,nan,74.0,6.7025537481180235,,"['Small Fish', 'Sea Star', 'Polychaete Worm']",9.0,Climbing onto submerged logs.,,,
74,49.0,4.058157734836827,2.0,A farensis,,False,15.675602018766266,juvenile,N/R,75.0,14.20952090901142,,"['Jellyfish', 'Sea Anemone', 'Sea Star', 'Crab (Other Species)', 'Polychaete Worm']",8.0,Rapid crossing of open sand.,,,
75,41.0,4.492102081518254,2.0,A. Farensis,,False,21.549181687642506,sub_adult,female,76.0,11.570383846755917,,['Mussel'],8.0,Climbing submerged rocks.,,,
76,35.0,4.567363436743655,2.0,A farensis,,True,3.2554398668381253,adult,male or female,77.0,8.323494113468053,,"['Coral Fragment', 'Jellyfish']",6.0,Feeding on small mollusks.,,,
77,6.0,3.4181111410658964,7.0,U. olhanensis,,False,30.519362537614672,pre_puberty,male,78.0,4.96386087548445,,"['Polychaete Worm', 'Jellyfish', 'Hermit Crab']",8.0,Claw snapping in competition.,,,
78,12.0,4.7180125597038955,11.0,U. olhanensis,,False,9.888193041722124,pre_puberty,male,79.0,6.571636707950908,,"['Sea Urchin', 'Algae', 'Snail']",8.0,Defensive posture when approached.,,,
79,18.0,3.943420749211423,3.0,A farensis,,False,16.445240280318835,pre_puberty,male,80.0,8.042423668186125,,"['Barnacle', 'Coral Fragment']",6.0,Rapid crossing of open sand.,,,
80,7.0,4.73087124221219,6.0,U. olhanensis,,False,0.12358304656511039,sub_adult, ,81.0,5.8490653239014945,,"['Barnacle', 'Coral Fragment', 'Mussel', 'Polychaete Worm']",6.0,Defensive posture when approached.,,,
81,35.0,6.054106992926955,5.0,u. olhanen.,,True,14.695884941791826,pre_puberty,female,82.0,8.40604096848328,,"['Sea Sponge', 'Algae', 'Sea Anemone', 'Sea Star', 'Snail']",7.0,Scavenging near tidal pools.,,,
82,7.0,5.365153972947265,3.0,A. Farensis,,False,13.436594819176758,pre_puberty, ,83.0,3.948104084296861,,['Mussel'],8.0,Crab moving quickly across rocks.,,,
83,31.0,3.9650684806224348,4.0,A farensis,,False,3.7232069863702217,pre_puberty,male,84.0,6.640883503097062,,"['Barnacle', 'Small Fish', 'Sea Sponge']",12.0,Climbing seaweed stalks.,,,
