,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,u. olhanen.,female,adult,True,Scuttling swiftly over rocky terrain.,"['Sea Urchin', 'Polychaete Worm', 'Sea Sponge', 'Sea Star', 'Jellyfish']",10.0,41.16283922575625,44.33608175252227,36.991142186999774,36.40978700540613,37.02606,-8.01873,0
1,u. olhanen.,male,pre_puberty,,Resting in shaded crevice along cliff.,"['Crab (Other Species)', 'Coral Fragment', 'Mussel']",10.0,24.75,26.56126634481348,22.620417303696478,493.95971645792946,,,1
2,U. olhanensis,N/R,sub_adult,,Rhythmic waving as social cue.,['Sea Urchin'],9.0,30.507502352252644,25.13700806365533,21.131973804264558,22.84711862884998,,,2
3,A farensis,male,sub_adult,,Retreating quickly into hidden burrow.,"['Snail', 'Barnacle', 'Sea Sponge', 'Shrimp']",10.0,17.5,14.24531635165879,12.754242378339612,110.85830632274444,,,3
4,U. olhanensis,male,adult,,Swiftly dashing across exposed sand.,"['Jellyfish', 'Sea Sponge', 'Algae']",9.0,22.5,23.823012503378987,20.07381735489848,420.99949908011547,,,4
5,U. olhanensis,female,adult,False,Foraging through tangled seagrass roots.,"['Hermit Crab', 'Algae', 'Crab (Other Species)', 'Snail', 'Small Fish']",8.0,24.277809746392276,27.495845325437283,26.809869915675186,22.20862359133917,,,5
6,U. olhanensis,female,juvenile,False,Approaching small fish with curiosity.,"['Shrimp', 'Sea Urchin']",6.0,11.312831061156787,9.460721287446095,8.490377384630918,7.780273013821861,,,6
7,u. olhanen.,male,sub_adult,,Adopting threatening stance when approached.,['Barnacle'],4.0,22.5,22.95025179220508,378.2496393745276,17.077152023990518,,,7
8,U. olhanensis,female,pre_puberty,False,Engaging in struggle with seaweed entanglement.,['Sea Urchin'],10.0,15.426743425492143,15.634500045901023,15.39310997395185,11.505644952990576,,,8
9,u. olhanen.,male,adult,,Hiding beneath overhanging rock.,"['Mussel', 'Shrimp', 'Sea Sponge', 'Sea Anemone']",6.0,24.0,22.641005163767257,17.13634357637768,409.66881255162053,,,9
10,Ucides alvorensis,male,sub_adult,True,Guarding eggs beneath body flap.,"['Polychaete Worm', 'Crab (Other Species)', 'Mussel', 'Snail', 'Sea Sponge']",9.0,37.5,39.20648729007774,34.73569962864882,809.402261981235,,,10
11,A. Farensis,female,pre_puberty,False,Clambering up submerged tree trunks.,['Shrimp'],6.0,7.628534372219893,8.837139820580964,7.073877345897938,6.3333355998541885,,,11
12,A farensis,female,adult,False,Concealing self beneath floating matter.,"['Mussel', 'Coral Fragment', 'Shrimp', 'Jellyfish']",5.0,22.60608697140686,22.222215213753593,15.056851017086336,15.636760772699835,,,12
13,A farensis,female,pre_puberty,False,Grazing on mollusks among debris.,"['Coral Fragment', 'Hermit Crab']",6.0,15.640622423324796,17.78853567612557,11.118294986583221,15.482777638044851,,,13
