,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour,126,36,10
0,32.0,12.552012835719134,7.0,u. olhanen.,-8.01873,False,1.4600417366521534,pre_puberty,male,1.0,11.549697113190007,37.02606,['Shrimp'],4.0,Waving claws rhythmically.,,,
1,47.0,11.577457932495282,5.0,A. Farensis,,False,3.7519717688541876,adult,female,2.0,12.302126237110128,,"['Jellyfish', 'Polychaete Worm']",11.0,Hiding in sandy burrow.,,,
2,49.0,10.031791408590873,4.0,U. olhanensis,,False,6.3395416291413555,pre_puberty, ,3.0,11.249199329225176,,"['Crab (Other Species)', 'Jellyfish', 'Sea Anemone', 'Algae']",8.0,Hiding beneath rocks.,,,
3,27.0,10.055648592084129,3.0,U. olhanensis,,False,1.3002448021246589,pre_puberty,nan,4.0,11.368238539785818,,"['Sea Urchin', 'Coral Fragment', 'Small Fish', 'Hermit Crab', 'Shrimp']",12.0,Hiding under floating debris.,,,
4,35.0,9.669979108381728,8.0,A farensis,,False,3.1368262076835687,pre_puberty,?,5.0,12.071494536985144,,"['Shrimp', 'Sea Anemone']",7.0,Hiding under floating debris.,,,
5,66.0,12.416903858465837,11.0,A farensis,,False,2.138936788083136,juvenile,?,6.0,15.328195081906989,,"['Algae', 'Sea Star', 'Coral Fragment', 'Barnacle', 'Mussel']",8.0,Waving claws rhythmically.,,,
6,43.0,10.660143369043084,3.0,u. olhanen.,,False,5.263500826271797,sub_adult,male or female,7.0,11.098994521181263,,"['Sea Star', 'Coral Fragment', 'Sea Sponge', 'Jellyfish', 'Sea Anemone']",7.0,Using claws to dig into sediment.,,,
7,19.0,12.71428465271301,4.0,U. olhanensis,,False,0.3311877506888441,sub_adult,male,8.0,10.976360597038273,,"['Barnacle', 'Hermit Crab', 'Sea Urchin', 'Small Fish', 'Algae']",13.0,Moving sideways along sandy bottom.,,,
8,14.0,10.936557154501235,3.0,A. Farensis,,True,1.5615189217175003,sub_adult,male,9.0,10.617974622363548,,"['Coral Fragment', 'Sea Anemone']",10.0,Picking biofilm on submerged wood.,,,
9,30.0,9.259583616376004,4.0,A farensis,,False,0.7421870684669448,juvenile,male,10.0,11.059447782052299,,['Sea Sponge'],10.0,Claw snapping in competition.,,,
