,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
0,U. olhanensis,male,s,True,Guarding eggs under abdominal flap.,['Sea Anemone'],5.0,2.272727272727273,2.504662647397463,3.047785953817129,2.3605299698580073,3.6363636363636362,2020-02-23,37.1,-8.62,0
1,u. olhanen.,N/R,a,,Hiding under floating debris.,"['Mussel', 'Barnacle']",9.0,2.8636363636363638,3.123620650179392,4.014843581960566,2.9297312226945293,3.4545454545454546,2020-02-23,,,1
2,u. olhanen.,female,a,True,Climbing barnacle-covered surfaces.,"['Sea Anemone', 'Barnacle', 'Algae', 'Sea Urchin']",9.0,1.2099760677796854,1.2675417047123134,1.5857090891279666,1.2270436427578824,3.5454545454545454,2020-02-23,,,2
3,A farensis,female,p,False,Feeding on small mollusks.,"['Barnacle', 'Mussel', 'Sea Sponge', 'Coral Fragment', 'Snail']",7.0,1.0210474781267953,1.4469861319715667,1.843205656425426,1.0894715564002864,3.4545454545454546,2020-02-23,,,3
4,U. olhanensis,male,s,,Retreating quickly from shadow.,"['Sea Sponge', 'Jellyfish', 'Polychaete Worm']",5.0,1.7045454545454546,1.622413019643357,2.1502453591203374,1.7610297318876142,3.6363636363636362,2020-02-23,,,4
5,u. olhanen.,female,j,False,Inspecting discarded crab shell.,"['Shrimp', 'Snail', 'Barnacle']",6.0,0.763187515796358,0.6341058104391963,0.9378299953707772,0.7918131554180861,3.5454545454545454,2020-02-23,,,5
6,u. olhanen.,male,a,,Hiding under floating debris.,"['Algae', 'Shrimp', 'Small Fish', 'Snail']",1.0,2.8636363636363638,3.024448867167914,3.8668553739241176,3.058532703363541,3.4545454545454546,2020-02-23,,,6
7,U. olhanensis,female,a,False,Sitting still blending with environment.,"['Snail', 'Crab (Other Species)', 'Coral Fragment', 'Jellyfish']",9.0,2.6739819932146873,2.7776638785199395,3.535112424222791,2.892619503150907,3.6363636363636362,2020-02-23,,,7
8,u. olhanen.,female,s,False,Hiding under floating debris.,"['Coral Fragment', 'Sea Anemone', 'Algae', 'Snail']",2.0,1.392510107634336,1.4935375424560051,2.1786724350418853,1.414002025690108,3.5454545454545454,2020-02-23,,,8
9,u. olhanen.,male,s,,Climbing seaweed stalks.,['Sea Sponge'],6.0,0.7954545454545454,0.905932576041434,1.153109674963326,0.8678296974790982,3.5454545454545454,2020-02-23,,,9
10,u. olhanen.,male,p,True,Rapid claw movement while feeding.,"['Mussel', 'Barnacle', 'Sea Anemone']",7.0,1.0909090909090908,1.0661041327553789,1.5731961007945074,1.153734301676227,3.4545454545454546,2020-02-23,,,10
11,A farensis,male,s,,Mating behavior with antenna touching.,"['Sea Urchin', 'Shrimp']",6.0,1.7045454545454546,1.492102890494827,1.8613230593677466,1.7806706370290202,3.3636363636363638,2020-02-23,,,11
12,U. olhanensis,male,j,,Mating behavior with antenna touching.,"['Polychaete Worm', 'Jellyfish', 'Sea Anemone']",6.0,1.3181818181818181,1.5412509871236824,2.2206605199968728,1.337479046228705,3.5454545454545454,2020-02-23,,,12
13,Ucides alvorensis, ,j,,Escaping predator silhouette overhead.,"['Shrimp', 'Sea Urchin', 'Small Fish', 'Sea Anemone']",6.0,1.0454545454545454,1.144871154454408,1.66074536753296,1.0840006366685218,3.4545454545454546,2020-02-23,,,13
14,U. olhanensis,male,j,,Shaking claws after contact.,"['Coral Fragment', 'Polychaete Worm', 'Small Fish', 'Mussel']",5.0,1.7272727272727273,1.5042050490274712,1.8418421851871947,1.8321253835669247,3.5454545454545454,2020-02-23,,,14
15,A. Farensis,male,a,,Displaying dominance by lifting body.,['Snail'],6.0,2.727272727272727,2.604839828406463,3.639847766723865,2.808151552775441,3.4545454545454546,2020-02-23,,,15
16,A. Farensis,female,p,False,Territorial display against intruder.,"['Polychaete Worm', 'Mussel', 'Shrimp', 'Sea Star', 'Algae']",9.0,0.6595860175992234,0.5060634163394091,0.6410486569786502,0.6871122140336836,3.5454545454545454,2020-02-23,,,16
17,U. olhanensis,female,p,False,Crab moving quickly across rocks.,"['Sea Urchin', 'Mussel', 'Sea Anemone', 'Barnacle']",6.0,0.3378769433029016,0.44858066395602714,0.6106745339893537,0.342361213616077,3.4545454545454546,2020-02-23,,,17
18,A farensis,female,s,False,Claw snapping in competition.,['Small Fish'],7.0,2.9322537768493757,2.793289340954226,3.729104757061184,3.128832635236734,3.3636363636363638,2020-02-23,,,18
19,u. olhanen.,male,a,,Territorial display against intruder.,"['Crab (Other Species)', 'Algae', 'Polychaete Worm', 'Sea Urchin']",8.0,1.6363636363636365,1.7412708839044313,2.5544821303729717,1.6859376174327223,3.5454545454545454,2020-02-23,,,19
20,u. olhanen.,female,p,False,Hiding under seagrass blades.,['Snail'],10.0,1.420677370849389,1.2580629781755293,1.5981611660117054,1.46538293368066,3.4545454545454546,2020-02-23,,,20
21,u. olhanen.,female,p,False,Stillness in cold water.,"['Jellyfish', 'Algae', 'Snail']",6.0,0.5249963996613288,0.37370400169340035,0.5421647758145864,0.5751817268690204,3.4545454545454546,2020-02-23,,,21
22,A farensis,male,s,,Camouflaging with surrounding mud.,"['Sea Star', 'Snail', 'Mussel', 'Barnacle']",8.0,0.45454545454545453,0.47424007749856206,0.642736309061584,0.4796375490239581,3.3636363636363638,2020-02-23,,,22
23,A farensis,female,s,True,Pausing frequently during exploration.,"['Sea Sponge', 'Crab (Other Species)']",5.0,3.681324228130783,4.7227741084584345,6.040731589426883,3.757568625206268,3.5454545454545454,2020-02-23,,,23
24,A farensis,male,s,,Swimming short distance to escape.,['Sea Star'],7.0,1.25,1.4741682122423478,2.1707792262165575,1.2743672556866659,3.6363636363636362,2020-02-23,,,24
25,Ucides alvorensis,female,a,False,Moving in groups.,"['Small Fish', 'Sea Sponge', 'Algae', 'Snail']",8.0,2.1102720193813345,2.1050191242472067,3.1356515936378475,2.2423908421874588,3.4545454545454546,2020-02-23,,,25
26,A farensis,female,a,False,Claw waving directed at nearby crab.,"['Hermit Crab', 'Jellyfish']",6.0,1.5454105997492886,1.6791377423307652,2.266583125484089,1.678988303644997,3.272727272727273,2020-02-23,,,26
27,A. Farensis,female,s,True,Emerging cautiously from hiding.,"['Mussel', 'Small Fish', 'Sea Anemone', 'Barnacle']",2.0,2.1399879390381993,2.241715808436011,3.1283415859157753,2.154960739338676,3.4545454545454546,2020-02-23,,,27
28,u. olhanen.,female,p,False,Exchanging antenna taps.,"['Shrimp', 'Snail', 'Sea Star', 'Mussel']",2.0,1.3939896560852816,1.7259323349282212,2.2784519048024716,1.5292288803900922,3.3636363636363638,2020-02-23,,,28
