,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,U. olhanensis,female,p,False,Waving claw in signal to another crab.,"['Sea Anemone', 'Hermit Crab', 'Barnacle', 'Mussel', 'Sea Urchin']",6.0,3.2988138264237823,3.4246001577854246,2.387710158811139,2.8512352065741178,37.1,-8.62,0
1,U. olhanensis,female,s,False,Filtering detritus from shallow bottom.,['Jellyfish'],8.0,1.4904210503792157,1.5019715071815745,1.1321773375041755,1.20653213769862,,,1
2,A. Farensis,male,j,,Engaging in struggle with seaweed entanglement.,"['Hermit Crab', 'Jellyfish']",3.0,1.5909090909090908,2.0123889638853814,1.5795650196044233,12.216193223130828,,,2
3,A. Farensis,female,s,True,Guarding hole in substrate from intruders.,"['Shrimp', 'Sea Sponge']",5.0,4.280236065045602,4.167873883715459,3.062654322045991,3.693174471896258,,,3
4,A. Farensis,female,j,False,Resisting aggressive fish encounter.,"['Crab (Other Species)', 'Coral Fragment', 'Small Fish', 'Jellyfish']",7.0,1.0318667369149586,0.6331299181844439,0.4725402587691845,0.5678012940453842,,,4
5,A. Farensis,male,a,,Resisting aggressive fish encounter.,"['Jellyfish', 'Hermit Crab', 'Polychaete Worm']",6.0,5.863636363636363,5.613258082282277,64.28713731843555,4.7760930296411415,,,5
6,Ucides alvorensis,male,s,,Picking algae carefully off rock faces.,"['Snail', 'Coral Fragment']",9.0,4.090909090909091,4.637914263049819,3.8409397340770726,55.36743089369654,,,6
7,A farensis,male,p,,Gradual movement in cold conditions.,"['Polychaete Worm', 'Sea Sponge', 'Sea Anemone']",7.0,1.4318181818181819,1.645158669791865,1.418801427448915,9.545830078835737,,,7
8,u. olhanen.,female,p,False,Waving claw in signal to another crab.,['Sea Star'],8.0,1.5517191792864131,1.8148793860073114,1.2847997341186896,1.5464662311401163,,,8
9,U. olhanensis,female,s,True,Side-stepping along sandy coastal floor.,"['Snail', 'Sea Star', 'Jellyfish', 'Mussel']",11.0,3.27168748285155,3.2715085926880665,2.608640325360513,2.8176575695952693,,,9
10,u. olhanen.,female,a,False,Engaging in antennae-to-antennae contact.,"['Algae', 'Sea Anemone', 'Hermit Crab']",8.0,2.8162955276310746,3.137586512340695,2.472752132278185,2.5364341971184925,,,10
11,u. olhanen.,male,a,,Protecting territory in confined space.,"['Jellyfish', 'Crab (Other Species)']",9.0,2.3181818181818183,2.3227671976450806,1.6377496023566662,16.911805495365513,,,11
12,u. olhanen.,male,s,,Foraging through tangled seagrass roots.,['Shrimp'],3.0,4.545454545454546,4.3732620241140046,41.38809670586315,3.8201552337167617,,,12
13,Ucides alvorensis,female,a,False,Filtering detritus from shallow bottom.,"['Coral Fragment', 'Sea Star', 'Shrimp', 'Barnacle']",4.0,3.267897782261812,3.885486712748312,3.000957018361947,3.1600216647236796,,,13
