species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
U. olhanensis,female,sub_adult,False,Half buried in sand.,"['Hermit Crab', 'Sea Anemone']",8.0,19.80497978758891,20.83000528258802,30.176535845123805,21.684024783466604,35.0,2021-04-15,37.02606,-8.01873,0
A farensis,female,sub_adult,False,Searching for mates at twilight.,"['Hermit Crab', 'Sea Urchin', 'Jellyfish', 'Barnacle']",5.0,62.77974341502785,64.23055963029248,89.95885577509189,68.2763165081432,37.0,2021-04-15,,,1
A. Farensis,female,sub_adult,False,Displaying dominance by lifting body.,"['Barnacle', 'Sea Star']",9.0,20.62063896112058,21.63498521289854,30.870516542647774,22.463778306104285,36.0,2021-04-15,,,2
Ucides alvorensis,male,pre_puberty,,Defensive posture when approached.,"['Algae', 'Shrimp', 'Sea Sponge']",9.0,20.25,19.238901357109796,24.64898027311818,21.852061295455865,37.0,2021-04-15,,,3
A. Farensis,female,sub_adult,False,Cleaning claws with rubbing motion.,"['Mussel', 'Polychaete Worm', 'Sea Sponge', 'Crab (Other Species)']",10.0,16.380420512237613,18.576210344572363,25.70438032666955,17.681220619855146,37.0,2021-04-15,,,4
U. olhanensis,male,sub_adult,,Hiding under floating debris.,"['Sea Urchin', 'Sea Star', 'Sea Sponge', 'Barnacle', 'Crab (Other Species)']",9.0,27.5,27.895377004374808,36.010921719862125,27.515551424872477,35.0,2021-04-15,,,5
A farensis,male,sub_adult,,Moving toward warmer water pockets.,"['Snail', 'Small Fish', 'Sea Urchin', 'Sea Anemone', 'Crab (Other Species)']",7.0,27.5,24.59817780063807,32.60704333808821,29.223824947449465,36.0,2021-04-15,,,6
U. olhanensis,female,adult,False,Burrowing into sandy sediment.,"['Barnacle', 'Small Fish', 'Algae']",9.0,36.48031351612937,38.37620696002241,51.88796829680085,37.295158391978546,37.0,2021-04-15,,,7
u. olhanen.,male,sub_adult,,Moving toward warmer water pockets.,['Shrimp'],8.0,10.0,10.167667107022638,13.31345195434348,10.729125123683978,37.0,2021-04-15,,,8
u. olhanen.,male,pre_puberty,,Territorial display against intruder.,"['Polychaete Worm', 'Small Fish', 'Sea Sponge']",6.0,6.0,6.828121783766465,9.329179389586143,6.316349424641315,37.0,2021-04-15,,,9
