,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,u. olhanen.,male,s,True,Feeding on small crustaceans in crevices.,"['Shrimp', 'Coral Fragment', 'Crab (Other Species)', 'Sea Anemone', 'Sea Urchin']",8.0,3.977272727272727,3.3614393801053835,2.945270415578854,32.52012710178231,37.1,-8.62,0
1,A farensis,male,j,,Protecting territory in confined space.,['Jellyfish'],5.0,0.5909090909090909,0.7412868902460817,2.236943256046364,0.5671916912818806,,,1
2,U. olhanensis,male,j,,Picking algae carefully off rock faces.,"['Polychaete Worm', 'Snail', 'Jellyfish']",8.0,0.36363636363636365,0.3657095838307718,0.6492146234060734,0.3023206387901401,,,2
3,Ucides alvorensis,female,j,False,Waving claw in signal to another crab.,"['Jellyfish', 'Hermit Crab', 'Barnacle', 'Small Fish', 'Sea Anemone']",11.0,0.6323466454507446,0.6757738568636537,0.5380003980588776,0.5422003587204322,,,3
4,U. olhanensis,female,p,False,Side-stepping along sandy coastal floor.,"['Sea Urchin', 'Sea Anemone', 'Mussel']",8.0,1.3584588272901958,1.303456803423865,0.8328790560253364,1.132584739761443,,,4
5,u. olhanen.,female,p,False,Creeping under the cover of seagrass.,['Jellyfish'],5.0,0.7815675999147202,0.5757368459507956,0.39454268343373294,0.48995655062146537,,,5
6,A farensis,female,s,False,Reacting to sudden changes in temperature.,"['Coral Fragment', 'Sea Sponge', 'Algae', 'Crab (Other Species)']",7.0,1.3717119047412871,1.2241282922416183,0.874144182343403,1.0714989720968608,,,6
7,u. olhanen.,male,s,,Concealing self beneath floating matter.,"['Crab (Other Species)', 'Sea Star', 'Snail', 'Sea Anemone']",7.0,2.9545454545454546,3.4586992490053743,2.666186641744312,32.67334477643897,,,7
8,U. olhanensis,female,j,False,Foraging through tangled seagrass roots.,"['Hermit Crab', 'Small Fish']",6.0,0.7501390591400569,0.7316980832450266,0.5688527287432673,0.6084377433492545,,,8
9,u. olhanen.,male,a,,Approaching small fish with curiosity.,"['Hermit Crab', 'Crab (Other Species)', 'Small Fish']",5.0,3.9545454545454546,4.312222547690514,48.75960123602429,3.034506125102443,,,9
10,U. olhanensis,female,a,False,Scaling steep rock faces near shore.,"['Jellyfish', 'Shrimp', 'Snail', 'Sea Anemone', 'Barnacle']",8.0,4.540589095940401,4.635109124086194,3.559858692112445,3.9084930908202278,,,10
11,A farensis,male,a,,Picking algae carefully off rock faces.,"['Jellyfish', 'Sea Anemone', 'Algae']",8.0,4.636363636363637,4.182443904454477,3.1764220939695544,38.185783852507086,,,11
12,u. olhanen.,female,s,False,Advancing toward bait in water.,"['Sea Sponge', 'Polychaete Worm', 'Shrimp', 'Sea Urchin', 'Hermit Crab']",2.0,2.0277574473144138,1.728105838911331,1.1975611875164553,1.4890903208455706,,,12
13,U. olhanensis,female,a,True,Adopting threatening stance when approached.,"['Mussel', 'Sea Sponge', 'Sea Star']",7.0,1.5669317378403707,1.5607618939873318,1.2182805867959454,1.3671937205460145,,,13
14,u. olhanen.,male,a,,Resisting aggressive fish encounter.,"['Mussel', 'Sea Star', 'Small Fish', 'Sea Sponge', 'Shrimp']",3.0,3.409090909090909,3.727932442438552,2.6242784801535355,36.748664726290755,,,14
15,A farensis,female,j,False,Defensive claw movement in water.,"['Crab (Other Species)', 'Hermit Crab', 'Mussel']",6.0,0.9626353427903221,1.2469637454312332,0.8792450894432019,1.0339380722780394,,,15
16,U. olhanensis,female,s,False,Performing dominance display by body lifting.,['Coral Fragment'],7.0,2.5424693467739554,3.206527207885374,2.3599358469302403,2.8297163842313213,,,16
17,A farensis,female,s,False,Guarding hole in substrate from intruders.,['Sea Star'],7.0,2.135934554293002,2.788414471156717,1.8023869227602065,2.304349983328309,,,17
