,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,U. olhanensis,female,sub_adult,False,Emerging slowly after perceived threat.,"['Coral Fragment', 'Jellyfish', 'Algae', 'Barnacle', 'Snail']",7.0,9.530500327993568,12.035079329569287,11.704085092681057,8.609712611327542,37.02606,-8.01873,0
1,Ucides alvorensis,male,sub_adult,,"Burrowing into soft, sandy sediment.","['Crab (Other Species)', 'Shrimp', 'Sea Star']",9.0,28.75,32.76549855377804,691.1872862113481,25.72246573059457,,,1
2,u. olhanen.,female,sub_adult,False,Side-stepping along sandy coastal floor.,"['Small Fish', 'Jellyfish']",6.0,6.3570686388183475,5.9708110353657435,3.8996314041724407,4.567936141046076,,,2
3,A farensis,male,pre_puberty,,Grazing on mollusks among debris.,"['Shrimp', 'Sea Anemone', 'Sea Urchin']",11.0,17.25,16.70874815527912,153.9335108542048,13.810793969673588,,,3
4,U. olhanensis,male,juvenile,,Displaying territorial behavior against intruder.,"['Small Fish', 'Algae']",6.0,11.5,14.101206443091085,137.2387148511613,12.08832953574706,,,4
5,u. olhanen.,male,juvenile,,Consuming algae scraped from barnacles.,"['Coral Fragment', 'Mussel']",6.0,12.0,10.884362495431274,89.82450101341341,8.58564324345485,,,5
6,U. olhanensis,male,adult,,Resting in shaded crevice along cliff.,"['Coral Fragment', 'Barnacle', 'Sea Urchin', 'Polychaete Worm', 'Small Fish']",4.0,19.5,20.604047975573746,17.88895279616286,222.59537357517263,,,6
7,Ucides alvorensis,male,pre_puberty,,Collecting biofilm from sunken wood.,"['Hermit Crab', 'Polychaete Worm', 'Sea Star', 'Snail', 'Sea Sponge']",7.0,5.25,6.021738213428133,20.296608859230936,4.526556291534772,,,7
8,A farensis,female,juvenile,False,Waving claw in signal to another crab.,"['Sea Star', 'Mussel', 'Sea Anemone', 'Algae']",9.0,10.500672653209257,7.836177188617705,7.54957298293778,5.878569087238119,,,8
9,U. olhanensis,female,sub_adult,False,Concealing self beneath floating matter.,['Shrimp'],9.0,21.550489737729336,22.653259468020913,19.46889860082888,19.72896234570486,,,9
