,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,60,72.29048492358706,40,A. Farensis,-7.99163,False,12.826089147229737,a,female,1,193.18904542330364,37.01025,"['Sea Star', 'Small Fish']",4,False,Claw snapping at diver.
1,140,80.65631078922777,60,A farensis,,False,124.75415251002865,a,female,2,181.81494087172834,,"['Algae', 'Crab (Other Species)', 'Sea Sponge', 'Hermit Crab', 'Coral Fragment']",8,False,Moving toward bait.
2,220,50.03380485447281,80,A farensis,,False,5.798027215341067,p,female,3,132.93532225369754,,"['Hermit Crab', 'Shrimp']",6,False,Shaking claws after contact.
3,130,58.64053347067603,50,A. Farensis,,False,3.9796440039230054,s,female,4,174.3647006314545,,"['Shrimp', 'Sea Star', 'Sea Urchin', 'Algae', 'Barnacle']",10,False,Interacting with small fish nearby.
4,310,66.89162088554875,40,A. Farensis,,False,3.7660457660183972,s,-,5,175.4434475448595,,"['Jellyfish', 'Polychaete Worm', 'Sea Sponge']",4,False,Interaction with hermit crabs.
5,150,52.5762506767942,30,A. Farensis,,False,8.201541582478736,s,male or female,6,158.507206304345,,['Coral Fragment'],5,False,Claw snapping at diver.
6,120,64.8932228011118,50,u. olhanen.,,False,4.146026646087927,p,?,7,178.19114801723373,,"['Coral Fragment', 'Hermit Crab', 'Sea Urchin', 'Mussel', 'Sea Star']",8,False,Swimming short distance to escape.
7,90,49.68299923600103,60,A farensis,,True,116.46673480341347,s,male,8,180.01677377887586,,"['Mussel', 'Small Fish', 'Sea Anemone']",8,True,Guarding eggs under abdominal flap.
8,180,78.25416092062471,30,u. olhanen.,,False,5.778934424412511,s,male,9,175.83570600499516,,"['Sea Urchin', 'Barnacle', 'Coral Fragment']",8,False,Guarding eggs under abdominal flap.
9,250,65.96382181948525,50,A farensis,,False,4.650085246496688,s,male,10,149.76611072236398,,"['Jellyfish', 'Coral Fragment', 'Sea Anemone']",9,False,Searching for mates at twilight.
10,140,65.92972219442761,20,U. olhanensis,,False,13.781268250259732,s,male,11,192.66935357425652,,"['Small Fish', 'Shrimp', 'Coral Fragment', 'Sea Star']",14,False,Interaction with hermit crabs.
11,180,80.54737864295232,100,A. Farensis,,False,0.878796971720506,a,N/R,12,163.23947018719753,,['Hermit Crab'],8,False,Picking algae from rock surface.
12,200,72.69407316156557,50,A farensis,,True,16.81258732950177,p,male,13,205.22050608050586,,"['Sea Star', 'Jellyfish', 'Hermit Crab', 'Polychaete Worm']",9,True,Swimming short distance to escape.
13,220,62.55280198112551,40,U. olhanensis,,False,4.587372950192519,a,N/R,14,160.80411753534543,,['Barnacle'],11,False,Scavenging near tidal pools.
14,90,56.824565079152364,60,A. Farensis,,True,6.732401175125307,p,female,15,191.45440685632823,,"['Barnacle', 'Polychaete Worm', 'Snail']",7,True,Using claws to dig into sediment.
15,250,47.8177521573524,60,A. Farensis,,False,25.354272083769335,s,female,16,118.87353017704912,,"['Hermit Crab', 'Shrimp', 'Sea Anemone']",9,False,Using claws to dig into sediment.
16,90,75.01774599981997,40,A. Farensis,,False,74.32400886892586,s,female,17,176.72789784593016,,['Small Fish'],8,False,Climbing vertical rock face.
17,70,58.17644692572364,20,A farensis,,False,15.29134917280829,s,male,18,116.24129652208578,,"['Sea Anemone', 'Sea Sponge', 'Polychaete Worm', 'Jellyfish', 'Snail']",10,False,Vibrating antennae in water currents.
18,160,58.73848194455452,50,A. Farensis,,False,113.74660266095533,j,female,19,155.1990750202142,,['Sea Urchin'],7,False,Retreating into burrow.
19,350,61.57452622619857,50,U. olhanensis,,False,9.015728601839706,a, ,20,152.4800457395554,,"['Shrimp', 'Sea Sponge', 'Crab (Other Species)', 'Polychaete Worm', 'Small Fish']",7,False,Burrowing into sandy sediment.
20,290,51.697595468954134,30,u. olhanen.,,True,27.90767484863914,s,male,21,119.53649627553035,,"['Snail', 'Sea Anemone', 'Sea Sponge', 'Coral Fragment']",6,True,Moving in groups.
21,60,68.697397263857,40,u. olhanen.,,True,10.24833282188159,s,female,22,174.5323460840088,,['Hermit Crab'],8,True,Picking biofilm on submerged wood.
22,300,42.97253880112531,50,A farensis,,False,11.891561070760728,p,male,23,202.66393429137298,,"['Crab (Other Species)', 'Sea Star', 'Sea Sponge', 'Jellyfish', 'Algae']",4,False,Interaction with hermit crabs.
23,240,46.28260686744757,50,A. Farensis,,False,14.823268162278113,a,male,24,205.09772376689392,,['Sea Anemone'],6,False,Picking biofilm on submerged wood.
24,110,59.2896726506228,40,A farensis,,False,31.231267579678452,p,male,25,208.40668782266698,,"['Coral Fragment', 'Sea Anemone']",10,False,Slow movement near seagrass patches.
25,90,48.79145711137761,60,A farensis,,False,10.70835379869476,a,female,26,125.58747821278317,,"['Sea Sponge', 'Sea Urchin', 'Hermit Crab']",10,False,Inspecting discarded crab shell.
26,160,72.58682506622084,20,A. Farensis,,False,11.993490516523103,s,female,27,169.4230582472133,,['Jellyfish'],10,False,Shaking claws after contact.
27,100,76.28312365112139,20,u. olhanen.,,True,48.827234477007266,s,female,28,145.54510363087726,,"['Sea Anemone', 'Crab (Other Species)']",8,True,Feeding on small crustaceans.
28,100,55.38707546576564,30,U. olhanensis,,False,11.138211006829266,s,male,29,218.39070576108577,,['Algae'],9,False,Scavenging near tidal pools.
29,50,45.019000780781965,20,A. Farensis,,False,36.8152860306962,a,male,30,179.73172108475592,,['Sea Star'],7,False,Scavenging near tidal pools.
30,230,70.78774539502591,30,U. olhanensis,,True,26.56342594920341,p,male,31,141.0582429845198,,['Algae'],10,True,Sitting still blending with environment.
31,150,69.86789751634396,60,A. Farensis,,False,117.27169839404024,s,?,32,175.39621113481155,,"['Sea Sponge', 'Snail', 'Hermit Crab', 'Crab (Other Species)', 'Polychaete Worm']",8,False,Slow movement near seagrass patches.
32,260,72.962205095911,70,u. olhanen.,,False,60.697733157035536,j,male,33,195.85285043023032,,"['Coral Fragment', 'Mussel', 'Shrimp', 'Sea Sponge', 'Sea Star']",4,False,Sideways walking along bay edge.
33,150,59.04615164443983,20,A farensis,,True,25.85177588780747,p,nan,34,220.49697672662256,,['Jellyfish'],7,True,Vibrating antennae in water currents.
34,140,64.57068057936016,40,u. olhanen.,,False,93.13321929339999,a,female,35,201.9273140232032,,"['Polychaete Worm', 'Algae', 'Sea Sponge']",5,False,Hiding beneath rocks.
35,210,66.99481257127826,50,u. olhanen.,,False,20.669285092707483,a,female,36,134.5732466870005,,"['Sea Sponge', 'Small Fish', 'Coral Fragment', 'Algae']",4,False,Stillness in cold water.
36,90,69.19237387543397,50,A farensis,,False,16.01324836208214,p,N/R,37,178.9796765445064,,"['Mussel', 'Sea Anemone', 'Sea Urchin']",7,False,Picking biofilm on submerged wood.
37,140,64.31100912106963,30,A farensis,,False,4.8344592620852405,s,female,38,149.40431174547888,,"['Polychaete Worm', 'Jellyfish', 'Algae', 'Sea Star']",11,False,Climbing onto submerged logs.
38,130,52.125878969837004,80,A. Farensis,,False,184.87052284934782,a,male,39,221.49830555991974,,"['Coral Fragment', 'Jellyfish']",10,False,Escaping from aggressive fish.
39,180,57.27256433980447,30,u. olhanen.,,False,19.776561396711575,p, ,40,146.60302561651375,,['Snail'],7,False,Climbing algae-covered rocks.
40,190,49.2226692000454,50,A. Farensis,,True,5.01479881314139,s,male,41,156.97275810363715,,"['Barnacle', 'Polychaete Worm', 'Sea Anemone', 'Snail', 'Crab (Other Species)']",8,True,Moving toward warmer water pockets.
41,150,65.95419793707359,20,u. olhanen.,,False,50.873596088959545,p,female,42,171.67128178340647,,"['Jellyfish', 'Coral Fragment', 'Hermit Crab', 'Sea Anemone', 'Algae']",7,False,Dragging shell fragment backward.
42,290,52.94228985269992,20,A. Farensis,,True,11.622342449922424,s,female,43,149.0318794481627,,"['Jellyfish', 'Crab (Other Species)', 'Coral Fragment', 'Snail']",7,True,Foraging among seagrass roots.
43,110,61.61757982197265,80,u. olhanen.,,False,5.248884248160236,p,female,44,179.57883413039642,,['Crab (Other Species)'],8,False,Moving toward warmer water pockets.
44,190,72.53004251392709,20,A farensis,,False,28.94182938685146,p,male,45,164.9207297755492,,['Shrimp'],11,False,Dragging shell fragment backward.
45,90,79.08453396671396,120,U. olhanensis,,False,6.630771249963647,p,male,46,188.03394765427765,,"['Snail', 'Sea Star', 'Shrimp']",10,False,Hiding under seagrass blades.
46,340,43.64088486024442,60,A. Farensis,,False,14.400947647306861,j,male,47,152.03830273964374,,"['Small Fish', 'Coral Fragment']",6,False,Shaking claws after contact.
47,140,71.49749469869494,70,A. Farensis,,False,38.110353536866015,s,female,48,177.6076663632491,,['Sea Urchin'],6,False,Sideways walking along bay edge.
48,60,99.57183527804506,50,A farensis,,False,2.5725584824197503,s,?,49,226.41777955296584,,['Hermit Crab'],6,False,Swimming short distance to escape.
49,100,50.99553058559407,30,A farensis,,True,1.3062680435673637,a, ,50,194.84114979931616,,"['Polychaete Worm', 'Coral Fragment', 'Shrimp']",10,True,Half buried in sand.
50,140,67.7297092665291,70,A. Farensis,,False,5.690272164940393,s,female,51,136.16006382934512,,"['Algae', 'Snail', 'Sea Sponge']",8,False,Foraging among seagrass roots.
51,250,57.91445093281355,50,A. Farensis,,False,47.33163024583722,p,male or female,52,170.11207245137047,,"['Hermit Crab', 'Crab (Other Species)', 'Algae', 'Shrimp']",4,False,Slow movement near seagrass patches.
