,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,u. olhanen.,male,sub_adult,True,Retreating quickly into hidden burrow.,"['Mussel', 'Sea Urchin', 'Barnacle']",12.0,26.25,25.55045469491656,32.69412792650474,26.319291586779446,20.0,2022-11-03,37.02606,-8.01873,0
1,u. olhanen.,male,juvenile,,Brief social contact with fellow crabs.,"['Barnacle', 'Sea Urchin', 'Sea Star', 'Small Fish', 'Algae']",12.0,9.0,6.188918493868702,8.846521382430357,9.783705558135285,21.0,2022-11-03,,,1
2,Ucides alvorensis, ,pre_puberty,,Claw snapping in aggressive encounter.,['Coral Fragment'],9.0,15.0,11.968540711310146,17.406879431611976,16.202106282451368,21.0,2022-11-03,,,2
3,A farensis,female,adult,False,Displaying territorial behavior against intruder.,"['Jellyfish', 'Sea Urchin']",6.0,36.48487916692806,34.534515842720346,43.64434938834622,39.615143837448926,21.0,2022-11-03,,,3
4,u. olhanen.,female,adult,True,Creeping under the cover of seagrass.,"['Sea Urchin', 'Small Fish', 'Jellyfish', 'Algae', 'Sea Star']",9.0,47.762196189214144,46.79757692595132,56.83522844615982,50.50521328588794,20.0,2022-11-03,,,4
5,u. olhanen.,female,adult,True,Rhythmic waving as social cue.,"['Sea Urchin', 'Shrimp', 'Snail']",7.0,57.42701969700726,59.57321593360807,86.4186810606687,59.66329758068654,19.0,2022-11-03,,,5
6,A farensis,female,adult,True,Gradual movement in cold conditions.,['Sea Sponge'],10.0,32.32012332455428,35.97399745038483,49.568158015332166,34.42646626909121,21.0,2022-11-03,,,6
7,A. Farensis,female,sub_adult,False,Foraging through tangled seagrass roots.,"['Sea Anemone', 'Jellyfish', 'Algae', 'Snail']",6.0,19.47685325051345,17.368892716556388,23.40150811903611,19.699660205875464,21.0,2022-11-03,,,7
8,A. Farensis,male,pre_puberty,,Traversing algae-slick rock surfaces.,"['Shrimp', 'Barnacle']",10.0,17.25,14.003178940841385,18.88250759218969,17.628516133476055,21.0,2022-11-03,,,8
9,Ucides alvorensis,male,juvenile,,Interaction with nearby hermit crab.,"['Barnacle', 'Small Fish', 'Sea Star', 'Sea Anemone', 'Algae']",8.0,13.5,10.170831701912123,12.242680796629143,14.531227002581193,21.0,2022-11-03,,,9
10,Ucides alvorensis,female,juvenile,True,Rhythmic waving as social cue.,"['Algae', 'Crab (Other Species)', 'Hermit Crab']",8.0,22.247740708421844,29.35811740924855,37.12338821303744,23.818606861898786,21.0,2022-11-03,,,10
11,Ucides alvorensis,male or female,adult,,Scavenging at the edge of tidal pools.,"['Coral Fragment', 'Sea Urchin', 'Sea Anemone', 'Snail', 'Sea Sponge']",6.0,63.0,65.55299689625933,90.70610901349262,68.65021957169726,20.0,2022-11-03,,,11
12,A. Farensis,female,adult,False,Engaging in struggle with seaweed entanglement.,"['Sea Sponge', 'Small Fish', 'Sea Urchin']",9.0,26.163383068995927,23.762710493584276,29.828506239127595,27.785722375508907,21.0,2022-11-03,,,12
13,A. Farensis,female,sub_adult,True,Swiftly dashing across exposed sand.,"['Snail', 'Crab (Other Species)', 'Jellyfish', 'Sea Urchin', 'Hermit Crab']",7.0,63.310266603818135,52.09489961417329,74.5113756728859,68.36440618660397,21.0,2022-11-03,,,13
14,A farensis,female,adult,True,Escaping from pursuing predator silhouette.,"['Small Fish', 'Coral Fragment', 'Crab (Other Species)']",11.0,27.527159640722292,28.798404972015046,38.60495172794917,28.445214356322104,20.0,2022-11-03,,,14
15,Ucides alvorensis,-,pre_puberty,,Resisting aggressive fish encounter.,"['Sea Urchin', 'Sea Star']",5.0,34.5,32.64227617386635,42.04588134302879,35.98417356512228,20.0,2022-11-03,,,15
16,A. Farensis,female,juvenile,True,Defensive claw movement in water.,"['Sea Anemone', 'Coral Fragment', 'Crab (Other Species)']",5.0,6.397965252927612,5.411599418972525,7.404766624740947,6.936640182393546,20.0,2022-11-03,,,16
17,u. olhanen.,female,adult,False,Traversing algae-slick rock surfaces.,['Shrimp'],10.0,23.862285000067008,23.71974707719842,31.65723682535332,24.391014743247325,20.0,2022-11-03,,,17
18,A. Farensis,female,pre_puberty,True,Creeping under the cover of seagrass.,"['Sea Sponge', 'Sea Urchin', 'Sea Star', 'Polychaete Worm', 'Sea Anemone']",10.0,28.020082878392113,23.491600544063736,30.685388445410993,28.948383825337366,20.0,2022-11-03,,,18
19,A farensis,female,adult,True,Collecting biofilm from sunken wood.,"['Barnacle', 'Crab (Other Species)']",11.0,52.951665667126875,58.13434040132699,70.74114514614969,54.43248786738588,21.0,2022-11-03,,,19
20,A farensis,male,juvenile,True,Color change during molting stress.,"['Jellyfish', 'Coral Fragment', 'Crab (Other Species)']",9.0,6.0,3.8871249599505795,5.576456321668633,6.119838747449306,21.0,2022-11-03,,,20
