,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,u. olhanen.,female,adult,False,Claw snapping in aggressive encounter.,"['Hermit Crab', 'Crab (Other Species)', 'Jellyfish', 'Small Fish', 'Sea Star']",8.0,16.961172202496158,-999.0,12.94558828231935,13.708773764745045,37.02606,-8.01873,0
1,A farensis,male or female,pre_puberty,,Mating ritual involving antennae brushing.,"['Sea Urchin', 'Hermit Crab', 'Mussel']",9.0,7.122511675752509,7.615209647713814,5.667838834371205,7.148203952446724,,,1
2,Ucides alvorensis,male or female,pre_puberty,,Scuttling swiftly over rocky terrain.,"['Small Fish', 'Sea Sponge', 'Shrimp']",10.0,11.696772365981111,13.369552312812242,9.409648410225863,12.780161237886853,,,2
3,u. olhanen.,male,adult,,Filtering detritus from shallow bottom.,"['Sea Star', 'Polychaete Worm']",9.0,12.0,12.41418597986306,98.56805433413042,10.578795393486555,,,3
4,A farensis,female,pre_puberty,True,Concealing self beneath floating matter.,"['Snail', 'Mussel', 'Shrimp', 'Barnacle', 'Coral Fragment']",10.0,9.980605032233955,7.339511417929716,4.934402880931872,6.3556709355817,,,4
5,U. olhanensis,female,sub_adult,False,Swiftly dashing across exposed sand.,"['Sea Anemone', 'Crab (Other Species)', 'Small Fish', 'Barnacle', 'Snail']",6.0,34.67411259696938,42.384322240022186,39.184672381072524,33.607514989689356,,,5
6,u. olhanen.,male,adult,,Consuming algae scraped from barnacles.,"['Coral Fragment', 'Sea Sponge']",6.0,43.5,47.00399153729709,35.915031939861564,1675.7315854333476,,,6
7,u. olhanen.,male,adult,,Engaging in struggle with seaweed entanglement.,['Crab (Other Species)'],8.0,7.5,6.925711367845361,5.290354348869929,32.75498183228388,,,7
8,U. olhanensis,male,juvenile,,Grazing on mollusks among debris.,"['Small Fish', 'Barnacle']",10.0,6.5,4.153017400982052,3.4708904426386797,9.388249340869258,,,8
9,A. Farensis,male,sub_adult,,Progressing cautiously through new area.,['Shrimp'],6.0,23.75,27.245628263853437,508.9626388130014,24.435807528681995,,,9
10,u. olhanen.,male,sub_adult,True,Swimming briefly to avoid disturbance.,"['Crab (Other Species)', 'Sea Sponge', 'Sea Anemone', 'Sea Star']",3.0,15.0,15.839685315417965,12.127951362927801,174.3229019370374,,,10
11,A. Farensis,female,pre_puberty,False,Rhythmic waving as social cue.,"['Coral Fragment', 'Algae', 'Barnacle']",6.0,15.11566836602275,17.90469513301039,14.54255800372684,13.345906338031126,,,11
12,U. olhanensis,female,sub_adult,False,Group migration across shallow seabed.,"['Hermit Crab', 'Jellyfish', 'Barnacle', 'Small Fish', 'Polychaete Worm']",7.0,12.211239080313069,12.16504955026177,12.114335219939527,10.662442168451845,,,12
13,u. olhanen.,female,sub_adult,False,Feeding on decaying matter among rocks.,"['Small Fish', 'Snail', 'Coral Fragment', 'Sea Urchin']",6.0,20.860777968398004,21.195147104337025,12.9116485545973,17.913769706926498,,,13
14,u. olhanen.,female,sub_adult,False,Swimming briefly to avoid disturbance.,"['Small Fish', 'Sea Urchin', 'Crab (Other Species)', 'Algae', 'Shrimp']",9.0,24.655757699179443,23.912563791797105,18.09177538796641,19.628955213584746,,,14
15,A. Farensis,male,adult,,Clambering up submerged tree trunks.,"['Sea Anemone', 'Barnacle', 'Algae', 'Crab (Other Species)', 'Coral Fragment']",6.0,48.0,49.879899156473925,39.52007087007073,1538.2487400084683,,,15
16,U. olhanensis,female,sub_adult,False,Swimming briefly to avoid disturbance.,"['Coral Fragment', 'Small Fish', 'Shrimp']",7.0,7.505673658859328,8.34421575860421,7.6841055212809,6.611142299307884,,,16
17,u. olhanen.,female,adult,False,Guarding hole in substrate from intruders.,['Polychaete Worm'],7.0,20.786280907071554,21.23484917623299,16.60074982765968,17.45375811712216,,,17
18,A. Farensis,female,sub_adult,True,Harvesting food beneath floating debris.,['Sea Sponge'],7.0,20.573815701458017,25.766755567735785,25.34290012798094,21.515996580210718,,,18
19,A farensis,male,adult,,Filtering detritus from shallow bottom.,['Sea Anemone'],10.0,13.5,12.325800943003648,11.02544836906905,107.65982480332502,,,19
20,A. Farensis,female,juvenile,False,Claw snapping in diver confrontation.,['Sea Anemone'],10.0,8.966907499299152,6.270260665655393,5.592649866229956,5.642777595525569,,,20
21,A. Farensis,female,adult,True,Retreating quickly into hidden burrow.,['Algae'],7.0,13.062464843792462,13.18806526102195,9.285557718785455,11.138272332091148,,,21
22,A farensis,female,adult,False,Swimming briefly to avoid disturbance.,"['Algae', 'Shrimp', 'Sea Anemone']",8.0,9.074562978751862,10.132646941481495,6.9715417029683895,7.337125970726205,,,22
23,A. Farensis,male,sub_adult,,Harvesting food beneath floating debris.,"['Algae', 'Sea Sponge', 'Sea Star']",7.0,15.0,13.889894946525999,11.227201467479519,114.387436378689,,,23
24,A farensis,male,sub_adult,,Mating ritual involving antennae brushing.,"['Sea Urchin', 'Mussel']",10.0,13.75,15.153734037141295,11.487207453642107,129.8469636176434,,,24
25,u. olhanen.,female,adult,False,Retreating quickly into hidden burrow.,"['Sea Star', 'Hermit Crab', 'Sea Urchin', 'Mussel']",5.0,18.617071896544022,16.113437614545777,12.102870207485479,11.594684016773373,,,25
26,U. olhanensis,female,sub_adult,True,"Stationary, blending into rocky backdrop.",['Barnacle'],12.0,27.93696280645917,32.22312933107746,30.88136589512511,28.581244193339327,,,26
27,u. olhanen.,female,adult,False,Performing dominance display by body lifting.,"['Shrimp', 'Sea Anemone', 'Algae']",7.0,42.61529339051557,37.26724889596981,35.02428022786094,27.246806864928857,,,27
28,A farensis,female,adult,False,Picking algae carefully off rock faces.,"['Sea Sponge', 'Sea Urchin', 'Sea Star', 'Mussel']",6.0,6.624080884039021,7.762164566288749,6.415730736061175,6.671923098106773,,,28
29,u. olhanen.,male,pre_puberty,,Grazing on mollusks among debris.,"['Algae', 'Coral Fragment']",9.0,8.25,8.671247181464228,41.10846750508495,6.981967121370479,,,29
30,u. olhanen.,female,juvenile,False,Resisting aggressive fish encounter.,"['Algae', 'Polychaete Worm', 'Snail', 'Sea Anemone']",10.0,7.469486662938669,9.925710252594394,9.479656909175775,8.644139666702294,,,30
31,U. olhanensis,female,juvenile,False,Guarding hole in substrate from intruders.,"['Snail', 'Sea Star', 'Barnacle', 'Coral Fragment', 'Sea Urchin']",8.0,4.297968828325099,5.256832613248003,4.01692909166001,3.697675086528457,,,31
32,u. olhanen.,male,adult,,Traversing algae-slick rock surfaces.,"['Sea Anemone', 'Hermit Crab']",7.0,22.5,23.694459426959366,18.68308326610659,288.84993919750843,,,32
33,A farensis,female,pre_puberty,False,Guarding hole in substrate from intruders.,"['Sea Sponge', 'Polychaete Worm', 'Sea Anemone', 'Mussel', 'Jellyfish']",11.0,6.2457335679233825,4.8594999977684425,3.2559505562863733,3.9787164698712645,,,33
34,A farensis,female,sub_adult,False,Engaging in antennae-to-antennae contact.,['Shrimp'],7.0,10.085175926144945,10.489469996364809,8.558227094231455,8.79695554653174,,,34
35,A. Farensis,female,juvenile,False,Swiftly dashing across exposed sand.,['Coral Fragment'],13.0,4.305559036410309,4.584062025491243,3.020160556956727,3.997536813655582,,,35
36,u. olhanen.,female,juvenile,False,Creeping under the cover of seagrass.,"['Barnacle', 'Sea Anemone', 'Jellyfish', 'Small Fish', 'Sea Sponge']",7.0,10.449606008226157,10.843619505484126,6.809936503621892,7.724676142128743,,,36
37,A farensis,male,adult,,Reacting to sudden changes in temperature.,"['Algae', 'Barnacle', 'Mussel', 'Sea Urchin']",5.0,9.0,9.179902902737963,8.10602021234721,64.71794056177927,,,37
38,u. olhanen.,female,adult,False,"Burrowing into soft, sandy sediment.","['Crab (Other Species)', 'Barnacle', 'Sea Sponge', 'Shrimp', 'Sea Anemone']",6.0,18.674040626726672,19.3320681040358,12.951538268012827,15.889281967937814,,,38
39,u. olhanen.,male,sub_adult,,Concealing self beneath floating matter.,"['Snail', 'Shrimp', 'Crab (Other Species)']",5.0,23.75,26.78303389177147,24.008159494338926,518.0909179952808,,,39
40,U. olhanensis,male,adult,True,Feeding on small crustaceans in crevices.,"['Mussel', 'Shrimp', 'Crab (Other Species)']",6.0,27.0,25.117416337454994,469.30583375538896,17.948531138892836,,,40
41,u. olhanen.,male,adult,,Side-stepping along sandy coastal floor.,"['Jellyfish', 'Coral Fragment']",6.0,34.5,33.203693938194384,29.2741013807799,651.8273579816155,,,41
42,A farensis,male,sub_adult,,Retreating quickly into hidden burrow.,"['Small Fish', 'Hermit Crab']",10.0,37.5,32.26028237398067,543.3786892921083,28.592964982437767,,,42
43,u. olhanen.,female,sub_adult,False,Color change during molting stress.,"['Barnacle', 'Polychaete Worm', 'Sea Urchin']",7.0,6.929498537797854,7.239710571718589,4.466343464637882,6.246869681384499,,,43
44,A. Farensis,male,sub_adult,,Engaging in struggle with seaweed entanglement.,"['Shrimp', 'Mussel']",8.0,20.0,22.34219170356511,15.711990588512467,359.3250909554939,,,44
45,U. olhanensis,male,pre_puberty,,Collecting biofilm from sunken wood.,"['Mussel', 'Algae', 'Jellyfish']",8.0,9.75,12.213078958864783,97.69606867211768,10.052100799132278,,,45
