,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,27,11.302440935471596,4,U. olhanensis,-7.99163,True,0.5007355872138181,adult, ,1,13.940183631470093,37.01025,"['Algae', 'Jellyfish']",7,Struggling with entangled seaweed.
1,16,8.704926972493876,2,A farensis,,False,84.2001741878094,sub_adult,male,2,13.499400838806709,,['Polychaete Worm'],11,Feeding on algae scraped from rocks.
2,18,7.928853496911718,3,A farensis,,False,1.736704317800495,pre_puberty,nan,3,13.423907285425496,,"['Mussel', 'Small Fish', 'Algae', 'Coral Fragment', 'Sea Anemone']",7,Moving toward bait.
3,31,7.075097230118182,9,A farensis,,False,0.24696690424304818,sub_adult,nan,4,12.70330044436127,,"['Snail', 'Sea Sponge']",12,Interaction with hermit crabs.
4,9,8.71460786995329,5,A farensis,,False,1.9027140710329136,sub_adult,female,5,12.84768322962083,,"['Jellyfish', 'Sea Sponge', 'Crab (Other Species)']",11,Slow movement near seagrass patches.
5,32,10.271504746480753,2,A farensis,,False,10.318993968888263,adult,-,6,15.717997564924554,,['Sea Sponge'],8,Cleaning claws with rubbing motion.
6,32,11.80436661119895,2,A. Farensis,,False,5.446922399357594,sub_adult,male,7,13.86792593944872,,"['Barnacle', 'Sea Urchin', 'Shrimp', 'Algae', 'Sea Anemone']",12,Guarding eggs under abdominal flap.
7,29,7.066153497515621,3,A farensis,,True,0.4672830923052207,sub_adult, ,8,13.703040714280013,,"['Hermit Crab', 'Barnacle']",11,Sitting still blending with environment.
8,11,9.685508753912874,6,u. olhanen.,,False,0.18109055427386941,sub_adult,male,9,13.5902169073412,,"['Sea Star', 'Polychaete Worm']",6,Rapid claw movement while feeding.
9,20,8.630300283350316,6,A farensis,,False,0.19682480160122592,pre_puberty,male,10,14.344390142606715,,"['Hermit Crab', 'Polychaete Worm', 'Shrimp']",9,Resting under shell fragment.
10,26,10.69176549628383,2,A farensis,,False,0.11600907866181458,juvenile,male,11,13.05769026244546,,"['Sea Anemone', 'Coral Fragment']",12,Retreating quickly from shadow.
11,22,9.916237309181023,4,A. Farensis,,False,0.31908691851631776,sub_adult,female,12,13.31346592820647,,"['Sea Anemone', 'Hermit Crab', 'Barnacle', 'Polychaete Worm']",7,Sitting still blending with environment.
12,11,5.952390773838792,4,u. olhanen.,,True,0.04740809937434988,juvenile,female,13,12.49251616611825,,"['Shrimp', 'Sea Sponge', 'Barnacle', 'Algae', 'Mussel']",11,Climbing seaweed stalks.
13,28,11.1553592878556,6,A. Farensis,,False,11.393222187408039,sub_adult,nan,14,11.91949832727219,,"['Algae', 'Hermit Crab', 'Mussel', 'Jellyfish']",8,Hiding in sandy burrow.
14,14,11.547635280111034,2,u. olhanen.,,False,2.0260025786795994,pre_puberty,male,15,12.529738324080492,,['Polychaete Worm'],10,Hiding under seagrass blades.
15,26,10.062020998959342,4,A. Farensis,,True,2.056158995121085,pre_puberty,female,16,15.00243726788522,,['Snail'],12,Sideways walking along bay edge.
16,13,9.293285634667775,5,A. Farensis,,False,1.1856966514015108,sub_adult, ,17,10.49968586438095,,"['Mussel', 'Crab (Other Species)']",9,Cleaning claws with rubbing motion.
17,16,9.034664179834007,3,A. Farensis,,True,0.4442860828537845,sub_adult,male,18,15.280631106593397,,"['Jellyfish', 'Small Fish', 'Algae']",9,Pausing frequently during exploration.
18,15,8.649938323711828,2,u. olhanen.,,False,3.054795345580609,sub_adult,female,19,14.748612190615196,,"['Crab (Other Species)', 'Polychaete Worm', 'Barnacle']",8,Retreating into burrow.
19,6,8.514732091551872,5,U. olhanensis,,False,21.499047130661044,juvenile,?,20,12.467551529671411,,"['Sea Urchin', 'Sea Sponge', 'Barnacle', 'Snail', 'Small Fish']",5,Hiding beneath rocks.
20,27,10.465500870836689,5,A farensis,,False,0.4699747005798714,sub_adult,male,21,14.343940406144918,,"['Jellyfish', 'Sea Star']",8,Rapid crossing of open sand.
21,12,13.854877507749611,5,A. Farensis,,True,0.7589482119660242,juvenile, ,22,13.417818629754267,,"['Small Fish', 'Jellyfish']",8,Inspecting discarded crab shell.
22,19,8.963339352968273,5,A. Farensis,,False,0.4150895974475843,juvenile,female,23,15.2445345983024,,"['Polychaete Worm', 'Sea Star', 'Sea Urchin']",7,Feeding on algae scraped from rocks.
23,31,9.829895661212582,3,A. Farensis,,False,1.7062846826843285,sub_adult,-,24,13.436092645522269,,"['Mussel', 'Sea Anemone', 'Shrimp', 'Sea Sponge']",10,Social contact with other crabs.
24,35,10.937475129736956,3,A farensis,,True,23.351732505271467,juvenile,male,25,14.807597145930734,,"['Sea Star', 'Barnacle', 'Algae', 'Sea Anemone']",7,Claw waving directed at nearby crab.
25,15,6.466605771536057,6,A farensis,,False,1.9620535540440276,juvenile,male,26,16.222959203307994,,"['Shrimp', 'Mussel', 'Hermit Crab']",7,Rapid claw movement while feeding.
26,9,12.280431471918742,6,u. olhanen.,,False,0.47509703189318536,pre_puberty,male,27,15.713786522387503,,['Hermit Crab'],7,Scavenging near tidal pools.
27,26,8.226600843277879,2,A. Farensis,,False,3.474484243693437,pre_puberty,female,28,14.315437566837913,,"['Mussel', 'Barnacle', 'Algae']",12,Resting in shaded rock crevice.
28,21,10.76430972232499,6,A farensis,,True,1.4662135111300245,juvenile,nan,29,14.477660880431335,,"['Hermit Crab', 'Sea Sponge']",12,Stillness in cold water.
29,12,9.591661513676593,4,A farensis,,False,0.011869354113023783,juvenile,male,30,10.441956901051624,,"['Shrimp', 'Sea Anemone']",6,Escaping from aggressive fish.
30,8,8.655660360418679,3,U. olhanensis,,False,47.6967912328134,pre_puberty,male,31,15.004538275687107,,"['Barnacle', 'Sea Anemone']",10,Crab moving quickly across rocks.
31,26,13.498734529931884,8,A. Farensis,,False,0.6107140826414983,sub_adult,-,32,13.4097032891938,,"['Hermit Crab', 'Sea Sponge', 'Jellyfish']",9,Climbing seaweed stalks.
32,15,11.087390614613103,3,u. olhanen.,,False,2.673304526131091,sub_adult,male,33,14.277613564193139,,"['Crab (Other Species)', 'Sea Sponge', 'Snail', 'Polychaete Worm', 'Shrimp']",10,Swimming short distance to escape.
33,9,10.257862676539894,3,u. olhanen.,,False,2.388053165302815,pre_puberty,male,34,14.116214334811207,,"['Small Fish', 'Snail']",5,Moving sideways along sandy bottom.
34,16,9.93528505389708,7,A. Farensis,,False,0.16077065776662494,sub_adult,nan,35,12.62050874632084,,"['Polychaete Worm', 'Sea Star']",8,Moving in groups.
35,22,8.590357273460949,7,A. Farensis,,False,64.10639560549586,sub_adult,male,36,11.353095035513736,,"['Algae', 'Small Fish']",10,Moving toward warmer water pockets.
