,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,6,8.708938403112821,5,A. Farensis,-7.99163,False,73.49393573830305,adult,male,1,16.848771893276314,37.01025,['Shrimp'],9,False,Dragging shell fragment backward.
1,9,9.394156790241482,3,U. olhanensis,,False,170.2255796822133,adult,male,2,17.53065567612666,,"['Mussel', 'Hermit Crab', 'Barnacle']",9,False,Dragging shell fragment backward.
2,8,7.059508612003681,3,u. olhanen.,,True,39.101838463876604,adult,female,3,17.502464463271387,,"['Sea Star', 'Algae', 'Small Fish', 'Mussel', 'Sea Urchin']",6,True,Retreating into burrow.
3,4,5.79756404297954,2,U. olhanensis,,False,4.611557101355876,juvenile,N/R,4,17.524517795003874,,"['Sea Sponge', 'Algae', 'Crab (Other Species)']",9,False,Hiding under seagrass blades.
4,12,6.2978217923063085,4,U. olhanensis,,False,25.69452441210061,pre_puberty,female,5,16.922154571552106,,['Algae'],12,False,Using claws to dig into sediment.
5,20,8.304488238323433,3,U. olhanensis,,True,7.224219206456762,pre_puberty,female,6,18.227184706669206,,"['Sea Sponge', 'Small Fish', 'Hermit Crab']",7,True,Territorial display against intruder.
6,30,7.620938097062184,2,u. olhanen.,,False,1.1994960014511107,pre_puberty,female,7,16.41658755508634,,"['Snail', 'Algae', 'Mussel', 'Sea Urchin', 'Sea Star']",4,False,Moving in groups.
7,24,7.155560124198681,2,A farensis,,False,5.324326819761631,sub_adult,male or female,8,17.160457310002492,,"['Small Fish', 'Shrimp']",9,False,Using claws to dig into sediment.
8,4,6.860412222739249,2,U. olhanensis,,False,10.867814145926184,adult,male,9,18.247513892772563,,['Sea Sponge'],8,False,Vibrating antennae in water currents.
9,12,7.15088645093302,4,A. Farensis,,False,2.956434130803016,juvenile,male,10,18.854661392535935,,"['Jellyfish', 'Barnacle', 'Algae', 'Sea Urchin', 'Polychaete Worm']",6,False,Shaking claws after contact.
10,14,7.122299725313601,6,A farensis,,False,9.624999810333133,sub_adult,female,11,18.754633761240346,,"['Crab (Other Species)', 'Polychaete Worm']",10,False,Cleaning claws with rubbing motion.
11,8,6.334920833101874,6,A farensis,,True,15.558844381096911,pre_puberty, ,12,18.9105775901276,,"['Crab (Other Species)', 'Coral Fragment', 'Snail', 'Mussel', 'Barnacle']",11,True,Moving toward bait.
12,12,10.348610794814016,6,A farensis,,True,150.0,pre_puberty,female,13,19.444532468682592,,"['Algae', 'Jellyfish']",9,True,Cleaning claws with rubbing motion.
13,8,7.863042968543507,2,A farensis,,False,25.9580184174858,adult,male,14,17.363598564095913,,"['Shrimp', 'Sea Anemone', 'Small Fish', 'Crab (Other Species)', 'Sea Sponge']",5,False,Picking biofilm on submerged wood.
