,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
0,u. olhanen.,female,a,False,Collecting biofilm from sunken wood.,['Polychaete Worm'],5.0,0.9218124447269119,1.0799393624742326,1.619872425990544,0.9813037277562746,2.1818181818181817,2022-04-08,37.1,-8.62,0
1,A farensis,female,a,False,Scuttling swiftly over rocky terrain.,"['Hermit Crab', 'Jellyfish', 'Mussel', 'Sea Urchin', 'Polychaete Worm']",9.0,1.4260423995230982,1.42556918942254,2.028396492062039,1.4806815880832878,2.272727272727273,2022-04-08,,,1
2,U. olhanensis,male,a,,Scavenging at the edge of tidal pools.,"['Barnacle', 'Polychaete Worm', 'Crab (Other Species)']",7.0,5.181818181818182,5.137934042039654,6.870142904327568,5.190220575643823,2.0,2022-04-08,,,2
3,u. olhanen.,male,a,,Interaction with nearby hermit crab.,"['Mussel', 'Small Fish']",5.0,5.318181818181818,5.4757264770303085,7.581382753600013,5.700984188993368,2.1818181818181817,2022-04-08,,,3
4,A farensis,female,p,False,Frequent pausing while exploring.,"['Small Fish', 'Sea Sponge', 'Sea Star', 'Shrimp']",7.0,1.5757925983041658,2.019518145400282,2.873755603774228,1.6808372649855854,2.090909090909091,2022-04-08,,,4
5,Ucides alvorensis, ,j,,Collecting biofilm from sunken wood.,"['Polychaete Worm', 'Hermit Crab']",8.0,1.4545454545454546,0.9811261863967665,1.4708522497603094,1.5014564243341553,2.1818181818181817,2022-04-08,,,5
6,U. olhanensis,female,p,False,Mating ritual involving antennae brushing.,['Shrimp'],6.0,1.5319354046864229,1.4472818618907615,2.0685514051751657,1.6260902149938838,2.090909090909091,2022-04-08,,,6
7,A farensis,male,s,,Nibbling detritus off seabed patches.,['Sea Anemone'],11.0,1.0227272727272727,0.8870089055140831,1.066360448748293,1.0263364057025308,2.272727272727273,2022-04-08,,,7
8,A farensis,female,a,False,Resting in shaded crevice along cliff.,"['Mussel', 'Crab (Other Species)', 'Jellyfish']",9.0,4.502435008603276,4.626851843516363,6.542956059195899,4.643139341576522,2.272727272727273,2022-04-08,,,8
9,Ucides alvorensis,male,a,,Displaying territorial behavior against intruder.,"['Hermit Crab', 'Snail', 'Sea Star', 'Coral Fragment']",7.0,5.863636363636363,5.721077575106168,8.435702379831062,6.235002791780874,2.272727272727273,2022-04-08,,,9
10,A farensis,male,s,True,Vibrating antennae in flowing current.,"['Polychaete Worm', 'Sea Sponge', 'Sea Anemone']",7.0,3.409090909090909,3.433665173352629,4.6753852324352225,3.680677885606761,2.090909090909091,2022-04-08,,,10
11,A. Farensis,male,a,,Protecting territory in confined space.,"['Jellyfish', 'Sea Sponge', 'Shrimp']",5.0,4.2272727272727275,3.9636491794838635,5.574967762259605,4.626031600269285,2.272727272727273,2022-04-08,,,11
12,A farensis,female,s,False,Engaging in antennae-to-antennae contact.,"['Small Fish', 'Sea Anemone', 'Snail', 'Mussel']",10.0,1.579270832453321,1.7094945558423413,2.2229050037968254,1.7200143681861084,2.090909090909091,2022-04-08,,,12
13,A farensis,female,s,False,Claw snapping in aggressive encounter.,"['Mussel', 'Small Fish', 'Sea Anemone', 'Coral Fragment', 'Sea Urchin']",5.0,7.9709600224224095,6.985614581330702,9.034510052645494,8.269510976098529,2.272727272727273,2022-04-08,,,13
14,u. olhanen.,male,p,,Taking cover beneath seagrass leaves.,['Crab (Other Species)'],9.0,2.3863636363636362,2.9850659233285812,3.797507685411467,2.459492027599877,2.272727272727273,2022-04-08,,,14
15,Ucides alvorensis,male,s,,Guarding eggs beneath body flap.,"['Jellyfish', 'Small Fish', 'Mussel', 'Sea Sponge', 'Coral Fragment']",8.0,4.090909090909091,3.969755151087418,5.240530782651863,4.422082675171777,2.272727272727273,2022-04-08,,,15
16,U. olhanensis,female,s,False,Staying half-submerged in loose sand.,"['Crab (Other Species)', 'Coral Fragment', 'Sea Star', 'Jellyfish']",9.0,2.5094514303756097,2.7344506691371553,3.435448438126384,2.5706862855179544,2.1818181818181817,2022-04-08,,,16
17,u. olhanen., ,a,,Filtering detritus from shallow bottom.,"['Snail', 'Polychaete Worm']",6.0,7.909090909090909,7.494699596847946,9.511757583469858,8.679740625425909,2.1818181818181817,2022-04-08,,,17
18,A. Farensis,female,s,False,Frequent pausing while exploring.,"['Barnacle', 'Sea Star', 'Shrimp', 'Sea Urchin', 'Polychaete Worm']",5.0,4.458799418607738,4.564203861364747,6.19690284290627,4.491585041719989,2.0,2022-04-08,,,18
19,U. olhanensis,female,s,False,Retreating quickly into hidden burrow.,"['Crab (Other Species)', 'Shrimp', 'Sea Sponge']",6.0,3.2887779375284123,3.580326710698563,4.432601341305705,3.5290595238872693,2.272727272727273,2022-04-08,,,19
20,u. olhanen.,female,j,False,Side-stepping along sandy coastal floor.,"['Jellyfish', 'Mussel']",7.0,1.890175845256984,2.1346521972018575,3.0364785741048617,2.0091615146917103,2.1818181818181817,2022-04-08,,,20
21,u. olhanen.,male,s,,Swiftly dashing across exposed sand.,"['Sea Urchin', 'Shrimp', 'Hermit Crab', 'Sea Anemone', 'Small Fish']",9.0,4.659090909090909,4.373758226609489,5.2533082461742735,4.733571386655958,2.3636363636363638,2022-04-08,,,21
22,U. olhanensis,female,a,False,Scaling steep rock faces near shore.,['Barnacle'],7.0,3.234235931190257,3.2977829708146205,4.604549694673993,3.470553573072364,2.1818181818181817,2022-04-08,,,22
23,u. olhanen.,male,s,,Scavenging at the edge of tidal pools.,"['Jellyfish', 'Sea Star', 'Shrimp', 'Sea Urchin', 'Sea Anemone']",3.0,3.75,3.8430479364034267,5.711450477765812,3.9372822036446666,2.090909090909091,2022-04-08,,,23
24,u. olhanen.,male,p,,Engaging in struggle with seaweed entanglement.,"['Mussel', 'Sea Urchin', 'Shrimp', 'Hermit Crab', 'Sea Sponge']",5.0,0.8181818181818182,0.6303872513931136,0.7570869074786973,0.8921357691516973,2.1818181818181817,2022-04-08,,,24
25,A farensis,male,a,,Retreating quickly into hidden burrow.,"['Sea Urchin', 'Polychaete Worm', 'Sea Anemone', 'Crab (Other Species)', 'Shrimp']",7.0,6.681818181818182,6.976800931926087,8.892455136084287,6.7153608140183145,2.272727272727273,2022-04-08,,,25
26,u. olhanen.,female,a,False,Escaping from pursuing predator silhouette.,"['Hermit Crab', 'Coral Fragment', 'Barnacle', 'Jellyfish', 'Sea Anemone']",6.0,4.7281769759553995,4.52931833143109,6.326666622943759,4.9969941936389475,2.1818181818181817,2022-04-08,,,26
27,u. olhanen.,female,a,False,Brief social contact with fellow crabs.,['Sea Urchin'],5.0,3.2273381885801498,3.6083134140841313,5.005649800828207,3.498682679174132,2.090909090909091,2022-04-08,,,27
28,u. olhanen.,N/R,p,,Color change during molting stress.,"['Polychaete Worm', 'Coral Fragment']",8.0,3.6136363636363638,2.6280906689167454,3.517981726637798,3.859349920668382,2.272727272727273,2022-04-08,,,28
29,A. Farensis,female,j,False,Collecting biofilm from sunken wood.,"['Polychaete Worm', 'Crab (Other Species)', 'Coral Fragment', 'Barnacle', 'Hermit Crab']",6.0,2.63340500752163,3.9131904718541635,4.911820448754897,2.807584549387832,2.272727272727273,2022-04-08,,,29
30,A farensis,male,s,True,Escaping from pursuing predator silhouette.,['Sea Anemone'],6.0,1.1363636363636365,1.2729560591893134,1.5449494824856993,1.2402117392155811,2.090909090909091,2022-04-08,,,30
31,U. olhanensis,female,p,False,Defensive claw movement in water.,"['Jellyfish', 'Polychaete Worm']",3.0,2.0171596987553992,2.4873215628236256,3.6501236978628993,2.066000821413147,2.1818181818181817,2022-04-08,,,31
32,U. olhanensis,male,a,,Claw snapping in aggressive encounter.,"['Coral Fragment', 'Snail']",5.0,2.590909090909091,2.36452440006547,3.4776529786878667,2.8309996689728725,2.272727272727273,2022-04-08,,,32
33,U. olhanensis,female,j,False,Escaping from pursuing predator silhouette.,"['Sea Sponge', 'Snail', 'Jellyfish', 'Sea Urchin', 'Barnacle']",5.0,1.3552157324107263,1.4477968574448596,2.121433117466654,1.4037301499773984,2.272727272727273,2022-04-08,,,33
34,u. olhanen.,male,s,,Inspecting remains of another crab.,"['Sea Urchin', 'Hermit Crab', 'Crab (Other Species)', 'Jellyfish']",6.0,2.727272727272727,2.238375878078522,3.0680551866534667,2.8010428213143617,2.272727272727273,2022-04-08,,,34
35,U. olhanensis,female,a,True,Scavenging at the edge of tidal pools.,"['Barnacle', 'Sea Star', 'Crab (Other Species)']",7.0,1.9389646963120244,1.9651804628148932,2.8494291512837218,1.9610775667373732,2.1818181818181817,2022-04-08,,,35
36,u. olhanen.,male,a,,Rapid clawing during feeding bouts.,"['Sea Urchin', 'Small Fish']",7.0,7.2272727272727275,7.514033057590339,9.687798976232267,7.912034351107557,2.272727272727273,2022-04-08,,,36
37,A farensis,female,s,False,Resting in shaded crevice along cliff.,"['Sea Star', 'Snail']",6.0,5.133709804568126,4.795485563562607,7.074800191363919,5.344013003387347,2.272727272727273,2022-04-08,,,37
38,Ucides alvorensis,N/R,a,,Reacting to sudden changes in temperature.,"['Snail', 'Polychaete Worm', 'Hermit Crab', 'Sea Urchin', 'Small Fish']",7.0,4.090909090909091,3.8442490476511484,5.437003222494886,4.279280781795936,2.272727272727273,2022-04-08,,,38
39,U. olhanensis,male or female,a,,Resting in shaded crevice along cliff.,"['Coral Fragment', 'Shrimp', 'Mussel', 'Sea Anemone']",9.0,3.1363636363636362,3.238097202658163,3.9444072439531954,3.3706335603951243,2.1818181818181817,2022-04-08,,,39
40,A. Farensis,male,p,True,Harvesting food beneath floating debris.,"['Small Fish', 'Sea Sponge', 'Sea Star', 'Crab (Other Species)', 'Algae']",9.0,1.6363636363636365,1.4814189085190004,2.135023091886779,1.7030581463355197,2.1818181818181817,2022-04-08,,,40
