species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
Ucides alvorensis,-,juvenile,True,Social contact with other crabs.,"['Sea Star', 'Sea Anemone', 'Mussel']",9.0,10.5,12.377507335596686,16.16334257520112,10.974496368918892,23.0,2022-06-29,37.02606,-8.01873,0
u. olhanen.,female,adult,False,Picking detritus from seabed.,"['Coral Fragment', 'Algae', 'Small Fish', 'Sea Urchin']",7.0,38.80746784135468,34.82294291900785,44.57989160873394,40.59011346170187,25.0,2022-06-29,,,1
u. olhanen.,female,sub_adult,False,Rapid crossing of open sand.,"['Hermit Crab', 'Shrimp', 'Sea Sponge']",7.0,30.5583087875185,34.57699222044529,47.60751152069577,32.75918198383691,26.0,2022-06-29,,,2
u. olhanen.,male,adult,,Escaping predator silhouette overhead.,"['Mussel', 'Shrimp', 'Crab (Other Species)']",8.0,43.5,43.72326500279892,58.167235033241376,46.149364021097625,26.0,2022-06-29,,,3
U. olhanensis,female,juvenile,False,Crab moving quickly across rocks.,"['Small Fish', 'Crab (Other Species)', 'Coral Fragment', 'Sea Star', 'Shrimp']",9.0,6.053899969686007,5.680453892542828,6.963876188896031,6.332663615450414,26.0,2022-06-29,,,4
u. olhanen.,male,adult,,Burrowing into sandy sediment.,"['Mussel', 'Sea Anemone']",9.0,24.0,23.05594569294791,33.797594954348675,24.27245051578585,25.0,2022-06-29,,,5
u. olhanen.,male,juvenile,,Moving in groups.,"['Sea Anemone', 'Polychaete Worm', 'Algae']",8.0,20.0,27.496824171947548,37.92400484172979,21.54639696632325,23.0,2022-06-29,,,6
A. Farensis,female,sub_adult,False,Using claws to dig into sediment.,['Sea Urchin'],5.0,11.72392736101274,10.959534952868301,14.650342616701966,12.082494012850367,24.0,2022-06-29,,,7
A. Farensis,female,adult,False,Claw waving directed at nearby crab.,"['Sea Anemone', 'Sea Sponge', 'Sea Urchin', 'Sea Star']",13.0,21.852521834943882,23.106465211609994,31.654835994169165,23.854723034325502,25.0,2022-06-29,,,8
u. olhanen.,female,adult,False,Climbing algae-covered rocks.,"['Mussel', 'Algae', 'Coral Fragment', 'Small Fish']",10.0,6.457971629540106,7.2186256093608465,9.681280630542814,7.003477914441108,26.0,2022-06-29,,,9
U. olhanensis,female,juvenile,True,Defensive posture when approached.,"['Algae', 'Crab (Other Species)']",14.0,7.039921707503986,5.958678706559846,8.438793598156922,7.571232656976987,26.0,2022-06-29,,,10
u. olhanen.,male,adult,,Burrowing into sandy sediment.,"['Mussel', 'Sea Sponge', 'Algae', 'Hermit Crab', 'Barnacle']",8.0,34.5,33.50262118219079,47.36156833149761,37.838188751282765,25.0,2022-06-29,,,11
A farensis,female,adult,False,Escaping from aggressive fish.,"['Jellyfish', 'Crab (Other Species)']",10.0,27.428518298500627,29.04203704229451,39.05835289887345,28.656719723350133,26.0,2022-06-29,,,12
U. olhanensis,female,juvenile,False,Displaying dominance by lifting body.,"['Barnacle', 'Snail', 'Coral Fragment']",9.0,8.22288111943955,7.145633995825072,9.359520060654996,8.62060962445498,24.0,2022-06-29,,,13
U. olhanensis, ,adult,,Slow movement near seagrass patches.,"['Small Fish', 'Crab (Other Species)', 'Sea Star']",7.0,43.5,46.76628750263923,61.570082579226735,44.147067292993555,25.0,2022-06-29,,,14
U. olhanensis,female,pre_puberty,False,Feeding on detritus in shallow water.,"['Crab (Other Species)', 'Mussel', 'Sea Anemone', 'Hermit Crab']",10.0,17.297585094373943,20.848582734523813,26.239322887190696,18.14904690835252,24.0,2022-06-29,,,15
u. olhanen.,female,adult,False,Slow movement near seagrass patches.,"['Barnacle', 'Sea Sponge', 'Sea Urchin']",7.0,37.30107651124155,41.44029758716019,52.655419275776744,37.88372205591048,24.0,2022-06-29,,,16
A farensis,female,pre_puberty,True,Searching for food in tidal pools.,"['Coral Fragment', 'Shrimp', 'Algae', 'Mussel', 'Hermit Crab']",3.0,36.67839758418473,29.052535703195737,36.69674781764433,38.236899064071,23.0,2022-06-29,,,17
U. olhanensis,male,adult,,Burrowing into sandy sediment.,"['Small Fish', 'Hermit Crab']",5.0,72.0,66.09031078415863,94.33608007003588,74.4286419476986,24.0,2022-06-29,,,18
U. olhanensis,-,sub_adult,,Feeding on algae scraped from rocks.,"['Snail', 'Sea Urchin', 'Shrimp']",13.0,12.5,10.997899702755948,13.578480007283714,12.995585294495598,27.0,2022-06-29,,,19
U. olhanensis,male,sub_adult,True,Resting in shaded rock crevice.,['Sea Anemone'],7.0,17.5,18.717097994805364,24.65778377191683,19.032780044490817,26.0,2022-06-29,,,20
u. olhanen.,female,adult,False,Dragging shell fragment backward.,"['Crab (Other Species)', 'Snail', 'Algae']",8.0,22.897214501012453,21.82356312615625,30.08713442254597,24.506544991573634,24.0,2022-06-29,,,21
u. olhanen.,male,sub_adult,,Pausing frequently during exploration.,"['Mussel', 'Barnacle', 'Jellyfish', 'Crab (Other Species)', 'Sea Urchin']",7.0,8.75,8.693763645046275,11.637823357636012,9.216613006105199,24.0,2022-06-29,,,22
u. olhanen.,female,sub_adult,True,Interaction with hermit crabs.,"['Barnacle', 'Jellyfish', 'Crab (Other Species)', 'Coral Fragment', 'Algae']",8.0,41.90994834076576,40.44019975478282,53.29317731318164,43.73633499399998,25.0,2022-06-29,,,23
A. Farensis,female,adult,False,Hiding under floating debris.,['Jellyfish'],10.0,41.63667176475998,43.10851332328759,55.56627776782555,43.8068869064781,24.0,2022-06-29,,,24
A farensis,female,pre_puberty,False,Scavenging near tidal pools.,"['Hermit Crab', 'Barnacle']",9.0,10.777629162282011,9.607564150452674,13.27999973089115,10.81564004040865,26.0,2022-06-29,,,25
U. olhanensis,male,adult,,Slow movement near seagrass patches.,"['Barnacle', 'Jellyfish', 'Sea Sponge', 'Sea Anemone']",9.0,25.5,25.920965919815494,35.7937550548449,27.303438808585533,26.0,2022-06-29,,,26
U. olhanensis,male,sub_adult,,Climbing seaweed stalks.,"['Sea Anemone', 'Algae']",7.0,31.25,27.342619660102805,39.476395544731275,32.961733572349225,24.0,2022-06-29,,,27
U. olhanensis,male,adult,,Slow movement near seagrass patches.,"['Algae', 'Sea Anemone', 'Sea Star', 'Hermit Crab']",8.0,31.5,34.37391334732662,41.408238678020396,33.58597320274682,25.0,2022-06-29,,,28
A. Farensis,female,adult,False,Picking detritus from seabed.,['Polychaete Worm'],4.0,43.31547152120417,45.68635675443063,60.56642255377867,43.75359415429589,24.0,2022-06-29,,,29
u. olhanen.,male,sub_adult,True,Picking algae from rock surface.,['Jellyfish'],9.0,42.5,37.33065715157614,46.35236053948323,42.93317890563529,24.0,2022-06-29,,,30
A. Farensis,female,sub_adult,False,Vibrating antennae in water currents.,"['Coral Fragment', 'Barnacle', 'Jellyfish', 'Shrimp']",7.0,15.700157926886165,15.82199763309978,20.789596650532758,17.004568558678397,24.0,2022-06-29,,,31
A. Farensis,male,pre_puberty,,Claw snapping in competition.,"['Sea Star', 'Mussel', 'Snail', 'Polychaete Worm', 'Sea Sponge']",9.0,21.75,17.06617301548537,24.92167567903981,21.764830373647314,23.0,2022-06-29,,,32
A. Farensis,female,pre_puberty,True,Feeding on small crustaceans.,"['Crab (Other Species)', 'Hermit Crab', 'Sea Urchin', 'Shrimp', 'Mussel']",9.0,23.586443266255422,17.928487668928256,25.232713290916802,25.13151863742923,23.0,2022-06-29,,,33
A. Farensis, ,sub_adult,,Shaking claws after contact.,"['Barnacle', 'Polychaete Worm', 'Crab (Other Species)', 'Mussel', 'Snail']",7.0,42.5,48.57002692253878,60.394755585182814,46.70867555298795,25.0,2022-06-29,,,34
Ucides alvorensis,male or female,juvenile,,Feeding on small mollusks.,"['Mussel', 'Barnacle', 'Algae', 'Sea Sponge']",5.0,16.5,17.113854263225377,24.486221549386965,17.51966025711338,25.0,2022-06-29,,,35
A farensis,female,adult,False,Mating behavior with antenna touching.,['Sea Urchin'],5.0,22.98891817311975,23.78707785557793,35.18989189296973,23.866806647881905,24.0,2022-06-29,,,36
Ucides alvorensis,male,juvenile,,Searching for food in tidal pools.,"['Small Fish', 'Coral Fragment']",7.0,4.5,5.631696341186721,7.171082244783673,4.620860926009782,25.0,2022-06-29,,,37
