,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid?,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],behavior
0,290,48.34006136746809,70,A. Farensis,-7.99163,False,90.08696542418228,p,?,1,93.69021924722503,37.01025,"['Crab (Other Species)', 'Hermit Crab']",7,Climbing vertical rock face.
1,50,88.61066675868507,50,A farensis,,False,15.174261953768184,s,male,2,82.83637178139745,,"['Barnacle', 'Sea Sponge']",5,Guarding a small hole in sediment.
2,410,94.31376457778747,60,u. olhanen.,,False,8.018302156057139,j,male or female,3,119.15038048181273,,['Polychaete Worm'],7,Climbing seaweed stalks.
3,190,73.46986954196909,50,A farensis,,True,1.4606446895364464,a,female,4,98.67958543162322,,"['Barnacle', 'Small Fish']",5,Searching for mates at twilight.
4,110,56.3975545219631,20,A farensis,,False,10.884992374232683,a,male,5,117.21223995562879,,"['Barnacle', 'Snail', 'Shrimp', 'Crab (Other Species)']",9,Color changes during molting.
5,350,51.541348898315775,20,u. olhanen.,,False,32.120927826305625,s,male,6,135.24720134857662,,"['Sea Urchin', 'Jellyfish']",9,Social contact with other crabs.
6,200,68.38934237174625,20,u. olhanen.,,False,17.93298620234018,j,male,7,111.1314942644035,,"['Sea Sponge', 'Sea Anemone', 'Coral Fragment']",6,Territorial display against intruder.
7,40,87.13759494683413,50,A farensis,,True,8.550764571046551,p,male,8,115.9703298147194,,"['Hermit Crab', 'Polychaete Worm', 'Sea Sponge']",10,Retreating into burrow.
8,160,75.54386250098999,80,A. Farensis,,False,1.5232148938488863,a,?,9,140.72457342150702,,"['Sea Urchin', 'Shrimp', 'Sea Star']",7,Resting in shaded rock crevice.
9,260,49.88489786818885,70,A farensis,,False,33.238729662942006,a,female,10,132.10520502631203,,"['Snail', 'Coral Fragment', 'Barnacle']",7,Escaping predator silhouette overhead.
10,280,79.89902895360078,50,A. Farensis,,True,62.333712399014885,a, ,11,140.82492490324734,,['Sea Urchin'],8,Emerging cautiously from hiding.
11,140,79.75008169001482,110,u. olhanen.,,False,9.482334839408423,s,male,12,106.12864540476778,,"['Barnacle', 'Shrimp', 'Hermit Crab', 'Coral Fragment', 'Sea Sponge']",7,Rapid claw movement while feeding.
12,80,28.139556600997064,30,A farensis,,False,6.495852893415817,a, ,13,157.5530981953173,,"['Sea Sponge', 'Hermit Crab']",9,Picking algae from rock surface.
13,110,78.96284086616019,20,A. Farensis,,False,332.7745897366924,a,male,14,135.850945043363,,"['Shrimp', 'Sea Star', 'Barnacle', 'Coral Fragment']",8,Feeding on algae scraped from rocks.
14,50,67.70428017085675,50,U. olhanensis,,False,6.979128136782473,a,male,15,131.74765778839745,,"['Sea Star', 'Sea Urchin', 'Snail', 'Mussel']",7,Feeding on small crustaceans.
15,140,22.72297635673338,20,A farensis,,False,109.53275587188108,p,male,16,116.23345695163083,,"['Algae', 'Polychaete Worm', 'Snail']",8,Climbing vertical rock face.
16,260,71.0732899825336,90,u. olhanen.,,False,24.349164284765532,a,female,17,97.33328471742284,,"['Sea Anemone', 'Coral Fragment', 'Snail']",11,Moving sideways along sandy bottom.
17,220,72.07618703069677,40,A. Farensis,,False,10.892527187558192,p,male,18,120.35825463994826,,"['Small Fish', 'Barnacle', 'Algae', 'Mussel']",8,Guarding eggs under abdominal flap.
18,130,79.84297885518275,40,A farensis,,False,24.52253204014488,p,male,19,102.29304153752616,,"['Small Fish', 'Sea Anemone', 'Mussel', 'Algae', 'Hermit Crab']",9,Climbing submerged rocks.
19,250,80.28204853284777,30,u. olhanen.,,False,63.54704143044604,s,male,20,119.6141298393292,,"['Snail', 'Sea Sponge']",6,Hiding beneath rocks.
20,180,48.42958108305146,20,A. Farensis,,False,0.7947627702824772,s,female,21,109.00935238347975,,"['Hermit Crab', 'Coral Fragment', 'Algae', 'Mussel']",9,Sitting still blending with environment.
21,70,46.34371132342366,30,A. Farensis,,False,16.893060655793168,p,male,22,171.00972276251667,,"['Mussel', 'Jellyfish']",9,Mating behavior with antenna touching.
22,120,67.41783965967971,20,A. Farensis,,False,50.154593477264186,s,male,23,114.83040947485891,,"['Snail', 'Sea Urchin', 'Barnacle', 'Small Fish', 'Crab (Other Species)']",7,Dragging shell fragment backward.
23,190,49.85724637455367,100,u. olhanen.,,False,17.010565567317123,a,male,24,117.03595174906303,,"['Sea Star', 'Jellyfish', 'Shrimp']",9,Interaction with hermit crabs.
24,270,41.84325001694798,30,A. Farensis,,False,5.963869070826606,p, ,25,115.0976310557574,,"['Sea Anemone', 'Sea Sponge', 'Polychaete Worm']",6,Retreating into burrow.
25,120,73.48877508189514,20,u. olhanen.,,False,24.493464782141125,s,?,26,147.94456379682217,,"['Sea Sponge', 'Barnacle', 'Coral Fragment', 'Crab (Other Species)']",9,Color changes during molting.
26,150,66.66145933229309,50,A. Farensis,,False,6.291470374324902,j,?,27,121.43105058104206,,"['Small Fish', 'Snail', 'Sea Anemone', 'Coral Fragment']",8,Emerging cautiously from hiding.
27,140,64.77518995926462,40,u. olhanen.,,False,2.617486052954932,s,male,28,127.15839911295136,,"['Mussel', 'Hermit Crab', 'Small Fish', 'Snail']",7,Waving claws rhythmically.
