,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour,127,138,12
0,35.0,7.212365909230765,6.0,A. Farensis,-8.01873,True,2.7136430093343193,sub_adult,male,1.0,16.830982088152112,37.02606,"['Mussel', 'Crab (Other Species)', 'Small Fish', 'Sea Star']",10.0,Hiding under seagrass blades.,,,
1,10.0,5.34937949492298,8.0,A farensis,,False,1.8887786104990023,juvenile,female,2.0,11.524246741057992,,"['Mussel', 'Jellyfish', 'Sea Star', 'Coral Fragment', 'Small Fish']",8.0,Claw waving directed at nearby crab.,,,
2,47.0,8.914562310055496,4.0,U. olhanensis,,False,6.391327139212079,pre_puberty,N/R,3.0,17.415114668660973,,"['Crab (Other Species)', 'Algae']",9.0,Cleaning claws with rubbing motion.,,,
3,46.0,10.523767716210372,5.0,A farensis,,False,19.87801849968042,juvenile,female,4.0,17.987177805090727,,"['Barnacle', 'Jellyfish', 'Sea Star']",6.0,Searching for mates at twilight.,,,
4,37.0,9.21628923125049,6.0,A. Farensis,,False,0.9355393860365738,juvenile,male,5.0,16.157311586042347,,"['Jellyfish', 'Hermit Crab', 'Snail', 'Shrimp', 'Crab (Other Species)']",8.0,Moving toward bait.,,,
5,37.0,10.544279014905593,2.0,A. Farensis,,True,25.07749496633835,pre_puberty,male,6.0,15.97059193639311,,"['Small Fish', 'Crab (Other Species)', 'Sea Urchin', 'Barnacle', 'Sea Anemone']",8.0,Foraging among seagrass roots.,,,
6,14.0,10.602165232654663,3.0,A. Farensis,,False,8.587595336795378,sub_adult,male,7.0,13.450961601521927,,"['Sea Star', 'Shrimp', 'Hermit Crab', 'Polychaete Worm']",5.0,Feeding on small crustaceans.,,,
7,33.0,7.8535144084146635,5.0,u. olhanen.,,True,6.896405012765535,pre_puberty,female,8.0,13.48459607826521,,"['Small Fish', 'Snail', 'Sea Anemone', 'Coral Fragment']",11.0,Cleaning claws with rubbing motion.,,,
8,40.0,10.462466306258943,2.0,A farensis,,True,61.1796997735602,pre_puberty,female,9.0,15.78937894600474,,"['Sea Sponge', 'Barnacle', 'Sea Anemone', 'Coral Fragment']",9.0,Rapid claw movement while feeding.,,,
9,27.0,10.106988107501767,7.0,u. olhanen.,,False,14.100693183418647,sub_adult,male or female,10.0,16.89992605711169,,"['Polychaete Worm', 'Small Fish', 'Hermit Crab', 'Sea Sponge']",7.0,Feeding on detritus in shallow water.,,,
10,48.0,7.232580571455068,2.0,A. Farensis,,False,27.571053193114622,pre_puberty,female,11.0,18.609336597227717,,"['Sea Sponge', 'Barnacle', 'Sea Star']",8.0,Searching for food in tidal pools.,,,
11,24.0,8.567110613140478,9.0,u. olhanen.,,False,3.6221332914358637,juvenile,male or female,12.0,13.342274673481347,,"['Shrimp', 'Jellyfish', 'Small Fish', 'Barnacle']",11.0,Scavenging near tidal pools.,,,
12,41.0,6.012495565493188,6.0,U. olhanensis,,True,103.4524203559929,sub_adult,nan,13.0,15.000737970537507,,['Polychaete Worm'],10.0,Burrowing into sandy sediment.,,,
13,46.0,9.208234231070252,2.0,U. olhanensis,,False,5.549761006980843,juvenile,male,14.0,18.521572536811966,,"['Crab (Other Species)', 'Small Fish', 'Barnacle', 'Sea Urchin', 'Algae']",7.0,Resting in shaded rock crevice.,,,
14,41.0,10.15715346120244,3.0,u. olhanen.,,False,1.826521286119885,adult,male,15.0,17.382546585951747,,['Sea Star'],11.0,Camouflaging with surrounding mud.,,,
15,17.0,6.69038914954692,6.0,A. Farensis,,False,3.93036400958301,adult, ,16.0,14.00227557978466,,"['Coral Fragment', 'Sea Star', 'Sea Anemone', 'Sea Sponge', 'Mussel']",7.0,Burrowing into sandy sediment.,,,
16,17.0,4.831964603222256,2.0,u. olhanen.,,False,147.06194054639747,pre_puberty,-,17.0,13.55671101856652,,"['Sea Star', 'Crab (Other Species)']",9.0,Feeding on small mollusks.,,,
17,8.0,9.327818765235127,5.0,A. Farensis,,True,0.08317039179101808,pre_puberty,male,18.0,11.985235731199241,,['Coral Fragment'],11.0,Escaping from aggressive fish.,,,
18,32.0,1.109872599945553,7.0,A. Farensis,,False,14.341093577907243,juvenile, ,19.0,14.852232015075643,,['Shrimp'],8.0,Resting under shell fragment.,,,
19,15.0,10.786679038254015,5.0,A farensis,,False,0.3880273259700734,sub_adult,N/R,20.0,12.361982466192316,,['Sea Star'],3.0,Picking biofilm on submerged wood.,,,
20,29.0,6.143192473924919,6.0,A. Farensis,,True,20.736147326002524,sub_adult,male,21.0,16.04519074038951,,"['Barnacle', 'Sea Sponge', 'Coral Fragment', 'Shrimp', 'Polychaete Worm']",7.0,Waving claws rhythmically.,,,
21,37.0,9.881136681730883,6.0,U. olhanensis,,False,0.9940560230680099,pre_puberty,?,22.0,15.051808644976377,,['Mussel'],6.0,Exchanging antenna taps.,,,
22,22.0,13.411172056330567,3.0,u. olhanen.,,False,1.130959871359886,adult,male,23.0,14.9911652542666,,"['Shrimp', 'Hermit Crab', 'Sea Urchin', 'Snail', 'Sea Star']",10.0,Scavenging near tidal pools.,,,
23,21.0,8.579780931648775,6.0,A farensis,,False,7.064872208990309,juvenile,female,24.0,15.162431459166594,,"['Snail', 'Sea Urchin', 'Small Fish', 'Hermit Crab', 'Jellyfish']",8.0,Interacting with small fish nearby.,,,
24,13.0,9.145070095017031,11.0,A farensis,,False,5.002761781154861,sub_adult, ,25.0,12.72596588028199,,"['Sea Sponge', 'Polychaete Worm']",7.0,Exploring new territory.,,,
25,12.0,7.579274457086633,3.0,u. olhanen.,,False,3.258313373651521,juvenile,male,26.0,12.873543466879003,,"['Polychaete Worm', 'Algae', 'Sea Urchin', 'Sea Anemone', 'Barnacle']",9.0,Climbing onto submerged logs.,,,
26,30.0,5.050805776874638,7.0,A. Farensis,,False,150.0,pre_puberty,-,27.0,15.19044893808369,,"['Sea Sponge', 'Algae', 'Small Fish', 'Jellyfish', 'Sea Star']",7.0,Territorial display against intruder.,,,
27,16.0,7.819639037608257,7.0,A farensis,,True,1.3853208061657964,adult,female,28.0,12.428529174707288,,"['Sea Urchin', 'Crab (Other Species)', 'Snail', 'Small Fish', 'Hermit Crab']",13.0,Hiding under floating debris.,,,
28,24.0,9.020503654952545,7.0,A. Farensis,,False,2.9762858656136237,sub_adult,male,29.0,15.349320876987344,,"['Sea Sponge', 'Hermit Crab', 'Snail', 'Coral Fragment']",9.0,Hiding under seagrass blades.,,,
29,17.0,9.186392819990083,7.0,u. olhanen.,,False,11.915792924624355,juvenile,male,30.0,12.85763968890675,,['Sea Anemone'],9.0,Climbing algae-covered rocks.,,,
30,15.0,7.373791752068636,3.0,A. Farensis,,True,1.5523768505959339,pre_puberty,male,31.0,15.67263499437301,,['Crab (Other Species)'],8.0,Resting in shaded rock crevice.,,,
31,30.0,8.447947683871808,4.0,A farensis,,False,3.3156530921666136,sub_adult, ,32.0,14.061283083779864,,"['Polychaete Worm', 'Small Fish', 'Sea Star', 'Barnacle', 'Snail']",8.0,Interaction with hermit crabs.,,,
32,42.0,10.407945636807103,3.0,u. olhanen.,,False,16.124115356564047,juvenile,male,33.0,18.520190237689196,,['Barnacle'],8.0,Defensive posture when approached.,,,
33,41.0,9.767243097669223,7.0,A. Farensis,,True,2.2744406967562933,pre_puberty,female,34.0,16.418482700234364,,"['Polychaete Worm', 'Barnacle']",7.0,Retreating quickly from shadow.,,,
34,26.0,11.90611690051275,6.0,A farensis,,False,42.38024592910353,sub_adult,male,35.0,16.440612999763054,,"['Snail', 'Hermit Crab', 'Sea Sponge', 'Sea Star']",8.0,Moving toward warmer water pockets.,,,
35,40.0,6.324770889422163,3.0,A. Farensis,,False,16.72166351399684,pre_puberty,?,36.0,14.554170301089528,,"['Crab (Other Species)', 'Jellyfish']",10.0,Hiding under seagrass blades.,,,
36,55.0,8.873604192817327,3.0,A farensis,,False,1.1084184507027635,juvenile, ,37.0,20.591190107374793,,"['Shrimp', 'Polychaete Worm', 'Sea Star']",12.0,Pausing frequently during exploration.,,,
37,38.0,9.479054328918927,5.0,U. olhanensis,,False,0.3902716312406676,adult,nan,38.0,16.36894922765846,,"['Polychaete Worm', 'Sea Sponge']",9.0,Burrowing into sandy sediment.,,,
38,34.0,10.422954410925122,2.0,u. olhanen.,,False,19.381661534096306,pre_puberty,female,39.0,17.84066951176515,,"['Coral Fragment', 'Barnacle', 'Sea Anemone']",9.0,Burrowing into sandy sediment.,,,
39,45.0,9.436525567907985,12.0,A. Farensis,,False,6.488610720612042,sub_adult,female,40.0,18.11894650616936,,"['Jellyfish', 'Polychaete Worm', 'Hermit Crab']",8.0,Feeding on detritus in shallow water.,,,
40,17.0,10.39887909043536,3.0,u. olhanen.,,False,2.81354643065202,pre_puberty,female,41.0,13.209712955263907,,"['Barnacle', 'Coral Fragment', 'Sea Urchin']",10.0,Foraging among seagrass roots.,,,
41,36.0,6.597155785363513,3.0,A. Farensis,,False,11.624410376910886,pre_puberty,female,42.0,15.68695381861824,,"['Sea Urchin', 'Small Fish', 'Snail', 'Polychaete Worm']",12.0,Struggling with entangled seaweed.,,,
42,32.0,5.625886512697511,5.0,A farensis,,False,0.08161650416276763,sub_adult,?,43.0,13.188713417739926,,"['Mussel', 'Barnacle', 'Crab (Other Species)', 'Snail']",10.0,Hiding under seagrass blades.,,,
43,46.0,7.919974327358819,2.0,A farensis,,False,3.027498744575518,sub_adult,male,44.0,17.936135736208158,,"['Crab (Other Species)', 'Sea Urchin']",11.0,Hiding beneath rocks.,,,
44,11.0,5.034637963402918,2.0,A farensis,,False,1.1846007608602267,sub_adult,female,45.0,12.750583271594806,,['Sea Urchin'],10.0,Scavenging near tidal pools.,,,
45,52.0,8.731736911198402,4.0,A. Farensis,,False,3.9119833366385537,sub_adult,male,46.0,19.24195412299704,,"['Crab (Other Species)', 'Hermit Crab', 'Polychaete Worm', 'Sea Star', 'Barnacle']",10.0,Rapid claw movement while feeding.,,,
46,40.0,6.163414490664156,2.0,A farensis,,True,0.7207432067563512,juvenile,male,47.0,16.81884078479876,,"['Barnacle', 'Jellyfish', 'Sea Star', 'Hermit Crab']",8.0,Sideways walking along bay edge.,,,
47,22.0,7.771572821552053,10.0,u. olhanen.,,False,3.7681018393400625,juvenile,nan,48.0,11.994086147403445,,"['Snail', 'Sea Star', 'Sea Sponge', 'Algae', 'Barnacle']",7.0,Interaction with hermit crabs.,,,
48,29.0,10.493999074155399,6.0,A farensis,,False,4.019674164468228,juvenile, ,49.0,14.160981069853321,,"['Small Fish', 'Sea Anemone', 'Snail']",7.0,Moving toward bait.,,,
49,30.0,5.620408014069015,4.0,U. olhanensis,,False,6.351510346008529,sub_adult,male,50.0,12.459461427912977,,['Jellyfish'],8.0,Mating behavior with antenna touching.,,,
50,20.0,5.465864902097678,8.0,u. olhanen.,,False,22.621959764391807,pre_puberty, ,51.0,13.917074454961556,,"['Jellyfish', 'Barnacle', 'Sea Star', 'Shrimp']",7.0,Social contact with other crabs.,,,
