,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,9,6.5494564009902,14,U. olhanensis,-7.99163,False,1.57804628825212,adult,?,1,12.572422886521512,37.01025,"['Sea Star', 'Crab (Other Species)']",9,False,Hiding under seagrass blades.
1,9,7.2200360621088855,3,A farensis,,False,4.988088135441575,pre_puberty,nan,2,14.997588650547733,,"['Sea Star', 'Hermit Crab', 'Algae']",5,False,Moving in groups.
2,21,6.303116643947535,6,A. Farensis,,False,4.657410820588179,sub_adult,nan,3,20.076070336850222,,"['Small Fish', 'Sea Anemone', 'Mussel', 'Hermit Crab']",10,False,Guarding a small hole in sediment.
3,10,6.627762421598499,15,A farensis,,True,4.75455531560097,pre_puberty,nan,4,15.195499640444178,,"['Polychaete Worm', 'Sea Star']",8,True,Crab moving quickly across rocks.
4,32,4.029010589802951,8,A farensis,,True,24.34700993804309,sub_adult,nan,5,12.950089527701008,,"['Sea Anemone', 'Algae', 'Mussel']",11,True,Using claws to dig into sediment.
5,29,6.790587073252821,4,A. Farensis,,True,2.0845027783495107,adult,female,6,13.100540387595789,,"['Barnacle', 'Sea Anemone', 'Jellyfish']",7,True,Climbing vertical rock face.
6,24,5.04967690913992,9,u. olhanen.,,False,5.4097529711476,juvenile,male,7,13.508613386712977,,"['Shrimp', 'Small Fish']",9,False,Climbing vertical rock face.
7,16,5.329317610171348,4,A farensis,,False,22.893938881379956,pre_puberty,male,8,13.43030753057135,,"['Sea Sponge', 'Algae', 'Polychaete Worm']",13,False,Hiding in sandy burrow.
8,26,6.516552862189393,3,A. Farensis,,False,1.0468464212067996,pre_puberty,male,9,18.68026834104399,,"['Sea Sponge', 'Hermit Crab', 'Barnacle', 'Coral Fragment', 'Sea Star']",7,False,Inspecting discarded crab shell.
9,11,6.901998982500529,7,A. Farensis,,False,4.079816039038565,pre_puberty,female,10,18.864235344493114,,"['Small Fish', 'Shrimp', 'Mussel', 'Sea Sponge']",7,False,Picking algae from rock surface.
10,14,5.561123102626686,4,A. Farensis,,False,0.45862557813017385,sub_adult,female,11,18.0349890689706,,"['Sea Urchin', 'Sea Anemone', 'Sea Star', 'Hermit Crab', 'Barnacle']",9,False,Escaping predator silhouette overhead.
11,16,5.578082122010591,4,A farensis,,True,1.6028452778043711,adult,female,12,15.094036329643478,,"['Sea Urchin', 'Barnacle', 'Jellyfish', 'Sea Anemone', 'Mussel']",6,True,Climbing barnacle-covered surfaces.
12,10,5.7020391362444816,8,u. olhanen.,,False,1.1816007977401852,adult,female,13,11.531417487994466,,"['Jellyfish', 'Sea Star', 'Crab (Other Species)', 'Mussel']",7,False,Stillness in cold water.
13,23,5.880282330269947,6,A. Farensis,,False,0.8989605632062305,sub_adult,male,14,13.298757755714329,,['Algae'],6,False,Hiding under seagrass blades.
14,18,3.6323715610926057,5,A farensis,,False,28.41321364968566,pre_puberty,male,15,14.26467602531843,,"['Polychaete Worm', 'Jellyfish']",5,False,Climbing barnacle-covered surfaces.
15,6,4.45245543053454,5,A farensis,,False,4.513025236088733,adult,N/R,16,13.574264756554387,,"['Mussel', 'Algae', 'Jellyfish', 'Small Fish']",6,False,Social contact with other crabs.
16,21,3.817681318849038,7,A. Farensis,,False,4.318591487460921,adult,female,17,17.632216366028953,,['Hermit Crab'],10,False,Sitting still blending with environment.
17,15,6.847228995877062,4,A. Farensis,,False,36.563831771042615,sub_adult,female,18,18.172448388070904,,"['Jellyfish', 'Algae', 'Shrimp']",5,False,Feeding on detritus in shallow water.
18,11,5.018333186055903,6,A. Farensis,,False,3.195188539783492,adult,male,19,12.198717477816693,,"['Hermit Crab', 'Small Fish', 'Jellyfish', 'Sea Star']",8,False,Retreating quickly from shadow.
19,5,5.222515623593308,4,A. Farensis,,False,2.67199852958663,sub_adult,?,20,15.443785096536288,,"['Hermit Crab', 'Jellyfish', 'Shrimp']",9,False,Escaping from aggressive fish.
20,18,5.3405774327687805,9,A. Farensis,,True,5.656674373865456,sub_adult,male,21,16.36742829006084,,['Coral Fragment'],5,True,Picking algae from rock surface.
21,26,3.798036211410642,4,A. Farensis,,False,37.59129955840179,sub_adult,male,22,15.532240628848072,,"['Hermit Crab', 'Jellyfish', 'Small Fish', 'Algae', 'Sea Star']",6,False,Burrowing into sandy sediment.
22,27,7.631006345096721,6,u. olhanen.,,False,9.657479769189747,pre_puberty,male,23,20.14398858767015,,"['Sea Star', 'Crab (Other Species)', 'Small Fish', 'Sea Anemone', 'Hermit Crab']",4,False,Foraging among seagrass roots.
23,8,8.037196955779113,3,A farensis,,False,2.374302416547587,sub_adult,male,24,14.212462230501135,,"['Mussel', 'Small Fish', 'Crab (Other Species)', 'Snail']",9,False,Dragging shell fragment backward.
24,9,6.138031199379637,6,A. Farensis,,True,2.5053734345822605,adult,female,25,17.01004135177413,,"['Algae', 'Crab (Other Species)']",8,True,Crab moving quickly across rocks.
25,18,7.695529989534613,6,A farensis,,False,7.238893085895555,sub_adult,male,26,16.018031027297727,,"['Crab (Other Species)', 'Sea Sponge']",9,False,Guarding a small hole in sediment.
26,18,4.508727418523307,5,u. olhanen.,,False,4.271918397148242,pre_puberty,male or female,27,15.834964240208947,,"['Hermit Crab', 'Sea Urchin', 'Crab (Other Species)', 'Sea Sponge']",6,False,Scavenging near tidal pools.
27,19,7.886638796489594,7,A farensis,,False,5.1963693176606025,adult,female,28,16.077234311396854,,"['Sea Sponge', 'Shrimp', 'Hermit Crab']",11,False,Hiding beneath rocks.
28,26,7.4687796470218695,4,A farensis,,False,4.5563135173263785,adult,male,29,13.26157121621823,,"['Sea Urchin', 'Sea Star', 'Small Fish']",7,False,Climbing submerged rocks.
29,29,6.683360738216061,3,u. olhanen.,,False,6.6705451145497365,adult,female,30,17.685669158449326,,"['Mussel', 'Jellyfish', 'Sea Star']",10,False,Shaking claws after contact.
30,25,5.760619267617582,5,A farensis,,False,1.6230783540863472,adult,male,31,16.86182311432587,,"['Coral Fragment', 'Small Fish', 'Barnacle', 'Sea Star']",9,False,Crab moving quickly across rocks.
31,15,7.04053373994836,5,A. Farensis,,False,22.504094669726236,sub_adult,male,32,14.197678071738906,,"['Jellyfish', 'Barnacle', 'Coral Fragment']",9,False,Guarding a small hole in sediment.
32,24,5.860045901330597,4,A farensis,,False,5.876150712902715,sub_adult, ,33,16.429057470134,,"['Sea Anemone', 'Mussel', 'Barnacle', 'Small Fish', 'Shrimp']",12,False,Exploring new territory.
33,19,5.444703307595191,4,u. olhanen.,,True,7.423493738116289,adult, ,34,18.533046602198755,,"['Sea Sponge', 'Mussel', 'Small Fish', 'Sea Anemone', 'Snail']",9,True,Half buried in sand.
34,11,5.42863936261124,4,A farensis,,False,1.2225500985992828,pre_puberty,male,35,14.150922968413628,,['Polychaete Worm'],8,False,Shaking claws after contact.
35,12,4.73588467573785,5,A. Farensis,,False,13.431748872863244,pre_puberty,male,36,18.152893715052887,,['Jellyfish'],9,False,Vibrating antennae in water currents.
36,6,5.176252296300117,3,A farensis,,False,1.4763306024020357,pre_puberty,?,37,16.629199494216493,,"['Coral Fragment', 'Shrimp', 'Barnacle', 'Crab (Other Species)', 'Algae']",5,False,Shaking claws after contact.
37,28,6.4330998379181805,7,U. olhanensis,,False,3.0680696363093585,adult,female,38,17.21156977368901,,"['Algae', 'Barnacle', 'Sea Anemone', 'Hermit Crab']",12,False,Retreating quickly from shadow.
38,26,3.737396070014225,6,A farensis,,False,4.653931813578609,pre_puberty,male,39,11.20354658896899,,['Algae'],8,False,Climbing seaweed stalks.
39,4,6.651227321859382,7,A. Farensis,,True,0.8029106887890691,pre_puberty, ,40,18.312386063127317,,['Shrimp'],9,True,Mating behavior with antenna touching.
40,25,6.568874767510097,5,u. olhanen.,,False,1.4147103995137278,pre_puberty,male,41,20.298627340830745,,"['Small Fish', 'Snail', 'Sea Sponge', 'Mussel', 'Hermit Crab']",6,False,Interacting with small fish nearby.
41,27,4.22850638262711,3,A. Farensis,,True,0.938557897919414,adult,male,42,17.88709626849309,,"['Mussel', 'Snail', 'Barnacle']",10,True,Moving in groups.
42,15,5.021837370512,7,A. Farensis,,False,0.9203877480484638,pre_puberty,female,43,15.931928088037228,,"['Sea Urchin', 'Jellyfish', 'Barnacle', 'Hermit Crab', 'Algae']",10,False,Exchanging antenna taps.
43,7,3.1467575070873144,4,u. olhanen.,,False,25.748233172849833,adult,male,44,18.707364301780597,,"['Hermit Crab', 'Mussel', 'Barnacle', 'Jellyfish', 'Coral Fragment']",6,False,Defensive posture when approached.
44,32,6.086622822450662,9,A farensis,,False,43.48403969129918,adult,male or female,45,11.393919243111462,,"['Small Fish', 'Polychaete Worm', 'Algae', 'Mussel']",6,False,Climbing barnacle-covered surfaces.
45,11,4.9961846042285805,5,A. Farensis,,False,0.6971894596091575,sub_adult, ,46,20.614894425226534,,"['Sea Anemone', 'Crab (Other Species)', 'Polychaete Worm']",10,False,Dragging shell fragment backward.
