species,sex,stage,species_name,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
,female,pre_puberty,u. olhanen.,False,Climbing algae-covered rocks.,"['Small Fish', 'Sea Star', 'Sea Urchin']",5.0,0.8454172904795713,0.7430528039292535,1.0431658080518726,0.8839127612502765,3.6363636363636362,2020-03-08,37.1,-8.62,0
,female,juvenile,u. olhanen.,False,Emerging cautiously from hiding.,"['Small Fish', 'Sea Star', 'Polychaete Worm', 'Barnacle', 'Algae']",6.0,1.560062464318036,1.4610325761834242,1.8348114990758029,1.577234667327784,3.4545454545454546,2020-03-08,,,1
,male,adult,U. olhanensis,,Resting in shaded rock crevice.,"['Coral Fragment', 'Snail', 'Hermit Crab', 'Polychaete Worm', 'Mussel']",4.0,2.727272727272727,2.6891973727988376,3.329110717922707,2.927926797513882,3.6363636363636362,2020-03-08,,,2
,female,sub_adult,u. olhanen.,True,Feeding on algae scraped from rocks.,"['Sea Urchin', 'Barnacle', 'Hermit Crab']",5.0,2.123689409316469,2.104790611760684,2.7292160105508714,2.2649244906105594,3.5454545454545454,2020-03-08,,,3
,male,adult,u. olhanen.,,Crab moving quickly across rocks.,"['Algae', 'Jellyfish']",8.0,0.5454545454545454,0.556454219930022,0.7882595986135044,0.592991010409309,3.5454545454545454,2020-03-08,,,4
,female,adult,u. olhanen.,True,Struggling with entangled seaweed.,"['Crab (Other Species)', 'Sea Anemone', 'Polychaete Worm', 'Barnacle', 'Mussel']",7.0,2.486459179182465,2.4911717027541833,3.094066449265148,2.6622168406254043,3.5454545454545454,2020-03-08,,,5
,female,pre_puberty,A. Farensis,False,Exploring new territory.,"['Hermit Crab', 'Polychaete Worm', 'Coral Fragment', 'Sea Star']",10.0,0.43490048569002887,0.44707999372947693,0.6587776212161071,0.4590711132577707,3.3636363636363638,2020-03-08,,,6
,male,sub_adult,U. olhanensis,,Interacting with small fish nearby.,"['Algae', 'Coral Fragment', 'Sea Anemone']",6.0,1.0227272727272727,0.9199578035318741,1.1516731683545443,1.102825295944067,3.5454545454545454,2020-03-08,,,7
,nan,sub_adult,U. olhanensis,,Slow movement near seagrass patches.,"['Algae', 'Small Fish', 'Sea Anemone']",7.0,1.5909090909090908,1.685711421059664,2.0681526980818883,1.6917472233580675,3.4545454545454546,2020-03-08,,,8
,female,sub_adult,u. olhanen.,False,Vibrating antennae in water currents.,"['Small Fish', 'Sea Sponge']",7.0,1.8708712278017265,1.839203673891023,2.4280171387986647,2.0300682812358013,3.5454545454545454,2020-03-08,,,9
,female,adult,u. olhanen.,False,Claw snapping in competition.,"['Sea Anemone', 'Jellyfish', 'Crab (Other Species)', 'Small Fish', 'Polychaete Worm']",7.0,3.973243043105961,4.0078388002709655,5.648726440305129,3.9897891806109325,3.4545454545454546,2020-03-08,,,10
,female,adult,Ucides alvorensis,False,Feeding on small mollusks.,"['Sea Anemone', 'Shrimp', 'Sea Sponge']",8.0,2.12120903737454,2.6082933539873796,3.1995072273901743,2.2254277152484447,3.6363636363636362,2020-03-08,,,11
,male,sub_adult,u. olhanen.,,Slow movement near seagrass patches.,"['Hermit Crab', 'Barnacle']",7.0,2.840909090909091,2.7466069780609277,4.022526923858962,2.9508250696448526,3.5454545454545454,2020-03-08,,,12
,male,pre_puberty,U. olhanensis,,Hiding under floating debris.,"['Algae', 'Jellyfish', 'Coral Fragment']",5.0,1.5,1.838468753924183,2.4553464118786663,1.6086289092527153,3.5454545454545454,2020-03-08,,,13
,female,pre_puberty,u. olhanen.,False,Emerging cautiously from hiding.,"['Mussel', 'Small Fish', 'Sea Anemone']",10.0,0.23914801634331084,0.2784087610241095,0.4064783800703703,0.2437013026864637,3.4545454545454546,2020-03-08,,,14
,female,adult,U. olhanensis,True,Feeding on small crustaceans.,"['Sea Sponge', 'Barnacle', 'Coral Fragment', 'Sea Anemone']",11.0,2.140467556799261,2.2335748034274174,2.7391392809129944,2.251587549944454,3.4545454545454546,2020-03-08,,,15
,female,sub_adult,U. olhanensis,False,Rapid crossing of open sand.,['Sea Anemone'],10.0,1.06568697701406,1.0913090613382375,1.5043635436455114,1.09554874024499,3.3636363636363638,2020-03-08,,,16
,male,juvenile,Ucides alvorensis,,Dragging shell fragment backward.,['Shrimp'],8.0,0.4090909090909091,0.41433052292196243,0.5410346340078089,0.4341120305035488,3.6363636363636362,2020-03-08,,,17
,female,sub_adult,A. Farensis,False,Color changes during molting.,"['Jellyfish', 'Sea Anemone']",5.0,0.9056581409780224,1.230295801209156,1.4980201000262128,0.9079134646050471,3.3636363636363638,2020-03-08,,,18
,male,adult,U. olhanensis,,Climbing onto submerged logs.,"['Coral Fragment', 'Sea Anemone']",6.0,6.954545454545454,6.863605322360303,9.005042901395903,6.969917973421724,3.4545454545454546,2020-03-08,,,19
,female,juvenile,A farensis,False,Displaying dominance by lifting body.,"['Barnacle', 'Sea Star', 'Coral Fragment', 'Sea Sponge', 'Mussel']",8.0,1.4259242696279124,1.0522333935170616,1.3451951378237683,1.554358473888743,3.6363636363636362,2020-03-08,,,20
,female,adult,u. olhanen.,False,Waving claws rhythmically.,"['Algae', 'Mussel', 'Crab (Other Species)', 'Sea Anemone']",5.0,4.222997193359641,4.169428532366325,5.388886110725851,4.535883858777168,3.5454545454545454,2020-03-08,,,21
,male,pre_puberty,A. Farensis,,Moving in groups.,['Coral Fragment'],3.0,0.8181818181818182,0.924909302611687,1.3404862744711372,0.8218877349996526,3.5454545454545454,2020-03-08,,,22
,female,juvenile,Ucides alvorensis,True,Feeding on small mollusks.,"['Small Fish', 'Crab (Other Species)', 'Snail']",6.0,0.4889572174134304,0.5624077281898008,0.7833507963430517,0.5170358567420332,3.6363636363636362,2020-03-08,,,23
,male,adult,A. Farensis,,Moving in groups.,['Small Fish'],4.0,1.2272727272727273,1.23130575388466,1.817605378303285,1.293434920885606,3.5454545454545454,2020-03-08,,,24
,female,juvenile,U. olhanensis,False,Sitting still blending with environment.,"['Sea Star', 'Barnacle', 'Algae', 'Sea Urchin', 'Coral Fragment']",6.0,0.270778478436248,0.17722722266197974,0.24022586348847927,0.28809002474179546,3.4545454545454546,2020-03-08,,,25
