,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,A. Farensis,female,p,False,Rhythmic waving as social cue.,"['Crab (Other Species)', 'Small Fish', 'Snail', 'Coral Fragment', 'Mussel']",5.0,3.099493669124861,3.235186831838158,2.4958309165679964,2.6529940597225514,37.1,-8.62,0
1,U. olhanensis,female,a,False,Hiding beneath overhanging rock.,"['Algae', 'Hermit Crab']",7.0,5.2598871290312506,4.745996316374749,3.2186102129592316,4.066684890607805,,,1
2,Ucides alvorensis,female,s,False,Entering burrow after disturbance.,['Sea Sponge'],5.0,6.273316021610538,6.9658236844546595,4.489562724318902,6.1960720587269895,,,2
3,A. Farensis,male,a,,Displaying territorial behavior against intruder.,"['Coral Fragment', 'Snail', 'Sea Anemone', 'Sea Urchin', 'Small Fish']",6.0,7.090909090909091,7.74256336199266,6.025254413675274,117.28584049928939,,,3
4,U. olhanensis,female,a,False,Brief social contact with fellow crabs.,"['Sea Anemone', 'Sea Urchin', 'Crab (Other Species)', 'Jellyfish']",8.0,3.7163352945478083,4.091254930386996,2.692424864012258,3.677293032689607,,,4
5,A farensis,female,p,False,Emerging slowly after perceived threat.,"['Barnacle', 'Hermit Crab', 'Mussel', 'Algae', 'Sea Urchin']",6.0,1.3473482864188306,1.3610600869130887,0.8744691935839529,1.21814354071471,,,5
6,u. olhanen.,female,s,True,Group migration across shallow seabed.,"['Small Fish', 'Crab (Other Species)', 'Shrimp', 'Algae', 'Hermit Crab']",3.0,4.560729564332743,5.606112678694842,4.443646105079966,4.6152920845487735,,,6
7,U. olhanensis,female,a,False,Feeding on decaying matter among rocks.,"['Sea Sponge', 'Sea Urchin']",2.0,5.559796802793467,5.475595588857943,4.236293612077819,4.531483417576717,,,7
8,u. olhanen.,male,j,,Scaling steep rock faces near shore.,"['Sea Star', 'Small Fish', 'Polychaete Worm', 'Coral Fragment', 'Crab (Other Species)']",8.0,1.3636363636363635,1.3444236826836964,1.1036746266753978,5.763908607928374,,,8
9,u. olhanen.,female,a,False,Creeping under the cover of seagrass.,"['Snail', 'Jellyfish', 'Mussel', 'Small Fish']",4.0,0.8130357717724898,0.8344566038976157,0.6645227430464539,0.7383765831218962,,,9
10,Ucides alvorensis,female,s,False,"Burrowing into soft, sandy sediment.","['Algae', 'Sea Urchin', 'Coral Fragment', 'Hermit Crab', 'Jellyfish']",5.0,0.8101153655201953,0.8667787368746892,0.6250134626033772,0.7784522420444115,,,10
11,A farensis,female,j,False,"Burrowing into soft, sandy sediment.","['Snail', 'Sea Urchin', 'Hermit Crab']",7.0,1.2121713035729835,1.0234517079850542,0.7412667898621838,0.8928512149349452,,,11
12,A farensis,-,a,,"Stationary, blending into rocky backdrop.","['Mussel', 'Polychaete Worm']",8.0,2.7996774515918736,3.134302420046512,2.669795206180797,3.2731838988947675,,,12
13,u. olhanen.,male,a,,Group migration across shallow seabed.,"['Small Fish', 'Mussel', 'Sea Anemone', 'Polychaete Worm', 'Crab (Other Species)']",5.0,5.590909090909091,5.42159006529958,4.059701642963427,58.13152571783312,,,13
14,A. Farensis,female,a,True,Clambering up submerged tree trunks.,"['Polychaete Worm', 'Sea Sponge', 'Small Fish']",7.0,1.9801529899368957,1.9890832990878047,1.3703654267505683,1.6350786715229377,,,14
15,u. olhanen.,male,j,,Filtering detritus from shallow bottom.,"['Shrimp', 'Snail', 'Polychaete Worm']",6.0,1.0909090909090908,1.3136182647041688,5.821136996073312,0.9286031875981806,,,15
