,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,u. olhanen.,male,s,True,Rhythmic waving as social cue.,"['Coral Fragment', 'Jellyfish', 'Crab (Other Species)', 'Sea Urchin']",7.0,4.545454545454546,3.6399215057217096,2.6503919007855097,37.3224561230322,37.1,-8.62,0
1,A farensis,male,s,,Engaging in struggle with seaweed entanglement.,['Algae'],7.0,2.6136363636363638,2.8274917471491814,19.025545500255173,2.3797500545916197,,,1
2,A farensis,female,a,False,Guarding hole in substrate from intruders.,"['Crab (Other Species)', 'Coral Fragment', 'Polychaete Worm', 'Hermit Crab', 'Shrimp']",3.0,1.1513508711182483,1.139951346764046,0.7380388538401672,0.9322251249693131,,,2
3,A. Farensis,female,a,False,"Stationary, blending into rocky backdrop.","['Hermit Crab', 'Mussel', 'Small Fish']",6.0,4.045619538969432,4.373425044961157,3.097572955050369,3.6326015428928358,,,3
4,U. olhanensis,female,s,False,Peering out cautiously from cover.,"['Shrimp', 'Hermit Crab', 'Polychaete Worm', 'Coral Fragment']",5.0,3.3599604614999588,2.9356589386967724,2.2256998139562176,2.391691461818144,,,4
5,A. Farensis,male,s,,Adopting threatening stance when approached.,"['Shrimp', 'Sea Urchin']",7.0,3.6363636363636362,3.7014118911213445,3.3203849386626856,31.36124767503674,,,5
6,U. olhanensis,male,a,,Progressing cautiously through new area.,"['Coral Fragment', 'Hermit Crab', 'Crab (Other Species)', 'Sea Star', 'Sea Sponge']",9.0,0.8181818181818182,0.7381323319927237,2.1743580360470207,0.5879735095638144,,,6
7,U. olhanensis,male,s,,Resting in shaded crevice along cliff.,"['Sea Sponge', 'Crab (Other Species)', 'Coral Fragment', 'Jellyfish', 'Sea Urchin']",5.0,1.7045454545454546,2.0224541001532588,1.618510421480912,10.812475572145617,,,7
8,A farensis,male,s,,Displaying territorial behavior against intruder.,"['Polychaete Worm', 'Small Fish', 'Sea Anemone', 'Sea Sponge', 'Sea Urchin']",5.0,3.1818181818181817,2.6447703312085893,22.278801438367612,2.2319073065731403,,,8
9,A farensis,male,s,,Reacting to sudden changes in temperature.,['Barnacle'],3.0,5.568181818181818,6.582841418149891,5.404280824180634,88.60908301450893,,,9
10,u. olhanen.,male,s,True,Searching tidal pools for nutrients.,"['Sea Sponge', 'Coral Fragment']",5.0,3.409090909090909,3.1345159376402094,2.7394851007816894,23.275568735622326,,,10
11,A farensis,male,a,,Protecting territory in confined space.,"['Algae', 'Sea Sponge']",8.0,1.7727272727272727,1.775633818924674,1.5177770094293133,11.075496069129581,,,11
12,A. Farensis,male,a,,Consuming algae scraped from barnacles.,"['Sea Star', 'Mussel', 'Sea Urchin']",6.0,3.1363636363636362,2.926080490538425,26.544845319818748,2.543771635351993,,,12
13,u. olhanen.,female,a,False,Engaging in struggle with seaweed entanglement.,"['Barnacle', 'Small Fish', 'Jellyfish', 'Crab (Other Species)', 'Sea Sponge']",8.0,2.1660772673217115,2.2863708736191586,1.718345754484004,1.8658080130108758,,,13
14,Ucides alvorensis,N/R,s,,Rhythmic waving as social cue.,"['Sea Anemone', 'Hermit Crab']",8.0,1.9318181818181819,1.7056579797611306,4.3317941570472405,1.506885058023375,,,14
15,u. olhanen.,female,s,False,Engaging in antennae-to-antennae contact.,['Snail'],5.0,1.641169090020005,2.19522659655952,1.4584645694145273,1.885223416029775,,,15
16,A farensis,female,a,False,Taking cover beneath seagrass leaves.,"['Small Fish', 'Sea Sponge', 'Coral Fragment']",7.0,2.651165351399467,3.009523832870292,1.9591031072633085,2.6677399996662348,,,16
17,U. olhanensis,female,a,False,Entering burrow after disturbance.,"['Crab (Other Species)', 'Sea Sponge', 'Sea Urchin', 'Snail', 'Shrimp']",6.0,1.2967667699996155,1.333723610981483,1.0030140288287333,1.1423084555907517,,,17
18,U. olhanensis,male,j,,Defensive claw movement in water.,"['Hermit Crab', 'Shrimp', 'Barnacle']",8.0,1.5909090909090908,1.5924688776118878,8.463460342264684,1.1531715418579436,,,18
