,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
0,A farensis,male,juvenile,True,Cleaning claws with rubbing motion.,"['Sea Anemone', 'Coral Fragment', 'Crab (Other Species)', 'Jellyfish', 'Polychaete Worm']",7.0,1.4090909090909092,1.752497113945478,2.3346152724546396,1.5169852177140368,2.272727272727273,2022-01-19,37.1,-8.62,0
1,u. olhanen.,male,sub_adult,,Scavenging near tidal pools.,"['Barnacle', 'Jellyfish', 'Crab (Other Species)', 'Shrimp']",7.0,1.4772727272727273,1.5196677070000713,2.02266254827453,1.5664164711661102,2.3636363636363638,2022-01-19,,,1
2,A farensis,male,adult,,Slow movement near seagrass patches.,['Barnacle'],8.0,5.863636363636363,5.693391704096462,7.095937305779892,6.250596294574629,2.3636363636363638,2022-01-19,,,2
3,u. olhanen.,female,sub_adult,False,Hiding beneath rocks.,"['Small Fish', 'Sea Urchin', 'Barnacle', 'Algae']",5.0,1.30209689394755,1.2829635293981427,1.5508176249834384,1.3829972308955045,2.272727272727273,2022-01-19,,,3
4,u. olhanen.,female,sub_adult,False,Escaping predator silhouette overhead.,"['Small Fish', 'Sea Urchin', 'Sea Anemone', 'Crab (Other Species)', 'Jellyfish']",10.0,2.5677924308731943,2.8203028989602044,4.092487968580427,2.6539955389947347,2.272727272727273,2022-01-19,,,4
5,U. olhanensis,male,adult,,Retreating into burrow.,['Jellyfish'],6.0,2.1818181818181817,2.321430702275654,2.982822942013074,2.204326547688821,2.3636363636363638,2022-01-19,,,5
6,u. olhanen.,male,adult,,Moving toward bait.,"['Sea Urchin', 'Polychaete Worm', 'Sea Anemone']",4.0,2.590909090909091,2.7110620273168213,3.390610650203851,2.779507643532558,2.3636363636363638,2022-01-19,,,6
7,A farensis,female,sub_adult,False,Guarding eggs under abdominal flap.,['Jellyfish'],10.0,3.350372613058848,3.358392559236322,4.825492596600443,3.381389894239109,2.4545454545454546,2022-01-19,,,7
8,A farensis,male,sub_adult,,Feeding on small crustaceans.,"['Algae', 'Crab (Other Species)', 'Sea Urchin', 'Small Fish', 'Sea Sponge']",9.0,1.9318181818181819,1.7381805779085762,2.132709698870753,2.0635433563061985,2.1818181818181817,2022-01-19,,,8
9,U. olhanensis,male,sub_adult,,Climbing onto submerged logs.,"['Small Fish', 'Algae', 'Sea Urchin', 'Shrimp', 'Polychaete Worm']",6.0,2.727272727272727,3.118465250840522,4.0192411358777145,2.8434864638725403,2.272727272727273,2022-01-19,,,9
10,A. Farensis,female,sub_adult,False,Picking detritus from seabed.,"['Snail', 'Sea Sponge', 'Barnacle']",5.0,2.306185050385928,2.457566102773535,3.328913931592649,2.484630105031319,2.3636363636363638,2022-01-19,,,10
11,A. Farensis,male,pre_puberty,,Resting in shaded rock crevice.,"['Shrimp', 'Sea Urchin', 'Algae', 'Snail']",6.0,2.4545454545454546,2.1071180290233094,2.872557692786508,2.4806529771259704,2.3636363636363638,2022-01-19,,,11
12,A. Farensis,male,juvenile,,Resting under shell fragment.,"['Sea Sponge', 'Crab (Other Species)', 'Hermit Crab']",7.0,2.0,2.579920644918282,3.5464995043846073,2.184436685095629,2.3636363636363638,2022-01-19,,,12
13,U. olhanensis,female,adult,False,Half buried in sand.,['Sea Anemone'],9.0,1.5170378019170863,1.5120935573286445,1.9073458924412543,1.5829669296012903,2.272727272727273,2022-01-19,,,13
14,u. olhanen.,female,sub_adult,False,Inspecting discarded crab shell.,"['Crab (Other Species)', 'Shrimp']",9.0,2.6736265704987185,2.755779620536982,3.661231444234872,2.9334379116505236,2.272727272727273,2022-01-19,,,14
15,A. Farensis,female,juvenile,False,Interaction with hermit crabs.,['Hermit Crab'],2.0,1.089393048410657,0.9980831595426111,1.336114413836979,1.1036452517763793,2.272727272727273,2022-01-19,,,15
16,u. olhanen., ,sub_adult,,Moving toward bait.,['Hermit Crab'],8.0,4.659090909090909,5.572141769741674,7.251534678468079,4.688465394581505,2.272727272727273,2022-01-19,,,16
17,A farensis,male,sub_adult,,Vibrating antennae in water currents.,"['Polychaete Worm', 'Jellyfish']",2.0,2.3863636363636362,2.377111215180573,3.1018457179732355,2.5051655192225657,2.3636363636363638,2022-01-19,,,17
18,A farensis,-,adult,,Resting in shaded rock crevice.,"['Hermit Crab', 'Sea Urchin', 'Crab (Other Species)']",4.0,1.6363636363636365,1.6327354995859318,2.3915817123904195,1.778247380150078,2.1818181818181817,2022-01-19,,,18
