,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,40,4.589191624143647,7,A. Farensis,-7.99163,False,67.13226708142018,sub_adult,male,1,14.39128829500793,37.01025,['Barnacle'],9,Moving in groups.
1,19,5.580119658920655,2,A farensis,,False,31.466029863306648,adult,male,2,18.662340506492725,,"['Snail', 'Polychaete Worm', 'Small Fish', 'Shrimp']",10,Searching for mates at twilight.
2,24,4.596946246981945,5,A. Farensis,,False,150.0,sub_adult,male,3,15.806789064012527,,"['Barnacle', 'Jellyfish', 'Sea Anemone']",9,Hiding under floating debris.
3,30,4.801972740868808,3,u. olhanen.,,True,150.0,adult,female,4,17.359716452220603,,"['Sea Sponge', 'Hermit Crab', 'Sea Star', 'Sea Anemone']",12,Displaying dominance by lifting body.
4,20,6.122499314025371,6,A farensis,,False,13.173474540881521,pre_puberty, ,5,17.99228985292486,,['Polychaete Worm'],10,Exploring new territory.
5,51,7.035960768812651,3,A farensis,,False,11.620061699575714,sub_adult,nan,6,18.90950129301459,,"['Barnacle', 'Mussel', 'Small Fish']",10,Interacting with small fish nearby.
6,28,5.2626440318628855,6,u. olhanen.,,False,150.0,sub_adult,male,7,16.196517830168915,,['Crab (Other Species)'],10,Interaction with hermit crabs.
7,18,3.7398537192827166,4,A. Farensis,,True,150.0,pre_puberty,male,8,17.03601871547682,,"['Sea Star', 'Jellyfish', 'Algae']",7,Sitting still blending with environment.
8,21,6.3811875951951,2,A. Farensis,,False,150.0,pre_puberty,?,9,20.41641079875778,,"['Hermit Crab', 'Polychaete Worm', 'Small Fish', 'Sea Urchin', 'Sea Star']",7,Claw snapping in competition.
9,8,5.4118474733216075,2,U. olhanensis,,False,65.40404317644808,sub_adult,female,10,16.88761700760047,,"['Jellyfish', 'Sea Sponge', 'Sea Urchin']",5,Sitting still blending with environment.
10,13,5.433555675963843,9,A farensis,,False,150.0,sub_adult,male,11,18.998583112649005,,['Crab (Other Species)'],6,Swimming short distance to escape.
11,23,5.174051836983886,4,u. olhanen.,,True,150.0,sub_adult,female,12,18.81504373615263,,['Polychaete Worm'],6,Claw snapping at diver.
12,35,6.125836127765415,6,A farensis,,False,39.33724328364222,adult,male,13,18.36297663784745,,"['Small Fish', 'Mussel', 'Sea Star']",7,Hiding under seagrass blades.
13,15,3.8246945102815144,5,u. olhanen.,,False,1.0806136608861516,pre_puberty,female,14,16.15117843191051,,['Mussel'],8,Dragging shell fragment backward.
14,11,5.355095269345676,3,u. olhanen.,,False,57.53501427384355,adult,?,15,17.71241497573323,,"['Mussel', 'Coral Fragment']",11,Exchanging antenna taps.
15,18,8.13255115522907,8,A. Farensis,,False,11.682043624487777,adult,male,16,15.641962807694894,,"['Jellyfish', 'Barnacle', 'Mussel', 'Crab (Other Species)']",7,Picking detritus from seabed.
16,15,5.289289026386998,3,A farensis,,True,5.2377237397861105,juvenile,female,17,17.91030031880169,,"['Algae', 'Sea Star', 'Coral Fragment', 'Mussel', 'Shrimp']",11,Climbing barnacle-covered surfaces.
17,31,6.480010961172708,2,A farensis,,False,67.95065325959833,sub_adult,male,18,19.19623722269645,,"['Coral Fragment', 'Mussel']",8,Interacting with small fish nearby.
18,6,5.847285120769528,3,A farensis,,False,81.04287809240532,sub_adult,male,19,18.37134187598361,,"['Polychaete Worm', 'Shrimp', 'Mussel']",10,Sitting still blending with environment.
19,46,3.952332537601407,4,A. Farensis,,False,23.569279835361368,sub_adult,male,20,18.415438295891065,,"['Hermit Crab', 'Sea Urchin', 'Sea Anemone', 'Crab (Other Species)', 'Algae']",12,Moving sideways along sandy bottom.
20,34,5.070765927868576,4,u. olhanen.,,True,143.773077313919,pre_puberty,male,21,18.264036040335693,,"['Small Fish', 'Shrimp']",10,Hiding under floating debris.
21,22,5.923654088369882,2,A. Farensis,,False,43.52425687555962,adult,male or female,22,18.470278564204865,,['Small Fish'],7,Exploring new territory.
22,18,4.635542326850746,5,A farensis,,False,51.25754044465443,pre_puberty, ,23,16.911429606369097,,"['Sea Urchin', 'Sea Star', 'Jellyfish']",7,Climbing onto submerged logs.
23,48,4.884714748702514,4,u. olhanen.,,False,43.51585094862393,pre_puberty,female,24,14.542956144114566,,"['Jellyfish', 'Sea Sponge', 'Sea Star']",10,Climbing barnacle-covered surfaces.
24,11,7.145489196022695,2,A. Farensis,,False,41.72007673387012,sub_adult,male,25,17.937245758593097,,['Mussel'],7,Moving sideways along sandy bottom.
25,17,4.539472842596375,2,A. Farensis,,False,26.95318194765196,juvenile,nan,26,18.722211817491345,,"['Algae', 'Hermit Crab', 'Mussel']",6,Hiding under floating debris.
26,9,6.740413940457799,5,U. olhanensis,,False,2.8215058872524534,juvenile,female,27,17.70244062489937,,['Barnacle'],10,Crab moving quickly across rocks.
27,10,2.1682200197717716,3,A farensis,,True,150.0,juvenile,female,28,19.133443346589097,,"['Sea Urchin', 'Mussel', 'Coral Fragment', 'Algae', 'Polychaete Worm']",10,Foraging among seagrass roots.
28,42,8.344117117948198,10,u. olhanen.,,False,82.42678570951645,sub_adult,male or female,29,15.091033352458474,,['Mussel'],8,Climbing vertical rock face.
