,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid?,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],behavior
0,90,103.11498501649459,90,A farensis,-7.99163,False,35.22120049280574,s,female,1,172.22628072217748,37.01025,['Sea Star'],6,Hiding under seagrass blades.
1,160,110.32906849308476,20,u. olhanen.,,True,4.790837470503612,s,female,2,165.86884701991582,,['Sea Anemone'],8,Picking detritus from seabed.
2,80,107.11658452150083,30,U. olhanensis,,False,105.66604554063197,a,female,3,163.43490775155846,,"['Small Fish', 'Polychaete Worm']",9,Crab moving quickly across rocks.
3,50,104.66548075480512,30,u. olhanen.,,False,2.15552698522732,j,male,4,201.09831633614823,,"['Small Fish', 'Barnacle']",6,Moving toward bait.
4,330,78.19206623205278,40,A. Farensis,,False,13.509951607491518,s, ,5,163.8433202285103,,['Polychaete Worm'],11,Interaction with hermit crabs.
5,240,84.57648286376991,30,U. olhanensis,,False,17.224883205656546,p,female,6,182.1251601998926,,"['Polychaete Worm', 'Barnacle']",6,Moving toward bait.
6,70,103.8761841958992,30,A farensis,,False,38.149835173203826,p,nan,7,189.54867392516883,,['Small Fish'],7,Pausing frequently during exploration.
7,90,103.23887086891389,80,A. Farensis,,True,15.309523857652687,s, ,8,186.22798593844811,,"['Polychaete Worm', 'Coral Fragment', 'Sea Urchin', 'Mussel']",11,Color changes during molting.
8,80,116.73428140202225,40,A farensis,,False,32.56340512570651,a,male,9,176.02218790794404,,['Sea Sponge'],10,Scavenging near tidal pools.
9,100,139.17528457224188,80,u. olhanen.,,False,9.33140671581997,s,male,10,166.1358707532454,,"['Barnacle', 'Sea Anemone', 'Sea Star', 'Algae', 'Sea Urchin']",10,Climbing vertical rock face.
10,230,119.43918324913275,20,A farensis,,False,4.744971159414592,s,male,11,153.76180046780655,,"['Shrimp', 'Snail', 'Small Fish', 'Crab (Other Species)']",7,Retreating quickly from shadow.
11,60,97.34315712145917,60,U. olhanensis,,False,2.5062805913588244,s,male,12,184.77563727115978,,"['Sea Urchin', 'Sea Sponge', 'Crab (Other Species)', 'Snail']",9,Resting in shaded rock crevice.
12,110,82.78542488429017,50,A farensis,,False,63.335584383435595,j,female,13,172.2557625921689,,"['Mussel', 'Crab (Other Species)', 'Small Fish']",12,Searching for food in tidal pools.
13,190,91.51935737197621,90,A farensis,,False,8.808347285773129,s, ,14,171.43303541567403,,['Polychaete Worm'],8,Resting under shell fragment.
14,130,110.63389133384236,70,A. Farensis,,False,25.930543059988743,s,male,15,161.9562631993033,,"['Algae', 'Polychaete Worm', 'Jellyfish', 'Sea Sponge', 'Crab (Other Species)']",9,Exchanging antenna taps.
15,200,113.28781920655742,20,A. Farensis,,False,3.7564898843867027,s,male,16,171.5897002940176,,"['Sea Urchin', 'Snail', 'Hermit Crab', 'Polychaete Worm', 'Sea Star']",7,Inspecting discarded crab shell.
16,80,86.35019146918086,60,A. Farensis,,False,3.307978530756326,p,?,17,157.4364437346336,,"['Barnacle', 'Hermit Crab', 'Shrimp', 'Mussel']",6,Territorial display against intruder.
17,150,112.420858491903,50,A. Farensis,,False,24.705516200686542,a,nan,18,172.7665632397913,,"['Sea Sponge', 'Crab (Other Species)', 'Sea Anemone', 'Shrimp']",11,Social contact with other crabs.
18,150,100.17531416944362,30,A. Farensis,,True,5.295143858668878,s,female,19,147.07763864927358,,"['Sea Urchin', 'Crab (Other Species)', 'Sea Sponge', 'Sea Anemone', 'Shrimp']",8,Defensive posture when approached.
19,190,100.59591006771555,20,U. olhanensis,,False,24.331420973665395,s,nan,20,184.43611065149685,,"['Shrimp', 'Sea Anemone', 'Small Fish', 'Crab (Other Species)', 'Hermit Crab']",10,Camouflaging with surrounding mud.
20,70,72.49949724258023,20,u. olhanen.,,False,6.736516307517171,s, ,21,160.05832946081767,,['Hermit Crab'],11,Picking detritus from seabed.
21,120,126.6148611226721,90,A farensis,,False,19.58632807672609,s,female,22,160.58839698932496,,"['Crab (Other Species)', 'Sea Sponge', 'Mussel', 'Sea Urchin']",9,Scavenging near tidal pools.
22,140,127.65399929139683,40,u. olhanen.,,True,74.53429505723479,a,male,23,162.82525093456084,,"['Small Fish', 'Jellyfish', 'Sea Anemone', 'Coral Fragment', 'Sea Star']",6,Climbing onto submerged logs.
23,170,111.62931418823118,70,A farensis,,False,11.191568006671728,s,male,24,183.08726950065756,,"['Sea Star', 'Sea Sponge', 'Mussel']",5,Picking detritus from seabed.
24,120,86.36221842676882,70,A farensis,,False,59.421911999399214,j,male or female,25,202.0801048221722,,"['Jellyfish', 'Shrimp']",8,Claw waving directed at nearby crab.
25,210,109.86699432673572,50,u. olhanen.,,False,103.85621129559661,p,male,26,171.00072588402952,,"['Algae', 'Jellyfish', 'Crab (Other Species)']",10,Climbing algae-covered rocks.
26,210,88.37557921817239,40,A farensis,,True,22.50771200745493,a,male,27,172.41361647163967,,"['Algae', 'Snail', 'Small Fish']",8,Moving toward bait.
27,170,100.07820494608076,20,A. Farensis,,False,29.396447265979763,p,male,28,158.59540299879396,,['Polychaete Worm'],6,Claw snapping in competition.
28,40,109.40035190673314,30,U. olhanensis,,True,402.21075037880473,a,?,29,168.85362513276283,,"['Hermit Crab', 'Sea Star']",8,Guarding a small hole in sediment.
29,40,110.77812689165253,20,A farensis,,True,85.25263826731661,s, ,30,178.52051669255698,,"['Coral Fragment', 'Crab (Other Species)', 'Small Fish']",7,Climbing onto submerged logs.
30,380,97.74663078984918,30,A. Farensis,,False,14.883419734077938,a,male or female,31,146.41272102349865,,"['Sea Star', 'Jellyfish', 'Coral Fragment']",5,Feeding on small crustaceans.
31,50,104.30177152444068,20,u. olhanen.,,False,15.35395219338489,s,nan,32,152.43467398980823,,"['Shrimp', 'Small Fish', 'Crab (Other Species)', 'Hermit Crab']",10,Guarding eggs under abdominal flap.
32,380,101.46360555806376,20,U. olhanensis,,False,1.0478353470340487,s,male,33,187.18395957616815,,"['Coral Fragment', 'Sea Sponge', 'Snail', 'Jellyfish']",7,Retreating quickly from shadow.
33,310,108.2790003770934,30,U. olhanensis,,False,66.39565188720849,j,female,34,153.52729152231086,,"['Sea Anemone', 'Barnacle']",9,Displaying dominance by lifting body.
34,70,114.3791229650924,40,A. Farensis,,False,26.982284375990933,j, ,35,195.63186788856308,,"['Small Fish', 'Coral Fragment', 'Algae', 'Crab (Other Species)', 'Sea Star']",8,Searching for food in tidal pools.
35,50,129.1515039863944,30,A. Farensis,,True,11.732996754002297,s,male,36,170.78216902919854,,"['Snail', 'Sea Anemone', 'Jellyfish', 'Mussel']",6,Hiding beneath rocks.
36,200,121.58325450498667,60,A. Farensis,,False,6.859337134853531,s,male,37,172.95322048192924,,"['Sea Urchin', 'Algae', 'Barnacle']",10,Stillness in cold water.
37,130,87.19360910655438,50,A. Farensis,,False,4.168359461040184,s,male,38,177.97639988298172,,"['Mussel', 'Shrimp', 'Polychaete Worm', 'Small Fish', 'Sea Anemone']",8,Escaping predator silhouette overhead.
38,260,123.92596566116937,90,A. Farensis,,True,3.0597033738075536,s,male,39,167.0528670162837,,['Algae'],7,Moving toward bait.
39,100,96.27236268639301,30,A farensis,,False,39.42025259002777,p,nan,40,162.71857564935175,,"['Small Fish', 'Sea Urchin']",9,Feeding on detritus in shallow water.
40,130,92.93980538250912,20,A. Farensis,,True,14.052572388217754,s,male,41,169.64926736447973,,"['Small Fish', 'Crab (Other Species)', 'Snail']",9,Defensive posture when approached.
41,90,105.0583150225373,20,A farensis,,False,2.8716491653878746,p,female,42,167.53506169380114,,['Sea Anemone'],8,Vibrating antennae in water currents.
42,80,117.79390446074729,30,U. olhanensis,,False,28.710928647455972,s,-,43,177.3145837606722,,"['Small Fish', 'Mussel']",8,Hiding under seagrass blades.
43,130,107.3861399082049,40,A farensis,,False,19.75526892310055,s, ,44,154.11024841302384,,"['Barnacle', 'Sea Anemone', 'Snail', 'Shrimp', 'Sea Sponge']",7,Rapid crossing of open sand.
44,200,92.68469994673066,30,U. olhanensis,,False,9.163286456684293,a,male,45,179.77197279439113,,"['Sea Urchin', 'Sea Star']",9,Interacting with small fish nearby.
45,190,118.4849052257787,80,u. olhanen.,,False,2.859887931426642,s,female,46,191.86419729059685,,['Sea Star'],7,Picking algae from rock surface.
46,140,121.05243043399483,40,u. olhanen.,,False,16.074639750220566,j, ,47,162.098519209278,,"['Sea Anemone', 'Snail']",8,Exploring new territory.
47,170,114.91037768643038,70,A farensis,,False,57.21253675532125,p,male,48,182.30686401878572,,"['Coral Fragment', 'Sea Sponge', 'Algae', 'Hermit Crab']",9,Social contact with other crabs.
48,320,103.23289834637833,40,u. olhanen.,,False,14.350118933724252,a,female,49,167.1710213569091,,"['Algae', 'Sea Urchin', 'Sea Anemone', 'Hermit Crab', 'Snail']",5,Guarding a small hole in sediment.
49,160,117.36524855621722,50,A farensis,,False,40.55430149548965,j,male,50,191.78042674228027,,"['Barnacle', 'Jellyfish', 'Sea Anemone', 'Hermit Crab', 'Sea Urchin']",8,Shaking claws after contact.
50,90,117.32285997102942,40,u. olhanen.,,False,72.51582501738356,a, ,51,168.5051777823902,,"['Coral Fragment', 'Sea Anemone', 'Hermit Crab', 'Crab (Other Species)', 'Sea Urchin']",11,Exchanging antenna taps.
51,230,88.41465952303714,60,A farensis,,False,31.360029953149628,s,male,52,155.84552925534703,,"['Sea Star', 'Shrimp', 'Coral Fragment']",14,Social contact with other crabs.
52,100,106.36974823134639,20,u. olhanen.,,False,26.459593455942716,s,male,53,169.21152470032013,,['Snail'],10,Foraging among seagrass roots.
53,70,88.13592569926132,50,A farensis,,False,11.77051511539283,p,N/R,54,180.3386606632534,,"['Coral Fragment', 'Sea Anemone', 'Jellyfish']",7,Feeding on algae scraped from rocks.
54,100,114.5127985495979,40,A. Farensis,,False,9.71671401429097,a,male,55,156.1187193247461,,"['Sea Star', 'Coral Fragment', 'Mussel', 'Barnacle']",6,Escaping predator silhouette overhead.
55,190,88.04199519703745,30,A. Farensis,,False,9.575656539936773,a,male,56,169.75095415895964,,"['Small Fish', 'Crab (Other Species)', 'Snail', 'Shrimp', 'Mussel']",12,Inspecting discarded crab shell.
56,180,88.52418619363038,30,A. Farensis,,False,4.343571631679962,s,female,57,151.48697259380597,,['Sea Sponge'],9,Burrowing into sandy sediment.
57,170,120.42034552217152,30,A. Farensis,,False,19.26151365795624,a, ,58,181.47761353033107,,"['Sea Urchin', 'Coral Fragment', 'Hermit Crab']",9,Climbing vertical rock face.
58,200,101.01801950011651,20,A. Farensis,,False,6.461642601493325,a,male,59,183.83040542675707,,"['Snail', 'Crab (Other Species)', 'Shrimp', 'Small Fish', 'Coral Fragment']",11,Feeding on detritus in shallow water.
59,160,107.55988069148346,50,A farensis,,False,63.78925937272163,s,male or female,60,164.166710169952,,"['Hermit Crab', 'Jellyfish', 'Crab (Other Species)']",7,Claw snapping at diver.
60,400,86.22898875116776,50,A farensis,,False,26.729155466462792,a,male,61,162.65113633726406,,"['Sea Sponge', 'Jellyfish', 'Sea Urchin', 'Shrimp']",6,Crab moving quickly across rocks.
61,130,109.77242523603992,30,A. Farensis,,True,0.34451487950300486,s,male,62,158.20878600282956,,"['Mussel', 'Coral Fragment']",5,Retreating into burrow.
62,140,114.63227796931564,30,A. Farensis,,False,111.33163046791356,a,male or female,63,174.59244579266567,,"['Hermit Crab', 'Sea Sponge', 'Sea Urchin', 'Small Fish']",6,Rapid claw movement while feeding.
63,160,120.29045383960941,40,U. olhanensis,,False,30.951559879091953,s,male,64,174.0477257540931,,"['Jellyfish', 'Sea Urchin', 'Sea Anemone', 'Shrimp', 'Small Fish']",9,Using claws to dig into sediment.
64,120,114.94861028726532,40,A farensis,,False,9.881146810757729,a,nan,65,178.9728761807017,,"['Sea Star', 'Small Fish']",11,Dragging shell fragment backward.
65,160,89.78745673118345,40,A farensis,,False,6.389067114394087,a,male,66,174.9770173412276,,"['Hermit Crab', 'Sea Urchin', 'Polychaete Worm', 'Jellyfish']",6,Hiding under floating debris.
66,130,90.02135380421159,60,u. olhanen.,,False,16.793662128058287,s,male,67,171.49002551802226,,"['Hermit Crab', 'Algae', 'Snail']",9,Mating behavior with antenna touching.
67,80,124.94719208721278,30,u. olhanen.,,False,13.3112421931538,p,male,68,174.33497131291958,,['Sea Star'],10,Climbing submerged rocks.
68,40,102.63683344729273,20,A farensis,,False,6.330233096832013,a,male,69,172.65056142099053,,"['Sea Sponge', 'Small Fish', 'Sea Star']",7,Dragging shell fragment backward.
69,160,116.80961050641892,30,A farensis,,False,36.70398559184521,j,nan,70,157.96997724031894,,"['Sea Anemone', 'Hermit Crab', 'Mussel', 'Small Fish']",11,Picking algae from rock surface.
70,50,108.14360089772686,20,A. Farensis,,False,24.19172171418974,p,male,71,162.3610600036196,,"['Sea Anemone', 'Sea Sponge', 'Small Fish', 'Coral Fragment']",11,Using claws to dig into sediment.
71,120,120.16969337152767,30,A farensis,,False,8.91678317598192,a,female,72,192.64825207233375,,"['Jellyfish', 'Sea Star', 'Small Fish', 'Coral Fragment', 'Sea Sponge']",11,Inspecting discarded crab shell.
