,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,U. olhanensis,male,pre_puberty,True,Claw shaking post-contact gesture.,"['Barnacle', 'Crab (Other Species)', 'Coral Fragment', 'Snail', 'Polychaete Worm']",9.0,11.25,12.66785477516183,9.269261174373213,80.69798292494148,37.02606,-8.01873,0
1,U. olhanensis,male,adult,,Defensive claw movement in water.,['Snail'],7.0,54.0,55.2857069361183,41.35914044973998,2335.9751914208023,,,1
2,A farensis,male,adult,,Gradual movement in cold conditions.,['Sea Urchin'],7.0,37.5,34.43162319177533,28.05451047569576,903.0487559945224,,,2
3,u. olhanen.,female,adult,True,Filtering detritus from shallow bottom.,"['Crab (Other Species)', 'Hermit Crab', 'Algae', 'Polychaete Worm', 'Sea Anemone']",10.0,25.343251712674427,25.223646253475234,25.223088862487483,18.095513014123632,,,3
4,A farensis,female,adult,False,Waving claw in signal to another crab.,"['Crab (Other Species)', 'Hermit Crab', 'Sea Urchin', 'Barnacle', 'Jellyfish']",4.0,16.016697825402204,16.521622891363602,13.724667368097075,12.811203987623228,,,4
5,A. Farensis,female,adult,True,Rhythmic waving as social cue.,"['Polychaete Worm', 'Crab (Other Species)', 'Hermit Crab']",11.0,18.934900200896497,19.595486939038036,14.311221201587712,13.823930450315073,,,5
6,u. olhanen.,male,adult,,Feeding on small crustaceans in crevices.,['Polychaete Worm'],9.0,34.5,34.39011362085095,24.83521174071106,757.0919390850775,,,6
7,u. olhanen.,female,juvenile,True,Collecting biofilm from sunken wood.,"['Algae', 'Coral Fragment', 'Snail']",9.0,13.871926801910563,19.50657770793485,17.517079837929124,17.0049175528513,,,7
8,u. olhanen.,female,adult,False,Traversing algae-slick rock surfaces.,['Crab (Other Species)'],9.0,34.25270231402217,32.81563050817745,26.69194085238154,25.205461736863686,,,8
9,u. olhanen.,female,adult,True,Clambering up submerged tree trunks.,['Crab (Other Species)'],6.0,8.73631053443471,9.273725321777547,5.963163668611836,8.187353646625377,,,9
10,U. olhanensis,female,sub_adult,False,Claw snapping in aggressive encounter.,"['Coral Fragment', 'Sea Star', 'Mussel', 'Sea Sponge']",5.0,12.160323587039088,10.571642158433765,8.828040952148656,7.656100843775275,,,10
11,A farensis,male,adult,,Picking algae carefully off rock faces.,"['Sea Urchin', 'Coral Fragment', 'Barnacle', 'Mussel', 'Shrimp']",7.0,36.0,38.85928489608832,1022.8362745947754,29.680482483937805,,,11
12,A. Farensis, ,pre_puberty,,Escaping from pursuing predator silhouette.,"['Coral Fragment', 'Sea Sponge', 'Small Fish', 'Sea Urchin', 'Sea Anemone']",8.0,5.01420456748127,3.5436688733268036,2.644413079451899,3.897771820010432,,,12
13,A farensis,male,adult,,Waving claw in signal to another crab.,"['Coral Fragment', 'Shrimp']",7.0,18.0,16.420232981508228,180.2717142822947,13.407866585004333,,,13
14,A farensis,female,pre_puberty,True,Scavenging at the edge of tidal pools.,"['Snail', 'Mussel', 'Jellyfish']",10.0,13.470842863704123,14.15074170849296,11.855129265429275,10.393994031930095,,,14
15,A farensis,female,adult,False,Retreating quickly into hidden burrow.,"['Jellyfish', 'Crab (Other Species)', 'Snail', 'Barnacle', 'Mussel']",11.0,14.165894221878833,15.320057570742124,10.14385701748006,12.82497800878943,,,15
16,u. olhanen.,male,adult,,Staying half-submerged in loose sand.,"['Hermit Crab', 'Sea Star', 'Sea Urchin']",8.0,27.0,28.792968685235984,20.546494140208967,549.2362379587759,,,16
17,U. olhanensis,male,sub_adult,,Picking algae carefully off rock faces.,"['Sea Star', 'Crab (Other Species)']",10.0,11.25,10.242060496026241,61.1640565985275,7.879516295389246,,,17
18,A. Farensis,male,adult,,Rhythmic waving as social cue.,"['Small Fish', 'Snail', 'Algae']",9.0,49.5,48.51860481879842,34.62259264820132,1605.9319527031757,,,18
19,Ucides alvorensis,female,sub_adult,False,Protecting territory in confined space.,"['Shrimp', 'Jellyfish', 'Sea Anemone']",8.0,6.427318751540234,5.495453624591959,3.633736678298342,4.288644707644378,,,19
20,A. Farensis,female,sub_adult,True,Claw shaking post-contact gesture.,"['Hermit Crab', 'Sea Urchin']",10.0,32.002458081282754,29.656485951687277,25.74371667107593,21.299445103507477,,,20
21,u. olhanen.,male,sub_adult,,Swimming briefly to avoid disturbance.,"['Sea Anemone', 'Snail']",5.0,8.75,8.030193320644305,39.93339031350209,6.833674692052784,,,21
22,u. olhanen.,female,sub_adult,False,Progressing cautiously through new area.,['Shrimp'],10.0,8.0048443005582,9.59936159695445,9.281841487361572,7.127621780945194,,,22
23,U. olhanensis,female,sub_adult,True,Swimming briefly to avoid disturbance.,['Sea Star'],6.0,21.297540081496738,22.192794859339916,14.691640586279838,16.083433092831683,,,23
24,u. olhanen.,female,adult,False,Reacting to sudden changes in temperature.,"['Algae', 'Sea Anemone', 'Shrimp']",8.0,30.267988980816252,32.33027363025365,24.093725408252535,27.600487808406996,,,24
25,u. olhanen.,male,adult,,Group migration across shallow seabed.,"['Snail', 'Sea Sponge']",7.0,42.0,38.890857489601686,28.795302522068198,799.4909342362027,,,25
26,A. Farensis,male,adult,,Picking algae carefully off rock faces.,['Sea Urchin'],10.0,42.0,44.739545167464144,1062.743783121278,36.696497544536435,,,26
27,u. olhanen.,female,adult,True,Entering burrow after disturbance.,['Sea Sponge'],6.0,29.216643938997986,24.583315874230696,20.193312193829826,19.60924237069725,,,27
28,u. olhanen.,male,pre_puberty,,Engaging in antennae-to-antennae contact.,"['Jellyfish', 'Crab (Other Species)']",11.0,24.0,19.246930285542867,15.870449855390977,252.67321568210775,,,28
29,u. olhanen.,female,sub_adult,False,Side-stepping along sandy coastal floor.,"['Sea Star', 'Sea Anemone', 'Polychaete Worm', 'Snail']",10.0,37.36950813063457,32.399761833861476,28.730519236584655,26.250403032102625,,,29
30,u. olhanen.,N/R,sub_adult,True,Collecting biofilm from sunken wood.,"['Snail', 'Shrimp', 'Sea Star', 'Mussel', 'Sea Urchin']",8.0,46.30234412795297,48.99132333860752,37.24597964513923,48.74185137121529,,,30
31,A. Farensis,female,adult,False,Advancing toward bait in water.,"['Sea Anemone', 'Snail', 'Shrimp']",7.0,12.82986725456013,15.675090915216746,13.422612650796893,12.450237910008228,,,31
