species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
u. olhanen.,male,adult,True,Burrowing into sandy sediment.,"['Coral Fragment', 'Barnacle']",7.0,58.5,60.44248504270189,82.96896521948175,60.23055343418301,28.0,2022-03-04,37.02606,-8.01873,0
Ucides alvorensis,female,pre_puberty,True,Struggling with entangled seaweed.,"['Snail', 'Barnacle', 'Small Fish', 'Sea Urchin']",10.0,29.442645693265696,31.027901964307652,43.09493824832404,31.029972474630174,26.0,2022-03-04,,,1
Ucides alvorensis,male or female,juvenile,,Picking detritus from seabed.,"['Polychaete Worm', 'Crab (Other Species)', 'Coral Fragment', 'Sea Star']",7.0,11.5,10.206795466209016,13.157333768953242,11.70315227987549,28.0,2022-03-04,,,2
U. olhanensis,female,sub_adult,False,Emerging cautiously from hiding.,['Small Fish'],7.0,10.810095707259492,11.13736755257055,16.103564276759833,11.150441027607267,27.0,2022-03-04,,,3
A farensis,female,sub_adult,True,Rapid crossing of open sand.,['Snail'],4.0,21.660332158010448,23.37822946433612,29.780189850047712,22.323791199156023,26.0,2022-03-04,,,4
Ucides alvorensis,female,pre_puberty,True,Vibrating antennae in water currents.,"['Hermit Crab', 'Small Fish']",10.0,14.110247283262654,15.175127021119025,21.346996819180085,14.243726074825485,28.0,2022-03-04,,,5
U. olhanensis,male,sub_adult,,Picking algae from rock surface.,['Polychaete Worm'],7.0,36.25,33.72166857684596,50.29482345804658,37.650997663918496,26.0,2022-03-04,,,6
U. olhanensis,female,adult,False,Emerging cautiously from hiding.,"['Jellyfish', 'Crab (Other Species)', 'Hermit Crab', 'Small Fish', 'Mussel']",8.0,46.68343766636411,45.94012860720908,61.51974514872789,48.697431384713724,28.0,2022-03-04,,,7
u. olhanen.,male,adult,,Vibrating antennae in water currents.,"['Shrimp', 'Hermit Crab', 'Snail', 'Algae', 'Coral Fragment']",5.0,24.0,26.33931044491373,38.045110639649344,25.084247389132095,28.0,2022-03-04,,,8
U. olhanensis,male,sub_adult,,Moving toward warmer water pockets.,['Small Fish'],7.0,23.75,19.58699585551328,23.635583239723438,25.81612962487154,27.0,2022-03-04,,,9
A farensis,nan,pre_puberty,True,Displaying dominance by lifting body.,['Shrimp'],11.0,39.75,44.28044942134339,59.01638355594853,41.73472429858034,28.0,2022-03-04,,,10
u. olhanen.,female,sub_adult,False,Displaying dominance by lifting body.,"['Hermit Crab', 'Mussel', 'Algae', 'Sea Sponge', 'Sea Star']",5.0,20.297675612955178,24.215200820744215,32.90068494725978,20.592195506157044,25.0,2022-03-04,,,11
U. olhanensis,male,adult,,Interaction with hermit crabs.,"['Barnacle', 'Hermit Crab', 'Coral Fragment', 'Sea Sponge']",9.0,40.5,44.51766014765561,60.12189491957811,44.35107629442115,27.0,2022-03-04,,,12
u. olhanen.,male,pre_puberty,,Defensive posture when approached.,"['Sea Urchin', 'Sea Sponge', 'Algae']",9.0,25.5,22.924410387062455,34.3708993548529,25.504951342516964,26.0,2022-03-04,,,13
A. Farensis,male,pre_puberty,,Claw snapping in competition.,"['Snail', 'Barnacle', 'Sea Anemone', 'Crab (Other Species)']",10.0,16.5,12.076873244169645,17.593689090224743,17.513859361833543,27.0,2022-03-04,,,14
U. olhanensis,female,sub_adult,False,Struggling with entangled seaweed.,"['Polychaete Worm', 'Sea Anemone', 'Sea Urchin', 'Small Fish', 'Algae']",7.0,47.4834939616479,57.30044485871887,73.86689163874034,48.02027488642546,26.0,2022-03-04,,,15
A farensis,female,juvenile,False,Mating behavior with antenna touching.,"['Shrimp', 'Polychaete Worm', 'Sea Sponge', 'Algae']",7.0,10.745361122336044,11.593644136426994,16.902506801722474,11.405170606563097,27.0,2022-03-04,,,16
A. Farensis,female,pre_puberty,False,Struggling with entangled seaweed.,"['Snail', 'Small Fish', 'Algae', 'Sea Urchin']",6.0,21.392936347310176,17.470211369624963,24.855809493220843,21.58454712318027,27.0,2022-03-04,,,17
