,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,60,80.27881237439315,60,A. Farensis,-7.99163,False,159.82099289750823,p,female,1,261.3183100206746,37.01025,"['Sea Anemone', 'Sea Star', 'Shrimp', 'Mussel', 'Jellyfish']",7,False,Swimming short distance to escape.
1,170,105.62811665518456,60,A. Farensis,,False,119.76857694312913,p,female,2,246.3313419631014,,['Sea Urchin'],6,False,Rapid crossing of open sand.
2,90,83.83354320890354,20,A farensis,,True,22.223818985531803,s,male,3,250.04644566016998,,"['Snail', 'Coral Fragment']",13,True,Camouflaging with surrounding mud.
3,420,69.32587650782794,30,A farensis,,False,604.8805392177227,s,male,4,230.1977913913027,,"['Algae', 'Coral Fragment', 'Shrimp', 'Polychaete Worm']",9,False,Hiding under floating debris.
4,260,81.86426619553218,40,A farensis,,False,13.786501204508877,p,?,5,284.30398390556945,,['Crab (Other Species)'],8,False,Struggling with entangled seaweed.
5,220,91.15141766981345,20,u. olhanen.,,False,65.79484393135537,s,male,6,241.442219761028,,"['Mussel', 'Sea Anemone', 'Snail']",5,False,Claw waving directed at nearby crab.
6,260,67.57195694850677,50,A farensis,,True,3.018821631380251,p,male,7,277.12273154543266,,"['Polychaete Worm', 'Mussel', 'Sea Anemone', 'Hermit Crab']",6,True,Emerging cautiously from hiding.
7,170,51.03990581621975,40,A farensis,,False,53.91548875719154,j,nan,8,270.5462241445914,,"['Polychaete Worm', 'Mussel', 'Shrimp']",10,False,Sitting still blending with environment.
8,260,91.22574506330729,20,A. Farensis,,False,35.42256274376316,s,male,9,229.01318907208412,,['Hermit Crab'],8,False,Exploring new territory.
9,180,94.35997862088459,30,U. olhanensis,,False,9.597955938256394,j,male,10,216.66824123444198,,"['Polychaete Worm', 'Mussel', 'Hermit Crab', 'Small Fish']",9,False,Searching for food in tidal pools.
10,290,86.12187180687924,60,A. Farensis,,True,5.699845336325518,a,female,11,229.64417530922782,,"['Algae', 'Sea Anemone', 'Mussel']",9,True,Mating behavior with antenna touching.
