,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,150,94.45344289215794,40,A farensis,-7.99163,False,218.14278509600317,p,male,1,182.82433193516187,37.01025,"['Jellyfish', 'Polychaete Worm', 'Sea Star', 'Coral Fragment', 'Sea Urchin']",7,False,Feeding on algae scraped from rocks.
1,310,89.4138375872057,30,u. olhanen.,,True,1500.0,s,male,2,201.60170138512603,,"['Crab (Other Species)', 'Barnacle', 'Sea Anemone']",8,True,Slow movement near seagrass patches.
2,490,115.66589180214429,30,U. olhanensis,,False,105.22951427474852,s,female,3,268.46233867836725,,"['Coral Fragment', 'Snail', 'Hermit Crab', 'Jellyfish']",10,False,Hiding under floating debris.
3,100,76.8157001953493,80,u. olhanen.,,True,506.22626814336604,s,male,4,186.8287993807473,,['Coral Fragment'],8,True,Interaction with hermit crabs.
4,180,100.7610404443761,60,U. olhanensis,,False,1500.0,s,female,5,217.8581070822246,,['Sea Anemone'],11,False,Sideways walking along bay edge.
5,380,98.06256833275648,30,u. olhanen.,,False,1745.4758105841042,p,male,6,288.49132827211224,,"['Crab (Other Species)', 'Polychaete Worm', 'Barnacle', 'Coral Fragment', 'Jellyfish']",9,False,Hiding in sandy burrow.
6,300,107.06868091685904,20,u. olhanen.,,False,1500.0,s,female,7,197.73469034574177,,"['Coral Fragment', 'Barnacle', 'Crab (Other Species)']",7,False,Scavenging near tidal pools.
7,150,89.17932661184336,20,A farensis,,True,211.16114882621244,s,male,8,206.29502286091477,,"['Jellyfish', 'Small Fish']",8,True,Hiding under floating debris.
8,220,89.65653621185935,80,A. Farensis,,True,129.1779377006546,p,?,9,219.76839729457072,,['Algae'],12,True,Exchanging antenna taps.
9,80,91.18061965323756,90,A. Farensis,,False,55.18122507324652,p,female,10,236.63788064283509,,"['Crab (Other Species)', 'Shrimp', 'Sea Star', 'Small Fish']",7,False,Cleaning claws with rubbing motion.
10,260,107.93902428994349,40,A. Farensis,,False,1500.0,a,male,11,217.77061097482292,,['Sea Sponge'],7,False,Moving in groups.
11,300,83.23694697480789,90,A. Farensis,,False,34.542749850117154,s,N/R,12,195.50725649666916,,['Jellyfish'],9,False,Waving claws rhythmically.
12,110,117.91689007769713,70,A farensis,,False,1500.0,p,male,13,158.29211054389353,,"['Sea Star', 'Algae', 'Sea Urchin']",7,False,Feeding on algae scraped from rocks.
13,150,86.57074700207929,20,A farensis,,False,1500.0,s,male,14,201.02138353176605,,"['Sea Urchin', 'Coral Fragment']",8,False,Picking detritus from seabed.
14,190,80.08249676983553,30,u. olhanen.,,False,476.02611382455194,s, ,15,269.89600793302236,,"['Small Fish', 'Crab (Other Species)']",9,False,Escaping predator silhouette overhead.
15,140,100.73388611870634,50,A. Farensis,,False,72.1413275297902,s,male,16,270.54441404455645,,['Shrimp'],10,False,Resting in shaded rock crevice.
16,630,89.51006979970722,60,U. olhanensis,,False,637.28281496274,s,male,17,203.21145500749608,,"['Sea Anemone', 'Hermit Crab']",8,False,Interaction with hermit crabs.
17,200,125.7687381825694,40,A. Farensis,,False,1500.0,j,male,18,256.098399420978,,"['Sea Anemone', 'Sea Sponge', 'Mussel']",7,False,Climbing vertical rock face.
18,160,122.69162107338818,60,u. olhanen.,,False,1500.0,s,male,19,220.25233211486938,,"['Sea Sponge', 'Snail', 'Sea Urchin']",5,False,Climbing algae-covered rocks.
19,290,146.25707925069938,40,A farensis,,False,428.8881194279781,s,female,20,214.70862557934768,,['Barnacle'],8,False,Resting in shaded rock crevice.
20,330,103.2133658152301,60,A farensis,,False,839.2951834302522,p,male,21,262.54593837878923,,"['Crab (Other Species)', 'Sea Urchin', 'Sea Star']",8,False,Scavenging near tidal pools.
21,180,92.32898016980454,20,A. Farensis,,False,27.35770050687751,a,male or female,22,237.1957201176673,,"['Shrimp', 'Small Fish', 'Sea Star', 'Mussel']",10,False,Interaction with hermit crabs.
22,110,146.77818019651488,20,A farensis,,False,1500.0,j,female,23,178.4730229514205,,"['Sea Star', 'Hermit Crab', 'Jellyfish']",8,False,Feeding on small crustaceans.
23,260,108.8907734087693,100,A farensis,,True,580.9760830874525,p,nan,24,222.1168606790081,,['Mussel'],10,True,Struggling with entangled seaweed.
24,340,100.20125245304776,20,A farensis,,False,141.48939756353036,s,male,25,228.7249318939472,,"['Polychaete Worm', 'Shrimp', 'Hermit Crab', 'Mussel', 'Coral Fragment']",9,False,Inspecting discarded crab shell.
25,280,90.65987454671463,70,A. Farensis,,False,349.4648234080569,a,male,26,254.30006294046635,,"['Hermit Crab', 'Sea Urchin', 'Snail']",7,False,Moving toward warmer water pockets.
26,190,120.97095889372034,50,A farensis,,False,1500.0,p,male or female,27,215.00974276967543,,"['Algae', 'Sea Sponge']",7,False,Camouflaging with surrounding mud.
27,340,110.71825427427903,40,u. olhanen.,,False,290.7423993596634,p,female,28,179.07871830554018,,"['Sea Anemone', 'Sea Star', 'Mussel', 'Coral Fragment']",6,False,Swimming short distance to escape.
28,180,85.0379596675927,100,u. olhanen.,,False,86.84006998801009,s,-,29,218.85381433087707,,"['Sea Sponge', 'Mussel', 'Sea Anemone']",7,False,Claw snapping in competition.
29,80,70.52501776523263,20,u. olhanen.,,False,945.853322054686,p,female,30,244.97345559165464,,"['Sea Star', 'Sea Anemone', 'Mussel', 'Shrimp', 'Barnacle']",8,False,Claw snapping at diver.
30,280,127.05359973957411,50,A. Farensis,,False,24.517993558948685,p,female,31,240.45965743209595,,"['Coral Fragment', 'Crab (Other Species)', 'Algae', 'Polychaete Worm', 'Sea Anemone']",9,False,Feeding on small mollusks.
31,410,95.47681233002851,20,A farensis,,False,199.80619874204308,s, ,32,188.8487462394582,,"['Sea Star', 'Polychaete Worm', 'Crab (Other Species)', 'Shrimp']",8,False,Struggling with entangled seaweed.
32,280,102.95642425410807,50,A farensis,,False,30.248146443224407,s,?,33,192.84520122022028,,"['Sea Anemone', 'Barnacle', 'Jellyfish', 'Crab (Other Species)']",4,False,Struggling with entangled seaweed.
33,170,105.36579452201225,50,A farensis,,False,1500.0,p,male or female,34,202.55065276433425,,"['Snail', 'Crab (Other Species)', 'Coral Fragment', 'Shrimp']",10,False,Feeding on detritus in shallow water.
34,470,71.69921174006723,40,A. Farensis,,False,332.21372595941665,a,male or female,35,255.36374744833338,,"['Algae', 'Snail']",5,False,Social contact with other crabs.
35,120,87.77084664291577,30,U. olhanensis,,False,1500.0,j,male,36,255.86495185145228,,"['Sea Star', 'Small Fish', 'Crab (Other Species)']",11,False,Climbing submerged rocks.
36,50,53.38463442824829,90,u. olhanen.,,False,120.92909496320488,j,?,37,267.1615955713917,,"['Polychaete Worm', 'Sea Sponge', 'Crab (Other Species)', 'Sea Anemone']",4,False,Climbing algae-covered rocks.
37,300,111.13036837670201,50,U. olhanensis,,False,19.202547736438863,j,female,38,186.25916118892906,,"['Mussel', 'Sea Sponge', 'Shrimp', 'Crab (Other Species)']",7,False,Rapid crossing of open sand.
38,210,107.56561067085434,20,U. olhanensis,,True,220.9661589616579,p,male,39,221.86664517024684,,['Sea Sponge'],9,True,Sideways walking along bay edge.
39,150,89.41473166313645,20,A farensis,,False,408.9273336304489,j,male,40,278.0441393012263,,"['Mussel', 'Sea Sponge', 'Shrimp']",10,False,Feeding on detritus in shallow water.
40,150,89.80863751101994,30,u. olhanen.,,False,165.73449346794445,s,female,41,260.39890195228503,,"['Polychaete Worm', 'Small Fish', 'Crab (Other Species)', 'Mussel']",10,False,Picking detritus from seabed.
41,360,109.33519505639819,40,A. Farensis,,False,115.9614277523138,s,?,42,212.0895912991077,,['Sea Star'],9,False,Dragging shell fragment backward.
42,180,100.72560760129655,50,u. olhanen.,,False,507.6676161000945,s,male,43,243.4130671515107,,"['Jellyfish', 'Polychaete Worm']",7,False,Feeding on algae scraped from rocks.
43,490,122.19154738995184,60,A farensis,,False,1500.0,j,female,44,236.78558677286577,,"['Hermit Crab', 'Shrimp', 'Barnacle', 'Algae']",8,False,Claw waving directed at nearby crab.
44,330,127.84655458810053,30,A. Farensis,,False,411.51256280454334,s,male,45,258.88441815444514,,"['Algae', 'Sea Urchin']",10,False,Shaking claws after contact.
45,340,108.6395882494513,20,A. Farensis,,True,5.285680087502999,s,male,46,163.03117193505494,,['Coral Fragment'],12,True,Swimming short distance to escape.
46,340,109.9415576116769,40,A farensis,,False,229.7220171288512,s,male,47,194.71871815959065,,['Hermit Crab'],9,False,Exploring new territory.
47,400,89.14530336224459,40,A farensis,,False,258.7609990976609,p, ,48,177.98566282684848,,"['Sea Urchin', 'Algae', 'Sea Anemone', 'Sea Sponge', 'Shrimp']",9,False,Struggling with entangled seaweed.
48,70,133.6325477368462,50,A farensis,,False,139.47932174789293,p,male,49,217.9149283875249,,"['Sea Star', 'Mussel', 'Polychaete Worm']",5,False,Dragging shell fragment backward.
49,120,105.17676606119903,20,A. Farensis,,False,189.21953862019504,s,female,50,224.04749399192036,,"['Crab (Other Species)', 'Coral Fragment']",9,False,Sitting still blending with environment.
50,130,127.2368355982347,50,A farensis,,False,88.64166659396719,s,female,51,154.30021564956687,,"['Sea Sponge', 'Sea Star', 'Barnacle', 'Coral Fragment']",5,False,Moving sideways along sandy bottom.
51,150,92.55328194898489,30,u. olhanen.,,False,64.62512493772178,s,female,52,205.70579115923312,,"['Sea Urchin', 'Sea Anemone']",10,False,Hiding under seagrass blades.
