,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,u. olhanen.,male,s,True,Sheltering under broken shell piece.,"['Mussel', 'Shrimp', 'Crab (Other Species)', 'Sea Anemone']",3.0,2.3863636363636362,2.0965577293514372,1.5057801352379931,13.452501844652112,37.1,-8.62,0
1,A. Farensis,male,s,,Nibbling detritus off seabed patches.,"['Hermit Crab', 'Barnacle', 'Shrimp', 'Sea Star', 'Jellyfish']",5.0,3.2954545454545454,3.6259345712859994,36.86474221058325,2.9106133352123873,,,1
2,U. olhanensis,male,p,,Engaging in struggle with seaweed entanglement.,"['Polychaete Worm', 'Jellyfish']",6.0,1.7727272727272727,1.2599358515463324,0.9009537656778138,6.174102745595305,,,2
3,A farensis,female,p,True,Engaging in struggle with seaweed entanglement.,"['Algae', 'Sea Star']",6.0,2.614357714983702,1.7757655375479735,1.3498226137563447,1.5634622867005346,,,3
4,U. olhanensis,nan,s,,Rhythmic waving as social cue.,['Sea Anemone'],6.0,6.25,5.90300693032975,20.52788406597225,4.547800634627425,,,4
5,U. olhanensis,male,a,,Nibbling detritus off seabed patches.,"['Jellyfish', 'Sea Urchin', 'Hermit Crab', 'Coral Fragment', 'Polychaete Worm']",6.0,6.545454545454546,6.362908109702289,5.173268605767565,80.39817864194663,,,5
6,A farensis,female,a,False,Guarding eggs beneath body flap.,"['Coral Fragment', 'Algae', 'Crab (Other Species)', 'Barnacle', 'Hermit Crab']",9.0,2.4404309009048664,2.460698067543076,1.9029023719574256,1.9779331045201862,,,6
7,u. olhanen.,male,a,,Camouflaging with nearby mud.,"['Coral Fragment', 'Sea Anemone', 'Algae', 'Mussel']",2.0,2.4545454545454546,2.4269505492248657,16.93500915907419,1.9337213072677193,,,7
8,Ucides alvorensis,female,s,False,Resisting aggressive fish encounter.,"['Coral Fragment', 'Small Fish', 'Sea Star', 'Polychaete Worm', 'Barnacle']",5.0,2.4642706839217934,2.547485025998279,2.0252473235343342,2.061608547926797,,,8
9,u. olhanen.,male,j,,Waving claw in signal to another crab.,"['Crab (Other Species)', 'Polychaete Worm', 'Small Fish', 'Mussel']",8.0,0.8181818181818182,0.5667240366864764,0.42519683545064824,1.5380097105587753,,,9
10,u. olhanen.,male,s,True,Consuming algae scraped from barnacles.,"['Small Fish', 'Sea Sponge', 'Mussel']",8.0,1.8181818181818181,2.0208665585434393,13.711176089851147,1.7701360227403242,,,10
11,A. Farensis,male,j,,Brief social contact with fellow crabs.,"['Crab (Other Species)', 'Mussel', 'Sea Anemone']",6.0,0.6818181818181818,0.791876935074739,0.6053339674193129,2.3800952028514,,,11
12,U. olhanensis,male,a,,Hiding beneath overhanging rock.,"['Coral Fragment', 'Crab (Other Species)', 'Mussel', 'Shrimp', 'Algae']",7.0,3.1363636363636362,3.03129156694707,2.472225541895072,21.526704243459,,,12
13,A farensis,male,a,,Collecting biofilm from sunken wood.,"['Barnacle', 'Small Fish', 'Sea Star', 'Crab (Other Species)']",2.0,2.4545454545454546,2.2199787200846046,16.558795374387742,1.7308247672312775,,,13
14,u. olhanen.,male,s,,Filtering detritus from shallow bottom.,"['Small Fish', 'Snail', 'Polychaete Worm']",4.0,3.75,3.6185064447618043,3.1619942489149095,35.5012589899684,,,14
15,U. olhanensis,female,s,False,Approaching small fish with curiosity.,"['Snail', 'Polychaete Worm']",4.0,0.7426685262108296,0.9158119843168496,0.6459254632747838,0.7487332089292816,,,15
16,u. olhanen.,male,p,,Rapid clawing during feeding bouts.,"['Mussel', 'Barnacle']",10.0,2.522727272727273,2.957877124837937,2.209973315831564,22.509192553107162,,,16
17,u. olhanen.,male,a,,Side-stepping along sandy coastal floor.,['Sea Sponge'],6.0,6.2727272727272725,6.089996424946306,5.040465970344311,86.35790443234117,,,17
18,U. olhanensis,male,a,,Gradual movement in cold conditions.,['Jellyfish'],9.0,2.1818181818181817,2.2858673800678475,1.6823363348458322,15.467930250880233,,,18
19,A. Farensis,male,s,,Harvesting food beneath floating debris.,['Barnacle'],4.0,2.727272727272727,3.211510681060933,23.890055669460892,2.4474193675233495,,,19
20,Ucides alvorensis,male,j,True,Escaping from pursuing predator silhouette.,['Algae'],6.0,0.8636363636363636,0.8232528786261942,2.330345406873687,0.5772876149209877,,,20
21,A farensis,female,a,False,Searching tidal pools for nutrients.,"['Coral Fragment', 'Algae', 'Shrimp']",8.0,1.4770241212210131,1.6206880825655083,1.2304230296551835,1.3581864409041258,,,21
22,U. olhanensis,male,p,,"Burrowing into soft, sandy sediment.","['Coral Fragment', 'Polychaete Worm', 'Small Fish', 'Sea Star', 'Algae']",2.0,0.8181818181818182,0.8088246463741982,0.6420732925454646,2.922784129294092,,,22
23,U. olhanensis,male,a,,Scuttling swiftly over rocky terrain.,"['Algae', 'Shrimp', 'Coral Fragment', 'Barnacle', 'Sea Anemone']",10.0,1.3636363636363635,1.2717926396514154,1.0567374335012865,4.879027654791011,,,23
24,A farensis,male,s,,Displaying territorial behavior against intruder.,"['Sea Anemone', 'Mussel', 'Hermit Crab']",8.0,1.8181818181818181,1.5949021571533237,7.491535249590717,1.3393553733237182,,,24
25,u. olhanen.,male,s,,Claw shaking post-contact gesture.,"['Crab (Other Species)', 'Polychaete Worm', 'Barnacle', 'Sea Urchin', 'Small Fish']",4.0,1.1363636363636365,1.3624298859112227,0.9849135881194712,5.682823178733976,,,25
26,u. olhanen.,male,p,,Guarding eggs beneath body flap.,"['Crab (Other Species)', 'Mussel', 'Snail', 'Sea Star']",9.0,1.2272727272727273,1.268538328854436,1.0379535258115922,5.704577193432858,,,26
27,U. olhanensis,male,s,,Advancing toward bait in water.,"['Mussel', 'Barnacle', 'Crab (Other Species)', 'Polychaete Worm']",3.0,2.5,2.952847076319402,21.390889357661255,2.123444759186568,,,27
28,u. olhanen.,male or female,a,,Picking algae carefully off rock faces.,"['Coral Fragment', 'Sea Sponge', 'Jellyfish', 'Crab (Other Species)', 'Algae']",5.0,4.350698443339483,3.49021408811857,2.947515086206397,3.676556211677142,,,28
