,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,230,49.67200973059239,50,A. Farensis,-7.99163,False,34.955837004801324,p,male,1,202.84408896879108,37.01025,"['Polychaete Worm', 'Barnacle']",8,False,Climbing algae-covered rocks.
1,280,31.154104206251603,20,u. olhanen.,,True,1.0243354857670923,s,male,2,180.1779645091652,,['Coral Fragment'],11,True,Moving in groups.
2,300,61.89349128174201,50,A. Farensis,,False,169.8262654828472,p,male,3,179.9179690376775,,"['Small Fish', 'Algae', 'Crab (Other Species)', 'Hermit Crab']",6,False,Waving claws rhythmically.
3,250,75.3537249618823,60,A farensis,,False,255.37593322342155,a,-,4,203.11428564103704,,"['Crab (Other Species)', 'Hermit Crab', 'Barnacle', 'Polychaete Worm', 'Algae']",8,False,Guarding eggs under abdominal flap.
4,150,43.722536100113956,20,A farensis,,False,3.6836774325768435,s,male,5,172.76362469020881,,"['Mussel', 'Jellyfish']",8,False,Hiding under floating debris.
5,290,50.25247422553232,40,A. Farensis,,False,0.3175298421393974,s,female,6,154.41483010048276,,"['Small Fish', 'Crab (Other Species)']",9,False,Emerging cautiously from hiding.
6,130,62.53095264548353,30,U. olhanensis,,False,483.75697021558096,j, ,7,216.5724220443531,,['Jellyfish'],9,False,Hiding in sandy burrow.
7,190,77.14598483829366,20,u. olhanen.,,False,3.3470786100761325,s,male,8,175.03039720256362,,"['Coral Fragment', 'Jellyfish']",8,False,Picking biofilm on submerged wood.
8,260,50.34293459193983,30,A farensis,,False,320.7811202393922,j,male,9,188.80664520753652,,['Snail'],7,False,Vibrating antennae in water currents.
9,340,42.81975498465115,30,U. olhanensis,,False,6.6938999865626965,s, ,10,131.71312788432226,,"['Mussel', 'Shrimp', 'Hermit Crab', 'Sea Urchin', 'Crab (Other Species)']",9,False,Picking biofilm on submerged wood.
10,290,36.35508166159286,40,A farensis,,False,16.765933422986425,p,male,11,174.40136359042987,,"['Small Fish', 'Snail', 'Crab (Other Species)']",11,False,Feeding on small crustaceans.
11,270,61.48416080213292,40,U. olhanensis,,False,447.52659937428973,s,male,12,173.0090801133465,,"['Sea Sponge', 'Polychaete Worm', 'Shrimp']",9,False,Slow movement near seagrass patches.
12,330,46.412996232361515,90,A farensis,,True,231.25431226531657,a, ,13,153.1157642221848,,"['Shrimp', 'Mussel', 'Small Fish']",12,True,Climbing onto submerged logs.
13,90,10.101560900269515,50,A. Farensis,,False,258.70315118522467,p,male,14,188.03518538761358,,"['Crab (Other Species)', 'Sea Anemone', 'Small Fish']",5,False,Feeding on detritus in shallow water.
14,170,37.15817836935625,30,A farensis,,False,0.6754562823386417,a,male or female,15,178.51416690949097,,['Polychaete Worm'],9,False,Rapid crossing of open sand.
15,240,49.53956186269948,40,A farensis,,False,1375.9331844553108,a,?,16,159.45186786016106,,"['Sea Star', 'Hermit Crab', 'Snail']",8,False,Half buried in sand.
16,70,37.167644927862824,30,A. Farensis,,True,2.726036159553185,p, ,17,181.8033034435068,,"['Coral Fragment', 'Sea Anemone', 'Crab (Other Species)', 'Barnacle', 'Snail']",6,True,Mating behavior with antenna touching.
17,300,46.58440655652402,20,U. olhanensis,,False,4.552588640031118,p,female,18,144.79485326621105,,"['Shrimp', 'Sea Star']",8,False,Interacting with small fish nearby.
