,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,A farensis,female,pre_puberty,False,Resting in shaded rock crevice.,"['Crab (Other Species)', 'Sea Urchin', 'Sea Sponge']",9.0,4.560560928433208,5.041340441946845,6.404437491689445,4.901353637355576,45.0,2020-04-21,37.02606,-8.01873,0
1,U. olhanensis,male,juvenile,,Resting in shaded rock crevice.,"['Jellyfish', 'Coral Fragment', 'Sea Star', 'Polychaete Worm', 'Small Fish']",11.0,17.5,22.746035700254946,32.96823410764939,18.780437944848384,47.0,2020-04-21,,,1
2,U. olhanensis,female,adult,False,Exploring new territory.,"['Snail', 'Hermit Crab']",11.0,8.54307958756638,9.268024260057905,13.872636010459921,8.936272291227354,48.0,2020-04-21,,,2
3,u. olhanen.,female,adult,True,Mating behavior with antenna touching.,['Sea Sponge'],6.0,10.999385159119875,12.020329709628031,14.935287546518792,11.939247252403176,46.0,2020-04-21,,,3
4,u. olhanen.,female,pre_puberty,False,Exchanging antenna taps.,"['Jellyfish', 'Small Fish', 'Barnacle', 'Sea Sponge']",12.0,18.1579027655229,19.152793808647505,26.603216315373665,19.479464779337512,48.0,2020-04-21,,,4
5,A farensis,female,pre_puberty,True,Crab moving quickly across rocks.,"['Polychaete Worm', 'Coral Fragment', 'Sea Sponge', 'Barnacle', 'Mussel']",5.0,6.0747705972068875,7.313112629197686,9.815133321659388,6.272471128516999,46.0,2020-04-21,,,5
6,u. olhanen.,female,juvenile,False,Exchanging antenna taps.,"['Coral Fragment', 'Sea Sponge']",11.0,6.467741430104913,6.332291310068365,8.945136873507598,6.9009472844775335,46.0,2020-04-21,,,6
7,u. olhanen.,male,juvenile,,Defensive posture when approached.,"['Shrimp', 'Sea Anemone', 'Hermit Crab', 'Snail', 'Jellyfish']",7.0,9.5,7.662565711438288,9.298936622227192,10.348252416632624,48.0,2020-04-21,,,7
8,U. olhanensis,male,sub_adult,,Dragging shell fragment backward.,"['Sea Urchin', 'Snail', 'Shrimp']",12.0,11.25,12.281817779785696,16.355199334329146,12.004361673541737,47.0,2020-04-21,,,8
9,A farensis,female,adult,True,Using claws to dig into sediment.,['Snail'],9.0,42.981228750296694,40.32486539195541,53.97399415155171,45.32787972564472,46.0,2020-04-21,,,9
10,Ucides alvorensis,nan,juvenile,True,Climbing seaweed stalks.,['Hermit Crab'],5.0,17.5,19.862847262370096,24.568146284390416,18.67315109299473,48.0,2020-04-21,,,10
11,u. olhanen.,female,juvenile,True,Shaking claws after contact.,"['Barnacle', 'Small Fish', 'Sea Star', 'Coral Fragment', 'Hermit Crab']",12.0,2.1866168812341567,1.4905543446833023,2.0351369543164015,2.2343160877443022,47.0,2020-04-21,,,11
12,U. olhanensis,female,sub_adult,True,Inspecting discarded crab shell.,"['Sea Star', 'Snail', 'Shrimp', 'Barnacle', 'Mussel']",8.0,14.58986981760848,17.005568931762912,24.782942712059747,15.957949219269167,48.0,2020-04-21,,,12
13,U. olhanensis,male,juvenile,,Cleaning claws with rubbing motion.,"['Mussel', 'Sea Sponge']",4.0,5.5,6.223865618843882,8.782036656493675,5.930318855413094,46.0,2020-04-21,,,13
14,u. olhanen.,male,juvenile,,Guarding eggs under abdominal flap.,"['Sea Sponge', 'Crab (Other Species)', 'Coral Fragment']",7.0,2.0,2.363689054607989,2.9507932496597675,2.1764329288171242,45.0,2020-04-21,,,14
15,U. olhanensis,female,adult,False,Rapid crossing of open sand.,"['Jellyfish', 'Hermit Crab']",7.0,41.717111870434884,34.46015216895872,47.59621360951794,44.82997595474362,49.0,2020-04-21,,,15
16,U. olhanensis,male,pre_puberty,,Dragging shell fragment backward.,"['Algae', 'Barnacle']",8.0,12.75,12.109196387447634,16.23693449296328,13.26305089589132,47.0,2020-04-21,,,16
17,u. olhanen.,male,juvenile,,Feeding on algae scraped from rocks.,['Sea Urchin'],8.0,12.0,14.294052591252969,18.293715580370026,12.143556238148566,44.0,2020-04-21,,,17
18,Ucides alvorensis,nan,sub_adult,,Displaying dominance by lifting body.,"['Polychaete Worm', 'Shrimp', 'Sea Urchin']",9.0,26.25,23.73217941947096,34.16230793905434,26.461908632822695,48.0,2020-04-21,,,18
19,A. Farensis,female,juvenile,False,Guarding a small hole in sediment.,"['Mussel', 'Jellyfish', 'Crab (Other Species)', 'Sea Star', 'Algae']",7.0,5.820594851214206,6.4821423352480405,9.371599341032875,5.949651372840147,48.0,2020-04-21,,,19
20,A farensis,female,pre_puberty,False,Retreating quickly from shadow.,"['Polychaete Worm', 'Sea Urchin']",8.0,10.039928765478773,9.030950182398248,12.350400845439994,10.869751357123095,48.0,2020-04-21,,,20
21,u. olhanen.,male,sub_adult,,Foraging among seagrass roots.,['Sea Sponge'],10.0,16.25,17.296301326129253,24.310211233206473,17.343078125409928,48.0,2020-04-21,,,21
22,A farensis,female,sub_adult,False,Burrowing into sandy sediment.,"['Shrimp', 'Hermit Crab', 'Barnacle', 'Crab (Other Species)']",8.0,41.329102674241135,35.321848942706175,52.868816446460066,43.43527025130488,48.0,2020-04-21,,,22
23,u. olhanen.,female,juvenile,False,Moving sideways along sandy bottom.,"['Barnacle', 'Mussel']",9.0,1.8706566088592702,2.6528980175615557,3.2928853626775414,2.0210578583058774,47.0,2020-04-21,,,23
24,U. olhanensis,female,adult,True,Rapid claw movement while feeding.,"['Crab (Other Species)', 'Shrimp', 'Sea Sponge']",8.0,29.815400362405708,34.413793602729875,47.84075381393927,32.01764935245701,47.0,2020-04-21,,,24
25,u. olhanen.,-,pre_puberty,,Pausing frequently during exploration.,['Algae'],8.0,15.75,13.127294087670851,19.244282216768962,16.32734391063011,46.0,2020-04-21,,,25
26,u. olhanen.,male,adult,,Pausing frequently during exploration.,"['Barnacle', 'Shrimp', 'Crab (Other Species)']",7.0,19.5,18.844059672707168,25.056190365285104,19.869156424561886,47.0,2020-04-21,,,26
27,A. Farensis,female,adult,True,Burrowing into sandy sediment.,"['Algae', 'Jellyfish', 'Sea Sponge', 'Hermit Crab', 'Shrimp']",6.0,30.09839597826502,31.47705292869382,45.11050408910577,30.545641577327117,48.0,2020-04-21,,,27
28,u. olhanen.,female,adult,True,Climbing submerged rocks.,"['Sea Sponge', 'Mussel', 'Small Fish']",5.0,8.62119977587108,7.820628499155495,10.429434151888021,8.992233027078942,47.0,2020-04-21,,,28
29,U. olhanensis,female,sub_adult,False,Shaking claws after contact.,"['Sea Anemone', 'Sea Star', 'Hermit Crab', 'Mussel', 'Barnacle']",6.0,24.010509364406243,21.641332149684914,27.2354043906192,25.803097973787857,49.0,2020-04-21,,,29
30,A farensis,female,sub_adult,False,Social contact with other crabs.,"['Crab (Other Species)', 'Sea Star', 'Shrimp']",9.0,37.298625850350554,39.492954849542706,50.954321004842086,40.0509155468251,46.0,2020-04-21,,,30
31,A farensis,female,adult,False,Stillness in cold water.,"['Shrimp', 'Small Fish']",6.0,10.172009448015782,9.534853670227688,13.277661601263274,10.75365281701601,49.0,2020-04-21,,,31
32,A farensis,female,sub_adult,False,Picking biofilm on submerged wood.,['Crab (Other Species)'],8.0,10.741440480125034,9.919468282452275,12.845286532345396,11.505557938445016,48.0,2020-04-21,,,32
33,U. olhanensis,male,pre_puberty,,Picking biofilm on submerged wood.,"['Jellyfish', 'Crab (Other Species)', 'Sea Urchin']",6.0,17.25,13.977392655844191,18.864739685277627,17.90354499503747,47.0,2020-04-21,,,33
34,A farensis,male,pre_puberty,,Escaping from aggressive fish.,"['Hermit Crab', 'Sea Urchin', 'Coral Fragment', 'Small Fish', 'Barnacle']",13.0,12.0,11.589603740850801,16.870940987877294,12.089999777216319,48.0,2020-04-21,,,34
35,u. olhanen.,female,sub_adult,False,Social contact with other crabs.,"['Small Fish', 'Coral Fragment', 'Polychaete Worm', 'Sea Anemone', 'Sea Sponge']",7.0,19.65967208169828,21.814265667709673,28.221432211695593,19.78158622261447,49.0,2020-04-21,,,35
36,A. Farensis,male,juvenile,,Burrowing into sandy sediment.,"['Sea Anemone', 'Sea Urchin', 'Shrimp', 'Polychaete Worm']",6.0,17.5,11.676958406122388,16.843671106893368,18.98854393821452,48.0,2020-04-21,,,36
37,A. Farensis,female,adult,False,Resting in shaded rock crevice.,"['Polychaete Worm', 'Sea Sponge', 'Coral Fragment']",9.0,44.77010893269921,44.48162216446886,60.314806751939564,47.34743579328905,48.0,2020-04-21,,,37
38,A farensis,male or female,sub_adult,,Interaction with hermit crabs.,"['Mussel', 'Sea Anemone', 'Polychaete Worm', 'Snail']",8.0,5.0,4.087735433951093,5.345998408266287,5.071814956473164,47.0,2020-04-21,,,38
39,U. olhanensis,male,juvenile,,Climbing seaweed stalks.,"['Sea Anemone', 'Polychaete Worm', 'Mussel', 'Snail', 'Sea Star']",9.0,6.0,6.247970644849499,8.2265657322473,6.392187542633115,47.0,2020-04-21,,,39
40,A farensis,female,adult,True,Climbing submerged rocks.,"['Mussel', 'Barnacle', 'Sea Sponge']",11.0,12.950463707923065,12.915666646532069,17.250107386697973,14.206081638726225,48.0,2020-04-21,,,40
41,u. olhanen.,male,sub_adult,,Escaping from aggressive fish.,"['Crab (Other Species)', 'Small Fish', 'Coral Fragment', 'Jellyfish']",10.0,18.75,20.708887002227737,30.734523690615873,20.24076615915216,48.0,2020-04-21,,,41
42,A farensis,N/R,adult,,Claw snapping at diver.,"['Coral Fragment', 'Hermit Crab', 'Sea Star', 'Algae']",5.0,19.5,20.957841641784942,27.825436544452707,19.61716328124503,46.0,2020-04-21,,,42
43,U. olhanensis,female,adult,False,Slow movement near seagrass patches.,"['Polychaete Worm', 'Snail', 'Algae']",5.0,13.639537179972635,12.850857067391463,17.57859898007675,14.742299544557582,48.0,2020-04-21,,,43
44,u. olhanen.,male,pre_puberty,,Claw snapping in competition.,"['Sea Anemone', 'Crab (Other Species)']",11.0,30.0,38.792600714197725,49.33568275822793,32.01251573639746,46.0,2020-04-21,,,44
