,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid?,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],behavior
0,390,40.04572776898328,50,A. Farensis,-7.99163,False,200.04004392546946,s,female,1,130.09931176750982,37.01025,"['Crab (Other Species)', 'Shrimp', 'Algae']",9,Resting under shell fragment.
1,470,42.920909581621885,40,A. Farensis,,False,58.41790238196004,s, ,2,140.35396319898175,,"['Jellyfish', 'Sea Star', 'Sea Urchin']",6,Climbing seaweed stalks.
2,300,41.67872605197295,20,A. Farensis,,True,1500.0,a,male,3,87.62098340629109,,"['Sea Star', 'Sea Anemone', 'Algae', 'Crab (Other Species)', 'Snail']",7,Scavenging near tidal pools.
3,170,51.462849898779275,60,u. olhanen.,,False,493.30221077265367,s,male,4,163.39684636632973,,"['Polychaete Worm', 'Mussel']",7,Stillness in cold water.
4,240,40.98520793119347,20,A. Farensis,,False,439.14570497193563,s,male,5,108.37519162667346,,"['Sea Urchin', 'Coral Fragment', 'Jellyfish']",9,Picking biofilm on submerged wood.
5,90,49.42452382826847,60,u. olhanen.,,False,19.842284288747646,p,?,6,165.3650793206199,,"['Shrimp', 'Mussel', 'Hermit Crab', 'Sea Urchin', 'Sea Sponge']",10,Climbing algae-covered rocks.
6,70,54.15431375146461,30,A. Farensis,,False,76.06940812220456,s,male,7,106.50710425198191,,"['Hermit Crab', 'Small Fish', 'Coral Fragment', 'Barnacle', 'Sea Sponge']",9,Half buried in sand.
7,300,57.2009456636755,30,u. olhanen.,,False,40.251968760453835,a,male,8,86.02812937204023,,"['Shrimp', 'Hermit Crab', 'Algae']",11,Sitting still blending with environment.
8,270,49.621083534951886,50,A. Farensis,,True,78.36651175461861,a,male,9,130.71362589234926,,"['Sea Anemone', 'Coral Fragment', 'Shrimp', 'Algae']",9,Feeding on algae scraped from rocks.
9,60,45.85285798152009,20,A farensis,,True,1500.0,p,male,10,130.06444810503965,,"['Snail', 'Hermit Crab', 'Sea Sponge', 'Jellyfish']",10,Climbing onto submerged logs.
10,300,54.31686226212659,30,A. Farensis,,False,176.43482420976977,s,male,11,131.07998355272184,,"['Barnacle', 'Sea Urchin', 'Jellyfish']",5,Resting in shaded rock crevice.
11,210,50.00722926953791,30,A. Farensis,,False,86.48910319283206,a,female,12,91.06744556626455,,"['Sea Urchin', 'Small Fish', 'Algae', 'Snail']",7,Half buried in sand.
12,230,70.0245590114895,40,U. olhanensis,,True,193.806810472922,a,male,13,107.09889085525361,,"['Sea Sponge', 'Snail']",8,Feeding on small crustaceans.
13,210,56.09389249230986,30,A. Farensis,,False,1131.5387434506777,s,male or female,14,105.78700235334082,,['Algae'],6,Struggling with entangled seaweed.
14,210,47.08722710652374,30,A. Farensis,,False,42.58012011390459,a,male,15,136.7636064606188,,['Mussel'],6,Sideways walking along bay edge.
15,80,59.95488288921501,40,A. Farensis,,False,109.50310635600955,a,female,16,144.35896183380197,,"['Sea Star', 'Mussel', 'Sea Urchin', 'Snail', 'Jellyfish']",9,Sitting still blending with environment.
16,320,90.04956183619183,40,A. Farensis,,False,244.30410908172772,a,female,17,130.5485027831727,,"['Shrimp', 'Hermit Crab']",6,Territorial display against intruder.
17,110,85.92323203673314,70,U. olhanensis,,False,22.05065509287318,a,?,18,101.37382815736143,,"['Small Fish', 'Coral Fragment', 'Crab (Other Species)', 'Barnacle']",6,Moving toward warmer water pockets.
18,160,36.41927323289139,30,A farensis,,False,840.6343845113779,j,?,19,134.52524504844357,,"['Algae', 'Sea Anemone', 'Small Fish', 'Jellyfish', 'Sea Sponge']",14,Moving toward bait.
19,130,61.60635565585448,110,A farensis,,True,273.4543369267444,s,female,20,159.82053009332526,,"['Jellyfish', 'Algae', 'Small Fish', 'Coral Fragment', 'Barnacle']",8,Dragging shell fragment backward.
20,80,69.27722401901217,20,A farensis,,False,212.84068447596985,s,male or female,21,118.83804684755879,,"['Coral Fragment', 'Sea Star', 'Shrimp', 'Hermit Crab', 'Barnacle']",8,Climbing vertical rock face.
21,160,55.02012278906215,90,A farensis,,False,485.22831174387056,p,?,22,119.61217364299058,,"['Snail', 'Coral Fragment', 'Sea Anemone']",11,Moving in groups.
22,290,45.19904381739663,40,A. Farensis,,False,1500.0,s,female,23,99.6716589924411,,"['Sea Urchin', 'Sea Star', 'Snail']",4,Escaping from aggressive fish.
23,140,44.865665651667356,70,u. olhanen.,,False,1500.0,s,?,24,141.9040250466383,,['Small Fish'],4,Vibrating antennae in water currents.
24,190,60.85648532931498,30,A farensis,,False,82.39145896694895,p,?,25,120.57032315207933,,"['Shrimp', 'Jellyfish', 'Crab (Other Species)', 'Sea Anemone', 'Small Fish']",6,Displaying dominance by lifting body.
25,210,84.22018862763368,20,A farensis,,False,743.2888517130311,a,female,26,142.1404273671053,,['Algae'],8,Climbing onto submerged logs.
26,270,65.8573532309191,70,A. Farensis,,False,45.05012897449278,p,female,27,132.32557222219395,,"['Coral Fragment', 'Shrimp', 'Sea Urchin', 'Sea Anemone']",7,Interaction with hermit crabs.
27,240,22.408968563433152,20,u. olhanen.,,False,518.9252968657421,p,male,28,148.55299849603034,,"['Sea Star', 'Hermit Crab']",11,Inspecting discarded crab shell.
28,160,87.59527425360082,40,A farensis,,True,7.92005874017299,p,male,29,122.41526599274113,,['Polychaete Worm'],11,Climbing submerged rocks.
29,280,58.334349871987484,20,A. Farensis,,False,432.38674749679234,s, ,30,138.42137794420324,,"['Small Fish', 'Polychaete Worm', 'Algae', 'Jellyfish', 'Snail']",7,Feeding on detritus in shallow water.
30,140,52.3767566574236,70,A farensis,,False,1084.2821031967794,a,male,31,132.6415078150959,,"['Algae', 'Polychaete Worm', 'Barnacle', 'Crab (Other Species)']",8,Burrowing into sandy sediment.
