,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
0,Ucides alvorensis,female,a,False,Exploring new territory.,['Coral Fragment'],7.0,1.587271971031641,1.680517436078425,2.4804308204004553,1.7069373013261249,3.4545454545454546,2020-01-05,37.1,-8.62,0
1,u. olhanen.,female,j,True,Social contact with other crabs.,"['Barnacle', 'Crab (Other Species)', 'Polychaete Worm']",9.0,0.2416372180455771,0.21964536856971417,0.3008029111683847,0.26441815922266665,3.5454545454545454,2020-01-05,,,1
2,Ucides alvorensis,N/R,j,,Escaping predator silhouette overhead.,['Hermit Crab'],7.0,1.1363636363636365,1.002723373137128,1.4046829638701939,1.2361325807505485,3.6363636363636362,2020-01-05,,,2
3,A. Farensis,female,a,False,Moving toward warmer water pockets.,"['Hermit Crab', 'Mussel', 'Barnacle', 'Small Fish', 'Crab (Other Species)']",12.0,2.2846104606587327,2.540947911126922,3.5793672617590357,2.4707021997210696,3.6363636363636362,2020-01-05,,,3
4,A. Farensis,male,s,,Retreating quickly from shadow.,"['Sea Anemone', 'Sea Star']",5.0,1.8181818181818181,2.1266385824160143,3.0250449770025125,1.9579196415961482,3.5454545454545454,2020-01-05,,,4
5,A. Farensis,male,a,,Climbing algae-covered rocks.,"['Sea Anemone', 'Coral Fragment', 'Sea Star', 'Jellyfish', 'Barnacle']",8.0,4.2272727272727275,4.496849239898129,6.673372003344255,4.27027073789688,3.3636363636363638,2020-01-05,,,5
6,u. olhanen.,male,a,,Searching for mates at twilight.,"['Sea Sponge', 'Hermit Crab', 'Small Fish', 'Sea Urchin']",8.0,4.363636363636363,4.476340874675774,6.025101340987724,4.498930066216477,3.5454545454545454,2020-01-05,,,6
7,u. olhanen.,male,j,,Sideways walking along bay edge.,['Crab (Other Species)'],7.0,1.8636363636363635,1.5078523909255372,1.938883057745202,2.027655661210056,3.909090909090909,2020-01-05,,,7
8,u. olhanen.,male,a,,Searching for mates at twilight.,"['Snail', 'Shrimp', 'Sea Urchin', 'Crab (Other Species)', 'Sea Anemone']",8.0,0.9545454545454546,0.9800774800546641,1.4269505799386462,0.9571789038036815,3.6363636363636362,2020-01-05,,,8
9,A. Farensis,male,a,,Climbing seaweed stalks.,"['Algae', 'Hermit Crab', 'Mussel']",3.0,1.7727272727272727,1.8993022488241862,2.5792983649562493,1.8932885547327756,3.727272727272727,2020-01-05,,,9
10,A. Farensis,male,p,True,Sideways walking along bay edge.,"['Algae', 'Shrimp', 'Sea Anemone', 'Snail']",5.0,1.7045454545454546,1.9091872017143603,2.3063468180093825,1.8642784471197493,3.4545454545454546,2020-01-05,,,10
11,u. olhanen.,female,s,False,Searching for mates at twilight.,['Algae'],7.0,1.439712155302912,1.4503433636295986,1.8654542113148715,1.5752695587970669,3.6363636363636362,2020-01-05,,,11
12,A farensis,male,a,,Climbing algae-covered rocks.,['Mussel'],9.0,2.1818181818181817,2.315442316676186,3.173641497123144,2.2480233717385683,3.4545454545454546,2020-01-05,,,12
13,u. olhanen.,female,s,False,Feeding on small mollusks.,"['Coral Fragment', 'Shrimp', 'Hermit Crab', 'Sea Anemone', 'Sea Sponge']",7.0,1.298554561788644,1.3474076343680645,1.7939430393785623,1.323732525494725,3.5454545454545454,2020-01-05,,,13
14,A. Farensis,female,a,True,Climbing submerged rocks.,"['Barnacle', 'Sea Star', 'Polychaete Worm']",9.0,0.8505499412038433,0.9163186572724155,1.251948160200129,0.8974577361613776,3.6363636363636362,2020-01-05,,,14
15,U. olhanensis,male,s,,Dragging shell fragment backward.,"['Mussel', 'Sea Star', 'Algae']",10.0,0.9090909090909091,0.7591446708322193,1.0137704616107455,0.9911979438009088,3.727272727272727,2020-01-05,,,15
16,U. olhanensis,male,a,,Climbing algae-covered rocks.,"['Jellyfish', 'Crab (Other Species)', 'Hermit Crab', 'Algae']",5.0,3.8181818181818183,4.038559092259902,5.082100818725286,4.089079079538013,3.6363636363636362,2020-01-05,,,16
17,A. Farensis,female,p,False,Slow movement near seagrass patches.,"['Mussel', 'Shrimp', 'Barnacle']",7.0,0.38186533843935444,0.4296303179024198,0.5916052585857148,0.419107770210882,3.727272727272727,2020-01-05,,,17
18,u. olhanen.,male,j,,Guarding eggs under abdominal flap.,"['Sea Anemone', 'Hermit Crab', 'Small Fish', 'Jellyfish']",8.0,1.7272727272727273,1.1383275014498098,1.418770197038155,1.8785591092936058,3.5454545454545454,2020-01-05,,,18
19,A. Farensis,male,s,,Color changes during molting.,"['Sea Sponge', 'Shrimp', 'Sea Anemone']",5.0,1.9318181818181819,1.8285054706682298,2.725035904507264,1.9374981200529537,3.6363636363636362,2020-01-05,,,19
20,u. olhanen.,male,a,True,Escaping from aggressive fish.,"['Sea Anemone', 'Polychaete Worm', 'Shrimp', 'Hermit Crab', 'Sea Star']",5.0,1.0909090909090908,0.9989496870002548,1.3638085469153425,1.1457593892272422,3.5454545454545454,2020-01-05,,,20
21,u. olhanen.,female,s,False,Stillness in cold water.,"['Polychaete Worm', 'Hermit Crab', 'Mussel', 'Sea Anemone', 'Algae']",5.0,1.423276291698339,1.5914448875901739,2.227364667984898,1.4852036515714908,3.5454545454545454,2020-01-05,,,21
22,U. olhanensis,male,s,,Vibrating antennae in water currents.,['Algae'],4.0,2.0454545454545454,2.4041213463607347,3.3950105499449323,2.192688830871189,3.6363636363636362,2020-01-05,,,22
23,A. Farensis,male,j,,Social contact with other crabs.,['Polychaete Worm'],10.0,0.9545454545454546,1.2435290067714784,1.5236234600112437,1.0463978609937516,3.5454545454545454,2020-01-05,,,23
24,A farensis,female,j,False,Defensive posture when approached.,['Crab (Other Species)'],8.0,0.4643200666722601,0.6631239946538471,0.9506545391020371,0.5038616480450255,3.5454545454545454,2020-01-05,,,24
25,A farensis,male,a,,Stillness in cold water.,"['Sea Anemone', 'Snail', 'Hermit Crab', 'Small Fish', 'Crab (Other Species)']",3.0,2.727272727272727,2.819371476468876,3.7430066703606624,2.7724860017788164,3.6363636363636362,2020-01-05,,,25
26,A. Farensis,male,p,,Picking detritus from seabed.,"['Crab (Other Species)', 'Mussel', 'Shrimp', 'Sea Star', 'Sea Sponge']",8.0,1.5681818181818181,1.1040239252747073,1.3249145192487128,1.5934012803494695,3.4545454545454546,2020-01-05,,,26
27,A farensis,male,a,,Climbing vertical rock face.,"['Sea Anemone', 'Sea Star', 'Snail', 'Barnacle']",8.0,2.3181818181818183,2.115040908925969,2.887225213342987,2.3930736664210586,3.727272727272727,2020-01-05,,,27
28,A. Farensis,male or female,a,,Using claws to dig into sediment.,"['Sea Sponge', 'Coral Fragment', 'Sea Urchin', 'Snail', 'Sea Anemone']",7.0,6.2727272727272725,5.8191469085941145,7.211379629016009,6.692617456395104,3.4545454545454546,2020-01-05,,,28
29,A farensis,female,a,False,Mating behavior with antenna touching.,"['Sea Urchin', 'Algae', 'Shrimp', 'Small Fish', 'Coral Fragment']",5.0,1.6037088575659995,1.5020933291901157,1.816102065354112,1.7297555873176618,3.5454545454545454,2020-01-05,,,29
30,u. olhanen.,male or female,a,True,Color changes during molting.,"['Shrimp', 'Mussel', 'Algae', 'Snail']",9.0,4.7727272727272725,4.5330223171929,5.500488525507031,5.167044340034367,3.6363636363636362,2020-01-05,,,30
31,u. olhanen.,male,s,,Guarding a small hole in sediment.,"['Sea Sponge', 'Polychaete Worm', 'Crab (Other Species)', 'Sea Urchin']",7.0,4.090909090909091,4.30630782834806,5.973993791789446,4.135839385555626,3.4545454545454546,2020-01-05,,,31
32,A. Farensis,male,s,,Moving toward warmer water pockets.,"['Shrimp', 'Coral Fragment', 'Sea Sponge', 'Polychaete Worm', 'Sea Urchin']",7.0,0.6818181818181818,0.5569577362746395,0.7449776717185057,0.7360293495385565,3.6363636363636362,2020-01-05,,,32
33,A farensis,male or female,a,,Retreating into burrow.,"['Algae', 'Small Fish']",7.0,2.8636363636363638,2.9091021558121968,4.089283880230202,2.911994620535015,3.3636363636363638,2020-01-05,,,33
34,Ucides alvorensis,male,p,,Vibrating antennae in water currents.,['Sea Urchin'],7.0,2.1136363636363638,1.666829611122331,2.4263413779702336,2.2163129648485667,3.4545454545454546,2020-01-05,,,34
35,u. olhanen.,female,s,False,Stillness in cold water.,"['Shrimp', 'Barnacle', 'Sea Anemone', 'Coral Fragment', 'Crab (Other Species)']",6.0,0.50166700448444,0.6021333577703878,0.7267297616802642,0.550746259088677,3.4545454545454546,2020-01-05,,,35
36,U. olhanensis,male,s,,Inspecting discarded crab shell.,"['Small Fish', 'Algae', 'Sea Star']",8.0,1.4772727272727273,1.709331274305203,2.0551382671512357,1.5536238390587933,3.6363636363636362,2020-01-05,,,36
37,U. olhanensis,male,j,,Claw snapping at diver.,['Barnacle'],6.0,0.4090909090909091,0.2977063788514434,0.39504494762814457,0.4107233037992543,3.5454545454545454,2020-01-05,,,37
38,u. olhanen.,male,s,,Hiding under seagrass blades.,['Jellyfish'],8.0,2.272727272727273,2.09691226585871,2.6931841773297474,2.387369503731409,3.3636363636363638,2020-01-05,,,38
39,A farensis,female,s,False,Scavenging near tidal pools.,"['Algae', 'Sea Sponge', 'Sea Star']",3.0,1.368087590298401,1.6963261909894982,2.5059218596416097,1.4684861528427873,3.4545454545454546,2020-01-05,,,39
40,A. Farensis,male,a,True,Climbing seaweed stalks.,"['Mussel', 'Snail', 'Barnacle', 'Sea Urchin']",2.0,0.8181818181818182,0.7567135502050775,0.9312647540727269,0.8958950250127168,3.5454545454545454,2020-01-05,,,40
41,U. olhanensis,male,p,,Swimming short distance to escape.,"['Coral Fragment', 'Barnacle', 'Crab (Other Species)', 'Hermit Crab']",7.0,1.5681818181818181,1.286265927877728,1.9260591986774047,1.7084714190387638,3.5454545454545454,2020-01-05,,,41
42,u. olhanen.,female,p,False,Climbing vertical rock face.,"['Hermit Crab', 'Mussel', 'Sea Urchin', 'Coral Fragment']",12.0,0.3341827275283981,0.2984839691309316,0.4334960579041692,0.3592838222760199,3.3636363636363638,2020-01-05,,,42
43,A. Farensis,male,s,,Inspecting discarded crab shell.,['Mussel'],8.0,3.2954545454545454,3.8324578698590956,4.647547460760595,3.469436556445002,3.6363636363636362,2020-01-05,,,43
44,U. olhanensis,female,s,False,Hiding beneath rocks.,"['Barnacle', 'Shrimp', 'Sea Star']",4.0,2.9877762385397584,2.8454933665724655,4.216720684416408,3.0787509115514564,3.727272727272727,2020-01-05,,,44
45,A farensis,male,s,,Slow movement near seagrass patches.,"['Sea Anemone', 'Coral Fragment', 'Polychaete Worm', 'Barnacle', 'Sea Sponge']",8.0,1.9318181818181819,1.6827701719057624,2.291639525419694,1.9447755593502394,3.6363636363636362,2020-01-05,,,45
46,A. Farensis,male,a,,Hiding beneath rocks.,"['Sea Star', 'Sea Sponge']",4.0,3.272727272727273,3.568023392122815,4.621573351998023,3.501172545809138,3.5454545454545454,2020-01-05,,,46
47,u. olhanen.,male,s,,Picking detritus from seabed.,"['Sea Anemone', 'Jellyfish', 'Sea Star']",9.0,1.5909090909090908,1.483610000128852,1.9435273644817073,1.7021384723074027,3.5454545454545454,2020-01-05,,,47
48,Ucides alvorensis,female,a,False,Rapid claw movement while feeding.,"['Snail', 'Sea Star', 'Polychaete Worm', 'Jellyfish']",4.0,0.902699793366094,0.8802855460704945,1.2356017523252278,0.9279427178544737,3.5454545454545454,2020-01-05,,,48
49,U. olhanensis,female,s,False,Climbing onto submerged logs.,"['Polychaete Worm', 'Jellyfish', 'Small Fish']",4.0,1.7147423226123153,2.2035309107294556,2.6731580364615826,1.7565727360897285,3.6363636363636362,2020-01-05,,,49
50,u. olhanen.,female,s,False,Climbing onto submerged logs.,"['Barnacle', 'Small Fish', 'Sea Urchin', 'Sea Anemone']",5.0,2.9581927993667008,2.957912092933422,4.2480678739540965,3.027826987073961,3.727272727272727,2020-01-05,,,50
51,u. olhanen.,male,p,,Climbing seaweed stalks.,['Mussel'],7.0,1.0909090909090908,0.80805921105302,1.1329958960045405,1.1446033768287551,3.4545454545454546,2020-01-05,,,51
52,A farensis,male,s,,Exploring new territory.,['Small Fish'],7.0,2.272727272727273,2.3228355227705695,3.1531858851408283,2.4085807085560673,3.4545454545454546,2020-01-05,,,52
