,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid?,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],behavior
0,260,84.74729082117827,20,U. olhanensis,-7.99163,False,25.144503717715484,s,male,1,150.8931962487518,37.01025,"['Polychaete Worm', 'Jellyfish', 'Sea Sponge']",4,Feeding on algae scraped from rocks.
1,260,85.99090328238292,40,A farensis,,False,13.197223156276594,p,male,2,96.41639523366484,,"['Sea Anemone', 'Sea Star', 'Polychaete Worm', 'Sea Urchin', 'Crab (Other Species)']",4,Territorial display against intruder.
2,120,133.7914575303273,30,A farensis,,False,323.217633704787,s,female,3,134.51836376429637,,"['Hermit Crab', 'Sea Anemone', 'Coral Fragment']",7,Guarding eggs under abdominal flap.
3,180,92.70239591973991,60,A. Farensis,,True,30.195816060317725,s,male,4,124.76260237383957,,"['Coral Fragment', 'Crab (Other Species)', 'Sea Urchin']",7,Retreating into burrow.
4,310,89.15536283646415,20,A farensis,,False,69.41322447033039,s,nan,5,153.46748554836793,,"['Mussel', 'Coral Fragment']",10,Guarding eggs under abdominal flap.
5,60,110.40611148727982,90,U. olhanensis,,False,4.016219524694849,s,N/R,6,137.78455867988862,,"['Polychaete Worm', 'Hermit Crab', 'Sea Sponge', 'Shrimp', 'Sea Urchin']",9,Slow movement near seagrass patches.
6,190,124.95602822797146,50,A farensis,,False,69.61509989426682,s,male,7,117.5348845299451,,['Sea Sponge'],8,Searching for food in tidal pools.
7,160,109.89313809551406,30,A farensis,,False,10.29538617993852,p,male,8,64.71631516505786,,"['Coral Fragment', 'Algae', 'Polychaete Worm', 'Snail', 'Shrimp']",6,Moving in groups.
8,350,96.80280295364284,20,A. Farensis,,False,84.77017117442779,a,male,9,105.88580534040446,,"['Polychaete Worm', 'Sea Urchin', 'Jellyfish']",4,Displaying dominance by lifting body.
9,450,97.76808779969967,20,A farensis,,False,11.02250495041293,s,male,10,76.01668171730223,,"['Snail', 'Jellyfish', 'Small Fish']",12,Hiding under floating debris.
10,250,84.5842946417884,40,U. olhanensis,,False,85.44312319229189,s,?,11,96.38614737231181,,['Crab (Other Species)'],9,Escaping from aggressive fish.
11,60,107.00751258609061,50,u. olhanen.,,False,8.921722337223123,p,male,12,117.06203834827153,,"['Barnacle', 'Jellyfish', 'Small Fish']",6,Rapid crossing of open sand.
12,200,106.00970910964428,30,A. Farensis,,False,19.501426738326025,s, ,13,83.72194295771862,,"['Algae', 'Jellyfish', 'Sea Urchin']",8,Pausing frequently during exploration.
