,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,8,9.047566032310073,2,A farensis,-7.99163,False,3.431906427578673,sub_adult,female,1,13.59541445964315,37.01025,"['Sea Sponge', 'Snail']",6,False,Waving claws rhythmically.
1,25,9.63550909816419,6,A farensis,,False,39.40408629525603,pre_puberty, ,2,13.246452887006432,,"['Jellyfish', 'Sea Star', 'Small Fish']",5,False,Dragging shell fragment backward.
2,20,8.011231385380704,4,A. Farensis,,False,1.1307010056477678,sub_adult, ,3,14.592699499663363,,"['Jellyfish', 'Sea Anemone', 'Shrimp', 'Sea Urchin']",14,False,Interaction with hermit crabs.
3,10,8.561503635757672,7,A. Farensis,,False,1.181200300956034,adult,male,4,12.947080528723472,,"['Sea Sponge', 'Sea Anemone']",9,False,Cleaning claws with rubbing motion.
4,21,12.012431983971599,4,A farensis,,False,6.674498654585344,sub_adult,male,5,10.90527125084435,,"['Algae', 'Sea Anemone', 'Barnacle']",9,False,Emerging cautiously from hiding.
5,6,8.634105028064054,7,A farensis,,False,6.692445630234505,sub_adult,female,6,13.105576957978142,,['Snail'],8,False,Vibrating antennae in water currents.
6,21,10.183139284455027,12,A farensis,,True,46.36947336142694,juvenile,?,7,13.346258120318204,,"['Jellyfish', 'Polychaete Worm', 'Sea Anemone', 'Coral Fragment', 'Algae']",4,True,Struggling with entangled seaweed.
7,27,7.48642012559749,3,A. Farensis,,False,0.4200750579388111,adult,female,8,13.427026883855202,,"['Jellyfish', 'Small Fish']",5,False,Guarding eggs under abdominal flap.
8,6,9.652343011434134,2,A farensis,,False,6.888674970481995,sub_adult,female,9,15.158108731214194,,"['Sea Sponge', 'Jellyfish', 'Sea Anemone']",10,False,Feeding on algae scraped from rocks.
9,34,8.963690354519377,7,u. olhanen.,,False,4.159077781302029,sub_adult,female,10,11.779949433764884,,"['Shrimp', 'Crab (Other Species)', 'Small Fish', 'Coral Fragment', 'Hermit Crab']",9,False,Picking biofilm on submerged wood.
10,31,9.136149437159968,2,u. olhanen.,,False,1.5962973968270977,sub_adult,male or female,11,11.983706375518475,,"['Snail', 'Hermit Crab', 'Barnacle']",7,False,Retreating into burrow.
11,9,9.173556253055647,3,A. Farensis,,False,13.577826512900284,sub_adult,male,12,13.81040236858861,,['Mussel'],8,False,Burrowing into sandy sediment.
12,9,8.815844286205458,6,A farensis,,False,0.12295356369210543,sub_adult,male,13,11.264378491121397,,"['Sea Urchin', 'Jellyfish', 'Algae']",8,False,Hiding under seagrass blades.
13,7,7.45558236753096,5,A. Farensis,,False,2.1742304240858465,pre_puberty,male,14,12.579464798004281,,"['Hermit Crab', 'Barnacle', 'Polychaete Worm', 'Snail']",5,False,Guarding eggs under abdominal flap.
14,15,11.410891279914884,3,A farensis,,False,2.000446972657839,sub_adult,female,15,15.514762554527449,,"['Shrimp', 'Crab (Other Species)']",9,False,Resting in shaded rock crevice.
15,24,8.449385618834143,8,A farensis,,False,0.3114754746620042,pre_puberty,male,16,11.031763106462396,,"['Sea Sponge', 'Polychaete Worm']",7,False,Sideways walking along bay edge.
16,14,8.544487948954181,2,U. olhanensis,,True,9.16168357351403,pre_puberty,male,17,12.8644492856231,,"['Sea Anemone', 'Barnacle', 'Polychaete Worm', 'Small Fish', 'Shrimp']",6,True,Sideways walking along bay edge.
17,30,8.345523159020336,3,A. Farensis,,False,7.930465856515025,sub_adult,male,18,10.246906073916115,,"['Sea Sponge', 'Jellyfish', 'Sea Anemone', 'Mussel']",6,False,Half buried in sand.
