,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid?,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],behavior
0,110,67.88006892045034,60,A farensis,-7.99163,False,183.13971261956496,a, ,1,166.17152274436435,37.01025,"['Sea Sponge', 'Small Fish']",10,Resting under shell fragment.
1,80,76.97519970959219,80,A. Farensis,,False,6.273591086242193,s,male,2,136.10001352656727,,"['Shrimp', 'Coral Fragment', 'Sea Star', 'Mussel', 'Algae']",8,Swimming short distance to escape.
2,140,70.91863981194278,70,u. olhanen.,,False,78.01111656403323,s,N/R,3,166.5556577468051,,"['Mussel', 'Sea Urchin', 'Hermit Crab', 'Crab (Other Species)', 'Shrimp']",4,Moving toward bait.
3,130,92.04346845460884,40,U. olhanensis,,False,62.15074243925994,s,male,4,156.2168285839599,,"['Hermit Crab', 'Snail', 'Polychaete Worm', 'Jellyfish']",8,Picking biofilm on submerged wood.
4,150,95.68915905015247,40,A farensis,,False,6.915794440091991,p,female,5,119.3437403263757,,"['Algae', 'Crab (Other Species)', 'Sea Star', 'Shrimp']",9,Climbing onto submerged logs.
5,50,96.32331670200637,50,u. olhanen.,,False,2.89431762978486,a,male,6,125.96327298704043,,"['Algae', 'Mussel']",8,Guarding a small hole in sediment.
6,90,111.6523525931393,110,A farensis,,False,12.136388639523705,p,male,7,130.887126171452,,"['Polychaete Worm', 'Coral Fragment', 'Shrimp', 'Snail', 'Jellyfish']",3,Resting under shell fragment.
7,330,73.0312681034436,40,A farensis,,False,53.23705596075275,a,male,8,156.6826411250345,,"['Crab (Other Species)', 'Coral Fragment', 'Algae', 'Snail']",9,Struggling with entangled seaweed.
8,200,70.01715567075233,100,A farensis,,False,11.962430955926733,a,nan,9,159.1900301865836,,"['Barnacle', 'Snail', 'Sea Urchin', 'Shrimp', 'Algae']",6,Inspecting discarded crab shell.
9,140,91.3857120899716,40,A. Farensis,,False,2.617921507516928,p,female,10,133.79493690897118,,['Polychaete Worm'],12,Claw snapping in competition.
10,200,83.48817977214946,70,A farensis,,True,33.466950885813624,j,male,11,121.27703863975592,,['Snail'],9,Claw snapping at diver.
11,130,97.87634584681552,100,u. olhanen.,,False,38.36345718240689,p,male,12,128.82481381535524,,"['Sea Urchin', 'Polychaete Worm']",9,Feeding on small crustaceans.
12,180,89.06713672622357,30,A farensis,,False,58.43762223356241,s, ,13,144.2032738708504,,"['Jellyfish', 'Crab (Other Species)', 'Sea Star', 'Sea Anemone', 'Sea Urchin']",10,Color changes during molting.
13,230,96.59565007009365,90,A. Farensis,,False,20.900449055311576,s,nan,14,143.30748122467276,,['Jellyfish'],7,Interacting with small fish nearby.
14,150,78.69190798877543,30,A. Farensis,,False,23.2312754026864,p,female,15,104.52864492290632,,"['Hermit Crab', 'Mussel']",6,Picking algae from rock surface.
15,230,80.60288396139251,30,A. Farensis,,False,39.8280811887346,s,female,16,148.8925850411098,,"['Hermit Crab', 'Snail', 'Sea Sponge', 'Small Fish']",9,Interacting with small fish nearby.
16,130,88.25034291790799,40,A farensis,,False,120.44116756868725,p,?,17,163.95494994963983,,"['Snail', 'Small Fish']",11,Picking biofilm on submerged wood.
17,200,103.28370608081187,40,U. olhanensis,,True,24.143288465780724,p, ,18,122.71889610594872,,['Algae'],9,Hiding in sandy burrow.
18,170,64.03138980003983,40,A farensis,,True,11.410785526699232,s,male,19,158.24703878590373,,"['Hermit Crab', 'Coral Fragment', 'Shrimp', 'Jellyfish', 'Algae']",7,Territorial display against intruder.
19,320,84.85048412057132,70,A farensis,,False,11.799067942952231,s,-,20,188.27522928601041,,"['Algae', 'Shrimp']",10,Half buried in sand.
20,160,99.49319960683502,60,A farensis,,False,17.00406990540699,s,female,21,140.43128249675578,,"['Small Fish', 'Shrimp', 'Hermit Crab', 'Jellyfish']",7,Emerging cautiously from hiding.
21,160,103.55544811389349,40,A farensis,,False,4.462484400406926,p,female,22,187.33061720868253,,"['Jellyfish', 'Polychaete Worm', 'Snail']",5,Displaying dominance by lifting body.
22,190,100.05852155092222,50,A farensis,,False,52.54609901181887,p,male,23,201.56983702662563,,"['Jellyfish', 'Sea Anemone']",7,Slow movement near seagrass patches.
23,130,76.53459288570913,60,u. olhanen.,,True,1.4607623582376066,j, ,24,164.49299253831683,,['Sea Anemone'],4,Struggling with entangled seaweed.
24,80,73.90803097555191,50,A. Farensis,,False,6.601518652422432,s,female,25,161.03926941098266,,"['Crab (Other Species)', 'Polychaete Worm', 'Barnacle', 'Sea Star']",7,Swimming short distance to escape.
25,80,93.90138953194116,70,A. Farensis,,False,75.2135769568707,j,male,26,150.45700845514295,,['Small Fish'],5,Climbing barnacle-covered surfaces.
26,140,114.45724508043159,40,A. Farensis,,False,4.678388476382869,s,male,27,124.0640576235429,,"['Mussel', 'Algae']",9,Social contact with other crabs.
27,210,99.52462254210054,60,A. Farensis,,False,1.9714541206143155,a,nan,28,128.19069860250568,,"['Sea Urchin', 'Shrimp']",7,Hiding in sandy burrow.
28,170,68.40851316717472,50,A farensis,,False,3.2352916170066095,a,male,29,184.0058808720406,,"['Sea Urchin', 'Hermit Crab', 'Barnacle']",10,Mating behavior with antenna touching.
29,140,77.70992372373314,80,u. olhanen.,,False,9.594147487862804,p,female,30,179.91559332991858,,"['Snail', 'Small Fish']",10,Hiding beneath rocks.
30,280,75.74011479398594,30,A. Farensis,,False,44.05286241116311,s,female,31,145.4922249055654,,"['Sea Anemone', 'Polychaete Worm']",7,Claw snapping at diver.
31,40,64.52106493368211,40,A farensis,,False,6.550768326905182,s,male or female,32,115.59785994452268,,"['Small Fish', 'Sea Urchin', 'Crab (Other Species)']",11,Sideways walking along bay edge.
32,280,86.3133209120947,60,A farensis,,False,18.31961550058699,p,female,33,151.04855897052173,,"['Mussel', 'Small Fish', 'Sea Sponge']",10,Burrowing into sandy sediment.
33,50,78.36279271826658,120,A. Farensis,,False,46.25581582826926,s,male,34,134.62695864223537,,"['Crab (Other Species)', 'Sea Star', 'Jellyfish', 'Snail']",5,Burrowing into sandy sediment.
34,110,82.77850415226256,80,A farensis,,False,21.06068118678325,s,male,35,187.27151445052465,,"['Hermit Crab', 'Coral Fragment', 'Algae', 'Polychaete Worm']",8,Climbing onto submerged logs.
35,210,92.79913075736091,40,A farensis,,False,44.707518536753035,a, ,36,179.73225158347998,,"['Sea Anemone', 'Shrimp', 'Barnacle']",7,Picking biofilm on submerged wood.
36,40,99.1567849166762,30,A. Farensis,,False,11.108663610229165,j,male,37,136.3662288654851,,"['Sea Star', 'Barnacle']",6,Hiding under floating debris.
37,130,97.6676337050508,40,u. olhanen.,,False,21.4365808794024,s,female,38,108.10504856972724,,"['Sea Star', 'Algae', 'Jellyfish', 'Sea Sponge', 'Sea Anemone']",10,Shaking claws after contact.
38,90,89.65992055524745,80,u. olhanen.,,False,30.48966733452001,s,male,39,136.80686848907092,,"['Coral Fragment', 'Sea Star']",6,Crab moving quickly across rocks.
39,140,88.92129806528517,30,A farensis,,False,42.11651034766791,p,male,40,168.60728936353604,,"['Small Fish', 'Algae', 'Hermit Crab', 'Crab (Other Species)', 'Sea Star']",7,Color changes during molting.
40,140,99.25704363700574,30,A farensis,,True,11.364581128850302,s,male,41,124.34478023463964,,"['Barnacle', 'Sea Anemone', 'Sea Urchin', 'Mussel']",7,Vibrating antennae in water currents.
41,100,93.6852172665053,60,A farensis,,False,40.8037517869269,s,female,42,133.20985600894824,,['Shrimp'],7,Social contact with other crabs.
42,260,62.2520514687638,50,A. Farensis,,False,16.515045005548874,a,female,43,170.27702494774405,,"['Hermit Crab', 'Sea Star', 'Mussel']",8,Stillness in cold water.
43,260,85.92230341248532,40,U. olhanensis,,False,32.11537962177485,a,male,44,118.941577997495,,"['Algae', 'Snail', 'Sea Sponge', 'Sea Urchin']",8,Climbing onto submerged logs.
44,180,76.58134463684345,50,A farensis,,True,1.4888379944856622,a,female,45,158.02416406733556,,"['Sea Star', 'Hermit Crab']",9,Using claws to dig into sediment.
45,180,91.96566819139878,60,A. Farensis,,False,25.07207564643962,s,female,46,133.59456430484482,,"['Snail', 'Jellyfish', 'Sea Anemone']",8,Searching for food in tidal pools.
46,290,84.87940140833405,70,u. olhanen.,,False,12.448627363170052,a,male,47,139.53410363805233,,"['Sea Sponge', 'Algae']",5,Interaction with hermit crabs.
47,110,80.06312890116479,60,A. Farensis,,False,28.260764386107486,s,?,48,134.2208172389468,,"['Shrimp', 'Barnacle', 'Crab (Other Species)']",10,Picking biofilm on submerged wood.
48,230,68.84948943639957,50,U. olhanensis,,False,6.091584846990406,p, ,49,180.48514690557386,,"['Mussel', 'Polychaete Worm', 'Sea Anemone', 'Jellyfish', 'Snail']",8,Resting in shaded rock crevice.
49,250,83.55500376228565,30,A. Farensis,,False,155.55832390450766,p,male,50,109.56606198372742,,"['Sea Star', 'Hermit Crab', 'Mussel']",7,Pausing frequently during exploration.
50,250,92.05027804288021,30,u. olhanen.,,False,55.10685209761297,s,female,51,167.81568382813762,,"['Sea Anemone', 'Polychaete Worm', 'Shrimp', 'Sea Urchin', 'Algae']",8,Displaying dominance by lifting body.
51,130,90.55057948744603,60,A. Farensis,,False,35.846334887320225,s,male,52,146.88243374042128,,['Snail'],6,Climbing algae-covered rocks.
52,90,90.01085751973109,50,A. Farensis,,True,30.63525723538669,a,female,53,176.9609821995273,,"['Barnacle', 'Crab (Other Species)', 'Shrimp']",6,Exchanging antenna taps.
53,180,82.15871566262926,80,u. olhanen.,,False,15.752464803809023,j,?,54,124.65659804496963,,"['Small Fish', 'Hermit Crab', 'Snail', 'Crab (Other Species)', 'Polychaete Worm']",8,Moving in groups.
54,210,58.067492705410395,40,A farensis,,False,40.08106173211444,a,female,55,160.34197127812857,,"['Sea Anemone', 'Barnacle']",8,Displaying dominance by lifting body.
55,250,70.24969918209095,40,u. olhanen.,,True,20.631673605661142,s,male,56,167.33735491076214,,"['Hermit Crab', 'Snail', 'Sea Urchin']",9,Vibrating antennae in water currents.
56,100,85.35558313364788,40,U. olhanensis,,True,8.94719762325826,s,?,57,171.85469450731077,,"['Sea Urchin', 'Shrimp', 'Mussel', 'Sea Anemone', 'Jellyfish']",10,Shaking claws after contact.
57,50,91.6309256063753,70,A. Farensis,,True,7.407909807434715,s,nan,58,164.05847563375048,,"['Coral Fragment', 'Sea Star', 'Sea Urchin']",9,Inspecting discarded crab shell.
58,120,73.87403844223795,100,A. Farensis,,False,54.548482730236536,s,male,59,166.55721454363953,,"['Small Fish', 'Sea Star', 'Mussel', 'Snail', 'Sea Urchin']",10,Hiding in sandy burrow.
59,40,113.0170839827193,50,A farensis,,False,5.379513462381498,s,male or female,60,158.5819114817552,,"['Jellyfish', 'Shrimp', 'Coral Fragment', 'Polychaete Worm', 'Snail']",9,Climbing algae-covered rocks.
