,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,u. olhanen.,female,adult,False,Mating ritual involving antennae brushing.,"['Snail', 'Sea Anemone', 'Algae']",8.0,54.19618372956295,47.27033841154483,41.282144067173206,38.673550457901015,37.02606,-8.01873,0
1,u. olhanen.,female,pre_puberty,True,Consuming algae scraped from barnacles.,['Jellyfish'],8.0,14.113404388172647,10.489419862056643,6.897467455802218,8.009008904616135,,,1
2,u. olhanen.,-,adult,,Guarding hole in substrate from intruders.,['Barnacle'],9.0,93.0,99.9325310215698,2113.7049169940283,73.36708485046934,,,2
3,A. Farensis,female,sub_adult,False,Retreating swiftly from perceived danger.,"['Crab (Other Species)', 'Small Fish', 'Jellyfish', 'Coral Fragment']",10.0,27.094116347563954,28.773416912909283,21.84734902889968,21.01239277132867,,,3
4,Ucides alvorensis,male,sub_adult,,Taking cover beneath seagrass leaves.,"['Sea Star', 'Small Fish', 'Polychaete Worm', 'Mussel', 'Sea Urchin']",10.0,53.75,59.9291624629813,2337.8429214603098,52.50931831246875,,,4
5,U. olhanensis,female,pre_puberty,True,Collecting biofilm from sunken wood.,"['Hermit Crab', 'Sea Sponge', 'Barnacle', 'Small Fish', 'Jellyfish']",7.0,13.453523238502026,11.419290572765405,10.996719936444771,9.104697796590045,,,5
6,A farensis,male,juvenile,,Adopting threatening stance when approached.,"['Sea Urchin', 'Jellyfish', 'Small Fish', 'Coral Fragment']",7.0,18.0,-999.0,9.188275093530045,75.34410068051147,,,6
7,u. olhanen.,male,juvenile,,"Stationary, blending into rocky backdrop.",['Small Fish'],7.0,15.5,19.293711306519512,13.86615808629765,279.1845772449883,,,7
8,U. olhanensis,male,adult,,Interaction with nearby hermit crab.,"['Sea Urchin', 'Mussel']",11.0,52.5,48.99569977206069,1315.5788855080987,37.261113668022944,,,8
9,A. Farensis,female,adult,True,Nibbling detritus off seabed patches.,"['Polychaete Worm', 'Snail', 'Jellyfish', 'Crab (Other Species)']",5.0,61.28542891618621,58.8255491332004,48.297154555653144,46.47988295668383,,,9
