,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,140,60.25049109030472,70,U. olhanensis,-7.99163,False,460.12290955025884,s, ,1,174.20341109365472,37.01025,"['Sea Anemone', 'Crab (Other Species)', 'Barnacle', 'Hermit Crab', 'Sea Sponge']",9,False,Hiding under seagrass blades.
1,140,58.75001279623055,20,U. olhanensis,,False,100.42516629552219,s,male,2,185.60573529195932,,"['Snail', 'Small Fish', 'Shrimp', 'Mussel']",5,False,Moving toward warmer water pockets.
2,130,20.99807025982491,50,A farensis,,False,4.727706198373295,p,male,3,180.69112696099444,,"['Crab (Other Species)', 'Barnacle']",11,False,Inspecting discarded crab shell.
3,70,38.783119229348,20,u. olhanen.,,False,8.58717093046429,p,female,4,190.71912045206483,,"['Snail', 'Sea Anemone', 'Polychaete Worm']",10,False,Climbing seaweed stalks.
4,220,43.720729857847985,20,u. olhanen.,,False,85.95538599186719,a,male,5,193.9690885046174,,"['Shrimp', 'Sea Urchin', 'Crab (Other Species)', 'Sea Anemone', 'Snail']",11,False,Emerging cautiously from hiding.
5,90,74.3381046393934,90,A farensis,,False,11.865917560449791,a,male,6,172.12950947895024,,['Crab (Other Species)'],8,False,Interaction with hermit crabs.
6,200,4.449097979785295,40,A farensis,,False,33.271256749531,j,female,7,187.36377344850584,,"['Polychaete Worm', 'Sea Urchin']",7,False,Claw snapping in competition.
7,510,90.03341390594323,50,U. olhanensis,,False,1.073393882240874,s,male,8,184.96195149077437,,['Sea Anemone'],9,False,Picking detritus from seabed.
8,260,29.763491655550823,30,A farensis,,True,55.86062355799824,s,male,9,191.68100459438236,,['Crab (Other Species)'],7,True,Picking algae from rock surface.
9,190,62.696254674111614,30,A farensis,,False,7.549562794359873,a,male,10,158.0055555973219,,"['Sea Anemone', 'Sea Star', 'Shrimp', 'Algae']",9,False,Displaying dominance by lifting body.
10,470,23.72937657256343,30,A. Farensis,,True,10.46827669493372,p,female,11,168.22503270976085,,"['Jellyfish', 'Coral Fragment']",5,True,Climbing submerged rocks.
11,200,74.08142345230031,70,U. olhanensis,,False,11.177244351318425,s,female,12,213.34656059757384,,"['Hermit Crab', 'Snail', 'Algae', 'Sea Star']",8,False,Crab moving quickly across rocks.
12,120,42.24457025229748,20,u. olhanen.,,False,1500.0,a,female,13,188.20631089741485,,"['Sea Star', 'Coral Fragment', 'Small Fish']",9,False,Climbing submerged rocks.
13,310,40.53256300495893,60,A. Farensis,,False,25.27574606967612,s,male,14,200.23113079601427,,['Sea Anemone'],10,False,Rapid crossing of open sand.
14,210,46.429556100192855,60,A. Farensis,,True,89.44196072371534,p,female,15,190.50712083099316,,['Coral Fragment'],8,True,Picking detritus from seabed.
15,340,48.30820696395705,30,A farensis,,False,470.80809186055455,s,male,16,191.73235573587516,,"['Snail', 'Algae', 'Mussel']",9,False,Retreating quickly from shadow.
16,290,19.23680876483804,20,A. Farensis,,True,13.516608871020788,s, ,17,168.13394110454522,,"['Crab (Other Species)', 'Shrimp', 'Algae', 'Jellyfish']",6,True,Vibrating antennae in water currents.
17,290,44.32450644649759,60,u. olhanen.,,False,4.096604612759061,p,female,18,208.19999331266845,,"['Coral Fragment', 'Sea Sponge', 'Snail']",9,False,Pausing frequently during exploration.
18,230,24.743184105672647,50,A farensis,,False,560.7909241757833,a,female,19,184.63268151787076,,['Crab (Other Species)'],6,False,Shaking claws after contact.
19,210,48.86012965845654,30,A. Farensis,,False,45.09867595103226,p,female,20,196.66697064187673,,"['Hermit Crab', 'Sea Sponge', 'Shrimp', 'Coral Fragment', 'Small Fish']",7,False,Claw snapping at diver.
20,210,58.26844935054537,90,u. olhanen.,,False,16.896697696722466,a,female,21,200.87404861135806,,"['Jellyfish', 'Snail', 'Coral Fragment']",7,False,Emerging cautiously from hiding.
21,180,57.92981348269869,50,A farensis,,False,506.81689701430145,s,female,22,182.73578388404496,,"['Polychaete Worm', 'Sea Urchin', 'Hermit Crab', 'Snail', 'Sea Sponge']",11,False,Shaking claws after contact.
22,440,102.39244094829078,40,A farensis,,False,74.15315794520502,a,male,23,193.71662818851428,,"['Sea Urchin', 'Coral Fragment', 'Algae', 'Hermit Crab']",7,False,Defensive posture when approached.
23,120,58.058129106819806,30,A. Farensis,,False,304.56621240942576,s,female,24,197.60584779667127,,"['Sea Star', 'Crab (Other Species)']",9,False,Climbing barnacle-covered surfaces.
24,490,13.799504669951158,20,A farensis,,False,27.192775774727703,p,male,25,185.28215230010645,,"['Small Fish', 'Barnacle', 'Sea Sponge', 'Polychaete Worm', 'Coral Fragment']",8,False,Escaping from aggressive fish.
25,170,37.20437581883019,30,u. olhanen.,,False,5.3003605153838995,p,female,26,196.61800347962227,,"['Jellyfish', 'Shrimp', 'Small Fish', 'Sea Urchin', 'Sea Anemone']",7,False,Scavenging near tidal pools.
26,270,39.40863118205697,30,A farensis,,False,342.39301062384595,a,male,27,203.87509426841768,,"['Crab (Other Species)', 'Sea Sponge']",9,False,Hiding in sandy burrow.
27,380,63.46577707457126,20,A farensis,,False,166.3085079117238,s,male,28,198.9450849140188,,"['Polychaete Worm', 'Hermit Crab', 'Sea Urchin']",9,False,Defensive posture when approached.
28,270,62.52261283628069,40,u. olhanen.,,False,7.937461420820439,p,female,29,203.53861885797997,,['Sea Star'],5,False,Claw waving directed at nearby crab.
29,300,87.8240822736245,40,A. Farensis,,False,2.5468553209663725,j,nan,30,168.10173246553813,,"['Sea Star', 'Mussel', 'Polychaete Worm']",8,False,Waving claws rhythmically.
30,380,20.55140201808776,90,u. olhanen.,,False,25.642699057934244,a,male,31,190.43134139225526,,['Coral Fragment'],6,False,Inspecting discarded crab shell.
31,350,42.9383084641454,60,A. Farensis,,False,208.92891826851707,p,male,32,170.7156913925835,,"['Barnacle', 'Sea Urchin', 'Hermit Crab', 'Algae', 'Small Fish']",5,False,Shaking claws after contact.
32,250,44.75546703287857,30,A farensis,,False,169.64473350161626,j,female,33,185.36443041331404,,"['Coral Fragment', 'Polychaete Worm', 'Snail', 'Barnacle', 'Sea Star']",9,False,Claw waving directed at nearby crab.
33,300,36.09004259262886,40,u. olhanen.,,False,31.63031196097684,s,male,34,207.51124707090753,,"['Barnacle', 'Coral Fragment']",6,False,Moving sideways along sandy bottom.
34,210,59.88859636324829,70,A farensis,,False,134.06008677150072,s,male,35,199.48779531999446,,"['Polychaete Worm', 'Jellyfish', 'Barnacle', 'Sea Anemone', 'Sea Star']",5,False,Moving in groups.
35,210,34.07808679286487,20,A farensis,,False,11.161470076762551,p,female,36,188.53821298202496,,"['Hermit Crab', 'Snail', 'Sea Anemone', 'Barnacle']",7,False,Foraging among seagrass roots.
36,320,72.74950294203008,70,A. Farensis,,False,4.26509065190668,a, ,37,213.78511664024953,,"['Barnacle', 'Small Fish', 'Mussel']",7,False,Picking detritus from seabed.
37,240,60.79177094814632,60,A farensis,,False,1.9364784515905,a,male,38,188.43634827043584,,"['Polychaete Worm', 'Small Fish', 'Jellyfish', 'Barnacle', 'Algae']",8,False,Defensive posture when approached.
38,240,46.53341592605409,20,A farensis,,False,137.50812489609976,s,male,39,183.0501362732856,,"['Jellyfish', 'Mussel', 'Sea Sponge', 'Polychaete Worm', 'Algae']",8,False,Defensive posture when approached.
39,430,48.83056595553445,60,A. Farensis,,False,6.15942966695325,s,male,40,181.07646502622427,,"['Polychaete Worm', 'Crab (Other Species)', 'Sea Urchin', 'Shrimp']",4,False,Feeding on detritus in shallow water.
40,190,40.128291880655496,60,u. olhanen.,,False,1.051183257245156,a, ,41,186.5887595482816,,"['Sea Star', 'Small Fish', 'Crab (Other Species)', 'Hermit Crab', 'Sea Sponge']",8,False,Social contact with other crabs.
41,100,58.12135210127298,30,A. Farensis,,True,76.55289529985566,j,male,42,190.01952137661047,,"['Sea Anemone', 'Algae', 'Small Fish', 'Polychaete Worm']",5,True,Using claws to dig into sediment.
42,210,44.39035664051555,40,A farensis,,False,36.03238621175051,p, ,43,196.10388433713632,,"['Sea Star', 'Sea Anemone', 'Snail', 'Small Fish', 'Barnacle']",6,False,Claw snapping in competition.
43,440,58.4593573017012,70,u. olhanen.,,False,18.459482704322173,p,male,44,194.84706377380553,,"['Jellyfish', 'Mussel', 'Barnacle']",5,False,Pausing frequently during exploration.
44,190,37.36933325504926,50,A farensis,,True,8.258765290915623,s, ,45,185.78576830478116,,['Jellyfish'],5,True,Using claws to dig into sediment.
45,100,21.28740339179256,20,A. Farensis,,False,2.7836928085409287,p,male,46,208.6944194690207,,"['Barnacle', 'Jellyfish', 'Hermit Crab', 'Sea Urchin', 'Sea Sponge']",8,False,Stillness in cold water.
46,370,80.25612429681561,30,A. Farensis,,False,42.961879946616,a,female,47,188.77445811482715,,"['Polychaete Worm', 'Sea Star']",11,False,Displaying dominance by lifting body.
47,110,43.01383154966544,20,A. Farensis,,True,489.42384787820225,s,female,48,201.54139951608505,,"['Sea Star', 'Crab (Other Species)', 'Mussel', 'Small Fish']",4,True,Swimming short distance to escape.
48,90,48.0555524826769,90,A farensis,,True,678.2084446218845,p, ,49,200.87312869272253,,"['Jellyfish', 'Shrimp', 'Crab (Other Species)']",8,True,Feeding on algae scraped from rocks.
49,90,26.41212529614016,100,A. Farensis,,True,0.46539608562125184,p,male,50,207.26077838858512,,"['Mussel', 'Polychaete Worm', 'Small Fish', 'Algae', 'Snail']",8,True,Feeding on small mollusks.
50,210,66.37083035197776,30,A. Farensis,,False,753.6657986926725,p,male,51,188.91988449091457,,"['Coral Fragment', 'Crab (Other Species)']",9,False,Scavenging near tidal pools.
51,60,43.1788836731679,70,u. olhanen.,,True,60.766011748630795,s, ,52,213.12265921217318,,"['Sea Urchin', 'Polychaete Worm', 'Snail', 'Algae']",7,True,Picking biofilm on submerged wood.
52,390,50.80922673890516,30,U. olhanensis,,False,37.30662476376689,p,male,53,195.31818500442222,,"['Sea Star', 'Crab (Other Species)', 'Polychaete Worm', 'Shrimp', 'Sea Anemone']",11,False,Hiding under seagrass blades.
53,220,25.853204308858842,60,u. olhanen.,,False,9.07226182308522,p,female,54,200.38639395068597,,"['Sea Urchin', 'Hermit Crab', 'Mussel', 'Algae']",12,False,Interacting with small fish nearby.
54,520,60.22157625496703,20,A farensis,,False,29.47073525041667,p,male,55,192.5757528808681,,"['Small Fish', 'Sea Urchin', 'Polychaete Worm', 'Hermit Crab', 'Sea Anemone']",7,False,Retreating quickly from shadow.
55,280,36.91299373982094,20,A farensis,,False,73.91972297598805,p,?,56,199.00476486774264,,"['Hermit Crab', 'Shrimp', 'Algae']",7,False,Moving in groups.
56,190,40.945469871256044,40,u. olhanen.,,True,105.97751175365872,a, ,57,210.95933489839422,,"['Polychaete Worm', 'Shrimp', 'Small Fish']",8,True,Vibrating antennae in water currents.
57,170,37.94639732034491,40,A farensis,,False,130.68027905841132,s,male,58,188.5211996674044,,"['Polychaete Worm', 'Sea Star', 'Algae', 'Jellyfish']",6,False,Claw waving directed at nearby crab.
58,250,44.68727305363551,40,A. Farensis,,False,11.262226098174366,p, ,59,176.85833628075343,,"['Mussel', 'Jellyfish', 'Hermit Crab', 'Barnacle', 'Shrimp']",11,False,Guarding a small hole in sediment.
59,130,31.27540103918509,20,A farensis,,False,66.79683074458582,s,N/R,60,203.25535430139496,,"['Hermit Crab', 'Jellyfish']",6,False,Exchanging antenna taps.
60,250,37.90890999153775,70,A. Farensis,,False,64.7539939127023,j,male,61,180.91716576638052,,"['Jellyfish', 'Small Fish']",9,False,Resting under shell fragment.
61,70,76.16897851296454,40,A. Farensis,,True,126.20597330393194,s,male,62,185.12552606906763,,"['Mussel', 'Hermit Crab']",8,True,Picking detritus from seabed.
62,290,17.892988884028796,20,u. olhanen.,,False,9.212458103416253,s,female,63,192.70839175903419,,"['Mussel', 'Algae', 'Shrimp', 'Sea Anemone', 'Coral Fragment']",5,False,Escaping predator silhouette overhead.
63,70,51.79927884067113,80,A. Farensis,,False,8.921522238041586,a,female,64,206.6405950441377,,"['Shrimp', 'Jellyfish', 'Sea Urchin', 'Barnacle']",9,False,Feeding on algae scraped from rocks.
64,70,28.624344150053425,60,A. Farensis,,False,171.89176669993262,s,male,65,174.63023323315127,,"['Algae', 'Jellyfish', 'Shrimp', 'Small Fish']",9,False,Claw waving directed at nearby crab.
65,120,35.720657214606966,30,A farensis,,False,9.219144837278325,p,female,66,195.26623681013865,,"['Sea Star', 'Barnacle', 'Jellyfish', 'Sea Anemone']",8,False,Half buried in sand.
66,270,51.22248114297995,40,A. Farensis,,False,89.18111149493284,s,male,67,180.30928321503805,,"['Hermit Crab', 'Small Fish']",5,False,Moving sideways along sandy bottom.
67,220,43.81900477310752,30,A farensis,,False,144.20740652175476,p,male or female,68,196.77188003740096,,"['Snail', 'Algae', 'Polychaete Worm', 'Small Fish', 'Sea Anemone']",9,False,Picking biofilm on submerged wood.
68,360,24.670201231473783,40,A. Farensis,,False,74.18245532896795,j,male,69,202.75432096203974,,"['Hermit Crab', 'Sea Sponge']",8,False,Retreating quickly from shadow.
69,310,48.98961585416014,70,A. Farensis,,False,2.425910580068919,s,male,70,181.64914717860282,,"['Algae', 'Sea Sponge', 'Polychaete Worm', 'Shrimp', 'Hermit Crab']",10,False,Displaying dominance by lifting body.
70,330,66.40059386513838,40,A. Farensis,,False,39.66745503007841,s,male,71,196.07292539750446,,"['Hermit Crab', 'Sea Anemone', 'Shrimp', 'Algae']",8,False,Feeding on small mollusks.
71,210,40.44393413702346,40,A farensis,,False,16.78036072549709,p,male,72,188.3785604796601,,"['Coral Fragment', 'Crab (Other Species)', 'Algae']",7,False,Mating behavior with antenna touching.
72,490,47.87591456575477,20,u. olhanen.,,False,127.17482777176782,p,male,73,193.70892711969555,,"['Crab (Other Species)', 'Sea Star', 'Mussel', 'Hermit Crab', 'Coral Fragment']",6,False,Climbing algae-covered rocks.
73,150,17.487409272414595,50,U. olhanensis,,True,63.79395328109423,s,male,74,197.74097748629512,,"['Polychaete Worm', 'Sea Anemone', 'Small Fish']",10,True,Climbing onto submerged logs.
74,130,41.75965352363124,90,A farensis,,False,9.001241643752664,s,male,75,179.56344403453923,,['Sea Urchin'],7,False,Escaping predator silhouette overhead.
75,140,37.79427695340313,40,A farensis,,False,1500.0,p,female,76,183.87150329904324,,"['Snail', 'Sea Anemone', 'Crab (Other Species)', 'Mussel', 'Sea Sponge']",10,False,Hiding under seagrass blades.
76,170,59.46929287701867,30,A. Farensis,,True,9.192711244698035,p,female,77,209.1062790732172,,"['Sea Star', 'Sea Sponge']",9,True,Climbing algae-covered rocks.
77,70,51.88649565733982,40,A farensis,,False,28.47191622356501,s,male,78,190.52985128886476,,['Sea Star'],6,False,Territorial display against intruder.
78,70,69.94604072248012,30,A. Farensis,,False,1500.0,p,male,79,199.7132412375907,,"['Mussel', 'Sea Sponge', 'Hermit Crab', 'Small Fish', 'Barnacle']",10,False,Waving claws rhythmically.
79,260,27.390325126607298,50,A farensis,,False,4.009779357536229,a,female,80,197.95924638231463,,"['Snail', 'Small Fish', 'Sea Sponge']",10,False,Resting in shaded rock crevice.
80,300,16.537896875318523,60,u. olhanen.,,True,31.696281274429307,s,male,81,192.22257394695998,,"['Crab (Other Species)', 'Hermit Crab']",11,True,Climbing algae-covered rocks.
81,120,23.048565031046184,40,u. olhanen.,,False,13.145487441142773,s,male,82,203.4047081684325,,"['Coral Fragment', 'Algae', 'Hermit Crab']",11,False,Feeding on detritus in shallow water.
82,360,40.62246064615796,50,u. olhanen.,,False,4.810742026482903,p,female,83,192.72424825649423,,['Sea Star'],7,False,Rapid crossing of open sand.
83,180,51.19076840150916,50,A. Farensis,,False,24.403210634784163,a,male,84,187.55575732296407,,"['Sea Sponge', 'Jellyfish']",5,False,Cleaning claws with rubbing motion.
