,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,u. olhanen.,male,adult,True,"Burrowing into soft, sandy sediment.","['Coral Fragment', 'Jellyfish']",8.0,73.5,76.37739250190799,95.86650489374856,77.81948535621954,26.0,2022-03-30,37.02606,-8.01873,0
1,A farensis,female,adult,True,Sheltering under broken shell piece.,"['Hermit Crab', 'Mussel', 'Coral Fragment']",11.0,8.99730303453319,7.96524703121974,10.868733546885972,9.134528459605285,29.0,2022-03-30,,,1
2,u. olhanen.,male,adult,,Progressing cautiously through new area.,['Snail'],9.0,64.5,65.98909749131462,86.07304343126522,67.04193611518905,27.0,2022-03-30,,,2
3,U. olhanensis,male,adult,,Claw shaking post-contact gesture.,"['Sea Star', 'Sea Sponge', 'Sea Anemone', 'Mussel']",6.0,43.5,45.515778733991944,64.9064876579392,47.18905999800608,27.0,2022-03-30,,,3
4,u. olhanen.,male,juvenile,,Resting in shaded crevice along cliff.,"['Sea Urchin', 'Polychaete Worm', 'Sea Sponge']",8.0,11.5,14.677972815914213,22.01150221668647,12.444843562116015,27.0,2022-03-30,,,4
5,u. olhanen.,male or female,pre_puberty,,Clambering up submerged tree trunks.,"['Sea Star', 'Jellyfish', 'Algae']",7.0,16.5,11.582066523711664,15.193590060256282,17.315031244720544,27.0,2022-03-30,,,5
6,U. olhanensis,male,adult,,Engaging in struggle with seaweed entanglement.,"['Mussel', 'Sea Sponge']",10.0,45.0,42.26712840738066,61.44386838627445,48.822075761919116,27.0,2022-03-30,,,6
7,A farensis,male,juvenile,,Vibrating antennae in flowing current.,"['Snail', 'Hermit Crab', 'Small Fish', 'Sea Star']",8.0,14.0,10.199409796601678,12.840808552158348,14.267841629173255,27.0,2022-03-30,,,7
8,A farensis,female,sub_adult,True,Swiftly dashing across exposed sand.,"['Hermit Crab', 'Coral Fragment']",9.0,39.94795769350565,47.486228749525296,70.23585346528901,42.45932756932764,26.0,2022-03-30,,,8
9,U. olhanensis,male,sub_adult,,Hiding beneath overhanging rock.,"['Crab (Other Species)', 'Coral Fragment', 'Sea Star', 'Jellyfish', 'Snail']",8.0,52.5,48.02425776001625,67.01213037843722,53.883537590143135,28.0,2022-03-30,,,9
10,U. olhanensis,female,sub_adult,True,Feeding on small crustaceans in crevices.,"['Sea Anemone', 'Mussel', 'Shrimp', 'Hermit Crab']",9.0,50.808989576354364,55.832687755296405,67.96829894929164,54.9670478380156,28.0,2022-03-30,,,10
11,u. olhanen.,nan,pre_puberty,,Concealing self beneath floating matter.,"['Sea Sponge', 'Sea Anemone', 'Hermit Crab', 'Coral Fragment']",10.0,20.25,25.285906146769157,31.89957498472933,22.16386264942925,27.0,2022-03-30,,,11
12,U. olhanensis,male,sub_adult,,Vibrating antennae in flowing current.,['Sea Anemone'],9.0,15.0,17.2496568200136,25.76520951449207,15.79035181288143,27.0,2022-03-30,,,12
13,U. olhanensis,female,pre_puberty,True,Resisting aggressive fish encounter.,"['Sea Star', 'Algae']",11.0,8.985563056160693,12.215099623000377,15.290722754178045,9.219629153798135,28.0,2022-03-30,,,13
14,A. Farensis,female,adult,False,Retreating quickly into hidden burrow.,['Hermit Crab'],10.0,17.029113384377986,18.758478444397856,24.447754255984513,17.475414206874305,27.0,2022-03-30,,,14
15,U. olhanensis,female,adult,False,Scaling steep rock faces near shore.,"['Small Fish', 'Sea Urchin', 'Sea Star', 'Hermit Crab', 'Barnacle']",9.0,28.730466322283725,30.05360265168582,41.219211703004326,31.180972842198596,25.0,2022-03-30,,,15
16,u. olhanen.,male,sub_adult,,Progressing cautiously through new area.,"['Algae', 'Polychaete Worm']",4.0,27.5,28.78241766013218,41.5249552210488,28.292876589023546,26.0,2022-03-30,,,16
17,u. olhanen.,female,pre_puberty,False,Foraging through tangled seagrass roots.,"['Barnacle', 'Hermit Crab', 'Snail']",5.0,15.66731144570827,11.985782496294759,17.4555282680376,17.153356148615224,28.0,2022-03-30,,,17
18,U. olhanensis,female,pre_puberty,False,Nibbling detritus off seabed patches.,"['Mussel', 'Algae', 'Polychaete Worm']",9.0,13.121523789449137,10.481610985450633,14.160967756016584,13.222794617726052,27.0,2022-03-30,,,18
19,U. olhanensis,female,pre_puberty,True,Color change during molting stress.,"['Sea Anemone', 'Crab (Other Species)']",7.0,4.029496524042659,5.610037009927589,7.000210515300892,4.061006442541483,27.0,2022-03-30,,,19
20,u. olhanen.,male,adult,True,Advancing toward bait in water.,"['Algae', 'Small Fish', 'Mussel', 'Sea Sponge', 'Sea Anemone']",9.0,48.0,44.36589209937579,64.2399015179416,48.42566662647303,28.0,2022-03-30,,,20
21,U. olhanensis,male,sub_adult,,Concealing self beneath floating matter.,['Snail'],10.0,32.5,27.213261003341415,39.810346802260995,35.36280734405402,27.0,2022-03-30,,,21
22,U. olhanensis,male,adult,,Retreating swiftly from perceived danger.,"['Hermit Crab', 'Sea Star', 'Polychaete Worm', 'Sea Sponge']",8.0,40.5,37.50778928047741,51.9876052901231,44.3364066077919,27.0,2022-03-30,,,22
23,u. olhanen.,male,pre_puberty,,Emerging slowly after perceived threat.,"['Barnacle', 'Small Fish', 'Algae', 'Coral Fragment', 'Crab (Other Species)']",9.0,13.5,13.18973013710128,17.396864493817183,13.74630196689811,28.0,2022-03-30,,,23
24,A farensis,female,sub_adult,False,Escaping from pursuing predator silhouette.,"['Polychaete Worm', 'Sea Star', 'Snail']",8.0,14.046189809901943,13.524674455391358,17.407166470836074,14.163629204289341,28.0,2022-03-30,,,24
25,u. olhanen.,male,pre_puberty,,Lying still to avoid detection.,"['Shrimp', 'Sea Anemone', 'Mussel']",10.0,28.5,32.54169485389422,40.55686131952005,29.980511548902733,27.0,2022-03-30,,,25
26,A farensis,male or female,sub_adult,,Staying half-submerged in loose sand.,"['Sea Sponge', 'Algae', 'Sea Anemone', 'Coral Fragment']",11.0,67.5,66.09091664287158,83.64699499532404,73.83047356726135,27.0,2022-03-30,,,26
27,A. Farensis,male,adult,,Reacting to sudden changes in temperature.,"['Coral Fragment', 'Sea Anemone']",8.0,58.5,60.77353222384793,90.36638545430827,59.132773316527,28.0,2022-03-30,,,27
28,U. olhanensis,male,sub_adult,,Emerging slowly after perceived threat.,"['Jellyfish', 'Coral Fragment', 'Mussel', 'Small Fish', 'Polychaete Worm']",8.0,21.25,18.428444476590407,27.559049402028315,21.62831170119943,27.0,2022-03-30,,,28
29,A. Farensis,male,sub_adult,,Scaling steep rock faces near shore.,"['Mussel', 'Small Fish', 'Snail']",5.0,26.25,21.107456237362854,30.29683895529016,27.806124748188306,26.0,2022-03-30,,,29
30,u. olhanen.,female,adult,False,Hiding beneath overhanging rock.,"['Crab (Other Species)', 'Algae', 'Coral Fragment', 'Barnacle', 'Jellyfish']",5.0,39.27021515105025,35.56164094047755,50.429466716894154,40.26788907736813,27.0,2022-03-30,,,30
31,A farensis,male,sub_adult,,Interaction with nearby hermit crab.,"['Snail', 'Barnacle']",5.0,26.25,27.754210779584945,35.543935541799094,26.782574080047482,26.0,2022-03-30,,,31
32,Ucides alvorensis,male,pre_puberty,,Side-stepping along sandy coastal floor.,['Sea Anemone'],8.0,15.75,16.65988381873471,22.15842253797161,15.942326736997998,27.0,2022-03-30,,,32
33,A. Farensis,male,adult,,Taking cover beneath seagrass leaves.,"['Small Fish', 'Barnacle', 'Coral Fragment']",8.0,42.0,43.550896201349794,57.980448035926194,45.3288045798181,27.0,2022-03-30,,,33
34,u. olhanen.,male,adult,,Brief social contact with fellow crabs.,"['Mussel', 'Sea Urchin']",7.0,64.5,65.19269721628164,81.37404189446873,69.59169893923875,29.0,2022-03-30,,,34
35,u. olhanen.,male,juvenile,,Color change during molting stress.,"['Polychaete Worm', 'Algae', 'Jellyfish', 'Sea Urchin', 'Small Fish']",10.0,3.5,4.307454378501705,5.232215799391461,3.5987471948777037,28.0,2022-03-30,,,35
36,u. olhanen.,male,sub_adult,,Claw shaking post-contact gesture.,"['Jellyfish', 'Coral Fragment']",14.0,38.75,33.23215993244156,40.303820834711004,38.77588762168615,27.0,2022-03-30,,,36
37,u. olhanen., ,adult,,Scuttling swiftly over rocky terrain.,"['Barnacle', 'Crab (Other Species)', 'Algae', 'Jellyfish']",7.0,27.0,29.286479051459896,36.5577635322184,29.161478851179186,28.0,2022-03-30,,,37
38,A farensis,female,adult,False,Performing dominance display by body lifting.,"['Sea Urchin', 'Shrimp', 'Algae']",9.0,35.125600197397816,38.51690711112627,47.468507402939416,35.147734060194445,27.0,2022-03-30,,,38
39,u. olhanen.,female,adult,False,Clambering up submerged tree trunks.,"['Polychaete Worm', 'Crab (Other Species)']",5.0,38.355971517284175,38.940510056604964,52.844098182776285,38.67976556161818,26.0,2022-03-30,,,39
40,U. olhanensis,male,sub_adult,True,Escaping from pursuing predator silhouette.,['Shrimp'],6.0,23.75,26.344011380512814,34.54661760629057,24.359816900479462,26.0,2022-03-30,,,40
41,A farensis,male,juvenile,,Gradual movement in cold conditions.,"['Jellyfish', 'Polychaete Worm']",12.0,4.5,5.5652551670907275,8.138753757429212,4.600534278114202,27.0,2022-03-30,,,41
