,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,A. Farensis,male,adult,True,Performing dominance display by body lifting.,"['Algae', 'Shrimp', 'Sea Anemone', 'Polychaete Worm', 'Crab (Other Species)']",8.0,24.0,26.207608214192014,22.485866417404907,372.79144641939905,37.02606,-8.01873,0
1,U. olhanensis,male,adult,,Feeding on decaying matter among rocks.,"['Algae', 'Sea Urchin', 'Crab (Other Species)', 'Small Fish']",9.0,55.5,54.04014591868291,41.65183026277328,1702.6574458868668,,,1
2,u. olhanen.,male,sub_adult,,Group migration across shallow seabed.,"['Crab (Other Species)', 'Snail']",6.0,25.0,28.511512884612998,488.25115893920525,23.132188276663406,,,2
3,u. olhanen.,male,adult,,Waving claw in signal to another crab.,"['Jellyfish', 'Snail', 'Coral Fragment', 'Small Fish']",10.0,9.0,9.875549720766198,8.587488303586264,64.68848079868046,,,3
4,A farensis,male,adult,,Defensive claw movement in water.,"['Barnacle', 'Crab (Other Species)', 'Coral Fragment', 'Polychaete Worm', 'Shrimp']",5.0,30.0,27.655840963637207,520.0553746394993,23.050950522065015,,,4
5,A farensis,female,juvenile,False,Brief social contact with fellow crabs.,"['Barnacle', 'Crab (Other Species)', 'Mussel', 'Algae']",9.0,8.71291890518805,11.733614215432333,10.150354167956825,10.434255173312232,,,5
6,U. olhanensis,female,pre_puberty,True,Rapid clawing during feeding bouts.,"['Polychaete Worm', 'Shrimp', 'Sea Star', 'Barnacle']",9.0,6.919238765600494,6.815221499397511,5.828705939200779,5.526573960344732,,,6
7,U. olhanensis,female,adult,False,Retreating swiftly from perceived danger.,"['Snail', 'Jellyfish', 'Algae', 'Sea Sponge']",4.0,46.34297560168562,53.501639043797454,40.111610304582186,41.803527654741316,,,7
8,Ucides alvorensis,male,sub_adult,,Frequent pausing while exploring.,"['Polychaete Worm', 'Algae']",10.0,32.5,28.048320336355687,549.7383689334531,20.255154209722438,,,8
9,A farensis,male,adult,,Retreating quickly into hidden burrow.,"['Hermit Crab', 'Mussel']",9.0,19.5,19.92729049261803,17.37726782672551,229.96633405577703,,,9
10,U. olhanensis,female,adult,False,Guarding eggs beneath body flap.,"['Algae', 'Sea Star', 'Barnacle', 'Sea Urchin', 'Polychaete Worm']",8.0,72.1388760944611,82.03559477122599,78.72322776543758,58.950246933823585,,,10
11,A. Farensis,female,pre_puberty,True,Frequent pausing while exploring.,['Jellyfish'],11.0,11.464121143615483,13.758302568640994,11.585709129299534,9.643009921840973,,,11
