,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,100,60.020013317048125,30,A farensis,-7.99163,False,1500.0,a,male,1,129.845459704567,37.01025,"['Coral Fragment', 'Crab (Other Species)', 'Sea Urchin', 'Sea Anemone']",10,False,Waving claws rhythmically.
1,370,66.83517986877887,60,A farensis,,False,462.08304352947425,s,male,2,151.94309886965362,,"['Small Fish', 'Sea Star', 'Coral Fragment', 'Hermit Crab']",11,False,Interacting with small fish nearby.
2,200,85.49047468223385,50,U. olhanensis,,False,388.0652129331659,p, ,3,160.94654681477562,,"['Mussel', 'Sea Anemone', 'Jellyfish']",8,False,Pausing frequently during exploration.
3,80,108.31054664056381,30,A. Farensis,,False,21.09219892239628,a,male,4,124.08813167733922,,"['Hermit Crab', 'Sea Sponge', 'Sea Urchin', 'Barnacle', 'Shrimp']",8,False,Rapid crossing of open sand.
4,190,67.19821133319354,30,A. Farensis,,False,1500.0,s, ,5,143.19726411217493,,"['Jellyfish', 'Sea Star', 'Small Fish', 'Coral Fragment', 'Mussel']",10,False,Climbing barnacle-covered surfaces.
5,140,88.55123873030456,20,A. Farensis,,False,84.87441667508769,p, ,6,139.55195416611144,,"['Hermit Crab', 'Coral Fragment']",8,False,Inspecting discarded crab shell.
6,160,59.984190032661644,20,A. Farensis,,False,145.0578763482103,p,female,7,135.74762838454413,,"['Algae', 'Sea Urchin', 'Snail']",8,False,Hiding under seagrass blades.
7,270,78.3184529066038,40,u. olhanen.,,False,33.50323167587749,a,male,8,126.31801946291644,,['Sea Star'],5,False,Picking algae from rock surface.
8,160,87.33948637154856,50,A farensis,,False,37.034354811935714,p,male,9,154.85134966491736,,"['Shrimp', 'Jellyfish', 'Sea Urchin']",5,False,Territorial display against intruder.
9,150,95.20788273700666,30,A farensis,,True,40.912463086501916,s,female,10,146.4468857336428,,"['Crab (Other Species)', 'Mussel', 'Sea Anemone', 'Sea Sponge']",7,True,Stillness in cold water.
10,260,72.83380066881567,20,u. olhanen.,,False,743.8523544335527,j,male,11,139.81607708483307,,"['Hermit Crab', 'Barnacle']",8,False,Dragging shell fragment backward.
11,390,76.27540151695175,70,u. olhanen.,,True,41.22931362667002,s,female,12,167.99811918048766,,"['Sea Sponge', 'Mussel', 'Sea Anemone']",7,True,Mating behavior with antenna touching.
12,260,84.38370406341717,20,A farensis,,False,99.03682904185581,a,male,13,95.28648742554113,,"['Sea Sponge', 'Coral Fragment']",10,False,Retreating quickly from shadow.
13,180,95.37469287359056,70,U. olhanensis,,True,34.157236005224334,p, ,14,167.84041211794886,,"['Shrimp', 'Small Fish']",8,True,Picking algae from rock surface.
14,160,94.29818709439984,30,A farensis,,False,432.9302089214607,s,nan,15,171.23753299679012,,"['Mussel', 'Sea Urchin']",9,False,Picking detritus from seabed.
15,440,89.61806952123175,50,A farensis,,False,78.358052939094,j,male,16,156.2471620814096,,"['Barnacle', 'Sea Star', 'Polychaete Worm', 'Mussel', 'Hermit Crab']",8,False,Territorial display against intruder.
16,210,57.91231778270459,20,u. olhanen.,,False,1377.5048470546847,s,male,17,138.76072979155046,,"['Mussel', 'Barnacle', 'Algae', 'Small Fish', 'Sea Anemone']",9,False,Pausing frequently during exploration.
17,260,64.30948616845662,20,A. Farensis,,False,263.88641325648973,s,male,18,126.35839622987284,,"['Crab (Other Species)', 'Hermit Crab']",9,False,Social contact with other crabs.
18,240,59.89588379978127,30,A. Farensis,,False,505.33319176487373,j,male,19,166.40111177886862,,"['Sea Anemone', 'Sea Sponge', 'Polychaete Worm', 'Jellyfish']",8,False,Exchanging antenna taps.
19,230,80.18848374945627,80,A. Farensis,,False,524.1159488981875,a,female,20,151.16746817013328,,"['Crab (Other Species)', 'Hermit Crab', 'Jellyfish', 'Barnacle']",10,False,Guarding eggs under abdominal flap.
20,340,65.83739019587182,80,A. Farensis,,False,1500.0,s,male,21,141.73651435133624,,"['Coral Fragment', 'Polychaete Worm', 'Sea Star']",10,False,Moving toward bait.
21,250,82.31874533318131,20,u. olhanen.,,False,849.2056595582708,a,male,22,150.81028989443337,,"['Algae', 'Jellyfish', 'Sea Star']",8,False,Claw waving directed at nearby crab.
22,190,61.74673773987906,20,A farensis,,False,64.99702461952853,s,male,23,150.63087925574823,,['Shrimp'],8,False,Hiding under seagrass blades.
23,420,47.34709918392757,30,A. Farensis,,False,27.68378579482134,a,male,24,143.36484180276295,,"['Crab (Other Species)', 'Snail']",9,False,Resting under shell fragment.
24,150,67.07497726459513,30,A. Farensis,,False,196.40310869380247,s,male or female,25,166.01924812819905,,"['Crab (Other Species)', 'Jellyfish', 'Shrimp']",10,False,Using claws to dig into sediment.
25,160,96.46913368426162,50,A. Farensis,,False,143.07512786045461,a,male,26,150.62287978702824,,"['Mussel', 'Algae', 'Jellyfish', 'Snail']",8,False,Scavenging near tidal pools.
26,300,74.08995348288175,50,u. olhanen.,,False,222.63390572682457,s,male,27,128.8978529932253,,"['Small Fish', 'Jellyfish', 'Crab (Other Species)']",7,False,Picking detritus from seabed.
27,390,92.59796220166484,20,A farensis,,False,575.961942245561,a,female,28,153.96945094752905,,"['Shrimp', 'Snail', 'Mussel']",4,False,Sideways walking along bay edge.
28,120,70.35660199540185,30,A farensis,,False,1246.0233875172112,s,male,29,153.87464897212,,"['Small Fish', 'Shrimp']",5,False,Exploring new territory.
29,120,64.28649986226225,70,u. olhanen.,,True,213.25386499813592,a,male,30,137.10640148167965,,['Barnacle'],7,True,Dragging shell fragment backward.
30,510,81.54867348632978,20,A farensis,,False,1739.6701609753245,s,female,31,139.3666666029594,,"['Small Fish', 'Mussel']",8,False,Retreating into burrow.
31,130,72.48911712969925,20,A farensis,,False,306.01511460771763,p,male or female,32,133.04616054747936,,"['Jellyfish', 'Hermit Crab', 'Small Fish', 'Sea Star', 'Sea Sponge']",12,False,Climbing algae-covered rocks.
32,110,74.61754122286973,30,U. olhanensis,,False,1500.0,s,female,33,123.2682902298116,,"['Hermit Crab', 'Coral Fragment', 'Sea Sponge', 'Crab (Other Species)']",7,False,Interaction with hermit crabs.
33,220,109.48355224241247,40,U. olhanensis,,False,381.2483504035873,s,?,34,144.2114761185192,,"['Coral Fragment', 'Sea Anemone', 'Snail', 'Mussel']",8,False,Pausing frequently during exploration.
34,170,81.72808117797325,50,U. olhanensis,,True,345.9489229581146,a,?,35,141.61273708448937,,"['Barnacle', 'Sea Urchin', 'Shrimp', 'Snail']",9,True,Retreating quickly from shadow.
35,190,64.83767090505089,20,u. olhanen.,,False,400.5946297776311,s,male or female,36,132.70679623863484,,"['Sea Anemone', 'Algae', 'Small Fish', 'Sea Star']",10,False,Slow movement near seagrass patches.
36,170,78.50013860969796,20,A. Farensis,,False,1500.0,s,nan,37,132.13543586725018,,['Mussel'],8,False,Picking detritus from seabed.
37,390,107.0495282489413,20,A. Farensis,,False,64.5900728914627,a,male,38,133.48305053588325,,['Sea Star'],8,False,Claw snapping in competition.
38,280,82.91704890933576,30,u. olhanen.,,False,349.17382834661555,j,female,39,147.01259616500295,,"['Coral Fragment', 'Polychaete Worm', 'Sea Star', 'Mussel']",7,False,Stillness in cold water.
39,150,76.46472222439994,80,A. Farensis,,False,200.75061587342745,p,female,40,125.99411373029841,,"['Mussel', 'Jellyfish', 'Sea Urchin']",10,False,Exchanging antenna taps.
40,500,84.54062025464756,40,A. Farensis,,False,244.45149059637743,s,N/R,41,124.98719297034414,,"['Snail', 'Sea Star']",8,False,Resting under shell fragment.
41,240,96.8533321322233,40,A farensis,,True,69.78040272939839,j,male,42,148.0401572189763,,"['Sea Sponge', 'Coral Fragment']",8,True,Half buried in sand.
42,160,58.71438254630593,60,u. olhanen.,,False,210.03197154762861,s,male,43,119.17274017321449,,"['Algae', 'Crab (Other Species)']",9,False,Moving toward warmer water pockets.
43,250,96.64290901870052,40,A farensis,,False,313.80966058463014,a,female,44,109.54740346316134,,"['Jellyfish', 'Algae']",7,False,Color changes during molting.
44,290,81.75944964934999,40,A farensis,,True,18.358889235405012,p,male,45,141.36143466678715,,"['Mussel', 'Small Fish', 'Coral Fragment']",10,True,Scavenging near tidal pools.
45,310,101.32345170453223,40,A farensis,,False,48.05288042857395,j,male,46,137.64683136218292,,"['Sea Star', 'Sea Sponge', 'Polychaete Worm', 'Sea Urchin', 'Shrimp']",10,False,Searching for food in tidal pools.
46,240,99.88313066489924,70,U. olhanensis,,False,90.41565131928748,s,male,47,135.79228856371188,,"['Sea Urchin', 'Hermit Crab']",10,False,Interacting with small fish nearby.
47,90,87.05902528899242,50,A farensis,,False,1500.0,p,male,48,140.50331327801334,,"['Hermit Crab', 'Shrimp', 'Sea Urchin', 'Crab (Other Species)']",9,False,Escaping from aggressive fish.
48,150,65.36937951762597,20,A. Farensis,,False,48.692916845157214,s,male,49,129.82281155302329,,['Coral Fragment'],5,False,Climbing algae-covered rocks.
