,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,A. Farensis,female,adult,False,Brief social contact with fellow crabs.,"['Jellyfish', 'Mussel', 'Coral Fragment', 'Hermit Crab']",8.0,27.33230715143882,32.12641156509359,30.53252647113116,23.789693901878803,37.02606,-8.01873,0
1,A farensis,female,sub_adult,False,Interaction with nearby hermit crab.,"['Polychaete Worm', 'Snail', 'Small Fish', 'Sea Star']",8.0,27.70115645498239,26.746221167887917,17.890554396593345,22.879077437480635,,,1
2,U. olhanensis,male,adult,,Clambering up submerged tree trunks.,"['Mussel', 'Jellyfish', 'Snail', 'Crab (Other Species)']",4.0,27.0,29.459127378607285,23.683337556359866,589.1782668358524,,,2
3,u. olhanen.,male,adult,,Picking algae carefully off rock faces.,"['Shrimp', 'Sea Sponge']",6.0,25.5,27.31040597784691,19.127871271144986,391.8295623077775,,,3
4,U. olhanensis,male or female,adult,,Concealing self beneath floating matter.,"['Mussel', 'Sea Star', 'Small Fish']",6.0,50.80844071501442,50.49541775462697,40.36528125768862,47.18774177942228,,,4
5,A. Farensis,male,adult,,Reacting to sudden changes in temperature.,['Coral Fragment'],9.0,24.0,23.29150577230287,339.88843932203696,16.680166710091086,,,5
6,A. Farensis,-,pre_puberty,,"Stationary, blending into rocky backdrop.","['Crab (Other Species)', 'Barnacle', 'Hermit Crab']",7.0,35.131592342077376,40.09194382367066,30.3413737455366,36.14306976389111,,,6
7,A farensis,male,sub_adult,,Scuttling swiftly over rocky terrain.,"['Shrimp', 'Sea Sponge', 'Mussel']",11.0,47.5,54.7325921004752,43.246921581763345,1754.4400695533952,,,7
8,A farensis,male,sub_adult,,Rhythmic waving as social cue.,"['Shrimp', 'Coral Fragment', 'Sea Sponge', 'Hermit Crab']",4.0,20.0,-999.0,13.993511161185499,218.7094804735989,,,8
9,A farensis,female,pre_puberty,True,Swiftly dashing across exposed sand.,"['Sea Sponge', 'Shrimp', 'Small Fish', 'Coral Fragment']",4.0,17.259704900242696,12.843295809742267,10.969082796330923,11.07963547258923,,,9
10,Ucides alvorensis,male,sub_adult,True,Emerging slowly after perceived threat.,"['Polychaete Worm', 'Sea Urchin', 'Crab (Other Species)']",8.0,15.0,12.384658544458222,9.239715244609322,115.25040252991836,,,10
11,U. olhanensis,male,sub_adult,,Foraging through tangled seagrass roots.,"['Shrimp', 'Small Fish']",9.0,16.25,13.270659831642815,88.54010416848215,11.842840480875628,,,11
12,u. olhanen.,male,adult,,Scaling steep rock faces near shore.,['Snail'],7.0,34.5,34.46752351738408,25.86996978669373,788.2407738285159,,,12
13,A farensis, ,pre_puberty,,Mating ritual involving antennae brushing.,"['Snail', 'Sea Star', 'Sea Sponge']",7.0,12.0,12.560732084835909,46.93406413602361,10.006261884777823,,,13
14,A. Farensis,female,pre_puberty,True,Consuming algae scraped from barnacles.,"['Jellyfish', 'Snail', 'Algae', 'Sea Sponge', 'Shrimp']",9.0,10.331693619970974,10.975823893019417,7.082562240159936,8.729411979696641,,,14
15,A. Farensis,male,adult,,Engaging in antennae-to-antennae contact.,['Mussel'],13.0,48.0,45.58710849229378,36.8972010777256,1601.5345898876524,,,15
16,U. olhanensis,male,sub_adult,,Reacting to sudden changes in temperature.,"['Sea Sponge', 'Shrimp']",7.0,33.75,37.87625657040494,30.46286368200797,849.3766429705998,,,16
17,A farensis,male,adult,,Displaying territorial behavior against intruder.,"['Mussel', 'Jellyfish', 'Barnacle', 'Hermit Crab']",12.0,7.5,7.59642315111201,41.01787986494006,6.439422452358809,,,17
18,U. olhanensis,male,adult,,Performing dominance display by body lifting.,"['Barnacle', 'Sea Sponge', 'Shrimp', 'Hermit Crab']",10.0,7.5,7.8401428503172275,35.836066346103856,6.840276314515465,,,18
