,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
0,U. olhanensis,male,p,True,Escaping from pursuing predator silhouette.,"['Mussel', 'Small Fish']",3.0,1.1590909090909092,1.1345579478398815,1.4054495313490407,1.258630739925516,2.8181818181818183,2021-04-21,37.1,-8.62,0
1,A. Farensis,male,p,,Peering out cautiously from cover.,['Sea Sponge'],7.0,3.9545454545454546,3.0806913723981357,4.490230756402827,4.163899053609042,2.909090909090909,2021-04-21,,,1
2,A farensis,male,j,,Engaging in antennae-to-antennae contact.,"['Sea Anemone', 'Snail', 'Mussel']",5.0,1.5454545454545454,1.956795233374696,2.9099051387300823,1.5918752516472758,2.909090909090909,2021-04-21,,,2
3,u. olhanen.,male,s,,Side-stepping along sandy coastal floor.,"['Sea Sponge', 'Polychaete Worm', 'Small Fish']",5.0,3.977272727272727,3.5001192225502176,4.614103898577872,4.050430503356113,2.727272727272727,2021-04-21,,,3
4,A. Farensis,male,p,,Traversing algae-slick rock surfaces.,"['Algae', 'Barnacle', 'Small Fish', 'Hermit Crab', 'Mussel']",5.0,1.2954545454545454,1.4758771468261378,1.7736259623752824,1.40260265581104,2.6363636363636362,2021-04-21,,,4
5,U. olhanensis,nan,p,,Defensive claw movement in water.,"['Sea Anemone', 'Polychaete Worm', 'Jellyfish']",7.0,1.0909090909090908,0.9727330048174909,1.4261400332521603,1.1903614592985392,2.8181818181818183,2021-04-21,,,5
6,U. olhanensis,male,a,,Claw snapping in diver confrontation.,['Algae'],5.0,5.045454545454546,4.916204480537977,7.100130886178198,5.4817751588398815,2.8181818181818183,2021-04-21,,,6
7,A farensis,male,a,,Searching tidal pools for nutrients.,['Polychaete Worm'],9.0,7.090909090909091,7.552405176064649,11.178773231510094,7.328649422583546,2.8181818181818183,2021-04-21,,,7
8,U. olhanensis,female,s,False,Scavenging at the edge of tidal pools.,"['Sea Star', 'Sea Anemone']",5.0,1.2675262726851402,1.1002775457282579,1.476007334412703,1.3256510082274882,2.909090909090909,2021-04-21,,,8
9,A. Farensis,female,a,False,Vibrating antennae in flowing current.,"['Shrimp', 'Algae', 'Mussel', 'Coral Fragment', 'Jellyfish']",7.0,1.9147297714419402,1.891919242245398,2.4261442984695605,2.0970872942652985,2.8181818181818183,2021-04-21,,,9
10,A farensis,female,a,False,Color change during molting stress.,['Sea Sponge'],7.0,2.490581264727837,2.765834187417677,3.4229636875193723,2.582903160895312,2.8181818181818183,2021-04-21,,,10
11,u. olhanen.,female,s,False,Displaying territorial behavior against intruder.,"['Barnacle', 'Polychaete Worm', 'Sea Urchin', 'Jellyfish', 'Shrimp']",4.0,1.7255509036067245,1.6297218309364554,1.9949969007321586,1.7267606947915703,2.8181818181818183,2021-04-21,,,11
12,A farensis,male,p,,Resisting aggressive fish encounter.,"['Sea Star', 'Coral Fragment']",6.0,0.75,0.6640945595104426,0.9330756854718749,0.7699715039839553,2.727272727272727,2021-04-21,,,12
13,u. olhanen.,male,a,,Collecting biofilm from sunken wood.,"['Barnacle', 'Sea Anemone']",7.0,4.2272727272727275,4.583301585253847,6.485697466027782,4.2839136684935175,2.8181818181818183,2021-04-21,,,13
14,A farensis,male,a,,Collecting biofilm from sunken wood.,"['Hermit Crab', 'Small Fish']",4.0,0.6818181818181818,0.7248861453382367,1.0508322701759838,0.6997566758034467,2.727272727272727,2021-04-21,,,14
15,A. Farensis,male,p,,Collecting biofilm from sunken wood.,['Algae'],8.0,1.8409090909090908,2.066781053527905,2.9057689121187997,2.003838410585681,2.909090909090909,2021-04-21,,,15
16,u. olhanen.,male,s,,Approaching small fish with curiosity.,['Jellyfish'],8.0,3.977272727272727,3.2015718814081002,4.579084868185986,4.1448423916442145,3.0,2021-04-21,,,16
17,A. Farensis,male,a,,Scaling steep rock faces near shore.,"['Small Fish', 'Algae', 'Polychaete Worm', 'Mussel']",5.0,3.272727272727273,3.3652351505139744,4.900950736787885,3.5787069523671557,2.727272727272727,2021-04-21,,,17
18,U. olhanensis,male,a,,Resting in shaded crevice along cliff.,"['Small Fish', 'Jellyfish', 'Polychaete Worm']",10.0,0.9545454545454546,0.9517954592567462,1.231992533510654,1.0055336095889604,2.909090909090909,2021-04-21,,,18
19,Ucides alvorensis, ,p,,Guarding eggs beneath body flap.,['Coral Fragment'],7.0,2.4545454545454546,2.966919384547617,3.957246992568041,2.655720064513004,2.8181818181818183,2021-04-21,,,19
20,A. Farensis,female,a,True,Searching tidal pools for nutrients.,"['Jellyfish', 'Snail', 'Sea Sponge']",8.0,2.5718457595877755,2.8690678478852902,3.9179847040064373,2.6537663941008356,2.6363636363636362,2021-04-21,,,20
21,U. olhanensis,male,a,,Concealing self beneath floating matter.,"['Sea Anemone', 'Jellyfish']",2.0,2.0454545454545454,1.8506466196224194,2.514347949790873,2.1158679223764243,2.909090909090909,2021-04-21,,,21
22,u. olhanen.,female,s,False,Slowly navigating around seagrass beds.,"['Polychaete Worm', 'Coral Fragment', 'Barnacle', 'Sea Anemone', 'Mussel']",3.0,1.495557796660629,1.579515948913739,2.1104549285161314,1.6096356844134527,2.5454545454545454,2021-04-21,,,22
23,A farensis,male,j,,Slowly navigating around seagrass beds.,"['Sea Star', 'Snail', 'Sea Anemone']",6.0,0.9545454545454546,0.7651133255424295,1.0436560184849037,0.9609297380578135,2.6363636363636362,2021-04-21,,,23
24,u. olhanen.,male or female,s,,Rhythmic waving as social cue.,"['Sea Urchin', 'Jellyfish', 'Hermit Crab']",5.0,4.7727272727272725,5.37592712558039,7.960282680299749,4.833400721314086,2.727272727272727,2021-04-21,,,24
25,U. olhanensis,female,s,False,Sifting through sediment for scraps.,"['Small Fish', 'Sea Anemone']",5.0,2.7432898856264303,2.3385914779510735,3.060676081387307,2.8957994123034756,2.8181818181818183,2021-04-21,,,25
26,A farensis,male,a,,Guarding hole in substrate from intruders.,"['Hermit Crab', 'Mussel', 'Crab (Other Species)', 'Small Fish', 'Sea Star']",7.0,8.181818181818182,7.970834236095075,10.06494960310086,8.307807442983107,2.8181818181818183,2021-04-21,,,26
27,U. olhanensis,female,a,True,Progressing cautiously through new area.,"['Algae', 'Barnacle', 'Sea Urchin', 'Snail', 'Mussel']",5.0,2.9155294524926547,2.9995237548022318,3.797972810275566,3.0052666749632895,2.8181818181818183,2021-04-21,,,27
28,u. olhanen.,male,s,,Hiding beneath overhanging rock.,['Snail'],5.0,3.1818181818181817,3.2727280570389863,4.897334962832288,3.208552514951046,2.8181818181818183,2021-04-21,,,28
29,A. Farensis,male,s,,Claw snapping in diver confrontation.,['Sea Urchin'],12.0,3.522727272727273,3.1390621550250817,4.298008775604733,3.563282696708739,2.909090909090909,2021-04-21,,,29
30,A. Farensis,female,a,False,Performing dominance display by body lifting.,"['Snail', 'Jellyfish']",5.0,1.195448508916234,1.2131413371937798,1.541455356336549,-999.0,2.8181818181818183,2021-04-21,,,30
31,U. olhanensis,female,a,False,Resting in shaded crevice along cliff.,"['Sea Star', 'Sea Anemone', 'Barnacle']",9.0,1.5232960522152483,1.7415135007572602,2.2052799105038923,1.5560031204445643,2.8181818181818183,2021-04-21,,,31
32,A farensis,female,j,False,Group migration across shallow seabed.,"['Hermit Crab', 'Sea Anemone', 'Sea Sponge', 'Coral Fragment']",4.0,1.2131729670983915,1.051022890478231,1.5138538219306987,1.2495165821923806,2.727272727272727,2021-04-21,,,32
33,u. olhanen.,female,a,False,Picking algae carefully off rock faces.,['Coral Fragment'],9.0,1.6596421963884196,1.6696299813325155,2.035061603777337,1.8112784452469943,2.909090909090909,2021-04-21,,,33
