,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,U. olhanensis,male,adult,True,Mating ritual involving antennae brushing.,"['Small Fish', 'Hermit Crab', 'Crab (Other Species)', 'Shrimp']",7.0,58.5,52.75298803800908,44.589095394488254,2051.80852510237,37.02606,-8.01873,0
1,U. olhanensis,male,pre_puberty,,Gradual movement in cold conditions.,"['Sea Anemone', 'Hermit Crab']",10.0,35.25,42.6424069379404,29.944447807299717,1448.891056943648,,,1
2,A. Farensis,female,adult,True,Mating ritual involving antennae brushing.,['Sea Star'],12.0,47.05286822750372,53.344394270616725,41.34200921565435,39.649447932597184,,,2
3,Ucides alvorensis,female,pre_puberty,True,Filtering detritus from shallow bottom.,"['Mussel', 'Polychaete Worm']",10.0,13.460610673324304,16.618513491674044,11.076570679677163,12.242985777111066,,,3
4,Ucides alvorensis, ,sub_adult,,Lying still to avoid detection.,"['Jellyfish', 'Mussel', 'Algae']",9.0,32.30118304250543,34.37718487037376,28.136822177252764,35.93571509758648,,,4
5,A farensis,male,pre_puberty,,Swimming briefly to avoid disturbance.,"['Jellyfish', 'Snail', 'Mussel', 'Sea Anemone']",7.0,36.75,33.99415270175799,28.4816383277682,632.2003279834622,,,5
6,u. olhanen.,male,adult,,Lying still to avoid detection.,"['Polychaete Worm', 'Algae', 'Coral Fragment', 'Crab (Other Species)']",10.0,49.5,46.3271634439686,32.694641138641316,1459.4024468736495,,,6
7,A farensis,male,sub_adult,,"Stationary, blending into rocky backdrop.","['Sea Star', 'Crab (Other Species)', 'Sea Sponge']",6.0,45.0,39.298976033388634,32.58285341985723,1135.7969274995087,,,7
8,A. Farensis,male,pre_puberty,,Peering out cautiously from cover.,"['Barnacle', 'Hermit Crab', 'Small Fish', 'Sea Star', 'Snail']",6.0,17.25,21.09549329455189,18.721730306778078,269.847126683946,,,8
9,U. olhanensis,male,adult,,Consuming algae scraped from barnacles.,['Small Fish'],6.0,28.5,29.044433725761973,24.93185075157178,473.60287276130555,,,9
10,u. olhanen.,male,adult,True,Vibrating antennae in flowing current.,['Jellyfish'],8.0,40.5,40.35891413332334,33.38395158761118,1131.5977792334133,,,10
11,A farensis,female,adult,False,Darting away in response to sudden shadow.,['Small Fish'],10.0,52.71760612297607,58.91245408979328,43.20061039989991,45.46457799965657,,,11
12,U. olhanensis,female,pre_puberty,False,Reacting to sudden changes in temperature.,"['Sea Star', 'Mussel']",5.0,21.441994933208296,23.19669357062388,21.150767319887073,18.837916331821646,,,12
13,A farensis,male,sub_adult,,Creeping under the cover of seagrass.,"['Sea Star', 'Algae']",10.0,45.0,46.77721058517515,35.39677709454291,1496.9548574209798,,,13
14,A. Farensis,female,sub_adult,True,Engaging in struggle with seaweed entanglement.,"['Mussel', 'Snail', 'Sea Star', 'Small Fish', 'Polychaete Worm']",9.0,35.349446293361105,36.70601691467563,31.86769940317656,26.621487690597075,,,14
15,U. olhanensis,male,sub_adult,,Claw snapping in aggressive encounter.,"['Small Fish', 'Algae', 'Crab (Other Species)', 'Sea Anemone', 'Hermit Crab']",13.0,31.25,32.55266573645179,591.8063107985432,23.36730733616072,,,15
16,U. olhanensis,female,pre_puberty,True,Nibbling detritus off seabed patches.,"['Snail', 'Algae', 'Hermit Crab']",5.0,20.737455556490772,20.10577992921692,19.755688219785725,15.327160626334146,,,16
17,A farensis,female,adult,True,Foraging through tangled seagrass roots.,"['Sea Sponge', 'Sea Star', 'Small Fish', 'Coral Fragment']",9.0,20.85010880185013,24.79745811234699,16.03612701021636,21.196277168112417,,,17
18,u. olhanen.,female,adult,False,Engaging in struggle with seaweed entanglement.,"['Sea Anemone', 'Sea Star', 'Sea Urchin']",7.0,71.44541140329373,81.21333190255778,61.91265498301047,70.1944461717893,,,18
19,A farensis,female,adult,True,Group migration across shallow seabed.,"['Small Fish', 'Snail', 'Sea Star']",7.0,47.34909954877078,47.18862842222622,41.81818732166,38.13424151504699,,,19
20,A. Farensis,male,adult,True,Claw snapping in diver confrontation.,"['Sea Anemone', 'Small Fish', 'Crab (Other Species)', 'Coral Fragment', 'Shrimp']",7.0,22.5,21.15890917168873,17.524624557499166,328.8901741169038,,,20
21,A. Farensis,male,adult,,Grazing on mollusks among debris.,"['Coral Fragment', 'Polychaete Worm', 'Snail']",10.0,45.0,49.25166203782426,1465.3143209622058,43.76605123368386,,,21
22,U. olhanensis,female,adult,True,Claw shaking post-contact gesture.,['Sea Urchin'],6.0,35.11122860116833,35.042994164221085,33.85745619014929,28.1054161273419,,,22
23,u. olhanen.,female,juvenile,False,Scavenging at the edge of tidal pools.,"['Jellyfish', 'Sea Anemone', 'Sea Sponge']",11.0,5.071134626503136,3.4608366251230818,2.9452946366714983,2.644772835808931,,,23
24,u. olhanen.,female,adult,True,Harvesting food beneath floating debris.,"['Jellyfish', 'Barnacle']",10.0,63.32253912249485,55.8054973956596,45.10743473437042,48.44086855715145,,,24
25,u. olhanen.,male,sub_adult,,Group migration across shallow seabed.,"['Sea Anemone', 'Polychaete Worm']",6.0,31.25,32.00342076527578,764.8303280795894,25.489143960626,,,25
26,A farensis,male,sub_adult,,Color change during molting stress.,"['Coral Fragment', 'Sea Anemone']",5.0,21.25,18.38380882521415,189.58561751955196,14.687226540465328,,,26
27,U. olhanensis,male,pre_puberty,,Grazing on mollusks among debris.,"['Small Fish', 'Sea Sponge']",7.0,13.5,16.571056357385757,14.734292313451045,209.69563693470457,,,27
28,U. olhanensis,male,sub_adult,,Scuttling swiftly over rocky terrain.,"['Small Fish', 'Coral Fragment', 'Mussel', 'Snail', 'Polychaete Worm']",10.0,15.0,14.522393504006626,11.507928367634543,155.07417761705852,,,28
29,U. olhanensis,male,pre_puberty,,Grazing on mollusks among debris.,"['Shrimp', 'Crab (Other Species)', 'Algae', 'Polychaete Worm', 'Sea Urchin']",9.0,23.25,27.65280563712776,23.264184380744396,450.55384056920906,,,29
30,u. olhanen.,female,juvenile,False,Engaging in antennae-to-antennae contact.,['Hermit Crab'],6.0,15.199518346928505,15.25661479897458,10.706706013374797,13.460639300430316,,,30
31,u. olhanen.,female,sub_adult,True,Scavenging at the edge of tidal pools.,['Sea Sponge'],11.0,19.956977628620486,18.096483584981318,16.890256341534162,12.958200812188327,,,31
32,A farensis,male,adult,,Nibbling detritus off seabed patches.,"['Barnacle', 'Coral Fragment', 'Mussel', 'Small Fish']",6.0,18.0,17.49140043423209,14.827434538297238,189.8432896643232,,,32
33,Ucides alvorensis,female,pre_puberty,False,Harvesting food beneath floating debris.,"['Sea Star', 'Small Fish']",9.0,15.79948176149747,15.962098662644978,13.56968549673345,12.955458224827735,,,33
34,U. olhanensis,male,sub_adult,,Swiftly dashing across exposed sand.,"['Small Fish', 'Shrimp', 'Sea Anemone', 'Sea Sponge', 'Sea Star']",7.0,53.75,47.40777774120389,41.602676194627634,1296.0508710960694,,,34
35,A. Farensis,nan,adult,,Resting in shaded crevice along cliff.,"['Mussel', 'Snail', 'Crab (Other Species)', 'Sea Urchin', 'Polychaete Worm']",5.0,42.80400861282608,46.992195508203736,42.27551471643126,45.67948468659045,,,35
36,u. olhanen.,female,adult,True,Swiftly dashing across exposed sand.,"['Jellyfish', 'Algae', 'Sea Sponge', 'Polychaete Worm']",7.0,17.47793214289847,19.60283885635184,19.403896952903278,14.77075257817133,,,36
37,u. olhanen.,male,pre_puberty,,Swimming briefly to avoid disturbance.,"['Mussel', 'Coral Fragment', 'Hermit Crab', 'Sea Star', 'Crab (Other Species)']",8.0,13.5,16.515815822907086,147.4964550255147,12.086622807110558,,,37
38,A. Farensis,female,adult,False,Collecting biofilm from sunken wood.,"['Small Fish', 'Polychaete Worm', 'Algae', 'Snail', 'Crab (Other Species)']",7.0,43.654812958777036,42.48479908990553,40.23097327805357,37.83218469665255,,,38
39,U. olhanensis,female,adult,True,Claw snapping in diver confrontation.,"['Jellyfish', 'Hermit Crab', 'Barnacle', 'Sea Star', 'Snail']",6.0,25.221982163765304,26.05938774943039,16.861573753502462,18.49929712415798,,,39
40,U. olhanensis,male,adult,True,Filtering detritus from shallow bottom.,"['Crab (Other Species)', 'Snail', 'Barnacle']",8.0,58.5,58.71712817758676,2678.804039181384,43.85594911484891,,,40
41,u. olhanen.,female,adult,True,Swimming briefly to avoid disturbance.,"['Shrimp', 'Snail']",6.0,21.86497275075723,22.98644102180347,19.191049346323283,18.479330216193393,,,41
42,U. olhanensis,female,adult,False,Picking algae carefully off rock faces.,"['Barnacle', 'Algae', 'Sea Sponge']",6.0,58.455453136855986,63.28573388970022,44.57150458227997,54.737142585227566,,,42
43,Ucides alvorensis,female,sub_adult,False,Progressing cautiously through new area.,"['Sea Urchin', 'Sea Sponge', 'Coral Fragment', 'Snail']",8.0,32.40080595993257,33.59235686977893,21.144089653863073,25.860027043873814,,,43
44,A. Farensis,female,adult,True,Guarding eggs beneath body flap.,"['Polychaete Worm', 'Barnacle', 'Mussel', 'Algae', 'Small Fish']",3.0,43.3664133432953,46.54454833967377,38.19274366107856,37.11770460538962,,,44
45,u. olhanen.,male,juvenile,,Mating ritual involving antennae brushing.,"['Mussel', 'Small Fish']",4.0,8.0,8.389169603104909,36.62857837198967,6.390889632040619,,,45
46,A. Farensis,male,sub_adult,,Frequent pausing while exploring.,"['Shrimp', 'Hermit Crab', 'Jellyfish']",8.0,46.25,55.158355393034114,43.52303399355078,2394.086539452109,,,46
47,u. olhanen.,male,sub_adult,,Scuttling swiftly over rocky terrain.,"['Barnacle', 'Algae', 'Sea Anemone', 'Crab (Other Species)']",8.0,18.75,19.72131297986811,298.77118082508304,16.937842263286793,,,47
48,U. olhanensis,male,sub_adult,,Interaction with nearby hermit crab.,"['Coral Fragment', 'Mussel', 'Sea Urchin']",9.0,31.25,37.24199094628133,28.335575596803167,884.9817884846599,,,48
49,A. Farensis,female,sub_adult,False,Picking algae carefully off rock faces.,"['Shrimp', 'Sea Anemone', 'Sea Sponge', 'Hermit Crab']",8.0,46.850001359272554,45.08647288236611,33.462564828706014,39.494489036941474,,,49
50,u. olhanen.,female,pre_puberty,False,Waving claw in signal to another crab.,['Shrimp'],5.0,17.42882490226281,19.946774116499206,12.286706543494875,17.47111777547451,,,50
51,A. Farensis,male,adult,,Foraging through tangled seagrass roots.,"['Hermit Crab', 'Sea Anemone']",4.0,43.5,44.4736894697647,37.84186289472862,1026.7679075939734,,,51
52,A farensis,female,pre_puberty,False,Guarding hole in substrate from intruders.,"['Crab (Other Species)', 'Polychaete Worm', 'Small Fish', 'Snail']",6.0,30.311587314947182,21.829060288635564,17.283855901940765,16.376063935412336,,,52
53,u. olhanen.,female,sub_adult,False,Protecting territory in confined space.,['Sea Urchin'],9.0,39.66185247473241,42.13450070057684,39.217835812439596,29.71546075584352,,,53
54,A. Farensis,nan,pre_puberty,,Reacting to sudden changes in temperature.,"['Shrimp', 'Jellyfish']",9.0,12.75,15.49402714310277,79.98624222852833,13.116050239879536,,,54
55,U. olhanensis,female,juvenile,True,Hiding beneath overhanging rock.,"['Algae', 'Sea Anemone', 'Barnacle', 'Jellyfish']",11.0,18.443583161821092,21.65901922579821,19.045917147733636,16.94948075698527,,,55
56,A farensis,male,adult,,Escaping from pursuing predator silhouette.,"['Shrimp', 'Coral Fragment', 'Jellyfish', 'Sea Anemone', 'Mussel']",10.0,55.5,58.80134390541037,50.30814264117951,1817.1076264407775,,,56
57,Ucides alvorensis,male,adult,,Entering burrow after disturbance.,"['Sea Anemone', 'Snail', 'Mussel']",10.0,12.0,11.284224287254082,77.10810103918446,8.125892942897506,,,57
58,u. olhanen.,female,adult,True,Claw shaking post-contact gesture.,"['Sea Sponge', 'Sea Anemone']",6.0,18.664956358575203,18.564395512798438,15.424541751746565,13.360823772177602,,,58
59,A farensis,female,sub_adult,False,Scaling steep rock faces near shore.,['Crab (Other Species)'],12.0,31.428784866659264,31.94862138782171,27.996301193933345,23.511644793572827,,,59
60,Ucides alvorensis,male,adult,True,Swiftly dashing across exposed sand.,"['Sea Anemone', 'Sea Sponge', 'Snail']",6.0,52.5,53.228755872898056,1958.8403071979449,39.11229861189839,,,60
61,A farensis,female,adult,True,Consuming algae scraped from barnacles.,"['Jellyfish', 'Sea Urchin']",8.0,45.14808386731047,46.483209014501284,34.0897775887982,39.65411214267563,,,61
62,u. olhanen.,female,adult,False,Group migration across shallow seabed.,"['Sea Urchin', 'Polychaete Worm', 'Sea Anemone', 'Crab (Other Species)', 'Barnacle']",8.0,25.495337794220063,30.59476799598586,20.365736782251023,27.20259044627324,,,62
63,A farensis,male,sub_adult,,Inspecting remains of another crab.,['Shrimp'],5.0,38.75,40.706997094895435,32.87158569585904,930.6351723956545,,,63
64,U. olhanensis,male,adult,,Foraging through tangled seagrass roots.,['Polychaete Worm'],6.0,63.0,67.07062732980756,50.21436012498001,2450.6295924760384,,,64
65,A farensis,male,adult,,Consuming algae scraped from barnacles.,['Snail'],7.0,93.0,88.8060171986737,72.43960662152669,5370.635514901109,,,65
66,u. olhanen.,male,pre_puberty,,Waving claw in signal to another crab.,"['Shrimp', 'Snail', 'Sea Star', 'Barnacle']",11.0,37.5,34.19555106297774,29.92427793746432,697.0776262276909,,,66
