,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,34,4.161950103435684,8,A farensis,-7.99163,False,2.563868334821178,sub_adult,male,1,4.525942619158006,37.01025,"['Polychaete Worm', 'Barnacle', 'Sea Star', 'Jellyfish']",8,Picking detritus from seabed.
1,57,3.1605355351864315,4,A. Farensis,,False,17.956120233166583,pre_puberty,?,2,5.253531534231995,,"['Sea Anemone', 'Small Fish', 'Coral Fragment', 'Mussel', 'Algae']",10,Moving toward bait.
2,24,6.957408110041984,5,A farensis,,False,0.4833968808508907,sub_adult,male,3,6.948721714884713,,"['Sea Urchin', 'Sea Anemone', 'Snail', 'Hermit Crab']",7,Climbing vertical rock face.
3,37,2.9087662937831498,6,A farensis,,False,8.51062459520074,sub_adult,male,4,8.472515472273356,,"['Sea Anemone', 'Barnacle', 'Small Fish', 'Mussel', 'Sea Urchin']",9,Struggling with entangled seaweed.
4,20,3.8627318335673513,8,A. Farensis,,False,0.49419144603417764,pre_puberty,?,5,5.736208617699181,,"['Jellyfish', 'Sea Urchin', 'Shrimp', 'Barnacle', 'Coral Fragment']",6,Shaking claws after contact.
5,12,-0.12483824777425179,5,A farensis,,False,1.9277277431717814,adult,female,6,6.4321286981699854,,"['Sea Star', 'Sea Sponge']",6,Feeding on small mollusks.
6,28,3.615639536385851,5,u. olhanen.,,False,4.286539907028992,sub_adult,male or female,7,9.880272887095913,,['Shrimp'],7,Picking detritus from seabed.
7,21,3.566840969449245,9,A. Farensis,,False,2.7440422112382525,juvenile,male,8,7.307254357999464,,"['Barnacle', 'Polychaete Worm']",11,Feeding on small crustaceans.
8,26,0.005537753980047633,2,U. olhanensis,,False,2.6041192369741357,adult, ,9,6.590324305183046,,"['Sea Star', 'Small Fish', 'Jellyfish', 'Snail']",13,Vibrating antennae in water currents.
9,9,4.140610397741774,2,A farensis,,False,1.6098879574273972,sub_adult,male,10,8.495405162302426,,"['Snail', 'Sea Anemone']",7,Swimming short distance to escape.
10,46,3.807442890343042,4,A farensis,,False,2.4566263116850724,adult,female,11,5.941470662158116,,"['Sea Sponge', 'Barnacle', 'Coral Fragment', 'Sea Anemone', 'Sea Urchin']",11,Defensive posture when approached.
11,28,6.682727055126545,6,A farensis,,False,2.6829225967492203,sub_adult,male,12,5.869606378119045,,"['Barnacle', 'Snail', 'Crab (Other Species)']",5,Searching for food in tidal pools.
12,11,0.3138756894944579,5,U. olhanensis,,False,3.3824728709392504,pre_puberty,male,13,7.931569802016852,,"['Barnacle', 'Polychaete Worm', 'Crab (Other Species)']",10,Waving claws rhythmically.
13,22,6.619506915742463,6,U. olhanensis,,True,0.7356028224042611,adult,male,14,6.265299520382478,,"['Barnacle', 'Algae', 'Coral Fragment', 'Mussel', 'Sea Sponge']",3,Resting under shell fragment.
14,40,5.9136429257298655,4,A farensis,,True,7.352616986175068,sub_adult,male,15,8.862969301276788,,"['Polychaete Worm', 'Crab (Other Species)', 'Coral Fragment', 'Sea Star']",10,Guarding a small hole in sediment.
15,42,2.4322971835342084,2,A. Farensis,,False,178.03721407574838,sub_adult,male,16,6.905771200565608,,"['Small Fish', 'Jellyfish']",8,Moving toward bait.
16,24,5.41485379025084,2,A farensis,,False,6.064686670434467,adult,male or female,17,7.450805506059538,,['Sea Anemone'],10,Using claws to dig into sediment.
17,27,1.9904880792653334,3,U. olhanensis,,True,16.605943829876438,pre_puberty,male,18,8.27085182318315,,"['Shrimp', 'Coral Fragment']",10,Shaking claws after contact.
18,36,5.6758007306461415,2,A. Farensis,,False,4.728781796237046,pre_puberty,female,19,5.057136493183212,,"['Sea Anemone', 'Jellyfish', 'Small Fish']",6,Dragging shell fragment backward.
19,30,6.808573968320228,4,A. Farensis,,False,27.866114854465014,sub_adult,male,20,8.008526220293849,,"['Small Fish', 'Sea Urchin']",7,Feeding on small mollusks.
20,18,1.318479050279123,8,A. Farensis,,False,1.2237120445812473,sub_adult,male,21,7.953741531913181,,"['Sea Star', 'Barnacle', 'Small Fish', 'Hermit Crab']",5,Defensive posture when approached.
