,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,U. olhanensis,female,a,False,Rapid clawing during feeding bouts.,['Hermit Crab'],10.0,5.747206899474912,6.485955838595536,4.50992287096604,5.266433567339157,37.1,-8.62,0
1,A. Farensis,male,a,,Frequent pausing while exploring.,['Sea Urchin'],3.0,5.318181818181818,5.65260922290354,62.27051651597315,4.0025520686836105,,,1
2,A. Farensis,male,a,,Progressing cautiously through new area.,"['Jellyfish', 'Shrimp']",4.0,1.6363636363636365,1.7076087465596042,8.350385094615701,1.2266747093354513,,,2
3,A farensis,female,j,False,Gradual movement in cold conditions.,"['Sea Anemone', 'Sea Sponge', 'Hermit Crab', 'Polychaete Worm']",5.0,0.5876248924602312,0.3981129549164005,0.30079965907358375,0.3379336608277648,,,3
4,A. Farensis,nan,p,,Clambering up submerged tree trunks.,"['Small Fish', 'Sea Sponge', 'Sea Urchin', 'Sea Star']",8.0,1.9090909090909092,1.6143341068243386,3.933479384398922,1.222638427643468,,,4
5,A. Farensis,N/R,p,,Taking cover beneath seagrass leaves.,"['Mussel', 'Snail', 'Sea Star', 'Jellyfish']",6.0,1.7045454545454546,1.4996891543992787,2.673151786480829,1.1533040687605345,,,5
6,U. olhanensis,female,a,False,Brief social contact with fellow crabs.,"['Polychaete Worm', 'Sea Urchin', 'Crab (Other Species)', 'Barnacle', 'Small Fish']",8.0,1.9863207461673995,2.3126112695159082,1.8434258666192582,1.9854669889378294,,,6
7,U. olhanensis,male,s,,Guarding hole in substrate from intruders.,"['Small Fish', 'Algae', 'Snail', 'Coral Fragment', 'Polychaete Worm']",12.0,2.6136363636363638,2.6046400393989364,17.74416444134646,1.8272587467455168,,,7
8,A. Farensis,female,a,True,Claw shaking post-contact gesture.,"['Algae', 'Sea Sponge', 'Sea Urchin']",6.0,2.3543354987614262,2.603839290507773,1.7020612531216777,2.215543336268236,,,8
9,u. olhanen.,female,p,False,Entering burrow after disturbance.,"['Sea Urchin', 'Barnacle']",6.0,1.9245925211954251,2.0093084474437037,1.335016193924282,1.787050979389335,,,9
