,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,U. olhanensis,female,s,False,Traversing algae-slick rock surfaces.,"['Snail', 'Sea Sponge', 'Hermit Crab']",7.0,1.3102859876744706,1.0695249690091817,0.8022073876849791,0.8851187396797616,37.1,-8.62,0
1,A. Farensis,male,a,,Picking algae carefully off rock faces.,"['Shrimp', 'Barnacle']",4.0,3.1363636363636362,3.0396044217337703,2.5572656324916223,-999.0,,,1
2,U. olhanensis,male,a,,Mating ritual involving antennae brushing.,"['Crab (Other Species)', 'Snail', 'Coral Fragment', 'Polychaete Worm', 'Algae']",4.0,5.045454545454546,5.123504142557037,55.920996169484035,3.979845640091087,,,2
3,u. olhanen.,male,s,,Feeding on decaying matter among rocks.,"['Sea Urchin', 'Coral Fragment']",5.0,3.2954545454545454,3.6051313986395455,28.48416588083014,2.71989639905204,,,3
4,A farensis,male,s,,Sifting through sediment for scraps.,['Shrimp'],5.0,3.8636363636363638,3.361758161899134,2.679546447524483,31.739262035933265,,,4
5,A farensis,female,j,False,Interaction with nearby hermit crab.,['Polychaete Worm'],9.0,0.9641445519190374,1.016088305704057,0.6659422091455796,0.8222566142064984,,,5
6,u. olhanen.,male,p,,Concealing self beneath floating matter.,"['Shrimp', 'Sea Anemone', 'Crab (Other Species)']",9.0,0.3409090909090909,0.3768214270235229,0.3309901079468653,0.7874881600934409,,,6
7,A. Farensis,male,a,,Filtering detritus from shallow bottom.,['Crab (Other Species)'],12.0,3.409090909090909,3.232563875888073,24.024547644645555,2.3361445866613724,,,7
8,U. olhanensis,male,p,,Adopting threatening stance when approached.,"['Shrimp', 'Sea Anemone', 'Mussel']",7.0,0.9545454545454546,0.7047031318148216,0.552984300803452,2.0134699492791186,,,8
9,Ucides alvorensis,male,p,,Foraging through tangled seagrass roots.,"['Sea Sponge', 'Polychaete Worm', 'Barnacle', 'Sea Star', 'Algae']",2.0,1.7045454545454546,2.169127096175405,1.7339475821532053,15.46955794265174,,,9
10,A. Farensis,male,a,True,Grazing on mollusks among debris.,"['Sea Urchin', 'Sea Star', 'Sea Anemone', 'Snail']",4.0,2.3181818181818183,2.4107526430214192,1.782363982196084,18.447892152838584,,,10
11,A farensis,female,j,False,Camouflaging with nearby mud.,"['Sea Urchin', 'Sea Anemone', 'Small Fish', 'Hermit Crab']",8.0,1.3311578839709126,1.6716068418620014,1.2820844309137363,1.4774346535837317,,,11
12,u. olhanen.,male,s,,Claw shaking post-contact gesture.,"['Coral Fragment', 'Algae', 'Sea Urchin']",8.0,1.9318181818181819,2.082978568452943,1.8494015961445756,13.479303975630074,,,12
13,A farensis,male,p,,Brief social contact with fellow crabs.,"['Sea Urchin', 'Snail']",6.0,2.727272727272727,2.4182007792841853,1.9852747810323477,15.134390807022505,,,13
14,u. olhanen.,female,p,False,Protecting territory in confined space.,"['Jellyfish', 'Barnacle']",5.0,0.1992425719603724,0.26994800446016426,0.20921212156496027,0.22972596275613855,,,14
15,u. olhanen.,male,j,,Resisting aggressive fish encounter.,['Crab (Other Species)'],10.0,1.3636363636363635,1.5555939293870134,8.342033095737868,1.1316427043207857,,,15
16,A farensis,male,s,,Clambering up submerged tree trunks.,"['Snail', 'Polychaete Worm', 'Sea Anemone', 'Hermit Crab']",4.0,2.3863636363636362,2.147278203356353,12.239569811450837,1.6295939678189624,,,16
17,u. olhanen.,male,p,,Claw snapping in aggressive encounter.,"['Algae', 'Mussel', 'Snail', 'Sea Sponge']",8.0,2.0454545454545454,1.7246433622768007,1.3168741236802186,9.83547683686799,,,17
18,Ucides alvorensis,female,j,False,Peering out cautiously from cover.,"['Polychaete Worm', 'Small Fish']",8.0,1.1289832314927581,1.376583783242596,0.9115437246797572,1.1441459406913195,,,18
19,Ucides alvorensis,N/R,j,,Consuming algae scraped from barnacles.,"['Sea Anemone', 'Polychaete Worm', 'Crab (Other Species)', 'Mussel', 'Shrimp']",4.0,1.1363636363636365,0.9250101686221265,1.2631972236508895,0.7050880058076244,,,19
20,u. olhanen.,female,s,False,Swimming briefly to avoid disturbance.,"['Polychaete Worm', 'Mussel', 'Crab (Other Species)']",5.0,2.183689101937141,2.449473833678622,1.9005526194905193,2.117858137353292,,,20
21,u. olhanen.,male or female,s,,Escaping from pursuing predator silhouette.,"['Shrimp', 'Mussel', 'Crab (Other Species)', 'Snail']",8.0,0.6754063322398145,0.8236894021115035,0.6724727808526039,0.8088909928689908,,,21
22,A. Farensis,female,p,False,Swimming briefly to avoid disturbance.,['Sea Sponge'],6.0,1.4608670541520978,1.4551922384273939,1.121024777227805,1.274179542709355,,,22
23,u. olhanen.,male,a,,Guarding eggs beneath body flap.,"['Sea Sponge', 'Coral Fragment', 'Crab (Other Species)']",9.0,2.0454545454545454,2.0418681757768744,1.568107904233219,12.11167274521391,,,23
24,u. olhanen.,male,p,,Guarding eggs beneath body flap.,['Crab (Other Species)'],7.0,2.0454545454545454,1.8061076502656481,1.5957769514572107,10.134543659048195,,,24
