,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,U. olhanensis,male,s,True,Guarding eggs beneath body flap.,['Coral Fragment'],7.0,1.1363636363636365,1.1638732686487052,0.9285265442720759,5.303936984413803,37.1,-8.62,0
1,A. Farensis,male,a,,Darting away in response to sudden shadow.,"['Hermit Crab', 'Sea Star', 'Sea Urchin', 'Barnacle']",8.0,3.0,2.9383573390886997,21.16041198486045,2.3289005777343097,,,1
2,u. olhanen.,female,a,False,Swiftly dashing across exposed sand.,"['Barnacle', 'Hermit Crab', 'Sea Star']",5.0,1.6426151577392292,1.6107984263636461,1.0112944256347653,1.3377153358918796,,,2
3,A. Farensis,male,s,,Foraging through tangled seagrass roots.,"['Sea Star', 'Sea Urchin', 'Coral Fragment', 'Small Fish']",5.0,3.522727272727273,3.006774735406425,26.71783115308501,2.1918311205585614,,,3
4,A. Farensis,N/R,a,,Traversing algae-slick rock surfaces.,['Crab (Other Species)'],5.0,0.5454545454545454,0.5029473140450299,0.5455366284186008,0.3531372376043991,,,4
5,U. olhanensis,male,s,,Vibrating antennae in flowing current.,['Sea Urchin'],6.0,5.681818181818182,5.734636898757028,73.8890065646644,4.097604958506595,,,5
6,U. olhanensis,male,a,,"Burrowing into soft, sandy sediment.","['Small Fish', 'Crab (Other Species)', 'Sea Star', 'Shrimp']",6.0,5.590909090909091,6.0549405626386035,4.912205099265413,73.73477502052096,,,6
7,u. olhanen.,male,j,,Color change during molting stress.,"['Hermit Crab', 'Sea Star', 'Sea Sponge', 'Small Fish', 'Crab (Other Species)']",6.0,0.8636363636363636,0.9307433131002099,0.7421407564592495,3.4437027637965296,,,7
8,A. Farensis,male,p,,Waving claw in signal to another crab.,"['Snail', 'Sea Star', 'Polychaete Worm', 'Sea Urchin', 'Small Fish']",10.0,0.8863636363636364,0.6635789112606534,1.7954981600748228,0.5015065811519682,,,8
9,U. olhanensis,female,j,False,Sheltering under broken shell piece.,"['Algae', 'Polychaete Worm', 'Sea Sponge', 'Shrimp']",8.0,1.0190896151652347,1.4487558027861602,1.0011202915995911,1.2068231048981117,,,9
10,A farensis,male,p,True,Scaling steep rock faces near shore.,"['Coral Fragment', 'Sea Sponge']",5.0,0.5454545454545454,0.5625345659343243,1.4571903759821316,0.5000457570878853,,,10
11,U. olhanensis,male,s,,Hiding beneath overhanging rock.,"['Crab (Other Species)', 'Hermit Crab']",4.0,2.159090909090909,2.362417857888679,14.139138742675335,1.9923119965229852,,,11
12,A farensis,male,s,,Concealing self beneath floating matter.,"['Mussel', 'Jellyfish', 'Sea Urchin', 'Hermit Crab']",7.0,1.0227272727272727,0.8488070825961802,0.6503976324527913,2.5422088093130153,,,12
13,A farensis, ,s,,Emerging slowly after perceived threat.,"['Barnacle', 'Jellyfish', 'Sea Urchin']",7.0,3.75,4.149455969153978,16.258796828411302,3.600463539965436,,,13
