,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour,114,17,68
0,27.0,5.703157897558185,7.0,U. olhanensis,-8.01873,False,2.6888137462883033,adult,male or female,1.0,12.563499874490388,37.02606,"['Sea Anemone', 'Algae', 'Hermit Crab', 'Sea Star']",11.0,Pausing frequently during exploration.,,,
1,61.0,4.809893022069304,8.0,A. Farensis,,False,3.8551180973370407,juvenile,male,2.0,15.947520206637186,,['Barnacle'],8.0,Climbing barnacle-covered surfaces.,,,
2,37.0,4.630857482571404,5.0,u. olhanen.,,False,1.7922695497636778,pre_puberty,male,3.0,13.991136545849404,,['Polychaete Worm'],9.0,Foraging among seagrass roots.,,,
3,22.0,6.416160710837322,2.0,A. Farensis,,False,0.8157611170454512,juvenile,male,4.0,12.63785842901644,,"['Snail', 'Small Fish', 'Shrimp', 'Sea Sponge']",9.0,Climbing seaweed stalks.,,,
4,20.0,8.252216380466619,3.0,A. Farensis,,False,2.3975501037759193,pre_puberty,male,5.0,10.939857355301049,,"['Mussel', 'Sea Star', 'Barnacle', 'Jellyfish', 'Crab (Other Species)']",3.0,Feeding on small crustaceans.,,,
5,11.0,6.244098165807936,6.0,A. Farensis,,False,4.489418844497075,juvenile,male,6.0,6.897124036593178,,"['Polychaete Worm', 'Hermit Crab', 'Mussel', 'Coral Fragment', 'Snail']",7.0,Resting under shell fragment.,,,
6,18.0,7.7097384786131675,4.0,A. Farensis,,True,15.07678446970592,juvenile,female,7.0,12.067916278093762,,"['Algae', 'Sea Anemone', 'Small Fish']",8.0,Exchanging antenna taps.,,,
7,24.0,7.9951522953066405,2.0,A. Farensis,,False,2.546467580120692,pre_puberty,male,8.0,7.009719317990296,,"['Coral Fragment', 'Crab (Other Species)', 'Jellyfish', 'Small Fish', 'Sea Urchin']",10.0,Slow movement near seagrass patches.,,,
8,22.0,5.474278927376921,5.0,A. Farensis,,False,2.368859090316903,adult,female,9.0,10.318995951733765,,"['Jellyfish', 'Hermit Crab', 'Barnacle']",7.0,Picking detritus from seabed.,,,
9,52.0,6.6051533333184596,6.0,A farensis,,False,2.9773103835221217,pre_puberty,male,10.0,16.396854552217533,,"['Shrimp', 'Sea Star', 'Sea Anemone', 'Small Fish']",5.0,Struggling with entangled seaweed.,,,
10,52.0,5.095124797942741,9.0,u. olhanen.,,False,1.1854435847857583,adult,male,11.0,13.508392388018407,,"['Shrimp', 'Mussel', 'Jellyfish', 'Sea Anemone']",8.0,Hiding in sandy burrow.,,,
11,12.0,6.012207369452711,3.0,U. olhanensis,,False,6.954776225123393,juvenile,male,12.0,8.286174241273606,,"['Jellyfish', 'Algae', 'Coral Fragment']",10.0,Hiding in sandy burrow.,,,
12,10.0,5.778827332638794,7.0,u. olhanen.,,False,0.6256704994122617,juvenile,male,13.0,7.030738573014219,,"['Algae', 'Barnacle']",4.0,Vibrating antennae in water currents.,,,
13,30.0,5.6767233925967915,4.0,A. Farensis,,False,2.5811959570102965,pre_puberty,male,14.0,11.01728259811507,,"['Algae', 'Crab (Other Species)', 'Jellyfish']",7.0,Hiding under seagrass blades.,,,
14,41.0,6.853558084528626,4.0,u. olhanen.,,True,3.2969391486247974,sub_adult,male,15.0,15.170531052990867,,"['Sea Star', 'Algae', 'Mussel', 'Sea Urchin']",12.0,Swimming short distance to escape.,,,
15,10.0,6.072470359524013,4.0,A farensis,,False,1.8698882254093048,adult,female,16.0,6.349484763113195,,"['Snail', 'Polychaete Worm', 'Sea Star', 'Sea Anemone', 'Mussel']",10.0,Waving claws rhythmically.,,,
16,46.0,5.004377663411993,5.0,A. Farensis,,False,8.35276893786101,sub_adult,male,17.0,11.835043517614523,,"['Mussel', 'Hermit Crab', 'Snail']",9.0,Burrowing into sandy sediment.,,,
17,15.0,6.806315044874501,6.0,u. olhanen.,,False,3.2652420127003134,sub_adult,female,18.0,9.932306747978208,,"['Sea Anemone', 'Sea Star', 'Hermit Crab']",8.0,Camouflaging with surrounding mud.,,,
18,28.0,6.3202913518939425,7.0,U. olhanensis,,False,4.821368955447634,sub_adult,male,19.0,12.226890378597162,,['Mussel'],8.0,Vibrating antennae in water currents.,,,
19,46.0,7.066284036870658,7.0,A. Farensis,,False,2.631920707283131,sub_adult,male,20.0,13.064876884457387,,['Barnacle'],8.0,Sitting still blending with environment.,,,
20,47.0,5.2291992504747915,2.0,A. Farensis,,False,49.26803558034198,pre_puberty,nan,21.0,12.981248928100397,,"['Barnacle', 'Sea Anemone', 'Algae']",7.0,Hiding beneath rocks.,,,
21,14.0,5.7689377977324945,5.0,A. Farensis,,True,14.410233922793894,juvenile, ,22.0,7.900835718751624,,"['Small Fish', 'Sea Sponge', 'Sea Star']",8.0,Sitting still blending with environment.,,,
22,36.0,7.29470037159178,3.0,U. olhanensis,,False,0.7956536034177352,pre_puberty,male,23.0,12.509356504758413,,['Crab (Other Species)'],12.0,Feeding on algae scraped from rocks.,,,
23,15.0,6.478979520225951,4.0,A farensis,,False,8.104671308213177,pre_puberty,male,24.0,10.620420163144608,,"['Hermit Crab', 'Crab (Other Species)', 'Shrimp']",8.0,Hiding under floating debris.,,,
24,12.0,7.731561287705501,6.0,A. Farensis,,False,0.6909920999930027,adult,male,25.0,8.558426203090297,,"['Algae', 'Mussel']",7.0,Searching for mates at twilight.,,,
25,10.0,7.416071582671401,10.0,A farensis,,False,1.7569230601356614,pre_puberty,female,26.0,7.560104448406813,,"['Sea Sponge', 'Algae', 'Sea Urchin', 'Snail', 'Coral Fragment']",13.0,Claw snapping at diver.,,,
26,12.0,6.553658332697479,2.0,A farensis,,False,1.6992221221813786,juvenile,male,27.0,6.036237728769236,,"['Crab (Other Species)', 'Sea Anemone']",9.0,Cleaning claws with rubbing motion.,,,
27,19.0,7.9117259115006355,3.0,A. Farensis,,False,1.9412369913698424,juvenile,female,28.0,10.911857163399647,,"['Sea Anemone', 'Sea Sponge']",8.0,Guarding a small hole in sediment.,,,
28,37.0,6.773705885381378,8.0,A farensis,,True,77.09669287674771,juvenile, ,29.0,12.088810048139862,,"['Mussel', 'Polychaete Worm', 'Snail', 'Coral Fragment']",8.0,Exploring new territory.,,,
29,26.0,6.487361636400877,7.0,A farensis,,False,6.3734733872437,pre_puberty,nan,30.0,11.001163514878842,,"['Sea Anemone', 'Mussel']",7.0,Moving toward warmer water pockets.,,,
