species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
U. olhanensis,male,sub_adult,True,Searching for food in tidal pools.,"['Jellyfish', 'Polychaete Worm', 'Shrimp', 'Sea Star']",6.0,22.5,20.929928455324003,28.911078856682273,24.270509393006165,44.0,2020-08-11,37.02606,-8.01873,0
A farensis,male,adult,,Climbing seaweed stalks.,"['Sea Sponge', 'Sea Anemone', 'Small Fish']",6.0,25.5,27.04910560858503,35.609059969386585,26.54467485640075,43.0,2020-08-11,,,1
A farensis,male,pre_puberty,,Climbing submerged rocks.,"['Small Fish', 'Polychaete Worm', 'Crab (Other Species)']",6.0,18.75,23.711198339619635,33.59762858149173,18.82770515164698,45.0,2020-08-11,,,2
A. Farensis,male,sub_adult,,Picking biofilm on submerged wood.,"['Crab (Other Species)', 'Mussel', 'Barnacle']",7.0,6.25,7.424285615576374,10.089636890508045,6.300552408344381,41.0,2020-08-11,,,3
u. olhanen.,male,sub_adult,,Picking detritus from seabed.,"['Jellyfish', 'Algae', 'Sea Sponge', 'Shrimp', 'Sea Urchin']",12.0,7.5,7.3325109609066255,10.287381877059726,8.06237222044912,44.0,2020-08-11,,,4
u. olhanen.,male,sub_adult,,Territorial display against intruder.,"['Jellyfish', 'Shrimp', 'Sea Urchin', 'Barnacle']",7.0,22.5,19.979220030910568,29.789112277397642,23.484648880746334,44.0,2020-08-11,,,5
A. Farensis,male,sub_adult,,Climbing submerged rocks.,['Jellyfish'],7.0,22.5,22.556213962991592,27.549758873754044,24.187309643196574,44.0,2020-08-11,,,6
Ucides alvorensis,female,sub_adult,True,Escaping predator silhouette overhead.,['Crab (Other Species)'],11.0,19.56868658074123,22.846799881881843,33.8207891863988,19.982884092104214,42.0,2020-08-11,,,7
A. Farensis,male,sub_adult,,Moving toward warmer water pockets.,"['Polychaete Worm', 'Coral Fragment', 'Shrimp']",7.0,6.25,5.223070449915038,7.543795318469671,6.377324976274995,44.0,2020-08-11,,,8
u. olhanen.,female,adult,False,Picking detritus from seabed.,"['Barnacle', 'Jellyfish', 'Mussel']",10.0,40.611367075238725,39.952131728408126,55.389848137677404,42.39380338037814,44.0,2020-08-11,,,9
A farensis,female,sub_adult,False,Hiding beneath rocks.,"['Hermit Crab', 'Sea Urchin', 'Sea Anemone']",7.0,4.755602986503414,4.8176764183666325,6.14551611442418,5.079155106420221,44.0,2020-08-11,,,10
U. olhanensis,male,adult,,Territorial display against intruder.,"['Sea Urchin', 'Shrimp', 'Sea Star']",12.0,18.0,16.309916658096444,23.482774970459054,18.71108202839961,44.0,2020-08-11,,,11
U. olhanensis,female,adult,False,Defensive posture when approached.,"['Shrimp', 'Mussel', 'Coral Fragment']",10.0,15.09492410930694,13.912008553730745,18.90709848005719,15.187377926333026,44.0,2020-08-11,,,12
u. olhanen.,male,pre_puberty,,Escaping predator silhouette overhead.,"['Crab (Other Species)', 'Polychaete Worm', 'Small Fish', 'Coral Fragment', 'Hermit Crab']",5.0,3.0,2.5074916975474135,3.4760343886505596,3.1382912225024757,44.0,2020-08-11,,,13
A. Farensis,female,sub_adult,True,Moving toward bait.,"['Hermit Crab', 'Algae', 'Jellyfish', 'Polychaete Worm', 'Small Fish']",7.0,19.831647855629832,19.9390521229356,26.23663540344343,20.1925570108801,44.0,2020-08-11,,,14
A farensis,female,sub_adult,True,Dragging shell fragment backward.,"['Sea Urchin', 'Snail', 'Polychaete Worm']",11.0,10.084682147729465,8.28899395393114,11.900099684659843,10.520070117275427,44.0,2020-08-11,,,15
u. olhanen.,male,adult,,Exchanging antenna taps.,"['Sea Urchin', 'Sea Sponge', 'Coral Fragment', 'Sea Star']",9.0,7.5,7.76684542778702,9.660119685552557,7.738257460007828,44.0,2020-08-11,,,16
U. olhanensis,male,pre_puberty,,Claw snapping in competition.,"['Barnacle', 'Algae']",6.0,7.5,9.091036862004108,11.361385248874631,7.972879115944947,44.0,2020-08-11,,,17
A. Farensis,female,adult,False,Shaking claws after contact.,"['Barnacle', 'Polychaete Worm', 'Sea Anemone', 'Snail', 'Small Fish']",11.0,52.45279992290092,64.30493081045874,85.37645258650196,52.599097432089565,45.0,2020-08-11,,,18
u. olhanen.,female,sub_adult,False,Social contact with other crabs.,"['Algae', 'Sea Star', 'Jellyfish']",5.0,12.177525102306527,11.034128478827304,13.244555496338847,13.091179838705207,44.0,2020-08-11,,,19
u. olhanen.,female,adult,False,Searching for mates at twilight.,"['Small Fish', 'Hermit Crab', 'Jellyfish', 'Barnacle', 'Coral Fragment']",11.0,11.683549146728707,14.128454917591538,20.979446616291646,11.809479893375936,43.0,2020-08-11,,,20
A. Farensis,female,pre_puberty,True,Feeding on small crustaceans.,"['Coral Fragment', 'Sea Anemone', 'Polychaete Worm', 'Mussel']",5.0,11.285987639740647,9.70766147532305,13.77987536723735,12.4145172156018,47.0,2020-08-11,,,21
u. olhanen.,female,adult,False,Defensive posture when approached.,"['Hermit Crab', 'Sea Sponge']",6.0,26.062456835355206,25.12320825426683,37.30649304498998,26.402951949374184,44.0,2020-08-11,,,22
u. olhanen.,male,adult,,Hiding beneath rocks.,"['Snail', 'Small Fish', 'Coral Fragment', 'Shrimp']",6.0,37.5,33.89897060087606,41.0014683032354,40.502850267041524,44.0,2020-08-11,,,23
U. olhanensis,male,adult,,Half buried in sand.,"['Snail', 'Sea Sponge']",6.0,27.0,26.768725469605304,38.08837567771187,29.690076608943684,44.0,2020-08-11,,,24
U. olhanensis,male,adult,,Retreating into burrow.,"['Shrimp', 'Small Fish', 'Coral Fragment', 'Snail', 'Crab (Other Species)']",4.0,16.5,15.422336237757689,19.34629388758649,17.963731344158532,44.0,2020-08-11,,,25
A. Farensis,male,pre_puberty,,Hiding in sandy burrow.,"['Coral Fragment', 'Snail', 'Small Fish', 'Mussel', 'Crab (Other Species)']",5.0,10.5,10.829031168987942,13.280962137731146,10.893552384251317,44.0,2020-08-11,,,26
A. Farensis,male,sub_adult,,Retreating quickly from shadow.,['Crab (Other Species)'],12.0,43.75,38.665811430611654,55.19040748210393,44.17959333925136,43.0,2020-08-11,,,27
u. olhanen.,female,adult,False,Foraging among seagrass roots.,"['Mussel', 'Sea Anemone']",10.0,27.907476868744823,26.283646986867453,37.789482007044214,28.883328014497263,44.0,2020-08-11,,,28
U. olhanensis,female,pre_puberty,True,Vibrating antennae in water currents.,"['Algae', 'Small Fish', 'Barnacle']",9.0,14.697576637481403,12.223075753844668,15.835085876510615,15.11742223540985,44.0,2020-08-11,,,29
A farensis,female,sub_adult,False,Struggling with entangled seaweed.,"['Hermit Crab', 'Small Fish', 'Snail']",13.0,40.86277202218281,41.846889623429604,55.43571010854353,43.850401999610824,45.0,2020-08-11,,,30
U. olhanensis,female,pre_puberty,False,Stillness in cold water.,['Polychaete Worm'],6.0,6.599954992615335,8.834327065847372,12.570728011186063,7.196013003666701,44.0,2020-08-11,,,31
u. olhanen.,male,pre_puberty,,Color changes during molting.,"['Shrimp', 'Small Fish', 'Barnacle', 'Sea Anemone', 'Snail']",3.0,20.25,20.69701081186956,25.880301445711126,21.44768699316199,42.0,2020-08-11,,,32
u. olhanen.,female,juvenile,True,Feeding on algae scraped from rocks.,"['Shrimp', 'Mussel']",10.0,9.884795662071358,13.218097167362172,18.663615905008356,10.728969751119957,44.0,2020-08-11,,,33
