,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour,14,132,74
0,14.0,10.25509437103165,6.0,A. Farensis,-8.01873,False,1.5627004398831983,juvenile,male,1.0,18.0188324555835,37.02606,"['Jellyfish', 'Shrimp', 'Sea Star', 'Mussel', 'Sea Anemone']",8.0,Inspecting discarded crab shell.,,,
1,46.0,5.446423916238345,4.0,A farensis,,False,3.0047995045877753,pre_puberty,?,2.0,23.408465640054686,,"['Sea Star', 'Sea Anemone']",8.0,Feeding on detritus in shallow water.,,,
2,44.0,9.420354558646945,6.0,u. olhanen.,,False,2.5943374536269244,juvenile,male or female,3.0,17.01138818729586,,"['Algae', 'Sea Urchin', 'Sea Star']",9.0,Retreating quickly from shadow.,,,
3,28.0,7.928598819925035,6.0,u. olhanen.,,False,0.1865389525159194,pre_puberty,female,4.0,18.542932088102045,,['Crab (Other Species)'],8.0,Interaction with hermit crabs.,,,
4,20.0,8.68866318550148,3.0,A. Farensis,,False,5.791984514254114,adult,male,5.0,15.835823188567684,,['Snail'],9.0,Retreating into burrow.,,,
5,18.0,7.118622588904843,4.0,A. Farensis,,False,12.035931799815968,sub_adult,male,6.0,16.10457904773285,,"['Polychaete Worm', 'Barnacle', 'Hermit Crab', 'Algae', 'Snail']",9.0,Cleaning claws with rubbing motion.,,,
6,24.0,9.888998793329623,7.0,A. Farensis,,True,23.549191051952004,adult,female,7.0,18.071273993107347,,['Sea Sponge'],8.0,Searching for mates at twilight.,,,
7,32.0,10.682437102822929,8.0,u. olhanen.,,False,16.379810809276034,pre_puberty,male,8.0,23.708843229608444,,"['Snail', 'Sea Sponge', 'Small Fish', 'Barnacle', 'Sea Star']",10.0,Exploring new territory.,,,
8,52.0,9.022973886813013,3.0,A. Farensis,,False,0.5379671787216074,juvenile,male,9.0,23.566547291184193,,"['Mussel', 'Jellyfish', 'Shrimp']",11.0,Sideways walking along bay edge.,,,
9,27.0,7.500067703408937,6.0,u. olhanen.,,False,6.395185797467635,adult,male,10.0,19.260304561134994,,['Sea Star'],5.0,Hiding in sandy burrow.,,,
10,35.0,9.422114355527818,4.0,A. Farensis,,True,10.009556350103933,sub_adult,-,11.0,18.17720036862315,,['Sea Star'],7.0,Struggling with entangled seaweed.,,,
11,23.0,9.378372028299916,3.0,A. Farensis,,False,0.44311780762854386,sub_adult,female,12.0,17.54482209049504,,['Sea Star'],11.0,Climbing vertical rock face.,,,
12,32.0,8.00589644264243,4.0,A farensis,,False,1.7984198809164935,sub_adult,?,13.0,18.486818332864193,,"['Algae', 'Sea Sponge', 'Jellyfish', 'Small Fish', 'Sea Anemone']",6.0,Resting under shell fragment.,,,
13,20.0,6.888657508073336,7.0,u. olhanen.,,False,32.18776888406733,pre_puberty,male,14.0,18.365456735086983,,"['Jellyfish', 'Algae', 'Mussel', 'Coral Fragment']",7.0,Interaction with hermit crabs.,,,
14,30.0,8.320678981658075,4.0,U. olhanensis,,True,10.439265413250338,juvenile,male,15.0,20.40663570110166,,"['Snail', 'Coral Fragment']",8.0,Displaying dominance by lifting body.,,,
15,44.0,9.946121818589255,9.0,A. Farensis,,True,2.3992423361883417,pre_puberty, ,16.0,21.520659219888152,,"['Sea Star', 'Shrimp', 'Crab (Other Species)', 'Hermit Crab', 'Sea Anemone']",11.0,Interacting with small fish nearby.,,,
16,38.0,7.071830761642062,5.0,A. Farensis,,False,9.514970193654333,sub_adult,male,17.0,18.208341013087864,,"['Hermit Crab', 'Coral Fragment']",8.0,Resting under shell fragment.,,,
17,9.0,6.991566834256551,3.0,A farensis,,False,3.8545286800649996,adult,male,18.0,12.100379026516954,,"['Crab (Other Species)', 'Coral Fragment', 'Sea Star', 'Small Fish']",11.0,Hiding under seagrass blades.,,,
18,31.0,9.79066804502731,3.0,U. olhanensis,,True,0.7875166478515004,pre_puberty, ,19.0,21.121015889695908,,"['Barnacle', 'Small Fish']",6.0,Picking detritus from seabed.,,,
19,29.0,8.23271815219859,6.0,A farensis,,True,3.1714841076371174,adult, ,20.0,18.022863648246087,,"['Sea Sponge', 'Mussel']",8.0,Climbing onto submerged logs.,,,
20,27.0,6.7828390592239876,7.0,A. Farensis,,False,5.0440781023032315,adult,N/R,21.0,18.77142627927843,,['Small Fish'],7.0,Moving in groups.,,,
21,26.0,11.15410529060134,3.0,A. Farensis,,False,19.323803211578742,sub_adult,male,22.0,19.812262552192458,,"['Coral Fragment', 'Sea Urchin', 'Crab (Other Species)']",11.0,Retreating into burrow.,,,
22,42.0,7.442002808592966,3.0,A. Farensis,,True,2.396723832112581,juvenile,male,23.0,19.635590097456003,,"['Crab (Other Species)', 'Hermit Crab', 'Algae']",12.0,Vibrating antennae in water currents.,,,
23,25.0,8.024277296742042,3.0,A. Farensis,,False,2.8435771421377596,sub_adult,male,24.0,18.638315907802102,,"['Barnacle', 'Sea Anemone', 'Coral Fragment']",3.0,Searching for mates at twilight.,,,
24,18.0,5.746198159902114,3.0,A farensis,,True,2.037114095535377,sub_adult,male,25.0,16.60524964525719,,"['Hermit Crab', 'Barnacle', 'Algae']",9.0,Using claws to dig into sediment.,,,
25,29.0,7.06711093032517,6.0,U. olhanensis,,False,6.569661100318505,adult,male,26.0,16.15755545658084,,"['Mussel', 'Algae', 'Sea Sponge', 'Polychaete Worm', 'Jellyfish']",3.0,Climbing submerged rocks.,,,
26,58.0,8.345006265269301,6.0,A farensis,,False,5.63840475711852,pre_puberty,female,27.0,23.69180649087066,,['Barnacle'],9.0,Picking algae from rock surface.,,,
27,42.0,8.492477539645314,3.0,u. olhanen.,,False,12.262443080166792,pre_puberty,female,28.0,21.007574771397042,,"['Algae', 'Shrimp']",8.0,Hiding in sandy burrow.,,,
28,44.0,7.831037888171284,9.0,U. olhanensis,,False,15.638538170310017,pre_puberty, ,29.0,19.1664541439881,,['Sea Sponge'],7.0,Escaping from aggressive fish.,,,
29,23.0,7.5420793164959,4.0,A farensis,,False,0.9785321939673972,adult,male,30.0,18.4799963067868,,"['Barnacle', 'Jellyfish', 'Coral Fragment', 'Hermit Crab', 'Sea Sponge']",6.0,Retreating quickly from shadow.,,,
30,31.0,7.846058960398184,4.0,u. olhanen.,,False,2.169527023608829,pre_puberty,male,31.0,20.21514264175099,,"['Sea Sponge', 'Small Fish', 'Mussel']",13.0,Picking biofilm on submerged wood.,,,
31,24.0,8.783721788104982,6.0,u. olhanen.,,True,19.169054907097806,sub_adult,female,32.0,17.65056485936719,,"['Sea Urchin', 'Barnacle', 'Coral Fragment', 'Mussel', 'Small Fish']",8.0,Scavenging near tidal pools.,,,
32,14.0,9.451608717295537,8.0,A. Farensis,,False,0.8259045706100059,pre_puberty,male,33.0,16.669472465877938,,"['Snail', 'Sea Urchin', 'Hermit Crab', 'Shrimp', 'Mussel']",10.0,Sitting still blending with environment.,,,
33,17.0,7.694111996053728,8.0,u. olhanen.,,False,2.628279189125294,pre_puberty,male,34.0,15.498485733297601,,"['Snail', 'Small Fish']",10.0,Picking detritus from seabed.,,,
34,36.0,12.263895258295609,4.0,U. olhanensis,,True,13.422274209146025,pre_puberty,male,35.0,18.76950841843922,,"['Coral Fragment', 'Crab (Other Species)', 'Snail', 'Sea Star', 'Jellyfish']",8.0,Escaping predator silhouette overhead.,,,
