,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid?,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],behavior
0,60,68.08162675076159,50,A. Farensis,-7.99163,False,78.52798748930397,p,female,1,184.2032401036471,37.01025,"['Sea Urchin', 'Sea Sponge', 'Jellyfish']",10,Climbing algae-covered rocks.
1,420,57.200215886107,90,A farensis,,False,67.73735897790968,s,?,2,178.31314525578955,,['Sea Sponge'],9,Exploring new territory.
2,150,69.30629078094825,40,A. Farensis,,False,43.049738582927134,s,female,3,163.592758725207,,"['Shrimp', 'Sea Urchin', 'Crab (Other Species)']",7,Feeding on small crustaceans.
3,70,57.59764930583198,80,A farensis,,False,245.8886058420664,s,male,4,187.46666376181452,,"['Barnacle', 'Small Fish']",13,Slow movement near seagrass patches.
4,130,71.37627663764306,50,A. Farensis,,False,223.46409788644834,j,?,5,136.20179477500955,,"['Polychaete Worm', 'Mussel', 'Crab (Other Species)']",9,Claw snapping in competition.
5,230,62.05914835280254,30,A farensis,,False,290.26635540641337,p,male,6,175.90269005340406,,"['Snail', 'Mussel', 'Sea Sponge', 'Polychaete Worm', 'Algae']",11,Swimming short distance to escape.
6,260,62.140428515631925,50,A. Farensis,,False,97.96244389280173,p,female,7,146.30569512489438,,"['Hermit Crab', 'Sea Anemone', 'Mussel', 'Snail', 'Crab (Other Species)']",4,Waving claws rhythmically.
7,120,53.348539520169396,20,A farensis,,False,852.99052736564,s,male or female,8,175.16460545401912,,"['Hermit Crab', 'Jellyfish', 'Small Fish', 'Coral Fragment', 'Sea Star']",7,Crab moving quickly across rocks.
8,200,57.65581577884332,100,u. olhanen.,,True,10.615281561784307,s, ,9,158.87906061379866,,"['Snail', 'Sea Urchin', 'Small Fish', 'Hermit Crab', 'Shrimp']",9,Guarding eggs under abdominal flap.
9,340,54.71746919814383,90,A. Farensis,,False,13.295157909233223,s,male,10,185.9914909162149,,"['Hermit Crab', 'Barnacle', 'Sea Sponge']",7,Exchanging antenna taps.
10,230,49.549612226075254,20,A farensis,,False,357.308929921091,p,female,11,156.39147542388605,,['Mussel'],12,Mating behavior with antenna touching.
11,120,54.6288233578479,20,u. olhanen.,,True,87.09454282058971,j,nan,12,160.69815583354043,,['Sea Star'],11,Guarding eggs under abdominal flap.
12,250,57.68034256819593,70,A. Farensis,,False,45.241371911350605,p,male or female,13,169.31494714860565,,"['Coral Fragment', 'Hermit Crab', 'Sea Sponge']",7,Emerging cautiously from hiding.
13,180,53.02369120761554,60,A farensis,,False,311.23970385688295,s,male,14,154.32848206059896,,"['Sea Anemone', 'Sea Urchin']",11,Color changes during molting.
14,70,70.35977586698786,50,u. olhanen.,,False,27.406310734299165,s,male or female,15,183.52218965405544,,"['Coral Fragment', 'Sea Anemone', 'Polychaete Worm', 'Algae']",4,Hiding under floating debris.
15,220,90.9698608326196,70,A farensis,,False,45.08734110015213,a,nan,16,159.5150976752098,,"['Crab (Other Species)', 'Jellyfish', 'Coral Fragment']",8,Hiding under floating debris.
16,300,76.51786338896491,20,U. olhanensis,,False,449.39709734620067,s,male,17,166.08413562907432,,"['Mussel', 'Barnacle']",6,Shaking claws after contact.
17,170,49.72049820918491,120,A farensis,,False,19.239865723456695,a,female,18,176.71733654489526,,"['Snail', 'Jellyfish', 'Polychaete Worm']",10,Feeding on small mollusks.
18,200,71.0223004266314,20,A farensis,,True,72.3111144061804,a,male or female,19,143.64108466328094,,"['Sea Urchin', 'Shrimp']",7,Escaping predator silhouette overhead.
19,210,65.93032101243759,70,A. Farensis,,False,1186.7587530507394,p,female,20,160.47810101440845,,"['Coral Fragment', 'Mussel', 'Hermit Crab', 'Crab (Other Species)']",8,Crab moving quickly across rocks.
20,110,69.00054229613849,40,A farensis,,False,24.634160843930104,a, ,21,179.23497293744262,,"['Barnacle', 'Mussel', 'Snail', 'Hermit Crab']",9,Climbing submerged rocks.
21,80,62.67197444402207,20,A farensis,,False,48.17128768866462,s, ,22,172.15082899556512,,"['Algae', 'Sea Urchin', 'Small Fish', 'Sea Anemone', 'Crab (Other Species)']",9,Half buried in sand.
22,190,72.69594419956951,30,U. olhanensis,,False,74.36457207188113,a,male,23,140.56854959423015,,"['Snail', 'Small Fish']",8,Hiding under floating debris.
23,230,62.24932075196456,60,U. olhanensis,,False,1117.5181588585738,p,female,24,176.86931425772423,,"['Sea Anemone', 'Algae']",3,Sitting still blending with environment.
24,220,65.29475900430448,30,A. Farensis,,False,270.4524845291005,p,male or female,25,151.88017602402306,,['Sea Star'],8,Sideways walking along bay edge.
25,70,64.51677901780249,30,A farensis,,False,1500.0,s, ,26,162.86114747306425,,"['Small Fish', 'Sea Urchin', 'Shrimp']",5,Climbing vertical rock face.
26,180,73.24522411369554,50,A farensis,,False,57.94018254154504,p,male,27,166.79637049185516,,"['Sea Urchin', 'Mussel', 'Sea Anemone', 'Crab (Other Species)']",9,Inspecting discarded crab shell.
27,120,97.82614299173004,40,A farensis,,True,13.610945083716548,s,male or female,28,160.46947882085522,,"['Sea Urchin', 'Barnacle', 'Sea Star']",4,Escaping from aggressive fish.
28,120,77.32773728615743,30,A. Farensis,,False,57.12406520010778,a,male,29,168.72024132238505,,['Mussel'],9,Climbing onto submerged logs.
29,270,58.02482021786184,40,A farensis,,False,18.260184128898985,p,?,30,168.2217519442474,,"['Mussel', 'Sea Sponge']",9,Climbing vertical rock face.
30,230,78.26179041167626,30,u. olhanen.,,False,142.6224382891105,s,male or female,31,174.24705504843212,,['Sea Anemone'],6,Crab moving quickly across rocks.
31,150,71.19442416792828,70,u. olhanen.,,False,472.9381177951973,s,N/R,32,142.7436074354676,,"['Shrimp', 'Snail']",8,Hiding under seagrass blades.
32,170,74.68748899263359,50,A. Farensis,,False,104.42172616127542,p,male,33,163.6333593555005,,"['Shrimp', 'Sea Sponge', 'Hermit Crab', 'Barnacle', 'Small Fish']",8,Defensive posture when approached.
