,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,18,8.275487856267109,6,A. Farensis,-7.99163,True,0.06911365380508794,pre_puberty,male,1,12.685763318780465,37.01025,"['Sea Anemone', 'Barnacle', 'Sea Star']",8,True,Sideways walking along bay edge.
1,16,8.091849855914333,5,A. Farensis,,False,2.12879152655601,sub_adult,male,2,10.650767810974255,,['Sea Anemone'],8,False,Guarding a small hole in sediment.
2,4,9.665340289208322,8,A. Farensis,,True,1.3033820937147509,adult,female,3,12.234962766803045,,"['Sea Star', 'Sea Anemone']",7,True,Climbing vertical rock face.
3,19,8.74009998283875,8,A farensis,,False,2.3076882590492516,juvenile,male,4,12.128980514074078,,['Polychaete Worm'],11,False,Swimming short distance to escape.
4,12,8.126577669330553,4,A farensis,,False,0.08143593301075602,sub_adult,male,5,13.144403546618282,,['Sea Sponge'],10,False,Hiding in sandy burrow.
5,15,7.24065917010442,10,A. Farensis,,False,3.100668560657523,pre_puberty,male,6,11.340556179961654,,"['Crab (Other Species)', 'Sea Urchin', 'Small Fish', 'Jellyfish', 'Barnacle']",6,False,Hiding beneath rocks.
6,11,8.263584083071784,4,A farensis,,False,0.41662561023206857,pre_puberty,female,7,11.200100025429117,,"['Shrimp', 'Algae']",9,False,Hiding beneath rocks.
7,8,10.50991150164719,4,A. Farensis,,False,3.480357791547201,sub_adult,male or female,8,10.88552389707271,,"['Mussel', 'Snail', 'Jellyfish', 'Sea Star', 'Hermit Crab']",8,False,Moving toward warmer water pockets.
8,9,8.61421300736365,8,A farensis,,False,0.46476931611511807,adult,female,9,9.65549408094593,,['Polychaete Worm'],10,False,Foraging among seagrass roots.
9,15,7.274905317732477,5,A. Farensis,,False,2.6307478662164656,pre_puberty,male,10,8.92125132184215,,"['Sea Sponge', 'Sea Anemone', 'Polychaete Worm', 'Algae', 'Sea Urchin']",6,False,Climbing seaweed stalks.
10,23,8.127067157168629,3,A. Farensis,,True,0.23367027088769632,adult,male,11,12.200748526243778,,"['Crab (Other Species)', 'Coral Fragment', 'Barnacle', 'Algae', 'Hermit Crab']",7,True,Social contact with other crabs.
11,12,11.47017638851049,10,A farensis,,False,0.5398246681078406,sub_adult,male,12,12.689941218289315,,"['Coral Fragment', 'Algae', 'Mussel', 'Snail', 'Hermit Crab']",9,False,Pausing frequently during exploration.
12,5,9.263558611811172,5,A. Farensis,,False,17.249039114961217,adult,male,13,12.949907633994677,,['Shrimp'],7,False,Resting under shell fragment.
