,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour,92,120,2
0,14.0,7.942885045980806,2.0,A. Farensis,-8.01873,True,17.355419069279815,pre_puberty, ,1.0,11.544455446129078,37.02606,"['Sea Sponge', 'Sea Star', 'Coral Fragment']",7.0,Burrowing into sandy sediment.,,,
1,9.0,8.256097030800799,10.0,A. Farensis,,True,22.95121158627842,sub_adult,male,2.0,10.117366279885037,,['Shrimp'],9.0,Moving toward warmer water pockets.,,,
2,32.0,6.7438472922477635,2.0,u. olhanen.,,False,1.4944291867305073,pre_puberty,male,3.0,12.772862839714822,,"['Coral Fragment', 'Hermit Crab', 'Sea Anemone', 'Polychaete Worm', 'Crab (Other Species)']",8.0,Vibrating antennae in water currents.,,,
3,26.0,7.929461843990754,2.0,A farensis,,False,6.49443529304952,juvenile,male,4.0,11.652056900281604,,['Sea Sponge'],8.0,Interaction with hermit crabs.,,,
4,53.0,8.491131034670786,4.0,A. Farensis,,True,7.049714829763038,adult,female,5.0,13.07612467592331,,"['Sea Star', 'Crab (Other Species)', 'Shrimp', 'Mussel']",10.0,Claw waving directed at nearby crab.,,,
5,26.0,7.678575853837143,8.0,A. Farensis,,False,108.79802056302681,pre_puberty,female,6.0,12.420981689073432,,"['Sea Anemone', 'Barnacle']",8.0,Claw waving directed at nearby crab.,,,
6,12.0,6.672069863969268,2.0,A farensis,,True,11.540894157875742,sub_adult,nan,7.0,10.005202520852327,,"['Sea Star', 'Algae']",5.0,Inspecting discarded crab shell.,,,
7,17.0,8.689371473819133,2.0,u. olhanen.,,False,28.728443532710358,pre_puberty,female,8.0,9.52093570075702,,['Hermit Crab'],11.0,Climbing submerged rocks.,,,
8,8.0,6.066589655624182,3.0,A. Farensis,,False,10.991910679645496,pre_puberty,female,9.0,11.330624318934746,,['Algae'],9.0,Searching for mates at twilight.,,,
9,8.0,7.511270881151499,3.0,A. Farensis,,True,11.876962062781681,sub_adult,female,10.0,9.84990587782795,,"['Jellyfish', 'Algae']",12.0,Cleaning claws with rubbing motion.,,,
10,15.0,5.430674050578283,3.0,A. Farensis,,False,2.325161759618719,pre_puberty,female,11.0,10.417045313202483,,['Sea Urchin'],7.0,Half buried in sand.,,,
