,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,U. olhanensis,female,adult,True,Side-stepping along sandy coastal floor.,['Sea Anemone'],9.0,5.427975523275572,6.164112318824579,4.255531194997686,4.848916292136068,37.02606,-8.01873,0
1,U. olhanensis,female,pre_puberty,False,Performing dominance display by body lifting.,"['Sea Urchin', 'Hermit Crab']",9.0,12.624116013525967,10.419053904982079,9.715595290712997,8.67876419243853,,,1
2,u. olhanen.,female,pre_puberty,True,Scaling steep rock faces near shore.,"['Mussel', 'Jellyfish']",7.0,6.3475448750163945,5.886650227844277,4.83877632043127,5.030114427892393,,,2
3,u. olhanen.,male,pre_puberty,,Advancing toward bait in water.,"['Mussel', 'Shrimp', 'Coral Fragment', 'Polychaete Worm']",10.0,23.25,17.699140371957842,13.720802917099062,186.7809205328214,,,3
4,u. olhanen.,female,adult,False,Sheltering under broken shell piece.,"['Small Fish', 'Polychaete Worm', 'Coral Fragment', 'Mussel', 'Shrimp']",10.0,10.427404866503904,9.326945115304245,8.32661827072102,7.328147611111088,,,4
5,U. olhanensis,male,juvenile,,Harvesting food beneath floating debris.,"['Algae', 'Polychaete Worm', 'Sea Star']",8.0,12.5,8.189161931195034,7.3322828164405625,37.12847255921025,,,5
6,A farensis,male,juvenile,,"Burrowing into soft, sandy sediment.","['Small Fish', 'Jellyfish', 'Mussel']",8.0,14.5,9.71170129430049,8.369013910233535,66.7408060007194,,,6
7,Ucides alvorensis,female,sub_adult,False,"Stationary, blending into rocky backdrop.","['Snail', 'Sea Anemone', 'Barnacle']",9.0,11.873194923254687,14.240393253662342,11.557659230023463,10.60589475189969,,,7
8,A. Farensis,male,pre_puberty,,Consuming algae scraped from barnacles.,"['Mussel', 'Jellyfish', 'Snail', 'Sea Star']",8.0,27.75,35.59363670964729,27.034175724692187,770.303520870695,,,8
9,A farensis,female,adult,False,Traversing algae-slick rock surfaces.,"['Snail', 'Sea Anemone', 'Polychaete Worm', 'Jellyfish', 'Sea Sponge']",11.0,48.44566683821385,44.98985646832472,29.421864626105105,40.446262716417124,,,9
10,Ucides alvorensis,male,sub_adult,True,Feeding on decaying matter among rocks.,"['Sea Star', 'Mussel', 'Polychaete Worm']",6.0,38.75,36.50964197657654,27.78887052954611,705.7536876861576,,,10
11,u. olhanen.,female,pre_puberty,True,Mating ritual involving antennae brushing.,"['Sea Urchin', 'Crab (Other Species)', 'Small Fish', 'Sea Sponge', 'Polychaete Worm']",7.0,9.467945222453142,12.196380478868612,10.21797756801651,8.697546203838368,,,11
12,u. olhanen.,female,adult,False,Defensive claw movement in water.,"['Hermit Crab', 'Sea Sponge', 'Sea Star']",9.0,27.163128482581797,26.60555636691834,18.288457081100745,19.335409629019615,,,12
13,U. olhanensis,female,adult,False,Concealing self beneath floating matter.,"['Jellyfish', 'Sea Sponge', 'Shrimp']",9.0,32.48285146667855,34.25626480159266,24.960014081130485,24.488384716602166,,,13
