,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,11,7.544371997223239,5,A farensis,-8.01873,True,64.19002375369946,sub_adult,female,1,17.42168651117729,37.02606,"['Sea Anemone', 'Shrimp']",7,Claw waving directed at nearby crab.
1,26,6.051928787690543,2,u. olhanen.,,False,0.7036310951940298,adult,male,2,21.021695747642482,,"['Jellyfish', 'Sea Anemone', 'Hermit Crab']",10,Guarding eggs under abdominal flap.
2,20,6.452739232301077,7,A. Farensis,,False,5.548593332290615,juvenile,male,3,18.500127680339084,,"['Sea Star', 'Hermit Crab']",8,Using claws to dig into sediment.
3,17,5.266282288439385,4,A. Farensis,,False,71.79738916473194,juvenile,female,4,19.25375535181437,,"['Sea Sponge', 'Snail', 'Jellyfish']",8,Using claws to dig into sediment.
4,10,4.989006637088748,3,U. olhanensis,,False,52.45613566108513,adult,male,5,16.59918030029437,,"['Sea Urchin', 'Sea Sponge', 'Algae']",7,Displaying dominance by lifting body.
5,21,6.4898579048468905,7,u. olhanen.,,False,8.057372747072767,juvenile,male,6,19.994490098306997,,"['Snail', 'Small Fish', 'Sea Urchin', 'Algae', 'Shrimp']",7,Retreating quickly from shadow.
6,16,8.29987611723772,2,A. Farensis,,False,6.209737023920034,pre_puberty,?,7,20.165671356928232,,['Mussel'],8,Guarding eggs under abdominal flap.
7,28,5.443581027518048,5,A farensis,,False,14.28339034273436,sub_adult,male,8,20.067718299479974,,"['Shrimp', 'Jellyfish', 'Small Fish']",5,Foraging among seagrass roots.
8,13,7.216323514807856,4,u. olhanen.,,False,150.0,pre_puberty,male,9,17.03750194231252,,"['Sea Anemone', 'Mussel', 'Snail']",8,Vibrating antennae in water currents.
9,6,4.102666117141288,2,u. olhanen.,,False,59.94171527838636,sub_adult, ,10,17.462859855423204,,"['Sea Star', 'Coral Fragment']",4,Hiding in sandy burrow.
10,9,7.9272924540059115,3,U. olhanensis,,True,3.004382409727702,sub_adult,male,11,17.771142697533413,,"['Sea Urchin', 'Polychaete Worm']",9,Sitting still blending with environment.
11,8,5.770430817402724,3,A. Farensis,,False,15.231379421556984,pre_puberty,-,12,17.344658554405452,,"['Hermit Crab', 'Sea Anemone']",9,Rapid claw movement while feeding.
12,9,6.088884582562772,5,U. olhanensis,,False,1.2650118753790909,pre_puberty,-,13,19.625301191611587,,['Sea Sponge'],5,Color changes during molting.
13,30,6.731618910704439,2,U. olhanensis,,False,6.298976854831983,juvenile,female,14,22.093521710122197,,"['Sea Star', 'Sea Urchin', 'Polychaete Worm', 'Snail']",5,Color changes during molting.
14,8,6.5106350350831015,6,A farensis,,False,0.7467189832668553,juvenile,male,15,17.42949148387413,,"['Polychaete Worm', 'Crab (Other Species)']",6,Escaping from aggressive fish.
15,36,6.257639816841532,3,U. olhanensis,,True,21.94828898887991,pre_puberty,female,16,21.896617354034248,,['Sea Sponge'],11,Half buried in sand.
16,13,6.495911718465513,6,u. olhanen.,,False,24.541691153292387,sub_adult, ,17,18.89808370008014,,"['Sea Anemone', 'Algae', 'Crab (Other Species)']",8,Social contact with other crabs.
17,8,5.215939971494756,6,A farensis,,False,4.923832956219402,sub_adult,male,18,17.3121832515033,,"['Coral Fragment', 'Algae', 'Small Fish']",6,Picking biofilm on submerged wood.
18,15,5.610149206812487,5,A farensis,,False,7.383431633592134,adult, ,19,18.832205077998466,,"['Algae', 'Crab (Other Species)', 'Sea Sponge', 'Hermit Crab', 'Small Fish']",7,Moving in groups.
19,12,6.000353924665376,3,u. olhanen.,,True,28.806340850087444,adult,male,20,17.671499478546203,,"['Polychaete Worm', 'Sea Urchin', 'Hermit Crab', 'Sea Star']",10,Interacting with small fish nearby.
20,20,4.7644346881307165,8,A. Farensis,,False,9.760793371135795,pre_puberty,nan,21,20.0404967400347,,['Sea Star'],11,Retreating into burrow.
21,8,4.245932951416007,2,u. olhanen.,,False,34.707899321247794,adult,?,22,16.00326211274363,,"['Sea Star', 'Crab (Other Species)', 'Polychaete Worm']",10,Searching for food in tidal pools.
22,16,5.654665530601225,3,U. olhanensis,,False,24.55044878768614,sub_adult, ,23,17.86463110084909,,['Algae'],8,Territorial display against intruder.
23,21,5.977561601341122,6,u. olhanen.,,False,24.47021277338,pre_puberty,male,24,18.737837433671775,,['Jellyfish'],9,Feeding on small crustaceans.
24,20,8.084995038200836,5,U. olhanensis,,False,42.6334583970479,juvenile,female,25,19.529127907892935,,"['Hermit Crab', 'Polychaete Worm', 'Sea Anemone']",8,Exploring new territory.
25,7,7.761000181760232,4,u. olhanen.,,True,16.728414315979943,pre_puberty,female,26,16.506786631405554,,"['Crab (Other Species)', 'Small Fish', 'Coral Fragment', 'Barnacle']",3,Burrowing into sandy sediment.
26,22,8.251780760132192,6,U. olhanensis,,False,2.549133015625295,juvenile,female,27,18.871476789290057,,['Jellyfish'],9,Interacting with small fish nearby.
