,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,17,5.644108173133094,2,u. olhanen.,-7.99163,False,13.968383253029916,adult,female,1,16.753109709301185,37.01025,['Crab (Other Species)'],9,False,Slow movement near seagrass patches.
1,21,7.246445047370179,2,u. olhanen.,,True,4.064181692331843,sub_adult,male,2,21.409871738733454,,"['Sea Sponge', 'Mussel']",9,True,Foraging among seagrass roots.
2,36,7.420921803050453,3,A farensis,,False,83.32699961573697,juvenile,N/R,3,14.993752709721335,,"['Algae', 'Sea Star']",9,False,Interacting with small fish nearby.
3,48,6.222476038451758,2,u. olhanen.,,False,20.67504859675536,sub_adult,male,4,19.41626635693001,,"['Jellyfish', 'Coral Fragment', 'Hermit Crab', 'Crab (Other Species)']",7,False,Hiding under floating debris.
4,12,7.172793929506689,6,A. Farensis,,False,23.790700611864068,pre_puberty,male,5,21.34037165822297,,"['Polychaete Worm', 'Sea Urchin', 'Snail', 'Sea Sponge', 'Hermit Crab']",7,False,Climbing algae-covered rocks.
5,40,6.764107125956578,7,A farensis,,True,6.376074702666852,sub_adult,?,6,18.400112810903444,,['Sea Urchin'],9,True,Inspecting discarded crab shell.
6,29,4.8515827239974225,9,u. olhanen.,,False,3.254712760423281,sub_adult,female,7,18.247379594943023,,"['Crab (Other Species)', 'Snail', 'Algae', 'Jellyfish', 'Barnacle']",8,False,Mating behavior with antenna touching.
7,19,8.51733942767816,2,A farensis,,False,92.95895694203094,pre_puberty,?,8,15.455410011941424,,"['Mussel', 'Shrimp']",8,False,Rapid crossing of open sand.
8,26,5.379859338364517,5,A. Farensis,,False,33.559721854080806,pre_puberty,male,9,16.223398165110737,,"['Algae', 'Shrimp', 'Crab (Other Species)', 'Snail']",7,False,Resting under shell fragment.
9,40,7.469099132778181,7,u. olhanen.,,False,36.93415928463715,adult,male,10,18.392877105655067,,"['Hermit Crab', 'Sea Star', 'Sea Anemone', 'Shrimp']",7,False,Slow movement near seagrass patches.
10,41,6.0826876340323555,5,A farensis,,False,0.24005644464028078,adult,N/R,11,16.874139371682276,,"['Algae', 'Small Fish', 'Barnacle']",11,False,Struggling with entangled seaweed.
11,19,6.680342624435834,2,A farensis,,False,21.060741877278026,pre_puberty,male,12,19.531640667042844,,"['Barnacle', 'Hermit Crab', 'Snail', 'Algae']",6,False,Territorial display against intruder.
12,30,6.90715336866557,5,u. olhanen.,,False,62.85804045365557,adult,male,13,19.651561035378318,,"['Jellyfish', 'Algae', 'Sea Star', 'Small Fish']",8,False,Searching for food in tidal pools.
13,36,9.218012034256189,4,A. Farensis,,False,9.215145221580284,pre_puberty,female,14,18.45157462065435,,['Jellyfish'],7,False,Exchanging antenna taps.
14,32,9.00784392139882,9,A. Farensis,,True,7.071915268900469,sub_adult,female,15,21.751909509400573,,"['Coral Fragment', 'Sea Urchin', 'Sea Sponge', 'Shrimp', 'Sea Anemone']",10,True,Sideways walking along bay edge.
15,51,6.412101160768111,2,A farensis,,False,24.4732068797564,sub_adult,female,16,19.267765238776413,,"['Barnacle', 'Polychaete Worm', 'Mussel', 'Snail']",9,False,Climbing submerged rocks.
16,21,4.2556505433734895,4,A. Farensis,,False,52.877115979778765,sub_adult,male,17,19.325925291274476,,"['Hermit Crab', 'Snail', 'Sea Urchin']",8,False,Exchanging antenna taps.
17,26,5.58699262395014,3,A farensis,,False,9.576727746414003,sub_adult,male,18,20.81075830206303,,"['Sea Sponge', 'Sea Star', 'Coral Fragment', 'Small Fish']",8,False,Climbing submerged rocks.
18,24,8.131603103382153,7,u. olhanen.,,True,7.0537144900203215,pre_puberty,female,19,21.007367456575697,,"['Polychaete Worm', 'Algae', 'Snail', 'Jellyfish', 'Hermit Crab']",7,True,Territorial display against intruder.
19,48,5.299200086722438,5,A farensis,,False,13.663363377163595,pre_puberty,male,20,21.161533196096066,,"['Jellyfish', 'Mussel', 'Snail']",8,False,Climbing barnacle-covered surfaces.
20,13,9.197897296472183,8,A. Farensis,,False,65.85668152206635,sub_adult,male,21,20.08168476766568,,['Snail'],9,False,Hiding under seagrass blades.
21,24,6.352154518191755,6,A farensis,,False,152.71030062475714,pre_puberty,male,22,19.256445828421544,,['Snail'],6,False,Dragging shell fragment backward.
22,40,10.164630898423212,7,A farensis,,False,9.403408697746357,adult,female,23,18.657570593378836,,['Hermit Crab'],9,False,Burrowing into sandy sediment.
23,19,8.404645212290212,5,A farensis,,False,1.1363674915129691,sub_adult,male,24,19.024184665141807,,"['Coral Fragment', 'Small Fish', 'Sea Sponge']",12,False,Feeding on small mollusks.
24,16,8.758885144706841,3,U. olhanensis,,False,1.742012674392146,sub_adult,male,25,22.15844553249381,,"['Sea Anemone', 'Sea Urchin']",9,False,Scavenging near tidal pools.
25,19,6.4158082908797,4,U. olhanensis,,False,13.900485992983995,pre_puberty,female,26,19.89155601657383,,"['Shrimp', 'Small Fish', 'Sea Anemone', 'Snail', 'Algae']",10,False,Feeding on detritus in shallow water.
26,13,6.119876735582461,5,A. Farensis,,False,15.449411143376897,pre_puberty,female,27,18.088589197229133,,"['Sea Anemone', 'Sea Urchin', 'Small Fish', 'Crab (Other Species)']",7,False,Hiding in sandy burrow.
27,10,5.928395470122776,3,A. Farensis,,True,100.80153854101388,sub_adult,male,28,19.474723562483927,,"['Polychaete Worm', 'Snail', 'Sea Sponge', 'Coral Fragment']",12,True,Social contact with other crabs.
28,48,5.363226745452887,2,A. Farensis,,False,9.585820958122527,pre_puberty,male,29,18.07753802415961,,"['Algae', 'Sea Sponge', 'Sea Star']",5,False,Climbing barnacle-covered surfaces.
29,24,4.350029846139867,9,u. olhanen.,,True,3.992551941809947,pre_puberty, ,30,18.916498657647434,,"['Shrimp', 'Sea Urchin', 'Algae', 'Sea Sponge', 'Coral Fragment']",7,True,Escaping from aggressive fish.
30,44,5.801078374303801,6,A farensis,,True,128.92038720123355,juvenile,male,31,17.54450426321762,,"['Shrimp', 'Barnacle', 'Sea Star']",5,True,Interaction with hermit crabs.
31,28,4.485500490287254,4,A farensis,,False,5.008521717512883,adult,female,32,20.226357207790233,,"['Barnacle', 'Sea Urchin']",11,False,Swimming short distance to escape.
32,14,6.522376475750475,3,A. Farensis,,False,8.757380183329248,pre_puberty,male,33,19.316854784121034,,"['Algae', 'Sea Urchin']",9,False,Pausing frequently during exploration.
33,25,5.084231867456128,3,A farensis,,False,66.93372199302267,juvenile,male,34,17.23859338979095,,"['Crab (Other Species)', 'Small Fish']",9,False,Struggling with entangled seaweed.
34,14,7.785365879535562,6,A farensis,,False,22.86064375536309,sub_adult,male,35,21.065455213682462,,"['Polychaete Worm', 'Sea Urchin', 'Hermit Crab', 'Jellyfish', 'Crab (Other Species)']",12,False,Moving sideways along sandy bottom.
35,12,6.34161425105052,4,U. olhanensis,,False,55.20541161007834,pre_puberty,nan,36,17.311620563864928,,['Sea Sponge'],8,False,Sideways walking along bay edge.
36,35,7.68931126041561,2,A farensis,,False,11.162530554604654,adult,female,37,19.65695281850695,,['Coral Fragment'],6,False,Emerging cautiously from hiding.
37,20,5.154186380863028,6,A. Farensis,,False,5.30735322119737,sub_adult,male,38,18.67362951032571,,['Shrimp'],8,False,Claw snapping in competition.
38,27,8.049821480868339,5,U. olhanensis,,False,4.63258980252026,sub_adult,male,39,18.55160968196735,,"['Small Fish', 'Sea Sponge']",7,False,Feeding on detritus in shallow water.
39,18,5.660718384871679,6,u. olhanen.,,False,186.9817831933887,pre_puberty,male,40,16.676527965069635,,['Sea Sponge'],7,False,Escaping predator silhouette overhead.
40,24,8.232872971782042,3,U. olhanensis,,False,37.37303849280293,pre_puberty,male or female,41,19.285740504433196,,"['Barnacle', 'Sea Anemone']",12,False,Moving sideways along sandy bottom.
41,38,6.32622286106502,2,A. Farensis,,True,1.7233195600227422,sub_adult,female,42,19.59420841927056,,"['Sea Anemone', 'Sea Urchin']",9,True,Climbing seaweed stalks.
42,19,6.5747329698781645,6,A. Farensis,,False,30.610787830775518,juvenile,male,43,16.81666540390701,,['Algae'],10,False,Slow movement near seagrass patches.
43,30,5.0949442413333035,6,u. olhanen.,,False,1.864281029256912,juvenile,female,44,18.552950623537352,,"['Sea Star', 'Sea Urchin', 'Shrimp', 'Sea Sponge']",9,False,Picking biofilm on submerged wood.
44,23,6.550710259820512,2,u. olhanen.,,False,15.363469944277421,sub_adult,female,45,22.081729987189163,,"['Sea Anemone', 'Mussel', 'Shrimp', 'Snail', 'Polychaete Worm']",13,False,Claw snapping at diver.
45,22,7.717416170893052,2,u. olhanen.,,True,5.240235998584807,pre_puberty,male,46,19.85552309566011,,"['Hermit Crab', 'Sea Anemone', 'Sea Sponge']",9,True,Mating behavior with antenna touching.
46,14,7.904213493709085,6,A farensis,,False,4.065316335135391,juvenile,female,47,19.703298067435348,,"['Small Fish', 'Sea Star', 'Crab (Other Species)', 'Jellyfish']",9,False,Crab moving quickly across rocks.
47,34,5.980649504128034,3,A. Farensis,,False,9.956140648361286,adult,male,48,19.995373230257705,,"['Sea Anemone', 'Snail']",8,False,Escaping predator silhouette overhead.
48,36,5.690666491683692,7,A farensis,,False,9.287947038312227,pre_puberty,male,49,20.155576089943846,,"['Sea Sponge', 'Barnacle']",7,False,Defensive posture when approached.
49,27,4.1169461775886065,4,U. olhanensis,,False,7.179364613257632,pre_puberty,male,50,15.74609523122434,,"['Snail', 'Sea Urchin', 'Algae']",9,False,Climbing onto submerged logs.
