,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,u. olhanen.,male,adult,True,Creeping under the cover of seagrass.,"['Sea Urchin', 'Shrimp', 'Hermit Crab', 'Sea Sponge', 'Barnacle']",8.0,22.5,23.97416398544486,29.138544519796806,24.49544065582574,38.0,2021-02-09,37.02606,-8.01873,0
1,u. olhanen.,female,pre_puberty,True,Staying half-submerged in loose sand.,['Sea Star'],4.0,27.71770968390324,25.131868363154545,37.59360088521052,27.906638553766957,39.0,2021-02-09,,,1
2,A. Farensis,male,sub_adult,,Darting away in response to sudden shadow.,"['Crab (Other Species)', 'Sea Sponge', 'Mussel', 'Coral Fragment']",7.0,23.75,20.09018959141968,24.729256401443603,25.05085040431296,39.0,2021-02-09,,,2
3,Ucides alvorensis,nan,sub_adult,,Approaching small fish with curiosity.,"['Hermit Crab', 'Polychaete Worm', 'Sea Star', 'Barnacle', 'Sea Sponge']",6.0,23.75,27.567890391309856,36.88759315928322,24.93122398420821,37.0,2021-02-09,,,3
4,u. olhanen.,female,adult,False,Scaling steep rock faces near shore.,"['Algae', 'Snail', 'Jellyfish', 'Crab (Other Species)']",12.0,49.50229171942348,57.13794789625265,72.92695585558131,53.83890878510018,38.0,2021-02-09,,,4
5,A. Farensis,male,pre_puberty,,Claw shaking post-contact gesture.,"['Sea Star', 'Sea Anemone']",5.0,14.25,16.00374109974453,23.563907580785298,14.726058079144973,38.0,2021-02-09,,,5
6,U. olhanensis,female,pre_puberty,True,Advancing toward bait in water.,"['Jellyfish', 'Sea Urchin', 'Algae', 'Barnacle', 'Hermit Crab']",9.0,7.358459081690499,8.566044759847726,12.576915000725466,7.9917592594360976,40.0,2021-02-09,,,6
7,u. olhanen.,male,adult,,Sifting through sediment for scraps.,"['Sea Star', 'Barnacle', 'Algae', 'Polychaete Worm', 'Jellyfish']",6.0,31.5,29.851352401785196,43.09449820233723,33.47631648073744,39.0,2021-02-09,,,7
8,u. olhanen.,male,adult,,Retreating swiftly from perceived danger.,"['Sea Sponge', 'Shrimp', 'Coral Fragment']",6.0,30.0,27.29280249519707,33.62720769568861,30.765585686181716,37.0,2021-02-09,,,8
9,U. olhanensis,male,sub_adult,,Staying half-submerged in loose sand.,['Polychaete Worm'],8.0,17.5,14.848961496382818,20.3646469100884,19.22633798403262,37.0,2021-02-09,,,9
10,U. olhanensis,male,adult,True,Scaling steep rock faces near shore.,"['Hermit Crab', 'Coral Fragment', 'Shrimp', 'Barnacle']",11.0,55.5,55.10072400814925,80.31753499644196,58.77281017666291,38.0,2021-02-09,,,10
11,U. olhanensis,female,pre_puberty,True,Retreating swiftly from perceived danger.,"['Sea Anemone', 'Polychaete Worm', 'Coral Fragment']",9.0,11.295959088400632,9.11537131008456,11.675334225271465,11.990263174542816,38.0,2021-02-09,,,11
12,A. Farensis,male,adult,,Group migration across shallow seabed.,"['Hermit Crab', 'Polychaete Worm', 'Shrimp']",8.0,10.5,10.793903484403675,16.175435501489762,11.26231826641053,37.0,2021-02-09,,,12
13,A farensis,male,adult,,Swiftly dashing across exposed sand.,"['Sea Anemone', 'Jellyfish', 'Hermit Crab', 'Coral Fragment', 'Snail']",10.0,31.5,32.903406893218325,47.603832093656976,32.96662162433175,37.0,2021-02-09,,,13
14,U. olhanensis,female,adult,False,Side-stepping along sandy coastal floor.,"['Sea Anemone', 'Sea Urchin']",8.0,27.189729507614164,30.494674273358708,45.49344604511407,28.636338612798784,39.0,2021-02-09,,,14
15,U. olhanensis,female,pre_puberty,True,Filtering detritus from shallow bottom.,['Polychaete Worm'],11.0,22.54850808552011,23.264162374880737,29.18875607951649,24.31903368897054,39.0,2021-02-09,,,15
16,U. olhanensis,male,adult,,Retreating quickly into hidden burrow.,['Coral Fragment'],7.0,46.5,47.01898108222187,64.2357243328596,47.67930092076651,39.0,2021-02-09,,,16
17,u. olhanen.,female,sub_adult,False,Retreating quickly into hidden burrow.,"['Sea Sponge', 'Crab (Other Species)', 'Coral Fragment', 'Snail', 'Hermit Crab']",11.0,13.550835173093198,12.327605613225726,18.211840026940866,13.641910299581292,39.0,2021-02-09,,,17
18,u. olhanen.,male,sub_adult,,Frequent pausing while exploring.,"['Shrimp', 'Small Fish']",8.0,48.75,49.51733694095908,71.30118440916675,51.12516681316904,38.0,2021-02-09,,,18
19,U. olhanensis,female,adult,True,Entering burrow after disturbance.,['Sea Star'],5.0,21.76470670031057,21.271162358467915,26.116856426446326,22.753156394969825,37.0,2021-02-09,,,19
20,u. olhanen.,male,adult,True,Foraging through tangled seagrass roots.,"['Mussel', 'Snail', 'Crab (Other Species)', 'Small Fish', 'Hermit Crab']",10.0,9.0,8.492316490655494,10.707747952835778,9.366975927188825,41.0,2021-02-09,,,20
21,u. olhanen.,female,juvenile,True,Darting away in response to sudden shadow.,"['Sea Anemone', 'Hermit Crab', 'Snail']",4.0,6.8203816539151125,7.137294013715019,9.103543385972426,7.4441199276794014,36.0,2021-02-09,,,21
22,A. Farensis,female,sub_adult,False,Feeding on decaying matter among rocks.,"['Sea Urchin', 'Mussel']",9.0,21.371218716422785,20.205900131038888,27.016171233363945,22.802859627489056,38.0,2021-02-09,,,22
23,A farensis,female,sub_adult,True,Reacting to sudden changes in temperature.,"['Jellyfish', 'Snail', 'Sea Star']",9.0,11.739142295596713,11.367027206976072,15.305854496451934,12.114393621738419,37.0,2021-02-09,,,23
24,u. olhanen.,male,pre_puberty,,Picking algae carefully off rock faces.,"['Sea Urchin', 'Hermit Crab']",8.0,9.75,8.474323445589876,12.005743678401133,10.210034591778248,41.0,2021-02-09,,,24
25,A farensis,male,sub_adult,,Color change during molting stress.,"['Sea Sponge', 'Coral Fragment', 'Sea Star']",6.0,17.5,17.264132952801145,24.723580998990077,18.832207548822367,38.0,2021-02-09,,,25
26,u. olhanen.,male,sub_adult,,Claw shaking post-contact gesture.,"['Crab (Other Species)', 'Sea Urchin']",7.0,22.5,19.22489383171459,27.084077744306914,24.384745292078005,38.0,2021-02-09,,,26
27,U. olhanensis,female,adult,False,Resisting aggressive fish encounter.,['Sea Star'],11.0,9.102208232490925,8.663152479318722,12.948611617250377,9.132373489457821,39.0,2021-02-09,,,27
28,A. Farensis,female,juvenile,False,Engaging in antennae-to-antennae contact.,"['Polychaete Worm', 'Sea Sponge', 'Sea Urchin']",10.0,5.799899931775302,5.834931849497014,7.057934913548849,6.043942595017204,39.0,2021-02-09,,,28
29,u. olhanen.,female,adult,False,Slowly navigating around seagrass beds.,['Snail'],9.0,10.954685660695349,10.334747820118544,12.435290759442791,11.98979468052443,40.0,2021-02-09,,,29
30,A farensis,female,adult,False,Progressing cautiously through new area.,['Small Fish'],9.0,5.252408454684504,5.700707489680642,8.05497544983104,5.726168101464978,37.0,2021-02-09,,,30
31,U. olhanensis,female,sub_adult,False,Progressing cautiously through new area.,"['Snail', 'Sea Star', 'Mussel']",9.0,19.333145716779697,17.852043026181686,25.26280750209057,20.887429839811535,37.0,2021-02-09,,,31
32,U. olhanensis,male,pre_puberty,,Taking cover beneath seagrass leaves.,"['Algae', 'Sea Urchin', 'Barnacle', 'Sea Star', 'Hermit Crab']",8.0,17.25,21.47077779169579,26.411618483614895,17.43805352928911,40.0,2021-02-09,,,32
33,A farensis,female,sub_adult,False,Waving claw in signal to another crab.,['Shrimp'],6.0,15.506677177581432,14.934393157773345,20.672893586330627,16.061112305561068,39.0,2021-02-09,,,33
34,U. olhanensis,male,pre_puberty,,Swimming briefly to avoid disturbance.,"['Polychaete Worm', 'Sea Anemone', 'Algae', 'Sea Urchin', 'Shrimp']",10.0,20.25,25.586340756905646,35.316729447839926,20.7369964200348,40.0,2021-02-09,,,34
