,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,210,119.65382408169425,30,u. olhanen.,-7.99163,True,21.892417097025266,a,male,1,139.74449496655865,37.01025,['Sea Anemone'],6,True,Color changes during molting.
1,160,130.73825077729833,50,A farensis,,False,1500.0,s,male,2,92.12627496139093,,"['Sea Anemone', 'Coral Fragment', 'Snail']",13,False,Slow movement near seagrass patches.
2,260,107.15452342338766,40,A. Farensis,,False,72.03251883601902,p,female,3,96.49862143253826,,"['Shrimp', 'Mussel', 'Jellyfish', 'Small Fish', 'Crab (Other Species)']",8,False,Shaking claws after contact.
3,90,122.16459293126876,30,A. Farensis,,False,809.0755918384933,p,male,4,120.6303040828873,,['Sea Star'],5,False,Slow movement near seagrass patches.
4,80,113.96323965840934,50,A farensis,,False,159.3503883532943,p, ,5,130.15351221037116,,"['Coral Fragment', 'Sea Sponge', 'Algae', 'Mussel']",8,False,Half buried in sand.
5,170,108.51084525672228,20,u. olhanen.,,False,147.10335416387662,p,male,6,147.24518351083293,,"['Polychaete Worm', 'Shrimp', 'Algae']",7,False,Hiding under seagrass blades.
6,260,103.36039017268666,50,A farensis,,False,663.4211104734953,a,male,7,134.94515599639382,,"['Small Fish', 'Mussel', 'Polychaete Worm', 'Sea Anemone', 'Barnacle']",9,False,Waving claws rhythmically.
7,140,107.32950798408508,90,A. Farensis,,False,806.4230123475247,s,male,8,126.331356270679,,['Sea Anemone'],8,False,Moving toward warmer water pockets.
8,340,123.93899692307505,20,A. Farensis,,True,84.31252767500013,p,male,9,137.3348690349829,,"['Sea Anemone', 'Jellyfish', 'Shrimp', 'Sea Urchin']",9,True,Color changes during molting.
9,250,114.94689658369134,100,u. olhanen.,,False,779.8316234575894,a,male,10,99.95396456971746,,"['Hermit Crab', 'Small Fish', 'Sea Star', 'Sea Urchin']",8,False,Claw snapping in competition.
10,450,103.29795105986756,50,u. olhanen.,,False,336.44434948528885,s,male,11,119.90879952876541,,"['Algae', 'Shrimp', 'Polychaete Worm', 'Snail', 'Sea Sponge']",7,False,Vibrating antennae in water currents.
