,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,22,12.08462266958564,2,A farensis,-7.99163,False,10.85284479603997,adult,female,1,26.19007808696756,37.01025,"['Jellyfish', 'Shrimp']",9,False,Feeding on small mollusks.
1,13,13.327263497145253,8,A. Farensis,,False,16.852458768464405,pre_puberty,male,2,23.70248334795825,,"['Mussel', 'Barnacle', 'Sea Star', 'Shrimp', 'Crab (Other Species)']",11,False,Guarding a small hole in sediment.
2,25,12.630083153417518,5,U. olhanensis,,False,4.383445341868212,adult, ,3,23.768853428872205,,"['Barnacle', 'Algae', 'Shrimp']",9,False,Struggling with entangled seaweed.
3,23,11.766065350186164,3,u. olhanen.,,False,3.773543211702815,sub_adult,female,4,19.61952464131919,,['Barnacle'],6,False,Resting in shaded rock crevice.
4,28,12.038023144246704,2,U. olhanensis,,True,3.6810248577862374,sub_adult,?,5,21.47387531946794,,"['Polychaete Worm', 'Jellyfish']",8,True,Interacting with small fish nearby.
5,17,12.45305627536024,5,A. Farensis,,False,6.021529781366086,sub_adult,male,6,21.46491778361085,,"['Polychaete Worm', 'Snail', 'Sea Sponge', 'Barnacle']",12,False,Climbing barnacle-covered surfaces.
6,18,12.410021997951702,4,A farensis,,False,28.437917733558674,sub_adult,male,7,26.20579717360541,,"['Mussel', 'Sea Urchin']",8,False,Dragging shell fragment backward.
7,39,11.264122355119119,4,A. Farensis,,False,1.539014351286283,sub_adult,male,8,21.34730628477999,,"['Sea Urchin', 'Crab (Other Species)']",6,False,Climbing barnacle-covered surfaces.
8,26,12.329179099967746,2,A farensis,,False,0.782509147275986,sub_adult,male or female,9,21.562310659045544,,"['Crab (Other Species)', 'Mussel', 'Small Fish']",14,False,Hiding under floating debris.
9,18,12.601997135030205,6,u. olhanen.,,False,4.133371101410226,sub_adult,male,10,22.64974438453259,,"['Sea Anemone', 'Shrimp', 'Jellyfish', 'Sea Star', 'Polychaete Worm']",6,False,Climbing barnacle-covered surfaces.
10,32,12.568400382011884,3,A. Farensis,,False,8.698177333228198,pre_puberty,male,11,19.069377185198178,,['Coral Fragment'],9,False,Mating behavior with antenna touching.
11,32,10.820340810877518,3,A. Farensis,,False,18.7552123774309,adult,male,12,17.91698038673749,,"['Small Fish', 'Mussel', 'Coral Fragment']",9,False,Social contact with other crabs.
12,8,11.40247217231784,3,u. olhanen.,,False,7.661177432015879,sub_adult,male,13,20.630617480482183,,"['Shrimp', 'Sea Anemone', 'Snail', 'Hermit Crab']",6,False,Feeding on detritus in shallow water.
13,23,11.46620620805209,3,A farensis,,False,1.9124234788894234,sub_adult,male,14,25.18509125324136,,"['Snail', 'Small Fish']",8,False,Defensive posture when approached.
14,35,13.755044431280732,7,u. olhanen.,,False,4.166100513941556,sub_adult,female,15,21.131632687740012,,"['Algae', 'Sea Urchin', 'Sea Anemone', 'Jellyfish', 'Mussel']",11,False,Resting in shaded rock crevice.
15,30,12.980476660411792,9,A farensis,,False,3.8154463231237083,adult,male or female,16,23.834414034194772,,"['Algae', 'Sea Sponge', 'Crab (Other Species)', 'Jellyfish', 'Mussel']",6,False,Climbing algae-covered rocks.
16,58,12.350344401506897,6,A. Farensis,,False,85.71589113553793,pre_puberty,male,17,24.452411230785568,,['Polychaete Worm'],9,False,Sideways walking along bay edge.
17,18,11.96320029546008,4,u. olhanen.,,False,1.1499346519284925,pre_puberty,female,18,18.770496139437103,,"['Crab (Other Species)', 'Shrimp', 'Barnacle', 'Sea Anemone', 'Coral Fragment']",6,False,Escaping from aggressive fish.
18,15,13.824786831808835,7,U. olhanensis,,False,6.530282818510607,pre_puberty,male,19,22.202357869753204,,"['Mussel', 'Algae', 'Polychaete Worm']",9,False,Moving in groups.
19,10,13.011228219941934,5,A farensis,,False,5.826887832897525,pre_puberty,male,20,22.53401332110396,,"['Barnacle', 'Coral Fragment', 'Polychaete Worm']",8,False,Interaction with hermit crabs.
20,16,10.687327044584233,7,A farensis,,False,4.4459666951799575,sub_adult,male,21,24.170078261180397,,"['Sea Sponge', 'Shrimp', 'Crab (Other Species)', 'Barnacle', 'Sea Urchin']",8,False,Pausing frequently during exploration.
21,41,12.631463910924012,2,A. Farensis,,False,2.536297003456996,pre_puberty,male,22,21.335147315679166,,"['Sea Anemone', 'Small Fish']",11,False,Slow movement near seagrass patches.
22,21,12.33239078143156,5,U. olhanensis,,False,5.132220987395179,adult,male,23,24.696171890023862,,"['Jellyfish', 'Crab (Other Species)']",8,False,Escaping predator silhouette overhead.
23,22,13.619548389214694,4,A farensis,,False,6.943661119107265,juvenile,female,24,23.001794314256063,,"['Sea Anemone', 'Sea Sponge', 'Hermit Crab', 'Small Fish', 'Jellyfish']",11,False,Hiding under seagrass blades.
24,22,13.501184477027321,6,u. olhanen.,,False,3.8678240626122746,adult,?,25,23.1383060385224,,"['Sea Urchin', 'Snail', 'Shrimp', 'Jellyfish', 'Sea Star']",9,False,Using claws to dig into sediment.
25,26,10.567827440414248,3,A farensis,,False,1.5325986003534053,sub_adult,male or female,26,22.629440179535166,,"['Snail', 'Shrimp', 'Crab (Other Species)', 'Barnacle', 'Jellyfish']",6,False,Moving toward warmer water pockets.
26,14,11.059179864353142,3,u. olhanen.,,False,2.8289785093422983,adult,female,27,24.95926999909851,,"['Jellyfish', 'Shrimp']",10,False,Burrowing into sandy sediment.
27,24,11.487350037625477,4,A farensis,,True,41.31842287807718,sub_adult,female,28,19.695249131754753,,['Sea Urchin'],7,True,Picking biofilm on submerged wood.
28,63,11.192993606859984,2,A farensis,,False,19.692734779289616,pre_puberty,male,29,19.639664020973868,,"['Algae', 'Barnacle', 'Jellyfish']",6,False,Exploring new territory.
29,27,10.25031195892936,3,A. Farensis,,False,5.3268302705945345,pre_puberty, ,30,19.525963358494398,,['Mussel'],7,False,Feeding on algae scraped from rocks.
30,31,10.832953716248472,5,A. Farensis,,False,0.81937762126716,pre_puberty,-,31,23.38671939176294,,['Shrimp'],6,False,Mating behavior with antenna touching.
31,27,12.141991409998221,5,A. Farensis,,False,10.671008648921655,sub_adult,female,32,20.190469422050853,,"['Sea Urchin', 'Barnacle', 'Hermit Crab', 'Shrimp']",8,False,Foraging among seagrass roots.
32,22,12.886741297188689,2,U. olhanensis,,False,1.1509075684177688,sub_adult,?,33,24.76753895683248,,"['Sea Star', 'Algae', 'Snail', 'Sea Urchin', 'Small Fish']",9,False,Territorial display against intruder.
33,39,11.255007971412585,3,u. olhanen.,,False,3.0628784585588695,pre_puberty,male,34,20.90498253650312,,"['Sea Star', 'Sea Urchin']",4,False,Picking detritus from seabed.
34,44,12.582434554711323,3,A. Farensis,,False,2.480183856894985,sub_adult,male,35,25.97837772730769,,"['Coral Fragment', 'Sea Sponge', 'Shrimp', 'Crab (Other Species)', 'Mussel']",4,False,Vibrating antennae in water currents.
35,27,11.24494980217527,6,u. olhanen.,,False,37.08142576233057,sub_adult,male,36,21.490507242807553,,['Shrimp'],8,False,Climbing onto submerged logs.
36,31,11.375564294120252,4,U. olhanensis,,False,2.999789227305231,sub_adult,female,37,22.779513466327074,,"['Sea Urchin', 'Jellyfish', 'Sea Star']",9,False,Moving toward bait.
37,34,13.857175733503233,6,A. Farensis,,False,1.1950327909774159,juvenile,male,38,21.529999214103327,,"['Coral Fragment', 'Barnacle', 'Sea Sponge', 'Small Fish', 'Sea Urchin']",8,False,Waving claws rhythmically.
38,12,11.942351215139723,5,u. olhanen.,,True,12.162282727447298,sub_adult,male,39,19.799652122160385,,"['Crab (Other Species)', 'Mussel', 'Sea Sponge', 'Jellyfish', 'Hermit Crab']",5,True,Swimming short distance to escape.
39,8,13.316518261531067,4,u. olhanen.,,True,4.2279240365379644,adult, ,40,24.45853666978008,,"['Coral Fragment', 'Sea Anemone', 'Shrimp', 'Barnacle']",6,True,Resting under shell fragment.
40,24,12.017517889475545,3,A. Farensis,,True,18.727248666444577,juvenile,female,41,25.906922684268,,"['Sea Anemone', 'Snail', 'Small Fish', 'Polychaete Worm']",10,True,Hiding beneath rocks.
41,38,13.509074041703354,5,A farensis,,False,16.995630871249666,sub_adult,male,42,21.539295168417702,,"['Snail', 'Hermit Crab']",9,False,Interaction with hermit crabs.
42,33,9.09185787586582,4,A. Farensis,,True,4.242993134503177,sub_adult,male or female,43,21.571894235518382,,"['Jellyfish', 'Mussel', 'Snail', 'Sea Star']",10,True,Feeding on detritus in shallow water.
