,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
0,U. olhanensis,male,a,True,Side-stepping along sandy coastal floor.,"['Barnacle', 'Shrimp', 'Sea Anemone', 'Small Fish', 'Jellyfish']",6.0,6.681818181818182,6.199928214410234,8.525589534247745,6.83785554645664,2.1818181818181817,2022-07-25,37.1,-8.62,0
1,A farensis,female,s,False,Grazing on mollusks among debris.,"['Barnacle', 'Hermit Crab', 'Sea Anemone', 'Crab (Other Species)']",8.0,1.6490230730063784,1.990510653325006,2.777173730114115,1.7119008866461327,1.9090909090909092,2022-07-25,,,1
2,u. olhanen.,male,p,,Swiftly dashing across exposed sand.,"['Mussel', 'Hermit Crab', 'Shrimp']",6.0,3.0,3.45644940356403,4.746788617285655,3.144733445658015,2.090909090909091,2022-07-25,,,2
3,U. olhanensis,male,j,,Scuttling swiftly over rocky terrain.,['Polychaete Worm'],7.0,0.8636363636363636,1.0751619105928163,1.3246905162626388,0.8788828748302571,2.090909090909091,2022-07-25,,,3
4,A farensis,male,j,,Feeding on small crustaceans in crevices.,"['Sea Urchin', 'Jellyfish']",7.0,1.7272727272727273,1.3873297630271617,1.9808279593315599,1.7461050617090819,2.0,2022-07-25,,,4
5,Ucides alvorensis,nan,j,,Creeping under the cover of seagrass.,['Sea Star'],7.0,1.3636363636363635,1.5912820510245347,2.369518616020665,1.3972092178039914,2.0,2022-07-25,,,5
6,A. Farensis,male,a,,Progressing cautiously through new area.,"['Small Fish', 'Jellyfish', 'Sea Sponge']",11.0,4.636363636363637,4.240271336797611,5.5036146385136595,4.71972919337101,2.090909090909091,2022-07-25,,,6
7,u. olhanen.,male,j,,Picking algae carefully off rock faces.,"['Sea Star', 'Coral Fragment', 'Jellyfish', 'Hermit Crab']",6.0,4.136363636363637,4.14757865894815,5.239350294430427,4.359066974179377,1.9090909090909092,2022-07-25,,,7
8,U. olhanensis,female,s,False,Inspecting remains of another crab.,"['Hermit Crab', 'Mussel', 'Shrimp']",9.0,2.370774856363451,2.3297480221171605,3.128078599951351,2.5043216474305083,1.9090909090909092,2022-07-25,,,8
9,U. olhanensis,male,s,,Defensive claw movement in water.,"['Hermit Crab', 'Polychaete Worm']",5.0,4.7727272727272725,5.123008107127569,6.746298665355716,5.131208222360612,1.9090909090909092,2022-07-25,,,9
10,A farensis,male,a,True,Guarding hole in substrate from intruders.,"['Sea Anemone', 'Hermit Crab', 'Sea Sponge', 'Sea Urchin']",4.0,6.954545454545454,6.261302714784015,7.7043110515085935,7.03207598995861,2.0,2022-07-25,,,10
11,U. olhanensis,female,a,False,Approaching small fish with curiosity.,"['Sea Urchin', 'Sea Anemone', 'Small Fish', 'Crab (Other Species)']",8.0,2.6459989927396865,2.414916655686404,3.324288011667738,2.77614806250956,2.0,2022-07-25,,,11
12,A. Farensis,male,a,,Color change during molting stress.,"['Snail', 'Sea Sponge', 'Sea Anemone', 'Mussel']",6.0,6.545454545454546,6.231527917852927,8.332359479388183,6.630873059740673,2.090909090909091,2022-07-25,,,12
13,U. olhanensis,male,p,,Feeding on small crustaceans in crevices.,"['Crab (Other Species)', 'Jellyfish', 'Sea Sponge', 'Algae']",6.0,2.7954545454545454,2.8372835777008247,3.8961276589552964,3.0270017666157596,2.0,2022-07-25,,,13
14,U. olhanensis,female,a,False,Claw shaking post-contact gesture.,"['Barnacle', 'Jellyfish']",7.0,5.45702959737141,6.587384549917737,8.464498027233242,5.88701416341232,2.0,2022-07-25,,,14
15,u. olhanen.,female,p,True,Interaction with nearby hermit crab.,"['Crab (Other Species)', 'Sea Urchin', 'Barnacle']",8.0,0.363591890600094,0.40704408823556565,0.5491244982932767,0.39366751562793817,2.0,2022-07-25,,,15
16,U. olhanensis,male,s,,Nibbling detritus off seabed patches.,"['Jellyfish', 'Sea Urchin', 'Barnacle']",3.0,6.25,5.854771809899921,7.118379377889294,6.7126013331645735,2.1818181818181817,2022-07-25,,,16
17,A farensis,female,a,False,Filtering detritus from shallow bottom.,['Sea Anemone'],6.0,5.170315257520604,4.849408727436227,6.820175481525075,5.511525841580096,1.9090909090909092,2022-07-25,,,17
18,Ucides alvorensis,male or female,a,,Collecting biofilm from sunken wood.,"['Mussel', 'Algae', 'Sea Star', 'Sea Anemone', 'Snail']",8.0,3.8181818181818183,3.6404549143851876,4.813657622383494,4.064871186732673,2.090909090909091,2022-07-25,,,18
19,Ucides alvorensis,nan,s,,Swimming briefly to avoid disturbance.,"['Barnacle', 'Snail', 'Crab (Other Species)', 'Hermit Crab', 'Small Fish']",7.0,3.1818181818181817,3.381117143816077,4.868758569466823,3.4856749146524852,2.090909090909091,2022-07-25,,,19
20,U. olhanensis,male,s,True,Peering out cautiously from cover.,"['Snail', 'Crab (Other Species)', 'Shrimp', 'Polychaete Worm', 'Barnacle']",9.0,4.545454545454546,4.7438253694271015,5.886040749936154,4.792858694824133,2.090909090909091,2022-07-25,,,20
21,U. olhanensis,female,j,False,Claw snapping in aggressive encounter.,"['Hermit Crab', 'Sea Star', 'Coral Fragment', 'Crab (Other Species)', 'Barnacle']",10.0,1.1732520687414343,1.4056199476889217,1.730863688583491,1.214678252068495,1.9090909090909092,2022-07-25,,,21
